trial_index	trial_type	block_number	path_length
55	go	4	545.682152
56	go	4	700.221983
57	nogo	4	648.812359
58	go	4	637.022889
59	go	4	877.604787
60	go	4	708.776814
61	nogo	4	659.324305
62	go	4	775.708713
63	nogo	4	620.841000
64	go	4	n/a
65	go	4	492.674287
66	go	4	604.193875
67	go	4	543.248119
68	go	4	555.956275
69	nogo	4	479.737534
70	go	4	734.414813
71	go	4	627.232566
72	nogo	4	1004.518507
73	go	4	n/a
74	go	4	525.319759
75	go	4	525.976126
76	go	4	623.998632
77	go	4	565.139501
78	go	4	545.419012
79	go	4	712.690934
80	go	4	696.499877
81	go	4	558.537725
82	go	4	600.314151
83	go	4	600.850776
84	go	4	503.686619
85	go	4	620.788916
86	nogo	4	420.639116
87	go	4	621.756790
88	nogo	4	551.989526
89	go	4	560.499011
90	go	4	616.264979
91	go	4	542.573512
92	go	4	896.563968
93	go	4	625.212433
94	go	4	520.219982
95	nogo	4	606.507891
96	go	4	544.285885
97	go	4	621.978311
98	go	4	500.759640
99	go	4	568.123711
100	go	4	513.908785
101	go	4	543.381635
102	go	4	528.368154
103	nogo	4	474.445447
104	go	4	600.284593
105	go	4	576.767311
106	nogo	4	444.519563
107	go	4	597.875822
108	nogo	4	535.765245
109	go	4	610.647980
110	go	4	648.545003
111	go	4	589.771866
112	go	4	740.538251
113	nogo	4	n/a
114	go	4	257.397793
115	go	5	607.239321
116	nogo	5	505.319973
117	go	5	367.368003
118	go	5	620.780329
119	go	5	669.696636
120	go	5	693.662183
121	go	5	736.479766
122	go	5	572.988184
123	go	5	634.044837
124	go	5	776.940445
125	go	5	n/a
126	nogo	5	443.740431
127	go	5	526.831993
128	go	5	584.433396
129	go	5	751.146994
130	go	5	642.081400
131	go	5	522.417245
132	go	5	678.153005
133	go	5	657.181866
134	nogo	5	506.481837
135	go	5	511.584132
136	go	5	528.009290
137	nogo	5	541.452587
138	go	5	563.112628
139	nogo	5	908.761283
140	go	5	613.907888
141	go	5	555.354439
142	nogo	5	505.069389
143	go	5	518.727627
144	nogo	5	423.941704
145	go	5	689.010325
146	nogo	5	542.488684
147	go	5	935.826443
148	go	5	487.860393
149	nogo	5	410.659076
150	go	5	571.605239
151	go	5	439.594360
152	go	5	647.590502
153	go	5	531.883932
154	nogo	5	527.564415
155	go	5	1003.961050
156	go	5	612.414628
157	go	5	514.370378
158	go	5	523.689448
159	go	5	489.230909
160	go	5	n/a
161	nogo	5	435.234456
162	go	5	736.825231
163	go	5	634.262356
164	nogo	5	541.791846
165	go	5	n/a
166	go	5	610.015895
167	go	5	622.407635
168	go	5	728.777438
169	go	5	573.985210
170	go	5	637.392937
171	go	5	574.387864
172	go	5	561.068422
173	go	5	592.584294
174	go	5	597.951414
193	go	7	564.257693
194	nogo	7	1055.475660
195	go	7	468.428505
196	go	7	525.192237
197	go	7	580.901441
198	go	7	565.013777
199	nogo	7	607.639838
200	go	7	719.662357
201	nogo	7	471.037030
202	go	7	722.501416
203	go	7	868.831326
204	go	7	629.341115
205	go	7	524.431570
206	go	7	489.982345
207	go	7	640.558991
208	go	7	613.872181
209	nogo	7	611.032019
210	go	7	584.161208
211	go	7	853.598614
212	nogo	7	558.475977
213	go	7	524.121721
214	go	7	612.717308
215	go	7	572.352803
216	nogo	7	571.616523
217	go	7	n/a
218	nogo	7	529.230032
219	go	7	558.637974
220	go	7	760.899902
221	nogo	7	634.147619
222	go	7	584.459917
223	go	7	585.167735
224	go	7	582.836930
225	go	7	609.876273
226	go	7	599.168214
227	go	7	535.932046
228	go	7	611.080780
229	go	7	636.243056
230	nogo	7	476.547502
231	go	7	617.774042
232	go	7	520.368562
233	go	7	705.304307
234	go	7	604.655983
235	go	7	517.020490
236	go	7	633.314767
237	nogo	7	n/a
238	go	7	571.483467
239	go	7	544.463990
240	go	7	542.191646
241	go	7	558.349977
242	nogo	7	507.366813
243	go	7	612.057021
244	go	7	556.435302
245	nogo	7	544.123174
246	go	7	582.705159
247	go	7	597.567518
248	go	7	580.289001
249	go	7	539.003097
250	go	7	623.683000
251	go	7	757.122254
252	go	7	831.040472
253	go	8	728.253350
254	go	8	534.392912
255	go	8	536.977159
256	go	8	571.212442
257	nogo	8	509.273639
258	go	8	572.120051
259	go	8	658.458315
260	go	8	n/a
261	go	8	628.882413
