trial_index	trial_type	block_number	response_time_ms
55	go	4	461.161
56	go	4	510.631
57	nogo	4	494.141
58	go	4	475.512
59	go	4	558.062
60	go	4	743.977
61	nogo	4	427.298
62	go	4	561.129
63	nogo	4	461.231
64	go	4	n/a
65	go	4	411.182
66	go	4	628.223
67	go	4	561.365
68	go	4	544.774
69	nogo	4	576.788
70	go	4	576.924
71	go	4	493.929
72	nogo	4	509.313
73	go	4	n/a
74	go	4	576.631
75	go	4	445.423
76	go	4	577.930
77	go	4	394.855
78	go	4	478.150
79	go	4	563.394
80	go	4	594.830
81	go	4	525.096
82	go	4	528.619
83	go	4	694.305
84	go	4	594.834
85	go	4	661.488
86	nogo	4	562.147
87	go	4	529.388
88	nogo	4	428.296
89	go	4	510.623
90	go	4	546.080
91	go	4	544.327
92	go	4	528.383
93	go	4	561.456
94	go	4	393.184
95	nogo	4	461.173
96	go	4	660.603
97	go	4	544.459
98	go	4	660.783
99	go	4	545.685
100	go	4	709.217
101	go	4	478.840
102	go	4	711.831
103	nogo	4	344.265
104	go	4	428.173
105	go	4	494.135
106	nogo	4	426.681
107	go	4	578.039
108	nogo	4	409.887
109	go	4	527.916
110	go	4	593.107
111	go	4	495.036
112	go	4	678.103
113	nogo	4	n/a
114	go	4	694.269
115	go	5	544.167
116	nogo	5	176.471
117	go	5	528.693
118	go	5	511.757
119	go	5	610.952
120	go	5	577.861
121	go	5	494.269
122	go	5	411.837
123	go	5	577.732
124	go	5	628.548
125	go	5	n/a
126	nogo	5	493.300
127	go	5	428.539
128	go	5	558.887
129	go	5	509.850
130	go	5	427.957
131	go	5	445.101
132	go	5	543.456
133	go	5	561.386
134	nogo	5	444.226
135	go	5	410.950
136	go	5	429.328
137	nogo	5	561.029
138	go	5	859.373
139	nogo	5	442.839
140	go	5	643.877
141	go	5	577.163
142	nogo	5	493.399
143	go	5	628.443
144	nogo	5	361.295
145	go	5	544.871
146	nogo	5	393.554
147	go	5	527.770
148	go	5	360.939
149	nogo	5	391.133
150	go	5	626.612
151	go	5	578.235
152	go	5	511.252
153	go	5	545.508
154	nogo	5	459.511
155	go	5	575.525
156	go	5	462.457
157	go	5	378.231
158	go	5	594.772
159	go	5	476.860
160	go	5	n/a
161	nogo	5	428.260
162	go	5	462.244
163	go	5	611.197
164	nogo	5	227.010
165	go	5	n/a
166	go	5	560.438
167	go	5	478.354
168	go	5	578.325
169	go	5	1095.004
170	go	5	576.356
171	go	5	576.078
172	go	5	628.413
173	go	5	678.094
174	go	5	477.547
193	go	7	544.045
194	nogo	7	409.660
195	go	7	509.812
196	go	7	561.011
197	go	7	627.208
198	go	7	642.934
199	nogo	7	375.588
200	go	7	560.730
201	nogo	7	226.258
202	go	7	578.312
203	go	7	594.713
204	go	7	542.450
205	go	7	609.915
206	go	7	511.360
207	go	7	542.992
208	go	7	526.905
209	nogo	7	425.237
210	go	7	410.649
211	go	7	544.374
212	nogo	7	261.624
213	go	7	427.326
214	go	7	745.390
215	go	7	545.842
216	nogo	7	361.382
217	go	7	n/a
218	nogo	7	476.230
219	go	7	761.694
220	go	7	611.997
221	nogo	7	410.785
222	go	7	495.730
223	go	7	826.958
224	go	7	544.866
225	go	7	645.121
226	go	7	544.865
227	go	7	428.588
228	go	7	528.890
229	go	7	659.931
230	nogo	7	242.678
231	go	7	527.648
232	go	7	476.494
233	go	7	526.501
234	go	7	443.703
235	go	7	611.047
236	go	7	561.630
237	nogo	7	n/a
238	go	7	461.195
239	go	7	526.431
240	go	7	462.148
241	go	7	409.309
242	nogo	7	495.700
243	go	7	611.840
244	go	7	593.890
245	nogo	7	244.967
246	go	7	528.454
247	go	7	646.579
248	go	7	427.101
249	go	7	528.668
250	go	7	462.349
251	go	7	527.780
