trial_index	trial_type	block_number	mean_acceleration
55	go	4	46869.764763
56	go	4	35180.687115
57	nogo	4	31032.492800
58	go	4	52841.072224
59	go	4	72310.996603
60	go	4	23586.836897
61	nogo	4	33581.363595
62	go	4	31699.967083
63	nogo	4	33791.054475
64	go	4	n/a
65	go	4	57658.969822
66	go	4	31065.893253
67	go	4	27723.002147
68	go	4	35149.079735
69	nogo	4	22678.188303
70	go	4	27107.462686
71	go	4	39456.406499
72	nogo	4	37703.795363
73	go	4	n/a
74	go	4	29326.784422
75	go	4	51692.684742
76	go	4	33874.633620
77	go	4	52400.816462
78	go	4	35169.599235
79	go	4	27945.081616
80	go	4	26011.097442
81	go	4	23582.299410
82	go	4	24792.964368
83	go	4	19729.356348
84	go	4	25874.011521
85	go	4	23169.229970
86	nogo	4	18858.594780
87	go	4	34082.113748
88	nogo	4	22573.390048
89	go	4	21493.782905
90	go	4	38386.491815
91	go	4	40764.327546
92	go	4	66969.283190
93	go	4	29143.150519
94	go	4	43199.449130
95	nogo	4	23930.769290
96	go	4	26478.147249
97	go	4	27184.020523
98	go	4	18200.999323
99	go	4	41945.093461
100	go	4	21431.879849
101	go	4	31256.753098
102	go	4	26853.702828
103	nogo	4	35584.583665
104	go	4	38681.599079
105	go	4	31518.080486
106	nogo	4	28369.210632
107	go	4	28158.517539
108	nogo	4	35071.447364
109	go	4	32909.296843
110	go	4	37980.940261
111	go	4	34829.769816
112	go	4	33575.779795
113	nogo	4	n/a
114	go	4	13596.893187
115	go	5	30894.952018
116	nogo	5	42783.611765
117	go	5	41317.154263
118	go	5	33338.750205
119	go	5	35186.951107
120	go	5	48512.207929
121	go	5	53279.274887
122	go	5	45620.501234
123	go	5	33689.507063
124	go	5	35207.789382
125	go	5	n/a
126	nogo	5	19239.369674
127	go	5	34812.234523
128	go	5	33463.246062
129	go	5	56416.090282
130	go	5	37869.217238
131	go	5	27667.764517
132	go	5	30293.388625
133	go	5	26726.415549
134	nogo	5	21499.037264
135	go	5	39944.456806
136	go	5	40940.326993
137	nogo	5	34477.932434
138	go	5	14747.525663
139	nogo	5	37034.726096
140	go	5	22373.245012
141	go	5	25377.520635
142	nogo	5	30587.958581
143	go	5	45074.652989
144	nogo	5	41147.345216
145	go	5	49552.166326
146	nogo	5	30292.362335
147	go	5	70394.141109
148	go	5	52578.635675
149	nogo	5	41951.310882
150	go	5	25191.206425
151	go	5	23330.726986
152	go	5	37018.020188
153	go	5	25429.145075
154	nogo	5	36938.923816
155	go	5	40804.443505
156	go	5	46222.653961
157	go	5	42361.213628
158	go	5	22857.248717
159	go	5	47633.630515
160	go	5	n/a
161	nogo	5	28259.509746
162	go	5	48488.137718
163	go	5	56246.660212
164	nogo	5	31081.353112
165	go	5	n/a
