onset	duration	response_time_ms	trial_type	learning_stage	stimulus	coherence	response_port
0.000	12.620	12620.0	learning	LS1	PICTURE_212.jpg	c	n/a
12.620	14.067	14067.0	learning	LS1	PICTURE_26.jpg	i	n/a
26.687	14.399	14399.0	learning	LS1	PICTURE_38.jpg	c	n/a
41.086	16.003	16003.0	learning	LS1	PICTURE_654.jpg	i	n/a
57.089	14.264	14264.0	learning	LS1	PICTURE_26.jpg	c	n/a
71.353	12.035	12035.0	learning	LS1	PICTURE_212.jpg	i	n/a
83.388	16.525	16525.0	learning	LS1	PICTURE_659.jpg	c	n/a
99.913	17.335	17335.0	learning	LS1	PICTURE_654.jpg	c	n/a
117.248	10.797	10797.0	learning	LS1	PICTURE_38.jpg	i	n/a
128.045	11.447	11447.0	learning	LS1	PICTURE_659.jpg	i	n/a
139.492	12.454	12454.0	learning	LS2	PICTURE_26.jpg	i	n/a
151.946	10.070	10070.0	learning	LS2	PICTURE_38.jpg	i	n/a
162.016	10.244	10244.0	learning	LS2	PICTURE_654.jpg	c	n/a
172.260	8.660	8660.0	learning	LS2	PICTURE_212.jpg	c	n/a
180.920	9.789	9789.0	learning	LS2	PICTURE_659.jpg	c	n/a
190.709	9.644	9644.0	learning	LS2	PICTURE_26.jpg	c	n/a
200.353	8.058	8058.0	learning	LS2	PICTURE_212.jpg	i	n/a
208.411	9.991	9991.0	learning	LS2	PICTURE_38.jpg	c	n/a
218.402	8.726	8726.0	learning	LS2	PICTURE_659.jpg	i	n/a
227.128	9.220	9220.0	learning	LS2	PICTURE_654.jpg	i	n/a
236.348	7.991	7991.0	learning	LS3	PICTURE_212.jpg	c	n/a
244.339	7.840	7840.0	learning	LS3	PICTURE_654.jpg	i	n/a
252.179	8.171	8171.0	learning	LS3	PICTURE_659.jpg	i	n/a
260.350	7.226	7226.0	learning	LS3	PICTURE_654.jpg	c	n/a
267.576	8.039	8039.0	learning	LS3	PICTURE_212.jpg	i	n/a
275.615	7.572	7572.0	learning	LS3	PICTURE_38.jpg	i	n/a
283.187	8.223	8223.0	learning	LS3	PICTURE_26.jpg	c	n/a
291.410	8.396	8396.0	learning	LS3	PICTURE_38.jpg	c	n/a
299.806	9.050	9050.0	learning	LS3	PICTURE_659.jpg	c	n/a
308.856	7.627	7627.0	learning	LS3	PICTURE_26.jpg	i	n/a
316.483	7.993	7993.0	learning	LS4	PICTURE_26.jpg	i	n/a
324.476	7.528	7528.0	learning	LS4	PICTURE_659.jpg	i	n/a
332.004	8.180	8180.0	learning	LS4	PICTURE_654.jpg	c	n/a
340.184	7.716	7716.0	learning	LS4	PICTURE_212.jpg	i	n/a
347.900	8.046	8046.0	learning	LS4	PICTURE_38.jpg	c	n/a
355.946	7.899	7899.0	learning	LS4	PICTURE_659.jpg	c	n/a
363.845	7.745	7745.0	learning	LS4	PICTURE_26.jpg	c	n/a
371.590	6.956	6956.0	learning	LS4	PICTURE_212.jpg	c	n/a
