onset	duration	accuracy	trial_type	learning_stage	stimulus	coherence	signal_detection_theory
0.000	12.620	correct	learning	LS1	PICTURE_212.jpg	c	hit
12.620	14.067	incorrect	learning	LS1	PICTURE_26.jpg	i	false alarm
26.687	14.399	correct	learning	LS1	PICTURE_38.jpg	c	hit
41.086	16.003	incorrect	learning	LS1	PICTURE_654.jpg	i	false alarm
57.089	14.264	correct	learning	LS1	PICTURE_26.jpg	c	hit
71.353	12.035	correct	learning	LS1	PICTURE_212.jpg	i	correct rejection
83.388	16.525	correct	learning	LS1	PICTURE_659.jpg	c	hit
99.913	17.335	incorrect	learning	LS1	PICTURE_654.jpg	c	miss
117.248	10.797	correct	learning	LS1	PICTURE_38.jpg	i	correct rejection
128.045	11.447	correct	learning	LS1	PICTURE_659.jpg	i	correct rejection
139.492	12.454	correct	learning	LS2	PICTURE_26.jpg	i	correct rejection
151.946	10.070	correct	learning	LS2	PICTURE_38.jpg	i	correct rejection
162.016	10.244	correct	learning	LS2	PICTURE_654.jpg	c	hit
172.260	8.660	correct	learning	LS2	PICTURE_212.jpg	c	hit
180.920	9.789	correct	learning	LS2	PICTURE_659.jpg	c	hit
190.709	9.644	correct	learning	LS2	PICTURE_26.jpg	c	hit
200.353	8.058	correct	learning	LS2	PICTURE_212.jpg	i	correct rejection
208.411	9.991	correct	learning	LS2	PICTURE_38.jpg	c	hit
218.402	8.726	correct	learning	LS2	PICTURE_659.jpg	i	correct rejection
227.128	9.220	correct	learning	LS2	PICTURE_654.jpg	i	correct rejection
236.348	7.991	correct	learning	LS3	PICTURE_212.jpg	c	hit
244.339	7.840	correct	learning	LS3	PICTURE_654.jpg	i	correct rejection
252.179	8.171	correct	learning	LS3	PICTURE_659.jpg	i	correct rejection
260.350	7.226	correct	learning	LS3	PICTURE_654.jpg	c	hit
267.576	8.039	correct	learning	LS3	PICTURE_212.jpg	i	correct rejection
275.615	7.572	correct	learning	LS3	PICTURE_38.jpg	i	correct rejection
283.187	8.223	correct	learning	LS3	PICTURE_26.jpg	c	hit
291.410	8.396	correct	learning	LS3	PICTURE_38.jpg	c	hit
299.806	9.050	correct	learning	LS3	PICTURE_659.jpg	c	hit
308.856	7.627	correct	learning	LS3	PICTURE_26.jpg	i	correct rejection
316.483	7.993	correct	learning	LS4	PICTURE_26.jpg	i	correct rejection
