onset	duration	accuracy_binary	trial_type	learning_stage	stimulus
241.365	2.317	0	learning	LS1	h84_p47_i_down_right.jpg
288.23	1.741	0	learning	LS1	h93_p27_k_down_q1_left.jpg
335.096	1.74	0	learning	LS1	h95_p37_i_down_left.jpg
381.961	1.388	0	learning	LS1	h93_p48_i_down_left.jpg
428.66	1.42	0	learning	LS1	h30_p14_k_up_q2_right.jpg
475.525	1.916	0	learning	LS1	h51_p24_k_up_q3_right.jpg
522.224	1.212	1	learning	LS1	h84_p8_k_down_q3_right.jpg
568.922	2.06	1	learning	LS1	h51_p17_i_up_left.jpg
615.621	1.229	1	learning	LS1	h95_p32_k_down_q2_right.jpg
662.32	1.677	1	learning	LS1	h30_p47_i_up_left.jpg
754.216	1.46	1	learning	LS2	h84_p8_k_down_q3_right.jpg
801.081	2.067	1	learning	LS2	h95_p32_k_down_q2_right.jpg
847.947	1.475	0	learning	LS2	h93_p27_k_down_q1_left.jpg
894.645	1.236	1	learning	LS2	h30_p14_k_up_q2_right.jpg
941.678	1.186	1	learning	LS2	h84_p34_i_down_left.jpg
988.543	1.41	1	learning	LS2	h93_p35_i_down_left.jpg
1035.242	1.267	1	learning	LS2	h51_p24_k_up_q3_right.jpg
1082.107	1.282	1	learning	LS2	h95_p31_i_down_right.jpg
1129.139	1.521	1	learning	LS2	h51_p13_i_up_right.jpg
1176.005	1.233	0	learning	LS2	h30_p11_i_up_left.jpg
1267.901	1.144	1	learning	LS3	h30_p47_i_up_left.jpg
1314.6	1.48	1	learning	LS3	h93_p48_i_down_left.jpg
1361.465	0.968	1	learning	LS3	h30_p14_k_up_q2_right.jpg
1408.33	1.111	1	learning	LS3	h51_p17_i_up_left.jpg
1454.862	0.888	1	learning	LS3	h95_p32_k_down_q2_right.jpg
1501.394	1.065	1	learning	LS3	h84_p47_i_down_right.jpg
1547.926	1.242	1	learning	LS3	h93_p27_k_down_q1_left.jpg
1594.625	0.859	1	learning	LS3	h51_p24_k_up_q3_right.jpg
1641.323	1.211	1	learning	LS3	h95_p37_i_down_left.jpg
1688.022	1.499	1	learning	LS3	h84_p8_k_down_q3_right.jpg
1779.918	0.994	1	learning	LS4	h93_p35_i_down_left.jpg
1826.45	0.963	1	learning	LS4	h84_p8_k_down_q3_right.jpg
1873.149	0.979	1	learning	LS4	h95_p32_k_down_q2_right.jpg
1919.847	1.348	1	learning	LS4	h51_p13_i_up_right.jpg
1966.546	1.076	1	learning	LS4	h93_p27_k_down_q1_left.jpg
2013.411	1.348	1	learning	LS4	h30_p11_i_up_left.jpg
2060.11	0.74	1	learning	LS4	h51_p24_k_up_q3_right.jpg
2106.809	1.108	1	learning	LS4	h95_p31_i_down_right.jpg
2153.674	1.092	1	learning	LS4	h30_p14_k_up_q2_right.jpg
2200.373	1.076	1	learning	LS4	h84_p34_i_down_left.jpg
2472.892	n/a	0	learning	LS1	h75_p16_i_down_right.jpg
2519.758	1.381	0	learning	LS1	h50_p45_k_up_q3_right.jpg
2566.457	1.413	1	learning	LS1	h56_p13_k_up_q2_right.jpg
2613.322	1.781	0	learning	LS1	h50_p37_i_up_right.jpg
2660.187	1.492	0	learning	LS1	h97_p23_k_down_q2_right.jpg
2707.053	1.348	1	learning	LS1	h101_p49_k_down_q2_right.jpg
2753.918	0.9	1	learning	LS1	h75_p37_k_down_q1_left.jpg
2800.784	1.012	1	learning	LS1	h101_p37_i_down_left.jpg
2847.649	1.235	1	learning	LS1	h97_p35_i_down_left.jpg
2894.514	1.491	1	learning	LS1	h56_p49_i_up_left.jpg
2986.244	1.866	0	learning	LS2	h50_p45_k_up_q3_right.jpg
3033.109	1.642	0	learning	LS2	h97_p33_i_down_right.jpg
3079.975	1.434	1	learning	LS2	h56_p2_i_up_left.jpg
3126.673	0.954	1	learning	LS2	h97_p23_k_down_q2_right.jpg
3173.205	1.019	1	learning	LS2	h56_p13_k_up_q2_right.jpg
3219.904	0.923	1	learning	LS2	h75_p37_k_down_q1_left.jpg
3266.602	1.244	1	learning	LS2	h101_p49_k_down_q2_right.jpg
3313.468	1.291	1	learning	LS2	h50_p21_i_up_right.jpg
3360.166	1.148	1	learning	LS2	h101_p21_i_down_left.jpg
3407.032	1.354	1	learning	LS2	h75_p13_i_down_left.jpg
3498.761	1.617	1	learning	LS3	h97_p35_i_down_left.jpg
3545.46	1.25	1	learning	LS3	h56_p49_i_up_left.jpg
3592.325	1.169	1	learning	LS3	h75_p16_i_down_right.jpg
3639.024	1.25	1	learning	LS3	h97_p23_k_down_q2_right.jpg
3685.556	1.075	1	learning	LS3	h56_p13_k_up_q2_right.jpg
3732.255	1.011	1	learning	LS3	h101_p49_k_down_q2_right.jpg
3778.953	0.708	1	learning	LS3	h50_p45_k_up_q3_right.jpg
3825.485	0.821	1	learning	LS3	h75_p37_k_down_q1_left.jpg
3872.184	1.125	1	learning	LS3	h101_p37_i_down_left.jpg
3918.882	1.157	1	learning	LS3	h50_p37_i_up_right.jpg
4010.612	1.324	1	learning	LS4	h97_p33_i_down_right.jpg
4057.31	1.005	1	learning	LS4	h101_p49_k_down_q2_right.jpg
4103.842	1.198	1	learning	LS4	h50_p21_i_up_right.jpg
4150.708	0.925	1	learning	LS4	h75_p37_k_down_q1_left.jpg
4197.239	0.862	1	learning	LS4	h97_p23_k_down_q2_right.jpg
4243.771	0.992	1	learning	LS4	h56_p13_k_up_q2_right.jpg
4290.637	1.023	1	learning	LS4	h101_p21_i_down_left.jpg
4337.335	1.135	1	learning	LS4	h75_p13_i_down_left.jpg
4384.201	1.023	1	learning	LS4	h50_p45_k_up_q3_right.jpg
4430.899	1.823	1	learning	LS4	h56_p2_i_up_left.jpg
4703.253	1.729	1	learning	LS1	h102_p40_k_down_q2_right.jpg
4749.951	1.394	0	learning	LS1	h77_p16_i_down_right.jpg
4796.817	1.089	0	learning	LS1	h24_p40_k_up_q4_left.jpg
4843.682	n/a	0	learning	LS1	h44_p20_i_up_right.jpg
4890.547	0.913	0	learning	LS1	h24_p20_i_up_right.jpg
4937.413	1.52	1	learning	LS1	h102_p20_i_down_left.jpg
4984.111	1.393	0	learning	LS1	h38_p25_i_up_left.jpg
5030.977	1.216	1	learning	LS1	h44_p18_k_up_q1_right.jpg
5077.842	0.832	1	learning	LS1	h38_p37_k_up_q3_right.jpg
5124.541	1.024	1	learning	LS1	h77_p42_k_down_q1_left.jpg
5216.437	2.071	1	learning	LS2	h38_p47_i_up_left.jpg
5263.303	1.431	1	learning	LS2	h102_p40_k_down_q2_right.jpg
5310.001	1.031	1	learning	LS2	h24_p40_k_up_q4_left.jpg
5356.867	1.095	1	learning	LS2	h102_p43_i_down_left.jpg
5403.565	1.159	1	learning	LS2	h77_p35_i_down_left.jpg
5450.264	0.952	1	learning	LS2	h38_p37_k_up_q3_right.jpg
5497.129	0.983	1	learning	LS2	h77_p42_k_down_q1_left.jpg
5543.995	1.335	1	learning	LS2	h44_p49_i_up_left.jpg
5591.027	1.701	1	learning	LS2	h24_p48_i_up_right.jpg
5637.892	1.077	1	learning	LS2	h44_p18_k_up_q1_right.jpg
5729.622	1.324	1	learning	LS3	h24_p20_i_up_right.jpg
5776.32	1.421	1	learning	LS3	h102_p20_i_down_left.jpg
5823.019	0.925	1	learning	LS3	h38_p25_i_up_left.jpg
5869.718	0.782	1	learning	LS3	h44_p18_k_up_q1_right.jpg
5916.416	0.958	1	learning	LS3	h102_p40_k_down_q2_right.jpg
5963.115	0.702	1	learning	LS3	h77_p42_k_down_q1_left.jpg
6009.98	1.054	1	learning	LS3	h44_p20_i_up_right.jpg
6056.679	1.198	1	learning	LS3	h38_p37_k_up_q3_right.jpg
6103.378	1.071	1	learning	LS3	h24_p40_k_up_q4_left.jpg
6150.076	1.119	1	learning	LS3	h77_p16_i_down_right.jpg
6241.972	1.126	1	learning	LS4	h77_p42_k_down_q1_left.jpg
6288.838	0.709	1	learning	LS4	h38_p37_k_up_q3_right.jpg
6335.537	0.838	1	learning	LS4	h102_p40_k_down_q2_right.jpg
6382.235	0.966	1	learning	LS4	h77_p35_i_down_left.jpg
6429.101	0.965	1	learning	LS4	h38_p47_i_up_left.jpg
6475.966	1.317	1	learning	LS4	h24_p48_i_up_right.jpg
6522.831	1.109	1	learning	LS4	h102_p43_i_down_left.jpg
6569.53	0.885	1	learning	LS4	h44_p18_k_up_q1_right.jpg
6616.395	1.044	1	learning	LS4	h24_p40_k_up_q4_left.jpg
6663.261	1.14	1	learning	LS4	h44_p49_i_up_left.jpg
6935.614	1.83	1	control	LS1	h69_p34_k_down_q1_left.jpg
6981.646	0.937	1	control	LS1	h84_p34_i_down_left.jpg
7027.677	1.052	1	control	LS1	h77_p42_k_down_q1_left.jpg
7073.708	1.327	1	control	LS1	h75_p37_k_down_q1_left.jpg
7119.74	1.058	1	control	LS1	h75_p13_i_down_left.jpg
7165.772	0.837	1	control	LS1	h77_p16_i_down_right.jpg
7211.803	0.696	1	control	LS1	h84_p8_k_down_q3_right.jpg
7258.001	1.131	1	control	LS1	h34_p41_k_up_q4_left.jpg
7304.033	0.878	1	control	LS1	h69_p20_i_down_left.jpg
7350.064	0.913	1	control	LS1	h34_p17_i_up_left.jpg
7441.293	0.89	1	control	LS2	h77_p42_k_down_q1_left.jpg
7487.325	1.229	1	control	LS2	h75_p16_i_down_right.jpg
7533.356	1.264	1	control	LS2	h34_p21_i_up_right.jpg
7579.388	1.203	1	control	LS2	h69_p34_k_down_q1_left.jpg
7625.419	0.999	1	control	LS2	h69_p47_i_down_right.jpg
7671.451	1.258	0	control	LS2	h84_p8_k_down_q3_right.jpg
7722.486	1.224	1	control	LS2	h77_p35_i_down_left.jpg
7768.517	0.731	1	control	LS2	h84_p47_i_down_right.jpg
7814.549	1.262	1	control	LS2	h34_p41_k_up_q4_left.jpg
7860.58	1.185	1	control	LS2	h75_p37_k_down_q1_left.jpg
7951.81	1.163	1	control	LS3	h34_p41_k_up_q4_left.jpg
7997.841	0.862	1	control	LS3	h84_p8_k_down_q3_right.jpg
8043.873	1.105	1	control	LS3	h69_p34_k_down_q1_left.jpg
8089.904	1.124	1	control	LS3	h75_p13_i_down_left.jpg
8135.936	0.807	1	control	LS3	h69_p20_i_down_left.jpg
8181.967	0.746	1	control	LS3	h75_p37_k_down_q1_left.jpg
8227.999	0.957	1	control	LS3	h84_p34_i_down_left.jpg
8274.03	0.912	1	control	LS3	h34_p17_i_up_left.jpg
8320.062	0.868	1	control	LS3	h77_p16_i_down_right.jpg
8366.093	1.382	1	control	LS3	h77_p42_k_down_q1_left.jpg
8457.155	0.944	1	control	LS4	h34_p41_k_up_q4_left.jpg
8503.187	1.012	1	control	LS4	h84_p47_i_down_right.jpg
8549.219	1.111	1	control	LS4	h75_p16_i_down_right.jpg
8595.25	0.906	1	control	LS4	h34_p21_i_up_right.jpg
8641.282	0.829	1	control	LS4	h77_p35_i_down_left.jpg
8687.313	0.752	1	control	LS4	h77_p42_k_down_q1_left.jpg
8733.345	0.867	1	control	LS4	h69_p34_k_down_q1_left.jpg
8779.376	0.95	1	control	LS4	h84_p8_k_down_q3_right.jpg
8825.408	1.065	1	control	LS4	h69_p47_i_down_right.jpg
8871.439	0.892	1	control	LS4	h75_p37_k_down_q1_left.jpg
9143.125	1.616	1	learning	LS1	h20_p43_i_up_right.jpg
9190.157	1.104	0	learning	LS1	h60_p48_i_up_right.jpg
9237.189	1.311	1	learning	LS1	h58_p15_i_down_left.jpg
9284.055	1.742	0	learning	LS1	h61_p5_k_up_q2_right.jpg
9330.92	1.39	1	learning	LS1	h58_p6_k_down_q3_right.jpg
9377.786	1.101	0	learning	LS1	h61_p25_i_up_left.jpg
9424.651	0.956	1	learning	LS1	h20_p53_k_up_q3_right.jpg
9471.683	1.563	1	learning	LS1	h55_p15_i_down_left.jpg
9518.716	1.594	1	learning	LS1	h60_p49_k_up_q4_left.jpg
