trial_index	trial_type	block_number	block_type	is_practice	kin_parse_failed	kin_n_samples	duration	path_length	max_velocity	mean_velocity	max_acceleration	mean_acceleration
29	nogo	2	go_nogo_prac	1	0	49	0.794351	607.765824	2328.412703	765.110297	135149.646889	12969.250363
35	nogo	2	go_nogo_prac	1	0	35	0.561457	529.287269	3386.104224	942.703125	84648.228259	13951.350656
64	nogo	4	go_nogo	0	0	36	0.577804	359.070027	1365.900235	621.438613	73171.443919	12098.798090
67	nogo	4	go_nogo	0	0	41	0.661187	433.967435	1636.266307	656.346385	39688.794353	9087.424457
69	nogo	4	go_nogo	0	0	39	0.627735	511.736149	2632.452859	815.210087	71072.360599	12421.728587
73	nogo	4	go_nogo	0	0	44	0.709158	472.189505	2012.288123	665.845558	59011.819422	10855.202401
84	nogo	4	go_nogo	0	0	47	0.761199	245.456110	1617.664308	322.460012	43966.022639	7807.951119
89	nogo	4	go_nogo	0	0	40	0.643656	446.343092	1551.011207	693.449534	42637.980044	9219.277662
91	nogo	4	go_nogo	0	0	42	0.677844	366.904756	1931.783881	541.281840	40171.746161	7611.873823
93	nogo	4	go_nogo	0	0	48	0.777143	489.485428	1882.114935	629.852051	88238.192942	10347.035851
100	nogo	4	go_nogo	0	0	37	0.593134	417.621258	3859.531126	704.092833	86205.953548	15064.516170
102	nogo	4	go_nogo	0	0	38	0.610344	445.166501	1974.985428	729.369354	59714.282399	11121.979463
104	nogo	4	go_nogo	0	0	41	0.661241	471.481560	2461.540805	713.024757	87606.338847	14091.754147
113	nogo	4	go_nogo	0	0	37	0.594007	563.402974	2867.397896	948.478198	75056.545531	12083.931442
117	nogo	5	go_nogo	0	0	49	0.793676	632.889052	2408.065164	797.415281	64029.915311	10415.404754
121	nogo	5	go_nogo	0	0	37	0.593293	363.862255	2256.003464	613.292784	70404.162740	11889.977864
123	nogo	5	go_nogo	0	0	39	0.624785	283.609477	1504.228921	453.931026	44594.625246	8546.463206
125	nogo	5	go_nogo	0	0	47	0.760074	468.675177	1602.824920	616.617826	37205.899698	8075.783045
133	nogo	5	go_nogo	0	0	36	0.578768	500.451554	2236.217046	864.684515	117998.983513	13321.761782
140	nogo	5	go_nogo	0	0	35	0.561737	484.684012	2706.215701	862.831002	162003.826511	17986.708424
153	nogo	5	go_nogo	0	0	49	0.794716	515.318919	2003.248182	648.431702	60566.292202	10761.067879
157	nogo	5	go_nogo	0	0	37	0.593421	385.057068	1859.848667	648.876713	109018.378263	13372.063806
159	nogo	5	go_nogo	0	0	36	0.577410	365.203641	2639.260316	632.485936	57933.722441	10981.875471
163	nogo	5	go_nogo	0	0	30	0.477633	322.283385	3707.979429	674.750944	206573.099612	16434.835049
166	nogo	5	go_nogo	0	0	47	0.761253	338.746455	2033.384505	444.985613	122565.400458	13161.345193
194	nogo	7	go_nogo	0	0	33	0.527255	324.736714	2485.282903	615.901033	153223.360074	14286.987950
199	nogo	7	go_nogo	0	0	34	0.543497	385.073183	2098.082799	708.510618	52368.477810	13298.511857
205	nogo	7	go_nogo	0	0	38	0.610904	420.784051	1808.548682	688.788818	45691.459228	9237.440021
209	nogo	7	go_nogo	0	0	31	0.494196	403.906799	2488.355558	817.300992	150175.958197	15204.004734
211	nogo	7	go_nogo	0	0	37	0.593428	537.315045	2526.439362	905.441928	79965.870140	12100.591415
221	nogo	7	go_nogo	0	0	41	0.660571	462.403840	3458.695156	700.005949	110861.443837	12922.845396
224	nogo	7	go_nogo	0	0	35	0.560331	569.889567	4519.517527	1017.059512	196045.975124	19415.493584
226	nogo	7	go_nogo	0	0	35	0.559180	429.277257	4920.678258	767.691335	160684.426476	20327.422359
229	nogo	7	go_nogo	0	0	36	0.577381	455.705351	3802.696563	789.262538	141759.761190	16399.127421
234	nogo	7	go_nogo	0	0	44	0.708847	468.790032	5570.408147	661.341539	131878.663104	17374.923370
243	nogo	7	go_nogo	0	0	42	0.674935	594.722652	4582.179487	881.155970	143483.000561	17167.197909
248	nogo	7	go_nogo	0	0	35	0.560677	172.142205	1635.389713	307.025513	61898.253822	10340.956271
269	nogo	8	go_nogo	0	0	40	0.643257	542.720219	2150.097397	843.706666	49406.165966	10217.823653
275	nogo	8	go_nogo	0	0	41	0.658960	425.295754	1564.641081	645.404801	60136.118153	8799.301111
282	nogo	8	go_nogo	0	0	40	0.645289	654.195247	3421.211969	1013.801794	102799.676089	15824.693249
284	nogo	8	go_nogo	0	0	37	0.592833	322.228262	1707.077665	543.539685	96626.128298	7633.596709
290	nogo	8	go_nogo	0	0	39	0.627701	447.827580	2387.859107	713.440694	77556.813137	12730.625161
292	nogo	8	go_nogo	0	0	37	0.594194	400.487323	2851.890271	674.000614	127230.706489	19020.837779
296	nogo	8	go_nogo	0	0	35	0.561101	494.930706	4032.796932	882.070618	260156.948826	18837.772557
298	nogo	8	go_nogo	0	0	49	0.792825	475.144046	2221.097367	599.305226	71987.076051	8618.626222
300	nogo	8	go_nogo	0	0	33	0.526424	232.240620	1882.563586	441.166558	66382.502137	14292.984160
310	nogo	8	go_nogo	0	0	34	0.545908	329.450076	2671.000311	603.489994	105274.319050	11745.136325
312	nogo	8	go_nogo	0	0	39	0.627470	357.181135	2968.091711	569.240452	108491.508779	11078.978259
331	go	10	go_nogo	0	0	65	1.062461	677.705938	4504.642367	637.864116	83887.633887	12048.272598
333	go	10	go_nogo	0	0	45	0.727241	594.249542	2342.843930	817.128542	141113.074241	13406.870302
334	go	10	go_nogo	0	0	42	0.676316	566.774895	4350.673819	838.032782	116233.674676	15997.055264
335	nogo	10	go_nogo	0	0	41	0.658836	561.057579	4152.039950	851.589005	124052.190262	16834.638929
336	go	10	go_nogo	0	0	46	0.742624	614.573820	2759.840251	827.570084	69257.974854	10000.574775
337	go	10	go_nogo	0	0	58	0.942960	607.523767	3033.917772	644.272832	123496.123463	13064.024686
338	nogo	10	go_nogo	0	0	44	0.710592	538.623382	3827.679958	757.992465	178233.919177	14725.340575
339	go	10	go_nogo	0	0	60	0.978107	737.905096	2080.881422	754.421726	58923.985405	10532.579400
340	go	10	go_nogo	0	0	62	1.011119	634.567288	4144.870903	627.589372	248048.815621	15853.112752
341	nogo	10	go_nogo	0	0	40	0.642934	395.038802	1898.318083	614.431439	78898.384346	12550.383127
342	go	10	go_nogo	0	0	39	0.628224	614.695992	3294.313416	978.466423	89066.338197	15017.699535
343	go	10	go_nogo	0	0	43	0.694440	634.958409	1688.527928	914.346224	56653.168641	12037.817463
345	go	10	go_nogo	0	0	42	0.677782	583.535153	2022.617624	860.948649	84221.294616	12606.139635
346	go	10	go_nogo	0	0	64	1.042415	570.567999	2474.593990	547.352166	72093.551479	7630.768998
347	go	10	go_nogo	0	0	53	0.863156	612.605919	3054.475393	709.728092	94424.831414	9653.712078
348	nogo	10	go_nogo	0	0	39	0.627066	568.701311	3300.861118	906.924748	81717.899006	13937.617402
349	go	10	go_nogo	0	0	41	0.658985	613.590166	2416.071399	931.114576	122524.473467	12026.591988
350	go	10	go_nogo	0	0	41	0.659691	633.273759	2439.149606	959.955566	154128.780843	16830.388433
351	nogo	10	go_nogo	0	0	46	0.742977	457.971731	2413.203972	616.401119	95460.853378	14861.195350
352	go	10	go_nogo	0	0	58	0.944244	598.593988	2047.136532	633.940011	60226.556811	11254.896807
353	go	10	go_nogo	0	0	62	1.009760	611.067214	1740.946437	605.160545	41396.433062	7064.692590
354	go	10	go_nogo	0	0	56	0.909756	583.273014	1515.438585	641.131546	77154.780037	8157.938114
355	go	10	go_nogo	0	0	59	0.960697	606.743056	1535.953119	631.565539	42639.186122	9775.006943
356	nogo	10	go_nogo	0	0	33	0.527268	273.151330	1650.752379	518.050271	38807.482005	9089.710974
357	go	10	go_nogo	0	0	58	0.940450	603.316460	1624.866428	641.519115	40156.999926	7768.254862
358	go	10	go_nogo	0	0	46	0.741627	627.037838	1889.211047	845.489267	37869.411367	10193.741385
359	go	10	go_nogo	0	0	40	0.643901	641.154795	2466.684717	995.735514	69504.911205	11428.607555
360	go	10	go_nogo	0	0	48	0.775651	596.834645	1919.042600	769.462672	54062.911889	12675.397618
361	go	10	go_nogo	0	0	60	0.977634	596.421127	2267.380608	610.065797	56517.113737	8996.865010
362	go	10	go_nogo	0	0	46	0.744492	600.489476	2155.589558	806.576238	76713.274404	12051.670286
363	go	10	go_nogo	0	0	68	1.110794	602.947328	2702.819550	542.807659	57430.092873	7853.395855
364	go	10	go_nogo	0	0	45	0.728031	590.907052	2958.810121	811.651394	63586.052643	14613.320091
365	nogo	10	go_nogo	0	0	39	0.626710	468.814088	3033.027114	748.055979	66396.833298	11801.409127
366	go	10	go_nogo	0	0	51	0.828183	605.389413	1995.327287	730.985517	108977.072934	9127.305018
367	nogo	10	go_nogo	0	0	40	0.642221	387.358682	1678.013553	603.154523	57375.431454	8627.243829
368	go	10	go_nogo	0	0	46	0.744779	592.518601	2136.029106	795.563195	62572.045771	10807.350377
369	go	10	go_nogo	0	0	59	0.958817	666.248074	2074.526739	694.864469	59328.903485	9973.158016
370	go	10	go_nogo	0	0	46	0.744628	642.565153	2011.888456	862.934912	55888.350331	11234.604156
371	go	10	go_nogo	0	0	38	0.610704	619.192864	2322.759645	1013.900294	57541.825906	12676.607234
372	go	10	go_nogo	0	0	46	0.744690	582.363188	2716.386099	782.021274	60687.825002	10758.870677
373	go	10	go_nogo	0	0	47	0.762963	595.306456	2043.781343	780.256303	62224.436192	10048.301320
374	go	10	go_nogo	0	0	34	0.542524	621.617015	3128.256711	1145.787127	135108.171723	14455.091465
375	go	10	go_nogo	0	0	45	0.725781	607.851475	2568.806259	837.513738	78581.208661	11671.491321
376	go	10	go_nogo	0	0	47	0.761304	725.970539	3587.341234	953.588237	75724.184201	13888.733760
377	nogo	10	go_nogo	0	0	36	0.575132	515.443669	2173.950857	896.217565	51901.589117	13482.237834
378	go	10	go_nogo	0	0	41	0.659420	607.422782	2389.634299	921.147740	50003.602788	14027.252661
379	go	10	go_nogo	0	0	58	0.942626	623.434263	1615.400653	661.380085	78680.982297	8530.066187
380	nogo	10	go_nogo	0	0	49	0.792565	568.088966	2543.908098	716.772624	68193.800823	10772.014690
381	go	10	go_nogo	0	0	62	1.009042	661.363777	2317.395144	655.437378	64895.531086	9977.680775
382	go	10	go_nogo	0	0	47	0.760290	606.771981	2739.101551	798.079865	58421.821553	10577.909469
383	nogo	10	go_nogo	0	0	40	0.644734	474.177353	1570.237620	735.461880	70237.943381	12934.623279
384	go	10	go_nogo	0	0	49	0.794448	599.843280	1918.138692	755.044297	61179.416773	11690.632649
385	go	10	go_nogo	0	0	47	0.757517	641.990560	1690.635886	847.493494	45168.315985	10612.451552
386	go	10	go_nogo	0	0	70	1.145695	625.584249	2237.072945	546.030594	53307.674607	7357.567980
387	go	10	go_nogo	0	0	64	1.043391	603.414151	1778.091756	578.320312	45046.499134	8269.783693
388	go	10	go_nogo	0	0	55	0.895116	626.577349	1710.459038	699.995932	39602.542218	10222.049147
389	go	10	go_nogo	0	0	60	0.977629	569.347050	2629.986652	582.375488	64527.200301	9947.373685
390	go	10	go_nogo	0	0	49	0.792058	590.250098	2282.064287	745.211078	83443.380235	11267.872636
391	nogo	11	go_nogo	0	0	36	0.575898	554.109877	3131.523194	962.166196	87994.567477	13538.756551
392	go	11	go_nogo	0	0	41	0.658537	643.789306	3027.787519	977.605664	126404.591832	16671.499078
393	go	11	go_nogo	0	0	36	0.575976	653.723992	2220.738608	1134.985171	60895.493385	13851.009553
394	nogo	11	go_nogo	0	0	37	0.593489	421.388889	1829.378695	710.019952	53750.861435	12061.071672
395	go	11	go_nogo	0	0	49	0.793129	576.225986	1847.945824	726.522585	99088.764207	10481.406642
396	go	11	go_nogo	0	0	44	0.710180	653.920017	2447.046913	920.780282	72043.075100	12773.605201
397	go	11	go_nogo	0	0	43	0.691699	601.293771	2281.388442	869.299880	57711.934470	12545.856129
398	go	11	go_nogo	0	0	53	0.860706	591.132030	2088.047247	686.799251	70402.273210	9607.546765
399	go	11	go_nogo	0	0	52	0.842081	568.780372	1633.881706	675.446153	52933.601631	10315.935322
400	go	11	go_nogo	0	0	49	0.793608	568.174007	2259.343840	715.938213	56973.051689	11777.461743
401	go	11	go_nogo	0	0	41	0.659158	590.048722	2843.932679	895.155352	119265.642673	16549.519447
402	nogo	11	go_nogo	0	0	36	0.577722	398.023275	2318.711573	688.952710	49059.075723	13639.560759
403	go	11	go_nogo	0	0	47	0.761653	608.815907	3034.451393	799.335009	67885.782475	12326.541978
404	go	11	go_nogo	0	0	48	0.777835	588.033863	1795.516512	755.987725	65913.151299	11697.444544
405	go	11	go_nogo	0	0	40	0.641733	610.571962	2056.696013	951.442363	122217.437537	13831.423683
406	go	11	go_nogo	0	0	39	0.628485	604.170848	2778.427387	961.313686	109700.061768	18629.792540
408	go	11	go_nogo	0	0	42	0.677718	595.148944	4645.537333	878.166316	105966.813341	18129.579795
409	go	11	go_nogo	0	0	42	0.677645	607.757241	2077.376517	896.866974	121671.851108	10273.080878
410	go	11	go_nogo	0	0	48	0.775561	599.015803	2577.615147	772.364923	61817.538109	10243.181047
411	nogo	11	go_nogo	0	0	51	0.827124	575.003630	2280.257141	695.183977	65349.432185	11091.809561
412	go	11	go_nogo	0	0	44	0.708786	570.110578	2779.676825	804.348080	118903.877815	17802.498756
413	nogo	11	go_nogo	0	0	34	0.544733	358.170806	2178.867343	657.516624	121930.337791	13217.726305
414	go	11	go_nogo	0	0	43	0.694157	601.190403	4518.687115	866.073289	144765.496612	16265.063635
415	go	11	go_nogo	0	0	43	0.696408	626.433635	2686.924452	899.521280	111240.887164	16395.955529
416	go	11	go_nogo	0	0	49	0.795304	621.466128	2706.288552	781.419790	93589.599332	16952.308380
417	go	11	go_nogo	0	0	40	0.643551	635.517584	3284.380174	987.517202	74873.208478	17861.182371
418	go	11	go_nogo	0	0	44	0.710686	596.171836	1834.333640	838.868720	77433.944923	12855.786540
419	nogo	11	go_nogo	0	0	39	0.626834	381.254783	1752.546351	608.223077	43747.777034	10976.179374
420	go	11	go_nogo	0	0	42	0.678475	598.587038	2905.696859	882.253639	107266.329364	14743.588314
421	go	11	go_nogo	0	0	57	0.927967	574.377742	2794.021483	618.963876	75268.294364	12596.275587
422	nogo	11	go_nogo	0	0	43	0.691480	498.891306	2648.775671	721.483245	109344.059538	15106.570760
423	go	11	go_nogo	0	0	51	0.828316	587.552309	2226.842693	709.333784	54131.089058	10250.198537
424	go	11	go_nogo	0	0	55	0.893954	665.649593	2350.923495	744.612969	80333.050120	12924.447920
425	nogo	11	go_nogo	0	0	42	0.676063	351.075069	2193.395411	519.293038	42060.171261	8140.842997
426	go	11	go_nogo	0	0	54	0.874740	621.931292	3089.285056	710.989641	77033.338255	15323.409618
427	nogo	11	go_nogo	0	0	39	0.626828	431.377824	1756.906064	688.192244	99514.112061	13685.855025
428	go	11	go_nogo	0	0	64	1.042348	609.541717	1481.615062	584.777669	38405.378313	8534.152429
429	go	11	go_nogo	0	0	62	1.011570	671.317607	3851.530722	663.639432	133814.264214	14719.877078
430	go	11	go_nogo	0	0	80	1.311807	596.563361	2427.497658	454.764581	95201.568382	7455.013454
431	go	11	go_nogo	0	0	51	0.825008	651.749986	3090.845226	789.992323	95511.817976	12675.871140
432	go	11	go_nogo	0	0	53	0.862715	585.137168	3505.011074	678.250913	79713.841472	11441.581034
433	go	11	go_nogo	0	0	53	0.862632	588.380772	1857.367114	682.076297	114675.650932	9425.475357
434	go	11	go_nogo	0	0	42	0.678730	598.744691	2100.502468	882.155101	121724.680266	10593.611631
435	go	11	go_nogo	0	0	48	0.777177	626.726241	3066.017491	806.413675	140455.630263	12395.056954
436	go	11	go_nogo	0	0	59	0.960415	618.536807	3369.010296	644.030630	80975.785379	11409.932921
437	nogo	11	go_nogo	0	0	34	0.542039	283.827683	1839.110674	523.629730	67515.775184	11195.581392
438	go	11	go_nogo	0	0	45	0.728572	636.454558	1642.309220	873.564514	87568.319972	10595.113850
439	go	11	go_nogo	0	0	53	0.860218	620.151715	1794.715053	720.924235	51904.985567	9564.148817
440	go	11	go_nogo	0	0	53	0.859514	648.967877	1922.688163	755.040936	61266.466369	10812.833160
441	go	11	go_nogo	0	0	56	0.912525	608.928646	1610.057273	667.300782	99409.569616	9078.752934
442	nogo	11	go_nogo	0	0	36	0.576860	305.352942	1459.304086	529.336674	89591.616527	7755.069552
443	go	11	go_nogo	0	0	49	0.794607	606.921133	2217.322945	763.800578	55989.859036	11421.167047
444	nogo	11	go_nogo	0	0	56	0.910781	590.559680	2158.443098	648.409975	71906.900594	9297.289818
445	go	11	go_nogo	0	0	68	1.110783	639.562965	1457.856123	575.776851	54138.348340	8640.969122
446	go	11	go_nogo	0	0	48	0.776708	596.440625	1938.825236	767.908632	46805.720907	9109.438752
447	go	11	go_nogo	0	0	48	0.776462	639.938127	2546.790586	824.171324	58671.696860	10386.013080
448	go	11	go_nogo	0	0	60	0.975937	620.728226	1981.623752	636.032830	55489.562772	7676.564785
449	go	11	go_nogo	0	0	40	0.642443	554.677304	1922.116390	863.387440	40647.167093	10175.065938
450	go	11	go_nogo	0	0	43	0.693545	602.715803	2449.047981	869.035830	44158.840427	9888.841102
451	go	12	go_only	0	0	41	0.661722	603.784891	2431.935465	912.445079	57342.927304	13535.757087
452	go	12	go_only	0	0	45	0.727687	563.544783	4075.701451	774.432833	98757.638861	15261.191210
