onset	duration	accuracy	trial_type	learning_stage	stimulus	response_port
241.563	1.7	incorrect	learning	LS1	h51_p24_k_up_q3_right.jpg	97
288.261	1.984	incorrect	learning	LS1	h101_p49_k_down_q2_right.jpg	97
335.127	2.14	incorrect	learning	LS1	h34_p17_i_up_left.jpg	98
381.992	1.736	incorrect	learning	LS1	h61_p5_k_up_q2_right.jpg	97
428.691	2.084	correct	learning	LS1	h101_p21_i_down_left.jpg	97
475.556	2.351	correct	learning	LS1	h61_p15_i_up_right.jpg	97
522.088	2.396	correct	learning	LS1	h34_p41_k_up_q4_left.jpg	98
568.786	1.754	incorrect	learning	LS1	h102_p40_k_down_q2_right.jpg	97
615.485	1.734	incorrect	learning	LS1	h51_p13_i_up_right.jpg	98
662.184	2.05	correct	learning	LS1	h102_p20_i_down_left.jpg	97
753.913	2.578	to late	learning	LS2	h101_p49_k_down_q2_right.jpg	98
800.612	1.2	correct	learning	LS2	h51_p17_i_up_left.jpg	97
847.31	1.1	correct	learning	LS2	h102_p40_k_down_q2_right.jpg	98
894.176	1.336	correct	learning	LS2	h101_p37_i_down_left.jpg	97
940.874	1.252	correct	learning	LS2	h51_p24_k_up_q3_right.jpg	98
987.573	1.233	correct	learning	LS2	h61_p25_i_up_left.jpg	97
1034.105	1.15	correct	learning	LS2	h34_p41_k_up_q4_left.jpg	98
1080.97	1.61	correct	learning	LS2	h102_p43_i_down_left.jpg	97
1127.835	1.142	correct	learning	LS2	h34_p21_i_up_right.jpg	97
1174.534	1.522	correct	learning	LS2	h61_p5_k_up_q2_right.jpg	98
1266.263	2.13	correct	learning	LS3	h61_p15_i_up_right.jpg	97
1312.795	1.025	correct	learning	LS3	h51_p24_k_up_q3_right.jpg	98
1359.494	2.475	correct	learning	LS3	h101_p21_i_down_left.jpg	97
1406.026	1.034	correct	learning	LS3	h51_p13_i_up_right.jpg	97
1452.557	2.5	to late	learning	LS3	h101_p49_k_down_q2_right.jpg	97
1498.922	0.981	correct	learning	LS3	h34_p17_i_up_left.jpg	97
1545.454	1.026	correct	learning	LS3	h102_p40_k_down_q2_right.jpg	98
1592.153	1.262	correct	learning	LS3	h61_p5_k_up_q2_right.jpg	98
1638.685	1.291	correct	learning	LS3	h102_p20_i_down_left.jpg	97
1685.217	1.08	correct	learning	LS3	h34_p41_k_up_q4_left.jpg	98
1777.113	1.287	correct	learning	LS4	h51_p24_k_up_q3_right.jpg	98
1823.645	0.948	correct	learning	LS4	h34_p41_k_up_q4_left.jpg	98
1870.51	1.775	correct	learning	LS4	h61_p25_i_up_left.jpg	97
1917.042	0.877	correct	learning	LS4	h102_p43_i_down_left.jpg	97
1963.574	1.433	correct	learning	LS4	h101_p37_i_down_left.jpg	97
2010.105	0.919	correct	learning	LS4	h102_p40_k_down_q2_right.jpg	98
2056.804	0.963	correct	learning	LS4	h61_p5_k_up_q2_right.jpg	98
2103.336	1.312	correct	learning	LS4	h101_p49_k_down_q2_right.jpg	98
2149.868	0.862	correct	learning	LS4	h34_p21_i_up_right.jpg	97
2196.733	1.209	correct	learning	LS4	h51_p17_i_up_left.jpg	97
2469.086	1.284	correct	learning	LS1	h56_p49_i_up_left.jpg	97
2515.951	1.168	correct	learning	LS1	h30_p14_k_up_q2_right.jpg	98
2562.817	1.244	incorrect	learning	LS1	h75_p37_k_down_q1_left.jpg	97
2609.515	1.752	incorrect	learning	LS1	h97_p35_i_down_left.jpg	98
2656.214	1.093	correct	learning	LS1	h56_p13_k_up_q2_right.jpg	98
2702.913	0.898	correct	learning	LS1	h30_p47_i_up_left.jpg	97
2749.778	1.629	correct	learning	LS1	h75_p16_i_down_right.jpg	97
2796.477	1.434	incorrect	learning	LS1	h76_p29_k_down_q1_left.jpg	97
2843.008	0.888	correct	learning	LS1	h97_p23_k_down_q2_right.jpg	98
2889.707	1.267	correct	learning	LS1	h76_p49_i_down_right.jpg	97
2981.77	0.914	correct	learning	LS2	h76_p11_i_down_right.jpg	97
3028.302	0.816	correct	learning	LS2	h97_p23_k_down_q2_right.jpg	98
3074.834	0.813	correct	learning	LS2	h56_p13_k_up_q2_right.jpg	98
3121.699	0.729	correct	learning	LS2	h30_p11_i_up_left.jpg	97
3168.398	0.965	correct	learning	LS2	h56_p2_i_up_left.jpg	97
3215.096	0.802	correct	learning	LS2	h97_p33_i_down_right.jpg	97
3261.962	0.862	correct	learning	LS2	h30_p14_k_up_q2_right.jpg	98
3308.827	1.417	correct	learning	LS2	h75_p13_i_down_left.jpg	97
3355.359	0.503	correct	learning	LS2	h76_p29_k_down_q1_left.jpg	98
3402.057	1.107	incorrect	learning	LS2	h75_p37_k_down_q1_left.jpg	97
3493.787	0.915	correct	learning	LS3	h76_p29_k_down_q1_left.jpg	98
3540.319	0.784	correct	learning	LS3	h75_p16_i_down_right.jpg	97
3587.184	0.892	correct	learning	LS3	h30_p47_i_up_left.jpg	97
3633.716	0.905	correct	learning	LS3	h97_p23_k_down_q2_right.jpg	98
3680.248	0.982	correct	learning	LS3	h56_p49_i_up_left.jpg	97
3726.779	0.836	correct	learning	LS3	h76_p49_i_down_right.jpg	97
3773.645	0.895	correct	learning	LS3	h56_p13_k_up_q2_right.jpg	98
3820.343	0.86	correct	learning	LS3	h97_p35_i_down_left.jpg	97
3867.042	1.032	correct	learning	LS3	h30_p14_k_up_q2_right.jpg	98
3913.574	0.997	correct	learning	LS3	h75_p37_k_down_q1_left.jpg	98
4005.47	1.092	correct	learning	LS4	h97_p33_i_down_right.jpg	97
4052.002	0.865	correct	learning	LS4	h75_p37_k_down_q1_left.jpg	98
4098.534	1.006	correct	learning	LS4	h76_p29_k_down_q1_left.jpg	98
4145.066	0.7	correct	learning	LS4	h75_p13_i_down_left.jpg	97
4191.764	0.84	correct	learning	LS4	h56_p13_k_up_q2_right.jpg	98
4238.463	0.901	correct	learning	LS4	h30_p14_k_up_q2_right.jpg	98
4284.995	0.946	correct	learning	LS4	h97_p23_k_down_q2_right.jpg	98
4331.693	1.006	correct	learning	LS4	h30_p11_i_up_left.jpg	97
4378.225	0.987	correct	learning	LS4	h56_p2_i_up_left.jpg	97
4424.757	1.001	correct	learning	LS4	h76_p11_i_down_right.jpg	97
4697.11	2.5	to late	learning	LS1	h60_p48_i_up_right.jpg	98
4743.975	1.744	correct	learning	LS1	h50_p37_i_up_right.jpg	97
4790.674	n/a	to late	learning	LS1	h50_p45_k_up_q3_right.jpg	n/a
4837.372	1.306	correct	learning	LS1	h26_p48_i_up_right.jpg	97
4884.071	1.126	incorrect	learning	LS1	h57_p34_i_down_left.jpg	98
4930.936	0.978	incorrect	learning	LS1	h80_p30_k_down_q2_right.jpg	97
4977.635	1.63	correct	learning	LS1	h26_p20_k_up_q2_right.jpg	98
5024.167	1.339	incorrect	learning	LS1	h60_p49_k_up_q4_left.jpg	97
5070.699	1.464	correct	learning	LS1	h57_p36_k_down_q1_left.jpg	98
5117.397	1.333	correct	learning	LS1	h80_p25_i_down_right.jpg	97
5209.127	0.805	correct	learning	LS2	h26_p20_k_up_q2_right.jpg	98
5255.825	1.073	correct	learning	LS2	h50_p21_i_up_right.jpg	97
5302.524	1.086	correct	learning	LS2	h60_p35_i_up_right.jpg	97
5349.222	0.986	correct	learning	LS2	h80_p16_i_down_right.jpg	97
5395.921	1.941	correct	learning	LS2	h80_p30_k_down_q2_right.jpg	98
5442.62	1.075	correct	learning	LS2	h57_p15_i_down_left.jpg	97
5489.151	1.296	correct	learning	LS2	h50_p45_k_up_q3_right.jpg	98
5536.017	0.988	correct	learning	LS2	h60_p49_k_up_q4_left.jpg	98
5582.715	0.888	correct	learning	LS2	h26_p43_i_up_right.jpg	97
5629.247	1.765	incorrect	learning	LS2	h57_p36_k_down_q1_left.jpg	97
