onset	duration	accuracy	trial_type	learning_stage	stimulus
0.0	0.717	correct	2back	Block1	2back/STIM_000.jpg
3.036	0.919	correct	2back	Block1	2back/STIM_000.jpg
7.226	1.13	correct	2back	Block1	2back/STIM_000.jpg
11.543	0.992	incorrect	2back	Block1	2back/STIM_001.jpg
14.931	0.77	incorrect	2back	Block1	2back/STIM_001.jpg
18.883	1.031	correct	2back	Block1	2back/STIM_001.jpg
22.839	0.835	correct	2back	Block1	2back/STIM_002.jpg
26.133	1.296	correct	2back	Block1	2back/STIM_002.jpg
30.64	0.945	correct	2back	Block1	2back/STIM_002.jpg
33.622	0.79	correct	2back	Block1	2back/STIM_003.jpg
38.143	1.196	incorrect	2back	Block1	2back/STIM_003.jpg
41.621	0.747	correct	2back	Block1	2back/STIM_003.jpg
45.29	0.931	incorrect	2back	Block1	2back/STIM_004.jpg
49.509	0.584	incorrect	2back	Block1	2back/STIM_004.jpg
53.979	1.169	incorrect	2back	Block1	2back/STIM_004.jpg
57.944	1.086	correct	2back	Block1	2back/STIM_005.jpg
62.354	1.232	correct	2back	Block1	2back/STIM_005.jpg
67.193	0.619	correct	2back	Block1	2back/STIM_005.jpg
71.621	1.048	correct	2back	Block1	2back/STIM_006.jpg
76.4	0.863	correct	2back	Block1	2back/STIM_006.jpg
80.229	0.821	correct	2back	Block1	2back/STIM_006.jpg
84.594	0.515	incorrect	2back	Block1	2back/STIM_007.jpg
88.492	1.195	incorrect	2back	Block1	2back/STIM_007.jpg
93.067	1.148	correct	2back	Block1	2back/STIM_007.jpg
98.118	1.377	correct	2back	Block1	2back/STIM_008.jpg
103.235	1.131	correct	2back	Block1	2back/STIM_008.jpg
107.803	1.016	correct	2back	Block1	2back/STIM_008.jpg
111.852	1.052	incorrect	2back	Block1	2back/STIM_009.jpg
115.838	1.101	incorrect	2back	Block1	2back/STIM_009.jpg
119.885	0.609	correct	2back	Block1	2back/STIM_009.jpg
122.645	1.232	correct	2back	Block1	2back/STIM_010.jpg
127.572	0.646	correct	2back	Block1	2back/STIM_010.jpg
130.658	1.165	correct	2back	Block1	2back/STIM_010.jpg
134.838	0.689	correct	2back	Block1	2back/STIM_011.jpg
137.7	0.854	correct	2back	Block1	2back/STIM_011.jpg
141.62	1.232	correct	2back	Block1	2back/STIM_011.jpg
145.773	0.698	correct	2back	Block1	2back/STIM_012.jpg
149.545	0.89	correct	2back	Block1	2back/STIM_012.jpg
154.12	0.73	correct	2back	Block1	2back/STIM_012.jpg
157.417	1.009	correct	2back	Block1	2back/STIM_013.jpg
161.514	0.943	correct	2back	Block1	2back/STIM_013.jpg
165.967	0.743	correct	2back	Block1	2back/STIM_013.jpg
170.653	1.098	correct	2back	Block1	2back/STIM_014.jpg
173.833	1.266	correct	2back	Block1	2back/STIM_014.jpg
178.274	0.999	correct	2back	Block1	2back/STIM_014.jpg
181.624	1.059	correct	2back	Block1	2back/STIM_015.jpg
185.502	1.211	incorrect	2back	Block1	2back/STIM_015.jpg
190.646	0.659	incorrect	2back	Block1	2back/STIM_015.jpg
195.257	0.992	correct	2back	Block1	2back/STIM_016.jpg
199.421	0.681	correct	2back	Block1	2back/STIM_016.jpg
203.132	0.974	correct	2back	Block1	2back/STIM_016.jpg
206.408	1.36	correct	2back	Block1	2back/STIM_017.jpg
210.316	0.733	correct	2back	Block1	2back/STIM_017.jpg
215.042	0.74	correct	2back	Block1	2back/STIM_017.jpg
218.676	0.966	correct	2back	Block1	2back/STIM_018.jpg
221.951	0.983	correct	2back	Block1	2back/STIM_018.jpg
225.17	0.949	correct	2back	Block1	2back/STIM_018.jpg
229.762	0.509	correct	2back	Block1	2back/STIM_019.jpg
234.075	1.072	correct	2back	Block1	2back/STIM_019.jpg
238.675	1.078	correct	2back	Block1	2back/STIM_019.jpg
242.773	1.283	correct	2back	Block1	2back/STIM_020.jpg
246.832	1.167	correct	2back	Block1	2back/STIM_020.jpg
250.989	0.898	correct	2back	Block1	2back/STIM_020.jpg
254.877	1.061	incorrect	2back	Block1	2back/STIM_021.jpg
259.028	0.637	correct	2back	Block1	2back/STIM_021.jpg
262.858	1.127	correct	2back	Block1	2back/STIM_021.jpg
267.133	0.808	correct	2back	Block1	2back/STIM_022.jpg
270.391	1.01	correct	2back	Block1	2back/STIM_022.jpg
273.677	0.684	correct	2back	Block1	2back/STIM_022.jpg
277.229	1.043	correct	2back	Block1	2back/STIM_023.jpg
281.106	0.933	correct	2back	Block1	2back/STIM_023.jpg
285.005	0.825	correct	2back	Block1	2back/STIM_023.jpg
288.976	0.766	correct	2back	Block1	2back/STIM_024.jpg
293.365	1.113	incorrect	2back	Block1	2back/STIM_024.jpg
296.766	1.138	correct	2back	Block1	2back/STIM_024.jpg
300.788	1.101	correct	2back	Block1	2back/STIM_025.jpg
304.938	1.025	correct	2back	Block1	2back/STIM_025.jpg
309.095	1.361	correct	2back	Block1	2back/STIM_025.jpg
314.194	0.74	correct	2back	Block1	2back/STIM_026.jpg
318.544	1.214	correct	2back	Block1	2back/STIM_026.jpg
322.561	0.72	correct	2back	Block1	2back/STIM_026.jpg
327.174	0.679	correct	2back	Block1	2back/STIM_027.jpg
330.996	0.884	correct	2back	Block1	2back/STIM_027.jpg
335.69	0.852	correct	2back	Block1	2back/STIM_027.jpg
338.558	1.243	correct	2back	Block1	2back/STIM_028.jpg
342.83	0.63	correct	2back	Block1	2back/STIM_028.jpg
346.462	0.925	correct	2back	Block1	2back/STIM_028.jpg
350.773	1.242	incorrect	2back	Block1	2back/STIM_029.jpg
354.157	0.583	correct	2back	Block1	2back/STIM_029.jpg
357.283	0.555	correct	2back	Block1	2back/STIM_029.jpg
361.078	0.897	correct	2back	Block1	2back/STIM_030.jpg
364.989	0.527	correct	2back	Block1	2back/STIM_030.jpg
368.955	0.774	correct	2back	Block1	2back/STIM_030.jpg
373.429	0.787	correct	2back	Block1	2back/STIM_031.jpg
377.361	0.9	correct	2back	Block1	2back/STIM_031.jpg
382.123	1.116	correct	2back	Block1	2back/STIM_031.jpg
385.487	1.116	correct	2back	Block1	2back/STIM_032.jpg
388.704	1.272	correct	2back	Block1	2back/STIM_032.jpg
392.815	0.978	correct	2back	Block1	2back/STIM_032.jpg
396.778	0.823	incorrect	2back	Block1	2back/STIM_033.jpg
401.247	0.697	correct	2back	Block1	2back/STIM_033.jpg
404.122	0.759	correct	2back	Block1	2back/STIM_033.jpg
408.468	0.974	correct	2back	Block1	2back/STIM_034.jpg
411.474	0.886	correct	2back	Block1	2back/STIM_034.jpg
414.71	0.582	correct	2back	Block1	2back/STIM_034.jpg
417.726	1.335	incorrect	2back	Block1	2back/STIM_035.jpg
422.774	1.009	incorrect	2back	Block1	2back/STIM_035.jpg
425.992	1.044	correct	2back	Block1	2back/STIM_035.jpg
430.081	1.076	correct	2back	Block1	2back/STIM_036.jpg
433.171	0.963	correct	2back	Block1	2back/STIM_036.jpg
437.862	0.646	incorrect	2back	Block1	2back/STIM_036.jpg
441.26	1.319	correct	2back	Block1	2back/STIM_037.jpg
446.432	0.828	incorrect	2back	Block1	2back/STIM_037.jpg
450.854	0.645	correct	2back	Block1	2back/STIM_037.jpg
454.152	1.187	incorrect	2back	Block1	2back/STIM_038.jpg
457.506	1.37	incorrect	2back	Block1	2back/STIM_038.jpg
461.109	0.599	correct	2back	Block1	2back/STIM_038.jpg
464.577	1.024	correct	2back	Block1	2back/STIM_039.jpg
469.206	1.201	correct	2back	Block1	2back/STIM_039.jpg
473.232	0.756	correct	2back	Block1	2back/STIM_039.jpg
477.19	0.593	correct	0back	Block1	0back/STIM_000.jpg
480.747	0.574	correct	0back	Block1	0back/STIM_000.jpg
484.428	0.507	correct	0back	Block1	0back/STIM_000.jpg
487.999	0.438	correct	0back	Block1	0back/STIM_001.jpg
491.989	0.476	correct	0back	Block1	0back/STIM_001.jpg
496.047	0.757	correct	0back	Block1	0back/STIM_001.jpg
499.016	0.764	correct	0back	Block1	0back/STIM_002.jpg
502.575	0.515	correct	0back	Block1	0back/STIM_002.jpg
505.997	0.456	correct	0back	Block1	0back/STIM_002.jpg
509.523	0.44	correct	0back	Block1	0back/STIM_003.jpg
512.699	0.512	correct	0back	Block1	0back/STIM_003.jpg
516.001	0.597	correct	0back	Block1	0back/STIM_003.jpg
520.309	0.806	correct	0back	Block1	0back/STIM_004.jpg
523.623	0.525	incorrect	0back	Block1	0back/STIM_004.jpg
527.394	0.452	correct	0back	Block1	0back/STIM_004.jpg
530.231	0.594	correct	0back	Block1	0back/STIM_005.jpg
533.366	0.715	correct	0back	Block1	0back/STIM_005.jpg
536.593	0.47	correct	0back	Block1	0back/STIM_005.jpg
540.188	0.755	correct	0back	Block1	0back/STIM_006.jpg
544.003	0.386	correct	0back	Block1	0back/STIM_006.jpg
546.6	0.511	correct	0back	Block1	0back/STIM_006.jpg
549.34	0.369	correct	0back	Block1	0back/STIM_007.jpg
551.767	0.72	correct	0back	Block1	0back/STIM_007.jpg
556.296	0.784	correct	0back	Block1	0back/STIM_007.jpg
559.708	0.478	incorrect	0back	Block1	0back/STIM_008.jpg
563.656	0.606	correct	0back	Block1	0back/STIM_008.jpg
568.065	0.58	correct	0back	Block1	0back/STIM_008.jpg
571.794	0.805	correct	0back	Block1	0back/STIM_009.jpg
574.794	0.725	incorrect	0back	Block1	0back/STIM_009.jpg
578.27	0.428	correct	0back	Block1	0back/STIM_009.jpg
581.24	0.566	correct	0back	Block1	0back/STIM_010.jpg
584.164	0.62	incorrect	0back	Block1	0back/STIM_010.jpg
587.667	0.692	correct	0back	Block1	0back/STIM_010.jpg
590.284	0.471	correct	0back	Block1	0back/STIM_011.jpg
594.41	0.499	correct	0back	Block1	0back/STIM_011.jpg
596.959	0.7	correct	0back	Block1	0back/STIM_011.jpg
601.648	0.629	correct	0back	Block1	0back/STIM_012.jpg
604.486	0.426	correct	0back	Block1	0back/STIM_012.jpg
607.172	0.594	correct	0back	Block1	0back/STIM_012.jpg
609.939	0.636	correct	0back	Block1	0back/STIM_013.jpg
613.206	0.856	correct	0back	Block1	0back/STIM_013.jpg
617.198	0.631	correct	0back	Block1	0back/STIM_013.jpg
619.896	0.503	correct	0back	Block1	0back/STIM_014.jpg
623.818	0.409	correct	0back	Block1	0back/STIM_014.jpg
627.228	0.479	correct	0back	Block1	0back/STIM_014.jpg
631.151	0.481	correct	0back	Block1	0back/STIM_015.jpg
635.325	0.515	correct	0back	Block1	0back/STIM_015.jpg
638.744	0.577	correct	0back	Block1	0back/STIM_015.jpg
641.44	0.767	correct	0back	Block1	0back/STIM_016.jpg
644.317	0.43	correct	0back	Block1	0back/STIM_016.jpg
648.694	0.448	correct	0back	Block1	0back/STIM_016.jpg
652.382	0.534	correct	0back	Block1	0back/STIM_017.jpg
655.646	0.629	correct	0back	Block1	0back/STIM_017.jpg
660.196	0.692	incorrect	0back	Block1	0back/STIM_017.jpg
664.33	0.632	correct	0back	Block1	0back/STIM_018.jpg
667.321	0.886	correct	0back	Block1	0back/STIM_018.jpg
670.377	0.664	correct	0back	Block1	0back/STIM_018.jpg
674.563	0.726	correct	0back	Block1	0back/STIM_019.jpg
677.851	0.442	correct	0back	Block1	0back/STIM_019.jpg
680.814	0.596	correct	0back	Block1	0back/STIM_019.jpg
685.024	0.819	correct	2back	Block2	2back/STIM_000.jpg
688.675	1.025	correct	2back	Block2	2back/STIM_000.jpg
693.419	0.771	correct	2back	Block2	2back/STIM_000.jpg
696.78	1.302	correct	2back	Block2	2back/STIM_001.jpg
700.354	0.58	correct	2back	Block2	2back/STIM_001.jpg
703.12	1.018	correct	2back	Block2	2back/STIM_001.jpg
706.561	0.573	correct	2back	Block2	2back/STIM_002.jpg
709.846	1.026	correct	2back	Block2	2back/STIM_002.jpg
714.898	0.869	correct	2back	Block2	2back/STIM_002.jpg
718.0	0.666	incorrect	2back	Block2	2back/STIM_003.jpg
721.508	0.772	correct	2back	Block2	2back/STIM_003.jpg
724.864	0.793	correct	2back	Block2	2back/STIM_003.jpg
728.356	0.712	correct	2back	Block2	2back/STIM_004.jpg
732.551	0.775	correct	2back	Block2	2back/STIM_004.jpg
735.846	0.745	incorrect	2back	Block2	2back/STIM_004.jpg
740.533	1.094	correct	2back	Block2	2back/STIM_005.jpg
745.362	0.891	incorrect	2back	Block2	2back/STIM_005.jpg
749.311	0.634	incorrect	2back	Block2	2back/STIM_005.jpg
752.721	0.946	correct	2back	Block2	2back/STIM_006.jpg
756.721	0.758	correct	2back	Block2	2back/STIM_006.jpg
760.223	0.832	correct	2back	Block2	2back/STIM_006.jpg
764.102	0.718	correct	2back	Block2	2back/STIM_007.jpg
767.189	1.063	correct	2back	Block2	2back/STIM_007.jpg
770.61	1.011	correct	2back	Block2	2back/STIM_007.jpg
775.108	0.638	correct	2back	Block2	2back/STIM_008.jpg
778.789	0.757	correct	2back	Block2	2back/STIM_008.jpg
783.154	0.596	incorrect	2back	Block2	2back/STIM_008.jpg
786.229	0.986	correct	2back	Block2	2back/STIM_009.jpg
789.831	0.894	correct	2back	Block2	2back/STIM_009.jpg
793.544	0.488	incorrect	2back	Block2	2back/STIM_009.jpg
797.702	0.813	incorrect	2back	Block2	2back/STIM_010.jpg
802.522	0.868	correct	2back	Block2	2back/STIM_010.jpg
806.548	0.642	correct	2back	Block2	2back/STIM_010.jpg
809.367	0.573	correct	2back	Block2	2back/STIM_011.jpg
812.481	0.885	incorrect	2back	Block2	2back/STIM_011.jpg
816.755	1.004	correct	2back	Block2	2back/STIM_011.jpg
820.978	0.686	correct	2back	Block2	2back/STIM_012.jpg
824.026	0.502	correct	2back	Block2	2back/STIM_012.jpg
828.38	0.538	correct	2back	Block2	2back/STIM_012.jpg
831.597	0.808	correct	2back	Block2	2back/STIM_013.jpg
835.836	0.926	correct	2back	Block2	2back/STIM_013.jpg
838.953	0.849	correct	2back	Block2	2back/STIM_013.jpg
842.091	1.131	correct	2back	Block2	2back/STIM_014.jpg
846.032	0.882	correct	2back	Block2	2back/STIM_014.jpg
849.421	0.998	correct	2back	Block2	2back/STIM_014.jpg
853.022	0.727	incorrect	2back	Block2	2back/STIM_015.jpg
856.551	0.708	correct	2back	Block2	2back/STIM_015.jpg
859.417	0.346	correct	2back	Block2	2back/STIM_015.jpg
863.287	0.819	correct	2back	Block2	2back/STIM_016.jpg
867.062	0.733	correct	2back	Block2	2back/STIM_016.jpg
870.325	0.979	incorrect	2back	Block2	2back/STIM_016.jpg
874.526	0.65	incorrect	2back	Block2	2back/STIM_017.jpg
878.969	0.658	correct	2back	Block2	2back/STIM_017.jpg
882.135	0.74	correct	2back	Block2	2back/STIM_017.jpg
885.757	0.923	incorrect	2back	Block2	2back/STIM_018.jpg
890.397	0.914	correct	2back	Block2	2back/STIM_018.jpg
894.765	0.904	correct	2back	Block2	2back/STIM_018.jpg
898.118	0.544	correct	2back	Block2	2back/STIM_019.jpg
901.277	0.741	correct	2back	Block2	2back/STIM_019.jpg
905.556	0.845	correct	2back	Block2	2back/STIM_019.jpg
910.207	0.677	correct	2back	Block2	2back/STIM_020.jpg
913.007	0.926	correct	2back	Block2	2back/STIM_020.jpg
916.94	1.035	correct	2back	Block2	2back/STIM_020.jpg
920.16	0.92	correct	2back	Block2	2back/STIM_021.jpg
924.7	1.031	correct	2back	Block2	2back/STIM_021.jpg
928.998	0.535	correct	2back	Block2	2back/STIM_021.jpg
933.321	1.073	correct	2back	Block2	2back/STIM_022.jpg
938.28	0.572	correct	2back	Block2	2back/STIM_022.jpg
941.806	1.064	incorrect	2back	Block2	2back/STIM_022.jpg
946.534	0.491	correct	2back	Block2	2back/STIM_023.jpg
950.844	1.09	correct	2back	Block2	2back/STIM_023.jpg
954.256	0.409	correct	2back	Block2	2back/STIM_023.jpg
957.504	0.491	correct	2back	Block2	2back/STIM_024.jpg
960.642	0.763	correct	2back	Block2	2back/STIM_024.jpg
963.96	0.621	correct	2back	Block2	2back/STIM_024.jpg
968.173	1.024	incorrect	2back	Block2	2back/STIM_025.jpg
972.073	0.556	correct	2back	Block2	2back/STIM_025.jpg
976.016	0.835	correct	2back	Block2	2back/STIM_025.jpg
980.377	0.65	correct	2back	Block2	2back/STIM_026.jpg
984.592	0.67	incorrect	2back	Block2	2back/STIM_026.jpg
988.234	1.008	correct	2back	Block2	2back/STIM_026.jpg
992.067	0.915	correct	2back	Block2	2back/STIM_027.jpg
995.396	0.82	incorrect	2back	Block2	2back/STIM_027.jpg
998.42	0.785	correct	2back	Block2	2back/STIM_027.jpg
1002.772	0.567	incorrect	2back	Block2	2back/STIM_028.jpg
1005.45	0.735	correct	2back	Block2	2back/STIM_028.jpg
1008.657	0.423	correct	2back	Block2	2back/STIM_028.jpg
1012.371	1.12	correct	2back	Block2	2back/STIM_029.jpg
1015.91	1.157	correct	2back	Block2	2back/STIM_029.jpg
1020.954	0.778	incorrect	2back	Block2	2back/STIM_029.jpg
1024.877	1.181	correct	2back	Block2	2back/STIM_030.jpg
1029.359	0.727	correct	2back	Block2	2back/STIM_030.jpg
1033.357	0.496	incorrect	2back	Block2	2back/STIM_030.jpg
1037.093	1.056	correct	2back	Block2	2back/STIM_031.jpg
1040.906	0.936	correct	2back	Block2	2back/STIM_031.jpg
1043.828	0.922	correct	2back	Block2	2back/STIM_031.jpg
1047.266	0.784	correct	2back	Block2	2back/STIM_032.jpg
1050.336	0.654	correct	2back	Block2	2back/STIM_032.jpg
1053.168	0.44	correct	2back	Block2	2back/STIM_032.jpg
1057.263	0.736	correct	2back	Block2	2back/STIM_033.jpg
1060.74	0.869	correct	2back	Block2	2back/STIM_033.jpg
1064.005	0.432	correct	2back	Block2	2back/STIM_033.jpg
1066.64	0.696	correct	2back	Block2	2back/STIM_034.jpg
1069.889	0.683	correct	2back	Block2	2back/STIM_034.jpg
1073.298	0.511	correct	2back	Block2	2back/STIM_034.jpg
1077.757	0.607	correct	2back	Block2	2back/STIM_035.jpg
1080.405	0.43	incorrect	2back	Block2	2back/STIM_035.jpg
1083.822	0.708	incorrect	2back	Block2	2back/STIM_035.jpg
1087.778	0.702	correct	2back	Block2	2back/STIM_036.jpg
1091.457	0.613	correct	2back	Block2	2back/STIM_036.jpg
1095.592	0.875	correct	2back	Block2	2back/STIM_036.jpg
1098.816	0.826	correct	2back	Block2	2back/STIM_037.jpg
1102.391	0.645	correct	2back	Block2	2back/STIM_037.jpg
1106.607	0.946	correct	2back	Block2	2back/STIM_037.jpg
1110.985	0.908	correct	2back	Block2	2back/STIM_038.jpg
1114.395	1.008	correct	2back	Block2	2back/STIM_038.jpg
1118.396	0.575	correct	2back	Block2	2back/STIM_038.jpg
1122.769	0.926	correct	2back	Block2	2back/STIM_039.jpg
1127.394	0.784	correct	2back	Block2	2back/STIM_039.jpg
1131.109	0.475	correct	2back	Block2	2back/STIM_039.jpg
1134.641	0.461	correct	0back	Block2	0back/STIM_000.jpg
1137.538	0.536	correct	0back	Block2	0back/STIM_000.jpg
1141.532	0.665	correct	0back	Block2	0back/STIM_000.jpg
1145.249	0.659	correct	0back	Block2	0back/STIM_001.jpg
1149.227	0.483	correct	0back	Block2	0back/STIM_001.jpg
1153.596	0.731	correct	0back	Block2	0back/STIM_001.jpg
1157.458	0.542	correct	0back	Block2	0back/STIM_002.jpg
1161.475	0.411	correct	0back	Block2	0back/STIM_002.jpg
1165.225	0.747	correct	0back	Block2	0back/STIM_002.jpg
1169.37	0.448	incorrect	0back	Block2	0back/STIM_003.jpg
1173.657	0.749	correct	0back	Block2	0back/STIM_003.jpg
1177.655	0.495	correct	0back	Block2	0back/STIM_003.jpg
1182.038	0.745	correct	0back	Block2	0back/STIM_004.jpg
1186.452	0.421	correct	0back	Block2	0back/STIM_004.jpg
1189.269	0.534	correct	0back	Block2	0back/STIM_004.jpg
1192.604	0.692	correct	0back	Block2	0back/STIM_005.jpg
1196.26	0.606	correct	0back	Block2	0back/STIM_005.jpg
1198.94	0.498	correct	0back	Block2	0back/STIM_005.jpg
1201.729	0.424	correct	0back	Block2	0back/STIM_006.jpg
1205.999	0.612	incorrect	0back	Block2	0back/STIM_006.jpg
1209.85	0.609	correct	0back	Block2	0back/STIM_006.jpg
1213.921	0.545	correct	0back	Block2	0back/STIM_007.jpg
1217.8	0.564	correct	0back	Block2	0back/STIM_007.jpg
1221.294	0.685	correct	0back	Block2	0back/STIM_007.jpg
1225.744	0.736	correct	0back	Block2	0back/STIM_008.jpg
1228.668	0.577	correct	0back	Block2	0back/STIM_008.jpg
1232.215	0.645	correct	0back	Block2	0back/STIM_008.jpg
1236.597	0.456	correct	0back	Block2	0back/STIM_009.jpg
1240.718	0.261	correct	0back	Block2	0back/STIM_009.jpg
1244.997	0.42	correct	0back	Block2	0back/STIM_009.jpg
