onset	duration	accuracy	trial_type	learning_stage	stimulus	response_port
241.838	1.167	correct	learning	LS1	h33_p11_k_down_right.jpg	98
288.998	0.817	correct	learning	LS1	h33_p33_i_down_right.jpg	97
335.992	0.916	correct	learning	LS1	h120_p12_k_up_right.jpg	98
382.986	1.19	correct	learning	LS1	h116_p28_k_up_right.jpg	98
430.147	1.225	incorrect	learning	LS1	h36_p12_k_down_left.jpg	97
477.308	1.307	correct	learning	LS1	h116_p21_i_up_right.jpg	97
524.468	1.453	incorrect	learning	LS1	h114_p33_i_up_left.jpg	98
571.462	1.696	correct	learning	LS1	h36_p25_i_down_right.jpg	97
618.456	1.347	correct	learning	LS1	h120_p37_i_up_right.jpg	97
665.284	1.254	correct	learning	LS1	h114_p35_k_up_right.jpg	98
757.438	1.891	correct	learning	LS2	h116_p28_k_up_right.jpg	98
804.099	1.911	incorrect	learning	LS2	h33_p11_k_down_right.jpg	97
851.093	2.458	incorrect	learning	LS2	h33_p15_i_down_left.jpg	98
898.587	1.387	correct	learning	LS2	h116_p11_i_up_left.jpg	97
945.748	1.821	correct	learning	LS2	h36_p12_k_down_left.jpg	98
992.908	1.376	correct	learning	LS2	h120_p21_i_up_right.jpg	97
1040.235	1.153	correct	learning	LS2	h114_p35_k_up_right.jpg	98
1087.396	0.788	correct	learning	LS2	h114_p16_i_up_left.jpg	97
1134.89	1.796	correct	learning	LS2	h36_p11_i_down_right.jpg	97
1182.217	0.918	correct	learning	LS2	h120_p12_k_up_right.jpg	98
1274.539	0.898	correct	learning	LS3	h120_p12_k_up_right.jpg	98
1321.533	1.029	correct	learning	LS3	h36_p12_k_down_left.jpg	98
1368.86	0.791	correct	learning	LS3	h114_p35_k_up_right.jpg	98
1416.021	1.017	correct	learning	LS3	h120_p37_i_up_right.jpg	97
1463.181	0.827	correct	learning	LS3	h116_p28_k_up_right.jpg	98
1510.175	1.23	correct	learning	LS3	h114_p33_i_up_left.jpg	97
1557.336	1.152	correct	learning	LS3	h116_p21_i_up_right.jpg	97
1604.33	1.651	correct	learning	LS3	h33_p33_i_down_right.jpg	97
1651.49	2.229	incorrect	learning	LS3	h36_p25_i_down_right.jpg	98
1698.484	0.92	correct	learning	LS3	h33_p11_k_down_right.jpg	98
1790.639	1.557	correct	learning	LS4	h33_p15_i_down_left.jpg	97
1837.633	0.84	correct	learning	LS4	h116_p28_k_up_right.jpg	98
1884.627	1.307	correct	learning	LS4	h114_p16_i_up_left.jpg	97
1931.621	1.134	correct	learning	LS4	h116_p11_i_up_left.jpg	97
1978.948	1.072	correct	learning	LS4	h120_p21_i_up_right.jpg	97
2026.109	1.698	incorrect	learning	LS4	h36_p11_i_down_right.jpg	98
2073.436	0.756	correct	learning	LS4	h33_p11_k_down_right.jpg	98
2120.597	0.918	correct	learning	LS4	h36_p12_k_down_left.jpg	98
2167.924	0.823	correct	learning	LS4	h114_p35_k_up_right.jpg	98
2215.085	0.905	correct	learning	LS4	h120_p12_k_up_right.jpg	98
2488.216	1.102	correct	learning	LS1	h89_p39_k_up_left.jpg	98
2535.377	0.96	correct	learning	LS1	h94_p2_k_up_left.jpg	98
2582.538	0.898	correct	learning	LS1	h25_p14_k_down_left.jpg	98
2629.698	0.868	incorrect	learning	LS1	h117_p13_i_up_right.jpg	98
2676.859	1.334	incorrect	learning	LS1	h94_p31_i_up_left.jpg	98
2724.019	1.177	incorrect	learning	LS1	h42_p10_i_down_right.jpg	98
2770.847	1.308	correct	learning	LS1	h117_p6_k_up_left.jpg	98
2817.841	1.695	incorrect	learning	LS1	h25_p12_i_down_left.jpg	98
2864.668	1.795	incorrect	learning	LS1	h42_p5_k_down_left.jpg	97
2911.495	1.19	correct	learning	LS1	h89_p17_i_up_left.jpg	97
3003.483	1.14	correct	learning	LS2	h117_p6_k_up_left.jpg	98
3050.477	2.47	correct	learning	LS2	h94_p33_i_up_left.jpg	97
3097.638	1.529	correct	learning	LS2	h42_p34_i_down_left.jpg	97
3144.965	1.179	correct	learning	LS2	h94_p2_k_up_left.jpg	98
3192.293	0.972	correct	learning	LS2	h89_p2_i_up_left.jpg	97
3239.62	1.15	incorrect	learning	LS2	h117_p31_i_up_left.jpg	98
3286.947	1.471	correct	learning	LS2	h89_p39_k_up_left.jpg	98
3334.108	1.01	correct	learning	LS2	h25_p14_k_down_left.jpg	98
3381.435	0.995	correct	learning	LS2	h42_p5_k_down_left.jpg	98
3428.762	1.237	correct	learning	LS2	h25_p31_i_down_right.jpg	97
3521.084	1.009	correct	learning	LS3	h25_p14_k_down_left.jpg	98
3568.411	0.93	correct	learning	LS3	h94_p2_k_up_left.jpg	98
3615.738	1.06	correct	learning	LS3	h89_p17_i_up_left.jpg	97
3663.066	1.222	correct	learning	LS3	h117_p6_k_up_left.jpg	98
3710.226	1.208	correct	learning	LS3	h42_p5_k_down_left.jpg	98
3757.387	1.514	correct	learning	LS3	h94_p31_i_up_left.jpg	97
3804.547	1.005	correct	learning	LS3	h117_p13_i_up_right.jpg	97
3851.708	1.407	correct	learning	LS3	h89_p39_k_up_left.jpg	98
3898.869	1.233	correct	learning	LS3	h42_p10_i_down_right.jpg	97
3946.029	0.964	correct	learning	LS3	h25_p12_i_down_left.jpg	97
