trial_index	trial_type	block_number	mean_acceleration
55	go	4	n/a
56	nogo	4	21218.124510
57	go	4	14730.384028
58	go	4	16929.233215
59	go	4	19484.230896
60	go	4	16157.259857
61	nogo	4	11368.793517
62	go	4	n/a
63	nogo	4	20781.578037
64	go	4	16833.812721
65	go	4	12799.035792
66	nogo	4	10939.190528
67	go	4	13671.667699
68	go	4	16838.468186
69	go	4	13231.592987
70	go	4	19959.082684
71	go	4	17270.982548
72	go	4	15095.801166
73	nogo	4	27086.988875
74	go	4	16912.796422
75	go	4	18283.872259
76	nogo	4	29784.713286
77	go	4	21661.495621
78	go	4	10325.697553
79	go	4	12021.603506
80	go	4	22785.250779
81	nogo	4	26426.989120
82	go	4	n/a
83	go	4	21743.744949
84	go	4	n/a
85	go	4	16473.673721
86	go	4	27860.792226
87	go	4	22092.453711
88	go	4	25915.422258
89	nogo	4	n/a
90	go	4	20643.128711
91	go	4	16017.890654
92	go	4	20824.820375
93	nogo	4	17093.146815
94	go	4	22421.006977
95	go	4	12764.606995
96	go	4	18094.992231
97	nogo	4	16973.302756
98	go	4	24018.635760
99	go	4	15117.388621
100	go	4	14969.249042
101	go	4	19460.190228
102	go	4	12375.759899
103	go	4	13484.040333
104	go	4	19201.415316
105	go	4	30807.575253
106	go	4	21821.481219
107	go	4	n/a
108	go	4	18067.800114
109	go	4	24945.191770
110	nogo	4	13164.979916
111	go	4	22939.415736
112	go	4	12835.294377
113	go	4	22879.703888
114	nogo	4	21090.561559
115	nogo	5	n/a
116	go	5	20553.402548
117	go	5	23080.944747
118	go	5	32278.036135
119	nogo	5	21639.630148
120	go	5	20410.816552
121	go	5	17561.878936
122	nogo	5	13123.547823
123	go	5	12259.387253
124	go	5	10440.197989
125	go	5	12336.682779
126	go	5	13432.741552
127	nogo	5	18311.043877
128	go	5	24909.641373
129	nogo	5	8718.755585
130	go	5	14185.578169
131	go	5	13335.577946
132	go	5	15141.355446
133	go	5	13102.728648
134	go	5	14350.605073
135	nogo	5	21241.793923
136	go	5	27847.247580
137	go	5	21011.353296
138	go	5	12075.311919
139	nogo	5	14552.469490
140	go	5	16830.679939
141	nogo	5	9620.940605
142	go	5	19678.433393
143	go	5	11210.872216
144	go	5	21391.895500
145	go	5	19686.368699
146	go	5	n/a
147	go	5	22210.546480
148	go	5	13520.122941
149	go	5	16255.542847
150	go	5	22216.539002
151	nogo	5	14558.970085
152	go	5	15687.102980
153	nogo	5	16657.627815
154	go	5	12496.438407
155	go	5	13495.628236
156	go	5	n/a
157	nogo	5	30124.939605
158	go	5	15241.035334
159	go	5	23341.970817
160	go	5	13194.134127
161	go	5	15120.188991
162	go	5	15708.913874
163	go	5	18580.157475
164	go	5	19224.514405
165	go	5	29356.956294
166	go	5	20158.656844
167	go	5	14074.494200
168	go	5	19750.699842
169	go	5	24219.738047
170	nogo	5	19864.782157
171	go	5	26507.121871
172	go	5	15050.437099
173	go	5	10308.350655
174	go	5	23474.030932
193	go	7	32736.743160
194	go	7	26230.389513
195	go	7	22302.934732
196	go	7	25304.120601
197	go	7	32131.512490
198	nogo	7	19913.311501
199	go	7	18457.887395
200	go	7	20875.821101
201	go	7	26650.688321
202	go	7	48468.231634
203	nogo	7	28588.036361
204	go	7	30502.725723
205	nogo	7	18232.125414
206	go	7	29005.068852
207	go	7	17625.616596
208	go	7	37386.509949
209	nogo	7	24884.467382
210	go	7	15715.500122
211	go	7	11138.221334
212	go	7	n/a
213	go	7	16488.988139
214	nogo	7	n/a
215	go	7	24458.587784
216	go	7	19787.250371
217	go	7	19481.627260
218	go	7	44039.637603
219	go	7	34949.525378
220	go	7	19151.033892
221	go	7	16737.883661
222	nogo	7	18241.509310
223	go	7	30417.834471
224	go	7	31554.107499
225	nogo	7	24005.445055
226	go	7	n/a
227	go	7	17608.419494
228	go	7	n/a
229	nogo	7	27182.752853
230	go	7	22721.845034
231	nogo	7	14385.891353
232	go	7	10470.291605
233	go	7	16769.134258
234	go	7	10352.800758
235	go	7	18538.277659
236	go	7	13469.667337
237	go	7	8984.103398
238	go	7	11136.943958
239	go	7	11546.151461
240	go	7	12246.780371
241	nogo	7	17428.891542
242	go	7	11664.383723
243	go	7	10303.591997
244	go	7	12822.333756
245	nogo	7	14140.430380
246	go	7	10192.303363
247	go	7	12245.594155
248	go	7	11233.234155
249	go	7	9949.398238
250	go	7	16727.774404
251	nogo	7	11960.657198
252	go	7	n/a
253	go	8	9272.571348
254	go	8	15438.798263
255	nogo	8	20442.032694
256	go	8	10270.466172
257	go	8	12334.931993
258	go	8	16223.844558
259	nogo	8	12508.093096
260	go	8	11061.867097
261	go	8	7136.225682
262	go	8	9238.063892
263	go	8	17519.081136
264	go	8	21890.258984
265	nogo	8	n/a
266	go	8	11243.734563
267	go	8	9799.412491
268	go	8	10068.607527
269	go	8	n/a
270	nogo	8	13183.837770
271	go	8	14617.728924
272	go	8	10827.818704
273	go	8	12262.331330
274	go	8	10565.484967
275	go	8	15325.740324
276	go	8	n/a
277	go	8	15588.209849
278	nogo	8	15702.509954
279	go	8	16963.063988
280	nogo	8	17691.382383
281	go	8	13907.815523
282	go	8	21581.392975
283	nogo	8	13772.077637
