trial_index	trial_type	block_number	response_time_ms
55	go	4	n/a
56	nogo	4	494.111
57	go	4	560.348
58	go	4	694.446
59	go	4	578.327
60	go	4	578.395
61	nogo	4	693.895
62	go	4	n/a
63	nogo	4	345.276
64	go	4	528.256
65	go	4	628.119
66	nogo	4	491.804
67	go	4	592.501
68	go	4	561.005
69	go	4	645.142
70	go	4	609.828
71	go	4	625.281
72	go	4	628.170
73	nogo	4	527.331
74	go	4	644.468
75	go	4	762.985
76	nogo	4	241.329
77	go	4	577.090
78	go	4	927.257
79	go	4	659.315
80	go	4	744.158
81	nogo	4	444.115
82	go	4	n/a
83	go	4	511.467
84	go	4	n/a
85	go	4	677.835
86	go	4	559.298
87	go	4	560.285
88	go	4	627.249
89	nogo	4	n/a
90	go	4	612.961
91	go	4	645.270
92	go	4	610.658
93	nogo	4	661.141
94	go	4	494.657
95	go	4	1144.250
96	go	4	594.807
97	nogo	4	541.469
98	go	4	676.456
99	go	4	628.552
100	go	4	544.148
101	go	4	661.360
102	go	4	577.323
103	go	4	678.515
104	go	4	642.084
105	go	4	610.920
106	go	4	579.302
107	go	4	n/a
108	go	4	660.738
109	go	4	462.597
110	nogo	4	561.417
111	go	4	644.303
112	go	4	810.082
113	go	4	525.616
114	nogo	4	492.401
115	nogo	5	n/a
116	go	5	645.007
117	go	5	561.993
118	go	5	611.650
119	nogo	5	461.270
120	go	5	594.734
121	go	5	610.519
122	nogo	5	509.771
123	go	5	878.220
124	go	5	677.630
125	go	5	744.966
126	go	5	660.948
127	nogo	5	527.989
128	go	5	593.965
129	nogo	5	628.658
130	go	5	825.230
131	go	5	594.688
132	go	5	510.811
133	go	5	544.057
134	go	5	593.978
135	nogo	5	377.386
136	go	5	410.807
137	go	5	545.631
138	go	5	594.632
139	nogo	5	427.350
140	go	5	643.959
141	nogo	5	477.606
142	go	5	578.539
143	go	5	810.092
144	go	5	945.232
145	go	5	661.557
146	go	5	n/a
147	go	5	658.661
148	go	5	811.605
149	go	5	444.029
150	go	5	577.694
151	nogo	5	477.656
152	go	5	745.950
153	nogo	5	477.563
154	go	5	744.299
155	go	5	960.188
156	go	5	n/a
157	nogo	5	327.955
158	go	5	576.687
159	go	5	545.950
160	go	5	644.818
161	go	5	612.135
162	go	5	609.848
163	go	5	610.222
164	go	5	610.334
165	go	5	528.539
166	go	5	544.141
167	go	5	661.961
168	go	5	545.932
169	go	5	528.403
170	nogo	5	427.406
171	go	5	527.621
172	go	5	644.545
173	go	5	811.794
174	go	5	627.545
193	go	7	443.450
194	go	7	662.043
195	go	7	609.622
196	go	7	577.953
197	go	7	527.502
198	nogo	7	443.789
199	go	7	492.989
200	go	7	478.322
201	go	7	478.502
202	go	7	461.177
203	nogo	7	461.110
204	go	7	475.786
205	nogo	7	394.140
206	go	7	544.546
207	go	7	661.830
208	go	7	476.285
209	nogo	7	410.567
210	go	7	610.850
211	go	7	661.396
212	go	7	n/a
213	go	7	693.867
214	nogo	7	n/a
215	go	7	611.264
216	go	7	477.855
217	go	7	561.499
218	go	7	345.207
219	go	7	377.764
220	go	7	560.099
221	go	7	528.440
222	nogo	7	543.647
223	go	7	459.208
224	go	7	560.141
225	nogo	7	394.740
226	go	7	n/a
227	go	7	810.121
228	go	7	n/a
229	nogo	7	527.220
230	go	7	928.740
231	nogo	7	494.434
232	go	7	976.915
233	go	7	661.147
234	go	7	793.682
235	go	7	611.042
236	go	7	678.446
237	go	7	744.670
238	go	7	792.510
239	go	7	644.657
240	go	7	593.334
241	nogo	7	443.228
242	go	7	627.631
243	go	7	594.852
244	go	7	628.053
245	nogo	7	425.566
246	go	7	1025.617
247	go	7	811.142
248	go	7	662.325
249	go	7	911.169
250	go	7	709.867
251	nogo	7	577.086
252	go	7	n/a
253	go	8	994.192
254	go	8	726.926
255	nogo	8	411.566
256	go	8	808.949
257	go	8	610.291
258	go	8	612.674
259	nogo	8	408.548
260	go	8	745.114
261	go	8	943.229
262	go	8	741.864
263	go	8	656.186
264	go	8	677.363
265	nogo	8	n/a
266	go	8	744.327
267	go	8	809.717
268	go	8	676.904
269	go	8	n/a
270	nogo	8	458.903
271	go	8	710.352
272	go	8	727.800
273	go	8	660.472
274	go	8	595.917
275	go	8	526.408
276	go	8	n/a
277	go	8	544.795
278	nogo	8	492.208
279	go	8	576.619
280	nogo	8	409.802
281	go	8	860.426
282	go	8	560.392
283	nogo	8	644.036
284	go	8	575.932
285	go	8	744.232
286	go	8	660.015
287	nogo	8	644.897
288	go	8	609.957
289	go	8	660.342
290	go	8	745.445
291	go	8	861.120
292	go	8	860.889
293	go	8	594.565
294	go	8	643.926
295	go	8	727.563
296	nogo	8	676.025
297	go	8	674.962
298	go	8	844.798
299	go	8	627.093
300	go	8	760.595
301	nogo	8	478.097
302	go	8	811.169
303	go	8	728.523
304	go	8	577.139
305	go	8	810.719
306	go	8	628.113
307	nogo	8	459.478
308	go	8	676.928
309	go	8	794.013
310	go	8	593.393
311	nogo	8	527.905
312	go	8	611.424
331	go	10	544.002
332	go	10	527.820
333	go	10	561.101
334	go	10	494.454
335	go	10	576.772
336	nogo	10	460.630
337	go	10	709.937
338	go	10	811.744
339	go	10	726.742
340	nogo	10	411.127
341	go	10	591.817
342	nogo	10	394.390
343	go	10	992.829
344	go	10	528.781
345	nogo	10	342.580
346	go	10	n/a
347	go	10	609.341
348	go	10	911.585
349	go	10	927.495
350	nogo	10	644.349
351	go	10	860.663
352	go	10	793.154
353	go	10	676.708
354	go	10	640.904
355	go	10	n/a
356	go	10	611.596
357	go	10	644.300
358	go	10	728.098
359	go	10	626.778
360	go	10	477.644
361	go	10	n/a
362	go	10	477.109
363	go	10	494.620
364	nogo	10	n/a
365	go	10	527.648
366	go	10	1093.823
367	go	10	543.711
368	nogo	10	494.109
369	go	10	525.965
370	nogo	10	509.892
371	go	10	561.776
372	go	10	n/a
373	nogo	10	493.898
374	go	10	n/a
375	go	10	611.134
376	nogo	10	725.380
377	go	10	642.744
378	nogo	10	n/a
379	go	10	578.052
380	go	10	544.094
381	go	10	727.832
382	go	10	628.632
383	go	10	593.306
384	go	10	577.868
385	go	10	1125.504
386	go	10	695.361
387	go	10	527.793
388	nogo	10	509.345
389	go	10	544.471
390	go	10	710.197
391	go	11	609.952
392	go	11	n/a
393	go	11	694.518
394	nogo	11	661.373
395	go	11	n/a
396	go	11	710.670
397	go	11	845.640
398	go	11	n/a
399	go	11	726.087
400	nogo	11	377.374
401	go	11	728.498
402	go	11	843.374
403	nogo	11	461.691
404	go	11	611.320
405	go	11	661.225
406	go	11	577.261
407	nogo	11	444.849
408	go	11	694.120
409	go	11	826.451
410	nogo	11	476.525
411	go	11	1193.463
412	go	11	711.520
413	go	11	744.713
414	go	11	830.147
415	go	11	828.347
416	go	11	613.076
417	go	11	561.582
418	nogo	11	425.612
419	go	11	628.270
420	go	11	894.923
421	go	11	611.483
422	go	11	794.314
423	nogo	11	360.577
424	go	11	644.114
425	go	11	561.379
426	nogo	11	510.765
427	go	11	743.781
428	go	11	960.097
429	go	11	678.007
430	nogo	11	444.786
431	go	11	694.832
432	go	11	643.285
433	go	11	543.572
434	go	11	543.312
435	nogo	11	544.574
436	go	11	561.047
437	go	11	709.163
438	go	11	827.581
439	go	11	527.918
440	go	11	508.663
441	nogo	11	460.650
442	go	11	n/a
443	go	11	611.274
444	go	11	978.283
445	go	11	827.829
446	go	11	794.889
447	go	11	795.217
448	go	11	792.490
449	nogo	11	661.420
450	go	11	844.350
469	go	13	544.260
470	go	13	510.721
471	nogo	13	427.740
472	go	13	627.039
473	go	13	828.984
474	nogo	13	n/a
475	go	13	578.421
476	nogo	13	409.339
477	go	13	727.170
478	go	13	693.471
479	go	13	559.591
480	go	13	510.548
481	go	13	695.063
482	go	13	695.522
483	nogo	13	460.855
484	go	13	977.458
485	nogo	13	494.054
486	go	13	1011.134
487	go	13	644.617
488	go	13	729.941
489	go	13	692.961
490	nogo	13	494.688
491	go	13	1027.018
492	go	13	660.500
493	nogo	13	393.693
494	go	13	560.636
495	go	13	527.735
496	go	13	695.075
497	go	13	477.753
498	nogo	13	260.628
499	go	13	561.922
500	nogo	13	543.349
501	go	13	n/a
502	go	13	710.772
503	go	13	693.262
504	nogo	13	460.619
505	go	13	726.691
506	go	13	576.675
507	go	13	811.226
508	go	13	862.358
509	go	13	496.009
510	go	13	627.633
511	go	13	661.911
512	go	13	644.941
513	go	13	711.288
514	go	13	609.528
515	go	13	627.115
516	nogo	13	359.211
517	go	13	661.547
518	go	13	743.787
519	go	13	977.842
520	go	13	777.416
521	go	13	809.779
522	go	13	793.903
523	go	13	495.274
524	nogo	13	428.893
525	go	13	559.954
526	go	13	927.471
527	go	13	694.050
528	go	13	728.167
529	go	14	778.784
530	nogo	14	460.970
531	go	14	694.618
532	go	14	994.056
533	go	14	894.398
534	go	14	943.419
535	go	14	812.367
536	go	14	727.901
537	nogo	14	660.633
538	go	14	1010.191
539	go	14	660.594
540	go	14	693.039
541	go	14	n/a
542	go	14	691.883
543	go	14	611.322
544	go	14	544.382
545	go	14	494.902
546	nogo	14	593.126
