onset	duration	accuracy_binary	trial_type	learning_stage	stimulus
21.112	2.257	1	learning	LS1	learning/PICTURE_465.jpg
25.694	1.417	0	learning	LS1	learning/PICTURE_640.jpg
30.26	1.442	0	learning	LS1	learning/PICTURE_692.jpg
34.827	1.546	0	learning	LS1	learning/PICTURE_379.jpg
39.409	1.538	0	learning	LS1	learning/PICTURE_592.jpg
43.992	1.45	0	learning	LS1	learning/PICTURE_640.jpg
48.558	1.458	0	learning	LS1	learning/PICTURE_692.jpg
53.124	1.339	0	learning	LS1	learning/PICTURE_465.jpg
57.74	1.425	1	learning	LS1	learning/PICTURE_592.jpg
62.356	1.4	1	learning	LS1	learning/PICTURE_379.jpg
71.505	1.096	1	learning	LS2	learning/PICTURE_465.jpg
76.121	1.231	1	learning	LS2	learning/PICTURE_379.jpg
80.721	1.366	1	learning	LS2	learning/PICTURE_592.jpg
85.32	1.405	0	learning	LS2	learning/PICTURE_465.jpg
89.903	2.084	1	learning	LS2	learning/PICTURE_640.jpg
94.486	1.293	1	learning	LS2	learning/PICTURE_379.jpg
99.068	1.524	1	learning	LS2	learning/PICTURE_592.jpg
103.651	1.212	1	learning	LS2	learning/PICTURE_692.jpg
108.234	1.3	1	learning	LS2	learning/PICTURE_640.jpg
112.817	1.308	1	learning	LS2	learning/PICTURE_692.jpg
121.915	1.086	1	learning	LS3	learning/PICTURE_692.jpg
126.481	1.031	1	learning	LS3	learning/PICTURE_592.jpg
131.048	1.039	1	learning	LS3	learning/PICTURE_640.jpg
135.614	1.208	1	learning	LS3	learning/PICTURE_465.jpg
140.196	1.056	1	learning	LS3	learning/PICTURE_692.jpg
144.762	1.272	1	learning	LS3	learning/PICTURE_640.jpg
149.328	1.121	1	learning	LS3	learning/PICTURE_465.jpg
153.895	1.049	1	learning	LS3	learning/PICTURE_379.jpg
158.461	1.185	1	learning	LS3	learning/PICTURE_592.jpg
163.027	1.114	1	learning	LS3	learning/PICTURE_379.jpg
172.142	1.004	1	learning	LS4	learning/PICTURE_640.jpg
176.758	0.866	1	learning	LS4	learning/PICTURE_692.jpg
181.374	1.113	1	learning	LS4	learning/PICTURE_640.jpg
185.99	1.055	1	learning	LS4	learning/PICTURE_465.jpg
190.59	0.806	1	learning	LS4	learning/PICTURE_592.jpg
195.189	1.006	1	learning	LS4	learning/PICTURE_379.jpg
199.789	1.093	1	learning	LS4	learning/PICTURE_592.jpg
204.371	0.989	1	learning	LS4	learning/PICTURE_465.jpg
208.954	1.108	1	learning	LS4	learning/PICTURE_379.jpg
213.537	1.116	1	learning	LS4	learning/PICTURE_692.jpg
240.733	1.015	1	control	LS1	control/PICTURE_116.jpg
245.316	1.215	1	control	LS1	control/PICTURE_491.jpg
249.899	1.095	1	control	LS1	control/PICTURE_135.jpg
254.465	1.295	1	control	LS1	control/PICTURE_491.jpg
259.031	1.112	1	control	LS1	control/PICTURE_540.jpg
263.597	1.105	1	control	LS1	control/PICTURE_263.jpg
