onset	duration	accuracy_binary	trial_type	learning_stage	stimulus	coherence
0.000	22.570	1	learning	LS1	PICTURE_465.jpg	i
22.570	14.171	0	learning	LS1	PICTURE_640.jpg	i
36.741	14.417	0	learning	LS1	PICTURE_692.jpg	i
51.158	15.460	0	learning	LS1	PICTURE_379.jpg	i
66.618	15.379	0	learning	LS1	PICTURE_592.jpg	c
81.997	14.498	0	learning	LS1	PICTURE_640.jpg	c
96.495	14.584	0	learning	LS1	PICTURE_692.jpg	c
111.079	13.388	0	learning	LS1	PICTURE_465.jpg	c
124.467	14.253	1	learning	LS1	PICTURE_592.jpg	i
138.720	13.998	1	learning	LS1	PICTURE_379.jpg	c
152.718	10.963	1	learning	LS2	PICTURE_465.jpg	c
163.681	12.307	1	learning	LS2	PICTURE_379.jpg	c
175.988	13.658	1	learning	LS2	PICTURE_592.jpg	i
189.646	14.050	0	learning	LS2	PICTURE_465.jpg	i
203.696	20.846	1	learning	LS2	PICTURE_640.jpg	c
224.542	12.926	1	learning	LS2	PICTURE_379.jpg	i
237.468	15.242	1	learning	LS2	PICTURE_592.jpg	c
252.710	12.123	1	learning	LS2	PICTURE_692.jpg	i
264.833	13.001	1	learning	LS2	PICTURE_640.jpg	i
277.834	13.078	1	learning	LS2	PICTURE_692.jpg	c
290.912	10.863	1	learning	LS3	PICTURE_692.jpg	c
301.775	10.308	1	learning	LS3	PICTURE_592.jpg	c
312.083	10.393	1	learning	LS3	PICTURE_640.jpg	i
322.476	12.078	1	learning	LS3	PICTURE_465.jpg	i
334.554	10.557	1	learning	LS3	PICTURE_692.jpg	i
345.111	12.720	1	learning	LS3	PICTURE_640.jpg	c
357.831	11.205	1	learning	LS3	PICTURE_465.jpg	c
369.036	10.491	1	learning	LS3	PICTURE_379.jpg	i
379.527	11.854	1	learning	LS3	PICTURE_592.jpg	i
391.381	11.139	1	learning	LS3	PICTURE_379.jpg	c
402.520	10.037	1	learning	LS4	PICTURE_640.jpg	c
412.557	8.662	1	learning	LS4	PICTURE_692.jpg	c
421.219	11.127	1	learning	LS4	PICTURE_640.jpg	i
432.346	10.552	1	learning	LS4	PICTURE_465.jpg	i
442.898	8.065	1	learning	LS4	PICTURE_592.jpg	c
450.963	10.056	1	learning	LS4	PICTURE_379.jpg	c
461.019	10.926	1	learning	LS4	PICTURE_592.jpg	i
471.945	9.886	1	learning	LS4	PICTURE_465.jpg	c
481.831	11.083	1	learning	LS4	PICTURE_379.jpg	i
492.914	11.162	1	learning	LS4	PICTURE_692.jpg	i
504.076	10.151	1	control	LS1	PICTURE_116.jpg	c
514.227	12.149	1	control	LS1	PICTURE_491.jpg	i
526.376	10.948	1	control	LS1	PICTURE_135.jpg	c
537.324	12.952	1	control	LS1	PICTURE_491.jpg	c
550.276	11.118	1	control	LS1	PICTURE_540.jpg	i
561.394	11.044	1	control	LS1	PICTURE_263.jpg	i
572.438	10.490	1	control	LS1	PICTURE_540.jpg	c
582.928	12.815	1	control	LS1	PICTURE_263.jpg	c
595.743	11.294	1	control	LS1	PICTURE_135.jpg	i
607.037	10.392	1	control	LS1	PICTURE_116.jpg	i
617.429	11.194	1	control	LS2	PICTURE_491.jpg	i
628.623	9.179	1	control	LS2	PICTURE_540.jpg	c
637.802	8.920	1	control	LS2	PICTURE_263.jpg	c
646.722	8.823	1	control	LS2	PICTURE_135.jpg	c
655.545	7.769	1	control	LS2	PICTURE_116.jpg	c
663.314	9.281	1	control	LS2	PICTURE_135.jpg	i
672.595	10.159	1	control	LS2	PICTURE_491.jpg	c
682.754	9.918	1	control	LS2	PICTURE_116.jpg	i
692.672	9.356	1	control	LS2	PICTURE_540.jpg	i
702.028	10.554	1	control	LS2	PICTURE_263.jpg	i
712.582	9.938	1	control	LS3	PICTURE_111.jpg	c
722.520	9.057	1	control	LS3	PICTURE_234.jpg	i
731.577	11.694	1	control	LS3	PICTURE_151.jpg	c
743.271	9.214	1	control	LS3	PICTURE_119.jpg	c
752.485	11.051	1	control	LS3	PICTURE_621.jpg	i
763.536	11.776	1	control	LS3	PICTURE_119.jpg	i
775.312	10.583	1	control	LS3	PICTURE_234.jpg	c
785.895	8.901	1	control	LS3	PICTURE_621.jpg	c
794.796	10.265	1	control	LS3	PICTURE_151.jpg	i
805.061	10.183	1	control	LS3	PICTURE_111.jpg	i
815.244	9.247	1	control	LS4	PICTURE_234.jpg	c
824.491	7.226	1	control	LS4	PICTURE_621.jpg	c
831.717	8.571	1	control	LS4	PICTURE_111.jpg	i
840.288	8.475	1	control	LS4	PICTURE_151.jpg	i
848.763	7.900	1	control	LS4	PICTURE_119.jpg	i
856.663	8.292	1	control	LS4	PICTURE_151.jpg	c
864.955	8.045	1	control	LS4	PICTURE_234.jpg	i
873.000	10.036	1	control	LS4	PICTURE_621.jpg	i
883.036	10.274	1	control	LS4	PICTURE_111.jpg	c
893.310	7.952	1	control	LS4	PICTURE_119.jpg	c
901.262	12.549	0	learning	LS1	PICTURE_38.jpg	i
913.811	12.947	0	learning	LS1	PICTURE_654.jpg	i
926.758	14.152	1	learning	LS1	PICTURE_38.jpg	c
940.910	10.718	1	learning	LS1	PICTURE_26.jpg	i
951.628	14.641	1	learning	LS1	PICTURE_212.jpg	c
966.269	12.327	1	learning	LS1	PICTURE_659.jpg	i
978.596	12.413	1	learning	LS1	PICTURE_654.jpg	c
991.009	12.172	1	learning	LS1	PICTURE_26.jpg	c
1003.181	13.217	0	learning	LS1	PICTURE_659.jpg	c
1016.398	13.302	1	learning	LS1	PICTURE_212.jpg	i
1029.700	9.627	1	learning	LS2	PICTURE_38.jpg	c
1039.327	10.493	1	learning	LS2	PICTURE_26.jpg	c
1049.820	9.278	1	learning	LS2	PICTURE_659.jpg	c
1059.098	13.182	1	learning	LS2	PICTURE_654.jpg	i
1072.280	15.972	1	learning	LS2	PICTURE_212.jpg	i
1088.252	11.885	1	learning	LS2	PICTURE_659.jpg	i
1100.137	9.084	1	learning	LS2	PICTURE_212.jpg	c
1109.221	8.843	1	learning	LS2	PICTURE_654.jpg	c
1118.064	11.801	1	learning	LS2	PICTURE_38.jpg	i
1129.865	15.238	0	learning	LS2	PICTURE_26.jpg	i
1145.103	9.024	1	learning	LS3	PICTURE_212.jpg	i
1154.127	9.581	1	learning	LS3	PICTURE_26.jpg	i
1163.708	9.347	1	learning	LS3	PICTURE_38.jpg	i
