onset	duration	accuracy	trial_type	learning_stage	stimulus	response_port
241.415	n/a	to late	learning	LS1	h84_p8_k_down_q3_right.jpg	n/a
288.114	0.871	incorrect	learning	LS1	h101_p37_i_down_left.jpg	98
334.979	1.447	incorrect	learning	LS1	h102_p40_k_down_q2_right.jpg	97
382.011	1.142	correct	learning	LS1	h24_p40_k_up_q4_left.jpg	98
428.71	2.117	incorrect	learning	LS1	h102_p43_i_down_left.jpg	98
475.242	1.158	incorrect	learning	LS1	h101_p49_k_down_q2_right.jpg	97
522.107	1.605	correct	learning	LS1	h38_p37_k_up_q3_right.jpg	98
568.806	1.909	incorrect	learning	LS1	h84_p47_i_down_right.jpg	98
615.504	1.222	correct	learning	LS1	h38_p47_i_up_left.jpg	97
662.37	1.349	correct	learning	LS1	h24_p48_i_up_right.jpg	97
754.266	1.355	incorrect	learning	LS2	h84_p8_k_down_q3_right.jpg	97
800.965	1.883	correct	learning	LS2	h102_p20_i_down_left.jpg	97
847.663	1.308	correct	learning	LS2	h38_p25_i_up_left.jpg	97
894.362	1.58	incorrect	learning	LS2	h24_p20_i_up_right.jpg	98
941.061	1.004	correct	learning	LS2	h38_p37_k_up_q3_right.jpg	98
987.593	1.453	correct	learning	LS2	h101_p49_k_down_q2_right.jpg	98
1034.458	1.052	correct	learning	LS2	h84_p34_i_down_left.jpg	97
1080.99	1.884	correct	learning	LS2	h102_p40_k_down_q2_right.jpg	98
1127.522	1.645	incorrect	learning	LS2	h24_p40_k_up_q4_left.jpg	97
1174.387	1.885	correct	learning	LS2	h101_p21_i_down_left.jpg	97
1266.283	1.123	correct	learning	LS3	h38_p47_i_up_left.jpg	97
1312.815	1.092	correct	learning	LS3	h84_p47_i_down_right.jpg	97
1359.347	1.253	correct	learning	LS3	h24_p48_i_up_right.jpg	97
1406.212	1.268	correct	learning	LS3	h102_p43_i_down_left.jpg	97
1453.078	0.9	correct	learning	LS3	h38_p37_k_up_q3_right.jpg	98
1499.61	1.22	correct	learning	LS3	h101_p37_i_down_left.jpg	97
1546.308	0.964	incorrect	learning	LS3	h102_p40_k_down_q2_right.jpg	97
1593.007	0.98	incorrect	learning	LS3	h84_p8_k_down_q3_right.jpg	97
