onset	duration	accuracy_binary	trial_type	learning_stage	stimulus
211.694	1.446	0	learning	LS1	h57_p36_k_down_q1_left.jpg
258.522	0.794	0	learning	LS1	h26_p48_i_up_right.jpg
305.516	0.957	0	learning	LS1	h55_p24_k_down_q4_left.jpg
352.51	1.568	1	learning	LS1	h57_p34_i_down_left.jpg
399.504	1.027	0	learning	LS1	h27_p8_k_up_q1_left.jpg
446.331	1.143	0	learning	LS1	h30_p47_i_up_left.jpg
493.158	1.594	1	learning	LS1	h55_p15_i_down_left.jpg
539.986	1.358	1	learning	LS1	h26_p20_k_up_q2_right.jpg
586.979	0.945	1	learning	LS1	h27_p34_i_up_right.jpg
633.807	1.06	0	learning	LS1	h30_p14_k_up_q2_right.jpg
725.795	1.298	1	learning	LS2	h30_p11_i_up_left.jpg
772.622	1.126	1	learning	LS2	h26_p20_k_up_q2_right.jpg
819.783	1.304	0	learning	LS2	h27_p8_k_up_q1_left.jpg
866.944	1.003	0	learning	LS2	h26_p43_i_up_right.jpg
914.437	1.611	1	learning	LS2	h57_p15_i_down_left.jpg
961.765	1.501	1	learning	LS2	h27_p10_i_up_left.jpg
1009.092	1.614	1	learning	LS2	h55_p11_i_down_right.jpg
1056.419	1.408	1	learning	LS2	h30_p14_k_up_q2_right.jpg
1103.58	1.586	1	learning	LS2	h55_p24_k_down_q4_left.jpg
1150.74	1.652	0	learning	LS2	h57_p36_k_down_q1_left.jpg
1243.062	1.457	1	learning	LS3	h55_p15_i_down_left.jpg
1290.223	1.555	1	learning	LS3	h30_p14_k_up_q2_right.jpg
1337.383	1.174	1	learning	LS3	h26_p48_i_up_right.jpg
1384.544	1.24	1	learning	LS3	h30_p47_i_up_left.jpg
1431.704	1.194	1	learning	LS3	h55_p24_k_down_q4_left.jpg
1478.698	1.341	1	learning	LS3	h27_p8_k_up_q1_left.jpg
1525.859	1.055	1	learning	LS3	h27_p34_i_up_right.jpg
1572.853	1.09	1	learning	LS3	h57_p34_i_down_left.jpg
1619.847	n/a	0	learning	LS3	h57_p36_k_down_q1_left.jpg
