onset	duration	accuracy_binary	trial_type	learning_stage	stimulus	coherence
0.000	20.203	1	learning	LS1	PICTURE_610.jpg	c
20.203	11.099	0	learning	LS1	PICTURE_599.jpg	c
31.302	16.537	0	learning	LS1	PICTURE_741.jpg	c
47.839	16.860	1	learning	LS1	PICTURE_247.jpg	i
64.699	9.521	0	learning	LS1	PICTURE_43.jpg	i
74.220	24.558	1	learning	LS1	PICTURE_741.jpg	i
98.778	22.970	1	learning	LS1	PICTURE_610.jpg	i
121.748	16.107	1	learning	LS1	PICTURE_43.jpg	c
137.855	21.233	1	learning	LS1	PICTURE_247.jpg	c
159.088	10.695	1	learning	LS1	PICTURE_599.jpg	i
169.783	21.285	1	learning	LS2	PICTURE_247.jpg	i
191.068	17.460	0	learning	LS2	PICTURE_610.jpg	i
208.528	16.991	0	learning	LS2	PICTURE_599.jpg	c
225.519	18.119	1	learning	LS2	PICTURE_43.jpg	i
243.638	n/a	n/a	learning	LS2	PICTURE_741.jpg	i
268.638	14.783	1	learning	LS2	PICTURE_43.jpg	c
283.421	14.795	1	learning	LS2	PICTURE_247.jpg	c
298.216	10.172	1	learning	LS2	PICTURE_610.jpg	c
308.388	11.617	1	learning	LS2	PICTURE_741.jpg	c
320.005	17.861	1	learning	LS2	PICTURE_599.jpg	i
337.866	13.747	1	learning	LS3	PICTURE_43.jpg	i
351.613	11.519	1	learning	LS3	PICTURE_247.jpg	i
363.132	12.648	1	learning	LS3	PICTURE_610.jpg	i
375.780	12.981	1	learning	LS3	PICTURE_741.jpg	i
388.761	8.992	1	learning	LS3	PICTURE_599.jpg	i
397.753	10.924	1	learning	LS3	PICTURE_610.jpg	c
408.677	10.454	1	learning	LS3	PICTURE_43.jpg	c
419.131	8.225	1	learning	LS3	PICTURE_599.jpg	c
427.356	11.433	1	learning	LS3	PICTURE_247.jpg	c
438.789	11.761	1	learning	LS3	PICTURE_741.jpg	c
450.550	15.156	1	learning	LS4	PICTURE_599.jpg	i
465.706	8.298	1	learning	LS4	PICTURE_610.jpg	c
474.004	19.176	1	learning	LS4	PICTURE_741.jpg	c
493.180	17.108	1	learning	LS4	PICTURE_610.jpg	i
510.288	11.047	1	learning	LS4	PICTURE_741.jpg	i
521.335	14.574	1	learning	LS4	PICTURE_43.jpg	i
535.909	12.027	0	learning	LS4	PICTURE_247.jpg	i
547.936	12.998	1	learning	LS4	PICTURE_43.jpg	c
560.934	12.211	1	learning	LS4	PICTURE_247.jpg	c
573.145	10.621	1	learning	LS4	PICTURE_599.jpg	c
583.766	12.879	1	control	LS1	PICTURE_418.jpg	c
596.645	13.047	1	control	LS1	PICTURE_485.jpg	i
609.692	12.737	1	control	LS1	PICTURE_549.jpg	i
622.429	10.828	1	control	LS1	PICTURE_485.jpg	c
633.257	13.863	1	control	LS1	PICTURE_498.jpg	i
647.120	10.675	1	control	LS1	PICTURE_549.jpg	c
657.795	13.083	1	control	LS1	PICTURE_350.jpg	i
670.878	12.932	1	control	LS1	PICTURE_418.jpg	i
683.810	9.747	1	control	LS1	PICTURE_498.jpg	c
693.557	19.506	1	control	LS1	PICTURE_350.jpg	c
713.063	19.709	1	control	LS2	PICTURE_418.jpg	c
732.772	11.087	1	control	LS2	PICTURE_549.jpg	i
743.859	13.176	1	control	LS2	PICTURE_350.jpg	i
757.035	8.873	1	control	LS2	PICTURE_485.jpg	c
765.908	9.522	1	control	LS2	PICTURE_498.jpg	c
775.430	10.969	1	control	LS2	PICTURE_350.jpg	c
786.399	8.579	1	control	LS2	PICTURE_549.jpg	c
794.978	11.147	1	control	LS2	PICTURE_485.jpg	i
806.125	13.076	1	control	LS2	PICTURE_418.jpg	i
819.201	9.728	1	control	LS2	PICTURE_498.jpg	i
828.929	13.284	1	control	LS3	PICTURE_388.jpg	i
842.213	9.613	1	control	LS3	PICTURE_552.jpg	c
851.826	16.817	1	control	LS3	PICTURE_663.jpg	i
868.643	11.232	1	control	LS3	PICTURE_314.jpg	c
879.875	10.923	1	control	LS3	PICTURE_552.jpg	i
890.798	12.054	1	control	LS3	PICTURE_663.jpg	c
