onset	duration	accuracy	trial_type	learning_stage	stimulus	coherence	signal_detection_theory
0.000	20.203	correct	learning	LS1	PICTURE_610.jpg	c	hit
20.203	11.099	incorrect	learning	LS1	PICTURE_599.jpg	c	miss
31.302	16.537	incorrect	learning	LS1	PICTURE_741.jpg	c	miss
47.839	16.860	correct	learning	LS1	PICTURE_247.jpg	i	correct rejection
64.699	9.521	incorrect	learning	LS1	PICTURE_43.jpg	i	false alarm
74.220	24.558	correct	learning	LS1	PICTURE_741.jpg	i	correct rejection
98.778	22.970	correct	learning	LS1	PICTURE_610.jpg	i	correct rejection
121.748	16.107	correct	learning	LS1	PICTURE_43.jpg	c	hit
137.855	21.233	correct	learning	LS1	PICTURE_247.jpg	c	hit
159.088	10.695	correct	learning	LS1	PICTURE_599.jpg	i	correct rejection
169.783	21.285	correct	learning	LS2	PICTURE_247.jpg	i	correct rejection
191.068	17.460	incorrect	learning	LS2	PICTURE_610.jpg	i	false alarm
208.528	16.991	incorrect	learning	LS2	PICTURE_599.jpg	c	miss
225.519	18.119	correct	learning	LS2	PICTURE_43.jpg	i	correct rejection
243.638	n/a	n/a	learning	LS2	PICTURE_741.jpg	i	late
268.638	14.783	correct	learning	LS2	PICTURE_43.jpg	c	hit
283.421	14.795	correct	learning	LS2	PICTURE_247.jpg	c	hit
298.216	10.172	correct	learning	LS2	PICTURE_610.jpg	c	hit
308.388	11.617	correct	learning	LS2	PICTURE_741.jpg	c	hit
320.005	17.861	correct	learning	LS2	PICTURE_599.jpg	i	correct rejection
337.866	13.747	correct	learning	LS3	PICTURE_43.jpg	i	correct rejection
351.613	11.519	correct	learning	LS3	PICTURE_247.jpg	i	correct rejection
363.132	12.648	correct	learning	LS3	PICTURE_610.jpg	i	correct rejection
375.780	12.981	correct	learning	LS3	PICTURE_741.jpg	i	correct rejection
388.761	8.992	correct	learning	LS3	PICTURE_599.jpg	i	correct rejection
397.753	10.924	correct	learning	LS3	PICTURE_610.jpg	c	hit
408.677	10.454	correct	learning	LS3	PICTURE_43.jpg	c	hit
419.131	8.225	correct	learning	LS3	PICTURE_599.jpg	c	hit
427.356	11.433	correct	learning	LS3	PICTURE_247.jpg	c	hit
438.789	11.761	correct	learning	LS3	PICTURE_741.jpg	c	hit
450.550	15.156	correct	learning	LS4	PICTURE_599.jpg	i	correct rejection
465.706	8.298	correct	learning	LS4	PICTURE_610.jpg	c	hit
474.004	19.176	correct	learning	LS4	PICTURE_741.jpg	c	hit
493.180	17.108	correct	learning	LS4	PICTURE_610.jpg	i	correct rejection
510.288	11.047	correct	learning	LS4	PICTURE_741.jpg	i	correct rejection
521.335	14.574	correct	learning	LS4	PICTURE_43.jpg	i	correct rejection
535.909	12.027	incorrect	learning	LS4	PICTURE_247.jpg	i	false alarm
547.936	12.998	correct	learning	LS4	PICTURE_43.jpg	c	hit
560.934	12.211	correct	learning	LS4	PICTURE_247.jpg	c	hit
573.145	10.621	correct	learning	LS4	PICTURE_599.jpg	c	hit
583.766	12.879	correct	control	LS1	PICTURE_418.jpg	c	hit
596.645	13.047	correct	control	LS1	PICTURE_485.jpg	i	correct rejection
