onset	duration	accuracy	trial_type	learning_stage	stimulus	response_port
574.053	n/a	to late	learning	LS1	h76_p29_k_down_q1_left.jpg	n/a
620.752	2.392	correct	learning	LS1	h34_p17_i_up_left.jpg	97
667.284	1.623	incorrect	learning	LS1	h76_p11_i_down_right.jpg	98
713.815	1.877	incorrect	learning	LS1	h34_p41_k_up_q4_left.jpg	97
760.514	1.683	incorrect	learning	LS1	h97_p33_i_down_right.jpg	98
807.38	1.807	correct	learning	LS1	h44_p18_k_up_q1_right.jpg	98
854.078	1.469	incorrect	learning	LS1	h26_p43_i_up_right.jpg	98
900.777	2.458	incorrect	learning	LS1	h97_p23_k_down_q2_right.jpg	97
947.309	2.488	correct	learning	LS1	h26_p20_k_up_q2_right.jpg	98
994.007	1.287	correct	learning	LS1	h44_p20_i_up_right.jpg	97
1085.904	1.944	incorrect	learning	LS2	h97_p23_k_down_q2_right.jpg	97
1132.769	2.101	incorrect	learning	LS2	h44_p49_i_up_left.jpg	98
1179.634	1.283	incorrect	learning	LS2	h76_p49_i_down_right.jpg	98
1226.333	1.728	incorrect	learning	LS2	h34_p21_i_up_right.jpg	98
1272.865	1.678	incorrect	learning	LS2	h26_p20_k_up_q2_right.jpg	97
1319.563	1.772	correct	learning	LS2	h76_p29_k_down_q1_left.jpg	98
1366.262	1.45	correct	learning	LS2	h26_p48_i_up_right.jpg	97
1412.961	1.303	correct	learning	LS2	h34_p41_k_up_q4_left.jpg	98
1459.826	1.668	correct	learning	LS2	h44_p18_k_up_q1_right.jpg	98
1506.525	1.458	correct	learning	LS2	h97_p35_i_down_left.jpg	97
1598.254	1.892	correct	learning	LS3	h26_p43_i_up_right.jpg	97
1644.953	1.474	correct	learning	LS3	h97_p33_i_down_right.jpg	97
1691.485	1.088	correct	learning	LS3	h76_p11_i_down_right.jpg	97
1738.017	1.23	correct	learning	LS3	h34_p41_k_up_q4_left.jpg	98
1784.715	1.02	correct	learning	LS3	h44_p18_k_up_q1_right.jpg	98
1831.247	0.843	correct	learning	LS3	h76_p29_k_down_q1_left.jpg	98
1877.779	1.449	correct	learning	LS3	h26_p20_k_up_q2_right.jpg	98
1924.478	0.999	correct	learning	LS3	h44_p20_i_up_right.jpg	97
1971.176	1.476	correct	learning	LS3	h34_p17_i_up_left.jpg	97
2017.875	1.41	correct	learning	LS3	h97_p23_k_down_q2_right.jpg	98
2109.604	1.572	correct	learning	LS4	h34_p21_i_up_right.jpg	97
2156.136	1.315	correct	learning	LS4	h97_p23_k_down_q2_right.jpg	98
2202.668	1.058	correct	learning	LS4	h34_p41_k_up_q4_left.jpg	98
2249.2	0.848	correct	learning	LS4	h26_p48_i_up_right.jpg	97
2295.732	1.598	correct	learning	LS4	h76_p49_i_down_right.jpg	97
2342.43	1.675	correct	learning	LS4	h44_p18_k_up_q1_right.jpg	98
2388.962	1.082	correct	learning	LS4	h26_p20_k_up_q2_right.jpg	98
2435.661	1.128	incorrect	learning	LS4	h44_p49_i_up_left.jpg	98
2482.526	1.492	correct	learning	LS4	h97_p35_i_down_left.jpg	97
2529.058	1.107	correct	learning	LS4	h76_p29_k_down_q1_left.jpg	98
2801.411	n/a	to late	control	LS1	h95_p31_i_down_right.jpg	n/a
2852.446	1.521	correct	control	LS1	h95_p32_k_down_q2_right.jpg	97
2898.644	1.761	correct	control	LS1	h38_p25_i_up_left.jpg	98
2944.676	1.394	correct	control	LS1	h38_p37_k_up_q3_right.jpg	97
