trial_index	trial_type	block_number	response_time_ms
55	nogo	4	361.342
56	go	4	624.829
57	go	4	577.123
58	go	4	559.640
59	go	4	659.714
60	go	4	462.634
61	nogo	4	675.692
62	go	4	577.655
63	go	4	561.159
64	go	4	594.250
65	nogo	4	508.841
66	go	4	n/a
67	go	4	561.259
68	nogo	4	526.064
69	go	4	726.390
70	go	4	627.523
71	go	4	559.961
72	go	4	445.080
73	go	4	576.660
74	go	4	n/a
75	nogo	4	576.490
76	go	4	375.569
77	go	4	477.244
78	go	4	543.850
79	go	4	594.583
80	go	4	628.332
81	nogo	4	560.490
82	go	4	526.810
83	go	4	610.651
84	nogo	4	494.847
85	go	4	460.956
86	go	4	492.231
87	go	4	446.082
88	nogo	4	543.035
89	go	4	428.187
90	go	4	478.324
91	nogo	4	375.790
92	go	4	595.870
93	go	4	611.228
94	go	4	n/a
95	go	4	711.198
96	go	4	392.587
97	go	4	659.739
98	nogo	4	542.834
99	go	4	709.945
100	go	4	513.390
101	nogo	4	593.795
102	go	4	577.978
103	go	4	542.307
104	go	4	544.564
105	go	4	609.976
106	nogo	4	591.335
107	go	4	710.160
108	go	4	593.739
109	go	4	693.378
110	go	4	512.708
111	go	4	512.348
112	go	4	412.339
113	go	4	510.446
114	go	4	527.716
115	go	5	809.948
116	go	5	494.518
117	nogo	5	524.701
118	go	5	n/a
119	nogo	5	241.999
120	go	5	544.660
121	go	5	n/a
122	go	5	694.573
123	go	5	511.861
124	nogo	5	359.061
125	go	5	460.365
126	go	5	644.565
127	nogo	5	643.511
128	go	5	592.630
129	go	5	n/a
130	go	5	811.097
131	go	5	577.850
132	go	5	377.631
133	go	5	n/a
134	go	5	492.886
135	go	5	628.462
136	go	5	660.369
137	go	5	560.357
138	nogo	5	478.062
139	go	5	576.392
140	go	5	577.169
141	go	5	612.537
142	go	5	461.447
143	nogo	5	361.079
144	go	5	545.053
145	nogo	5	394.336
146	go	5	527.416
147	go	5	476.177
148	go	5	376.717
149	go	5	n/a
150	nogo	5	573.933
151	go	5	395.352
152	go	5	681.484
153	go	5	427.864
154	nogo	5	608.756
155	go	5	578.721
156	go	5	377.096
157	go	5	678.874
158	go	5	493.804
159	go	5	543.492
160	nogo	5	444.255
161	go	5	n/a
162	go	5	610.763
163	nogo	5	n/a
164	go	5	n/a
165	go	5	728.113
166	go	5	445.325
167	go	5	445.641
168	go	5	n/a
169	go	5	694.890
170	go	5	n/a
171	go	5	493.572
172	go	5	544.121
173	nogo	5	460.774
174	go	5	445.928
193	go	7	626.150
194	go	7	678.377
195	go	7	560.911
196	go	7	645.630
197	go	7	642.286
198	go	7	544.290
199	go	7	n/a
200	go	7	446.468
201	go	7	442.307
202	go	7	443.577
203	nogo	7	n/a
204	go	7	626.330
205	go	7	493.186
206	nogo	7	327.110
207	go	7	627.317
208	go	7	478.408
209	go	7	542.200
210	go	7	642.316
211	go	7	510.768
212	go	7	546.338
213	go	7	560.871
214	go	7	528.631
215	go	7	511.760
216	nogo	7	309.374
217	go	7	478.015
218	nogo	7	310.936
219	go	7	510.161
220	nogo	7	559.952
221	go	7	443.743
222	go	7	477.849
223	go	7	559.989
224	go	7	594.780
225	go	7	560.340
226	nogo	7	376.737
227	go	7	560.823
228	nogo	7	344.091
229	go	7	576.728
230	nogo	7	394.389
231	go	7	428.794
232	go	7	610.958
233	go	7	612.427
234	nogo	7	577.783
235	go	7	593.432
236	go	7	445.241
237	go	7	529.234
238	nogo	7	361.302
239	go	7	544.647
240	go	7	n/a
241	go	7	696.132
242	go	7	676.929
243	nogo	7	n/a
244	go	7	594.347
245	go	7	494.075
246	go	7	593.570
247	nogo	7	560.583
248	go	7	560.122
249	go	7	545.425
250	go	7	578.677
251	go	7	512.329
252	go	7	777.747
253	go	8	477.093
254	nogo	8	n/a
255	go	8	528.185
256	nogo	8	408.971
257	go	8	628.159
258	nogo	8	477.455
259	go	8	560.160
260	go	8	510.939
261	go	8	528.545
262	go	8	461.839
263	go	8	527.939
264	go	8	443.868
265	go	8	n/a
266	go	8	628.423
267	go	8	426.584
268	go	8	609.171
269	go	8	510.984
270	go	8	n/a
271	nogo	8	527.358
272	go	8	560.352
273	go	8	624.201
274	go	8	508.917
275	go	8	428.822
276	go	8	461.848
277	go	8	544.408
278	go	8	477.636
279	go	8	409.677
280	go	8	n/a
281	go	8	695.989
282	go	8	595.078
283	nogo	8	510.221
284	go	8	561.652
285	nogo	8	344.074
286	go	8	627.964
287	nogo	8	543.847
288	go	8	577.843
289	go	8	530.187
290	go	8	n/a
291	go	8	760.222
292	go	8	646.573
293	go	8	427.361
294	go	8	525.768
295	go	8	546.216
296	go	8	460.566
297	nogo	8	393.859
298	go	8	477.902
299	go	8	659.821
300	go	8	843.191
301	go	8	861.985
302	nogo	8	492.742
303	go	8	495.248
304	nogo	8	477.378
305	go	8	561.322
306	nogo	8	n/a
307	go	8	512.240
308	go	8	594.127
309	go	8	611.819
310	go	8	526.578
311	nogo	8	493.865
312	go	8	611.960
331	go	10	661.012
332	go	10	544.900
333	go	10	626.693
334	go	10	586.683
335	go	10	462.120
336	go	10	n/a
337	go	10	795.238
338	go	10	624.394
339	go	10	610.740
340	go	10	709.631
341	nogo	10	259.564
342	go	10	611.112
343	go	10	611.773
344	go	10	611.323
345	go	10	510.232
346	go	10	592.532
347	go	10	594.710
348	go	10	562.457
349	go	10	644.689
350	nogo	10	594.737
351	go	10	674.755
352	go	10	677.382
353	go	10	743.176
354	nogo	10	526.014
355	go	10	609.401
356	go	10	n/a
357	go	10	626.526
358	nogo	10	427.202
359	go	10	626.715
360	go	10	426.556
361	nogo	10	478.291
362	go	10	575.731
363	go	10	427.373
364	go	10	393.472
365	go	10	761.231
366	nogo	10	511.255
367	go	10	577.413
368	go	10	378.166
369	go	10	359.665
370	nogo	10	424.971
371	go	10	542.755
372	go	10	511.120
373	nogo	10	659.865
