onset	duration	trial_type	condition	block	trial	difficulty_level	expression	correct_answer	user_answer	response_time_ms	is_correct	is_timeout
0.0	3.001	FLOW_B	B	1	1	1	5 + 102	107	107.0	3000.8	1	0
7.002	2.741	FLOW_B	B	1	2	1	105 + 4	109	109.0	2741.1	1	0
13.785	2.719	FLOW_B	B	1	3	1	104 + 7	111	111.0	2719.2	1	0
20.547	4.132	FLOW_B	B	1	4	1	104 + 8	112	112.0	4131.9	1	0
28.72	2.01	FLOW_B	B	1	5	1	107 + 1	108	108.0	2009.6	1	0
34.768	2.613	FLOW_B	B	1	6	1	3 + 100	103	103.0	2612.9	1	0
41.432	2.188	FLOW_B	B	1	7	1	106 + 4	110	110.0	2188.5	1	0
47.656	1.632	FLOW_B	B	1	8	1	100 + 4	104	104.0	1632.2	1	0
53.325	7.177	FLOW_B	B	1	9	1	106 + 9	115	115.0	7177.0	1	0
64.506	4.185	FLOW_B	B	1	10	1	107 + 6	113	113.0	4184.7	1	0
72.727	2.969	FLOW_B	B	1	11	1	2 + 107	109	109.0	2968.8	1	0
79.732	2.073	FLOW_B	B	1	12	1	101 + 9	110	110.0	2073.2	1	0
85.845	3.238	FLOW_B	B	1	13	1	107 + 9	116	116.0	3238.3	1	0
93.117	2.334	FLOW_B	B	1	14	1	4 + 100	104	104.0	2333.7	1	0
99.486	2.526	FLOW_B	B	1	15	1	108 + 8	116	116.0	2526.3	1	0
106.059	2.271	FLOW_B	B	1	16	1	3 + 107	110	110.0	2270.6	1	0
112.333	2.027	FLOW_B	B	1	17	1	103 + 2	105	105.0	2026.6	1	0
118.409	2.256	FLOW_B	B	1	18	1	105 + 6	111	111.0	2255.6	1	0
124.668	1.985	FLOW_B	B	1	19	1	105 + 2	107	107.0	1984.7	1	0
130.656	1.839	FLOW_B	B	1	20	1	102 + 4	106	106.0	1838.7	1	0
136.502	2.277	FLOW_B	B	1	21	1	3 + 106	109	109.0	2276.6	1	0
142.799	2.204	FLOW_B	B	1	22	1	107 + 3	110	110.0	2203.9	1	0
149.021	4.155	FLOW_B	B	1	23	1	107 + 6	113	123.0	4155.4	0	0
157.177	2.521	FLOW_B	B	1	24	1	102 + 4	106	106.0	2520.7	1	0
163.699	1.955	FLOW_B	B	1	25	1	2 + 103	105	105.0	1955.2	1	0
169.656	0.351	FLOW_B	B	1	26	1	104 + 6	110	n/a	350.9	0	1
208.697	15.214	FLOW_F	F	2	1	6	73 + 109 + 41 + 22	245	255.0	15213.7	0	0
227.912	8.188	FLOW_F	F	2	2	6	56 + 49 + 50 + 100	255	255.0	8188.0	1	0
240.152	17.616	FLOW_F	F	2	3	6	30 + 24 + 76 + 106	236	236.0	17616.5	1	0
261.817	18.015	FLOW_F	F	2	4	7	76 + 97 + 2 + 106 + 21	302	n/a	18014.6	0	1
283.834	16.075	FLOW_F	F	2	5	7	7 + 41 + 36 + 19 + 101	204	204.0	16075.1	1	0
303.948	17.271	FLOW_F	F	2	6	7	91 + 102 + 66 + 4 + 18	281	281.0	17271.2	1	0
325.265	18.006	FLOW_F	F	2	7	8	64 + 45 + 27 + 62 + 101	299	n/a	18006.3	0	1
347.321	16.304	FLOW_F	F	2	8	8	62 + 105 + 95 + 89 + 47	398	398.0	16303.6	1	0
367.63	11.088	FLOW_F	F	2	9	8	104 + 32 + 42 + 62 + 43	283	n/a	11087.9	0	1
415.816	18.001	FLOW_O	O	3	1	9	45 + 92 + 85 + 104 + 6 + 67	399	n/a	18001.4	0	1
437.857	16.649	FLOW_O	O	3	2	9	76 + 98 + 108 + 67 + 62 + 7	418	328.0	16648.7	0	0
458.542	18.005	FLOW_O	O	3	3	9	39 + 95 + 109 + 4 + 55 + 52	354	n/a	18005.4	0	1
480.59	18.003	FLOW_O	O	3	4	9	106 + 65 + 82 + 83 + 3 + 42	381	n/a	18003.0	0	1
502.638	18.019	FLOW_O	O	3	5	9	3 + 44 + 37 + 104 + 98 + 49	335	n/a	18019.4	0	1
524.701	18.013	FLOW_O	O	3	6	9	47 + 46 + 100 + 77 + 8 + 94	372	n/a	18013.3	0	1
546.721	18.009	FLOW_O	O	3	7	9	78 + 78 + 8 + 80 + 108 + 61	413	n/a	18008.7	0	1
568.777	15.572	FLOW_O	O	3	8	9	97 + 62 + 1 + 55 + 96 + 103	414	399.0	15572.2	0	0
618.746	5.401	FLOW_B	B	4	1	1	105 + 7	112	112.0	5401.1	1	0
628.203	2.483	FLOW_B	B	4	2	1	103 + 2	105	105.0	2482.8	1	0
634.741	1.752	FLOW_B	B	4	3	1	104 + 7	111	11.0	1751.9	0	0
640.546	1.921	FLOW_B	B	4	4	1	3 + 106	109	109.0	1921.4	1	0
646.519	2.805	FLOW_B	B	4	5	1	4 + 101	105	105.0	2804.9	1	0
653.374	2.397	FLOW_B	B	4	6	1	102 + 6	108	108.0	2396.9	1	0
659.818	2.141	FLOW_B	B	4	7	1	7 + 104	111	111.0	2140.7	1	0
665.968	2.476	FLOW_B	B	4	8	1	6 + 108	114	112.0	2476.3	0	0
672.495	6.946	FLOW_B	B	4	9	1	106 + 8	114	114.0	6946.0	1	0
683.45	2.517	FLOW_B	B	4	10	1	6 + 100	106	106.0	2516.9	1	0
690.015	2.047	FLOW_B	B	4	11	1	6 + 106	112	112.0	2047.0	1	0
696.109	2.364	FLOW_B	B	4	12	1	101 + 3	104	104.0	2363.6	1	0
702.521	4.139	FLOW_B	B	4	13	1	102 + 7	109	109.0	4138.6	1	0
710.707	2.198	FLOW_B	B	4	14	1	2 + 100	102	102.0	2197.8	1	0
716.955	2.649	FLOW_B	B	4	15	1	8 + 100	108	108.0	2649.2	1	0
723.605	2.164	FLOW_B	B	4	16	1	109 + 9	118	118.0	2164.5	1	0
729.813	3.848	FLOW_B	B	4	17	1	104 + 9	113	113.0	3847.8	1	0
737.697	2.338	FLOW_B	B	4	18	1	100 + 7	107	107.0	2338.1	1	0
744.075	3.903	FLOW_B	B	4	19	1	3 + 100	103	103.0	3902.7	1	0
751.98	2.55	FLOW_B	B	4	20	1	101 + 3	104	104.0	2550.3	1	0
758.581	1.961	FLOW_B	B	4	21	1	107 + 7	114	114.0	1961.3	1	0
764.587	2.064	FLOW_B	B	4	22	1	106 + 7	113	113.0	2064.2	1	0
770.691	2.399	FLOW_B	B	4	23	1	9 + 102	111	111.0	2398.7	1	0
777.133	3.375	FLOW_B	B	4	24	1	103 + 6	109	109.0	3374.7	1	0
784.547	4.202	FLOW_B	B	4	25	1	6 + 108	114	n/a	4202.5	0	1
823.415	14.184	FLOW_F	F	5	1	6	69 + 32 + 109 + 28	238	128.0	14183.7	0	0
841.637	11.838	FLOW_F	F	5	2	6	27 + 95 + 108 + 99	329	329.0	11837.8	1	0
857.497	18.001	FLOW_F	F	5	3	6	107 + 28 + 17 + 59	211	n/a	18000.7	0	1
879.551	10.761	FLOW_F	F	5	4	6	14 + 84 + 28 + 104	230	230.0	10760.6	1	0
894.326	14.326	FLOW_F	F	5	5	6	100 + 39 + 46 + 52	237	233.0	14326.5	0	0
912.7	16.29	FLOW_F	F	5	6	6	108 + 62 + 62 + 37	269	149.0	16289.5	0	0
932.99	18.001	FLOW_F	F	5	7	5	8 + 34 + 47 + 107	196	n/a	18000.9	0	1
955.042	13.667	FLOW_F	F	5	8	5	90 + 38 + 1 + 106	235	235.0	13667.2	1	0
972.764	13.178	FLOW_F	F	5	9	5	100 + 99 + 97 + 7	303	294.0	13178.0	0	0
989.996	3.44	FLOW_F	F	5	10	5	13 + 108 + 16 + 8	145	n/a	3440.5	0	1
