trial_index	trial_type	block_number	mean_acceleration
55	nogo	4	n/a
56	go	4	50762.177408
57	go	4	27281.887718
58	go	4	32808.003524
59	go	4	23145.687644
60	go	4	26479.480105
61	nogo	4	18490.200201
62	go	4	36425.203543
63	go	4	31611.903811
64	go	4	52632.730414
65	go	4	29840.989511
66	go	4	31947.005466
67	go	4	n/a
68	go	4	41861.266996
69	go	4	26539.347183
70	go	4	31901.506804
71	nogo	4	22297.393043
72	go	4	47476.063478
73	go	4	32661.364844
74	go	4	37315.238858
75	go	4	31273.018652
76	go	4	24761.687787
77	go	4	37739.356293
78	go	4	38949.268235
79	go	4	38224.671168
80	nogo	4	20443.146551
81	go	4	26683.864755
82	go	4	65735.138824
83	go	4	38868.017379
84	go	4	32098.885192
85	go	4	51691.714447
86	go	4	27195.437369
87	go	4	64269.954508
88	nogo	4	18950.895813
89	go	4	33775.257830
90	go	4	29372.659607
91	nogo	4	20197.446764
92	go	4	40398.908984
93	go	4	74697.747324
94	go	4	39454.709734
95	go	4	27905.797268
96	nogo	4	53545.173093
97	go	4	29828.542452
98	go	4	44628.131755
99	go	4	27849.646996
100	nogo	4	26353.138908
101	go	4	29534.530560
102	go	4	31681.397923
103	nogo	4	30613.649163
104	go	4	23708.003373
105	go	4	25770.676617
106	go	4	23536.124019
107	go	4	37039.466499
108	nogo	4	15481.010331
109	go	4	27456.723580
110	nogo	4	26751.822020
111	go	4	34008.050831
112	nogo	4	60053.942895
113	go	4	71219.626173
114	go	4	19153.394636
115	go	5	34125.054049
116	nogo	5	30671.807414
117	go	5	19914.739553
118	go	5	34119.033514
119	go	5	27422.010424
120	go	5	28726.965396
121	go	5	34723.905139
122	go	5	20972.168585
123	go	5	43832.751096
124	nogo	5	19392.150786
125	go	5	34513.204746
126	go	5	49524.924793
127	nogo	5	20041.243748
128	go	5	38902.733506
129	go	5	37860.416572
130	go	5	51386.715797
131	go	5	29760.505246
132	nogo	5	26726.799194
133	go	5	19640.151884
134	go	5	27809.813686
135	nogo	5	29015.685088
136	go	5	35916.442488
