trial_index	trial_type	block_number	path_length
55	nogo	4	n/a
56	go	4	589.648840
57	go	4	562.075658
58	go	4	572.412254
59	go	4	619.708198
60	go	4	540.136260
61	nogo	4	551.205537
62	go	4	576.227499
63	go	4	642.488133
64	go	4	569.456211
65	go	4	576.606182
66	go	4	559.460461
67	go	4	n/a
68	go	4	598.692632
69	go	4	539.786472
70	go	4	557.246708
71	nogo	4	539.433756
72	go	4	811.930191
73	go	4	558.903491
74	go	4	548.201026
75	go	4	498.608906
76	go	4	767.947753
77	go	4	549.731107
78	go	4	500.665530
79	go	4	538.875628
80	nogo	4	471.443776
81	go	4	546.816164
82	go	4	535.667835
83	go	4	554.903603
84	go	4	549.861272
85	go	4	562.996069
86	go	4	583.523511
87	go	4	502.889723
88	nogo	4	581.273304
89	go	4	562.937090
90	go	4	544.154396
91	nogo	4	584.454007
92	go	4	814.673056
93	go	4	495.197135
94	go	4	543.228523
95	go	4	544.128910
96	nogo	4	474.697907
97	go	4	512.165684
98	go	4	705.904209
99	go	4	547.291703
100	nogo	4	620.231237
101	go	4	545.650488
102	go	4	589.919680
103	nogo	4	547.753736
104	go	4	526.751107
105	go	4	559.595739
106	go	4	552.199792
107	go	4	555.021011
108	nogo	4	644.777058
109	go	4	569.289213
110	nogo	4	629.498398
111	go	4	557.364903
112	nogo	4	550.677854
113	go	4	522.580489
114	go	4	198.447451
115	go	5	519.065173
116	nogo	5	965.915806
117	go	5	593.832622
118	go	5	573.544804
119	go	5	570.185144
120	go	5	615.004655
121	go	5	547.392537
122	go	5	564.664988
123	go	5	601.133598
124	nogo	5	983.100653
125	go	5	545.354782
126	go	5	566.040135
127	nogo	5	909.515140
128	go	5	566.400430
129	go	5	514.286256
130	go	5	578.370606
131	go	5	602.843378
132	nogo	5	1039.374998
133	go	5	554.526116
134	go	5	550.399703
135	nogo	5	574.088294
136	go	5	613.969691
137	go	5	568.147603
138	go	5	539.083197
139	nogo	5	n/a
140	go	5	536.652334
141	go	5	552.123327
142	go	5	682.550206
143	go	5	543.651010
144	nogo	5	886.057449
145	go	5	581.640989
146	go	5	551.373815
147	go	5	605.879218
148	go	5	615.884008
149	nogo	5	499.451573
150	go	5	610.057938
151	nogo	5	482.159495
152	go	5	636.439368
153	go	5	629.524942
154	nogo	5	475.005383
155	go	5	663.623413
156	go	5	599.772456
157	go	5	556.023782
158	go	5	636.448046
159	go	5	470.834542
160	go	5	527.745824
161	go	5	633.774014
162	nogo	5	597.780335
163	go	5	527.773658
164	go	5	693.996134
165	go	5	483.780099
166	go	5	614.413668
167	nogo	5	754.287224
168	go	5	560.912728
169	go	5	581.892515
170	go	5	546.286913
171	go	5	513.747274
172	go	5	617.928569
173	go	5	540.232794
174	go	5	596.299043
193	nogo	7	555.656520
194	go	7	562.361439
195	go	7	578.241986
196	go	7	591.555458
197	go	7	603.597524
198	nogo	7	257.568727
199	go	7	595.279403
200	go	7	519.704465
201	go	7	n/a
202	go	7	589.073398
203	go	7	582.636693
204	go	7	672.795102
205	go	7	611.263846
206	go	7	594.313763
207	go	7	587.894830
208	nogo	7	n/a
209	go	7	1215.833051
210	go	7	1482.856645
211	go	7	665.400720
212	go	7	1356.387647
213	go	7	371.496838
214	nogo	7	957.125247
215	go	7	n/a
216	go	7	941.871782
217	go	7	304.765256
218	nogo	7	209.006844
219	go	7	166.984846
220	go	7	348.744806
221	go	7	286.753618
222	nogo	7	5.236068
223	go	7	181.444554
224	go	7	319.010069
225	go	7	679.669582
226	go	7	582.109143
227	go	7	632.430317
228	go	7	575.313946
229	nogo	7	564.072072
230	go	7	938.379029
231	go	7	130.896227
232	nogo	7	83.315784
233	go	7	783.777580
234	nogo	7	169.609245
235	go	7	172.852086
236	go	7	308.020504
237	nogo	7	268.341344
238	go	7	236.296431
239	go	7	106.851958
240	go	7	568.758110
241	go	7	725.384485
242	go	7	183.074310
243	go	7	457.084354
244	go	7	256.778677
245	go	7	427.518078
246	go	7	275.589469
247	nogo	7	332.270806
248	go	7	393.522719
249	go	7	451.345356
250	nogo	7	173.831670
251	go	7	n/a
252	go	7	195.310488
253	go	8	593.721045
254	go	8	611.912953
255	nogo	8	500.967653
256	go	8	524.818516
257	go	8	550.742611
258	go	8	566.564937
259	go	8	557.327699
260	go	8	573.431568
261	go	8	607.890828
262	go	8	727.216024
263	go	8	588.809999
264	nogo	8	518.908982
265	go	8	721.601541
266	go	8	528.885439
267	go	8	554.071024
268	nogo	8	979.738226
269	go	8	587.250839
270	go	8	583.458292
271	go	8	530.533534
272	go	8	449.974776
273	nogo	8	548.440388
274	go	8	495.498784
275	go	8	581.757991
276	go	8	560.460508
277	go	8	641.861749
278	go	8	551.612256
279	go	8	517.643312
280	go	8	649.471189
281	nogo	8	588.212403
282	go	8	456.636323
283	go	8	575.125531
284	go	8	621.614621
285	go	8	619.564249
286	nogo	8	688.945958
287	go	8	487.476696
288	nogo	8	558.510342
289	go	8	635.954363
290	nogo	8	631.475978
291	go	8	610.201422
292	nogo	8	461.057826
293	go	8	661.118987
294	go	8	506.664051
295	go	8	573.566798
296	go	8	542.882524
297	nogo	8	609.454203
298	go	8	490.075840
299	go	8	792.405167
300	nogo	8	561.215586
301	go	8	563.917660
302	go	8	496.962362
303	go	8	596.427719
304	go	8	580.171126
305	nogo	8	601.908794
306	go	8	503.797625
307	go	8	562.457826
308	go	8	621.452639
309	go	8	677.638955
310	go	8	593.994893
311	go	8	513.172702
312	go	8	795.950064
331	go	10	576.238005
332	go	10	533.284579
333	nogo	10	562.400962
334	go	10	545.268788
335	go	10	598.825974
336	go	10	581.142107
337	nogo	10	n/a
338	go	10	607.400956
339	nogo	10	565.982156
340	go	10	623.776621
341	go	10	637.415830
342	go	10	544.384158
343	nogo	10	545.220999
344	go	10	438.955317
345	go	10	615.918573
346	go	10	638.952486
347	go	10	548.892191
348	go	10	744.953355
349	go	10	691.951540
350	go	10	548.619892
351	go	10	n/a
352	go	10	510.191917
353	go	10	588.470152
354	go	10	136.103492
355	go	10	233.295782
356	go	10	225.147598
357	go	10	1133.751478
358	go	10	117.892791
359	go	10	219.775457
360	go	10	69.188685
361	nogo	10	531.730583
362	go	10	533.581034
363	go	10	270.954638
364	nogo	10	543.991016
365	go	10	674.147287
366	go	10	203.972044
367	go	10	182.139738
368	nogo	10	237.488696
369	go	10	104.768332
370	go	10	57.256677
371	go	10	204.018143
372	nogo	10	82.129693
373	go	10	56.300790
374	go	10	88.285545
375	nogo	10	89.993941
376	go	10	83.937586
377	go	10	n/a
378	nogo	10	18.708204
379	go	10	218.017792
380	nogo	10	n/a
381	go	10	774.524098
382	go	10	339.479607
383	go	10	1116.317395
384	go	10	674.581052
385	go	10	621.365575
386	go	10	572.884294
387	nogo	10	199.531161
388	go	10	739.253112
389	go	10	895.422011
390	go	10	538.008026
391	go	11	574.431580
392	go	11	571.349591
393	go	11	489.679760
394	nogo	11	752.357925
395	go	11	585.590228
396	go	11	536.871245
397	nogo	11	n/a
398	go	11	926.925560
399	nogo	11	603.627594
400	go	11	563.265426
401	go	11	533.844151
402	nogo	11	537.950360
403	go	11	557.660898
404	go	11	535.293337
