trial_index	trial_type	block_number	mean_velocity
55	go	4	850.623472
56	go	4	964.679120
57	nogo	4	1047.080665
58	go	4	880.404715
59	go	4	1087.793198
60	go	4	1034.234740
61	nogo	4	1073.334049
62	go	4	n/a
63	go	4	1017.134803
64	nogo	4	1182.772828
65	go	4	839.726418
66	go	4	939.118774
67	go	4	931.783689
68	go	4	1178.573889
69	nogo	4	1129.807426
70	go	4	1025.889800
71	go	4	1229.560846
72	nogo	4	982.198416
73	go	4	1079.472520
74	go	4	1243.430542
75	go	4	1226.488848
76	go	4	1173.325903
77	go	4	1114.785180
78	go	4	833.591634
79	nogo	4	1032.650753
80	go	4	1018.622036
81	go	4	1335.678305
82	nogo	4	985.876552
83	go	4	1573.257999
84	nogo	4	1064.997437
85	go	4	1128.294837
86	go	4	1214.111466
87	nogo	4	1389.420562
88	go	4	1162.514846
89	go	4	1069.806846
90	go	4	1030.694246
91	go	4	1411.788415
92	go	4	942.737491
93	go	4	958.142515
94	go	4	1226.230516
95	go	4	1198.858195
96	go	4	1125.644819
97	go	4	1451.096028
98	nogo	4	968.572956
99	go	4	1121.697263
100	go	4	1069.023778
101	go	4	895.070669
102	nogo	4	899.706250
103	go	4	1018.044380
104	go	4	1464.017576
105	go	4	1502.721629
106	go	4	1040.690520
107	go	4	1089.590467
108	go	4	1377.032941
109	go	4	803.863657
110	go	4	1489.638798
111	go	4	1329.434487
112	nogo	4	1177.300971
113	go	4	1399.290246
114	go	4	840.583299
115	go	5	930.107896
116	go	5	1034.467289
117	go	5	1002.057971
118	go	5	1254.509082
119	go	5	1092.180663
120	go	5	956.264781
121	go	5	1161.788984
122	nogo	5	672.540984
123	go	5	1359.494478
124	go	5	1311.612823
125	go	5	1130.195927
126	go	5	1352.381374
127	go	5	900.811774
128	go	5	779.426042
129	go	5	1194.834440
130	go	5	1058.972185
131	nogo	5	864.385514
132	go	5	1067.181882
133	go	5	1053.859526
134	go	5	1191.192459
135	nogo	5	832.018271
136	go	5	1057.576245
137	nogo	5	890.802972
138	go	5	1287.069106
139	nogo	5	1038.004532
140	go	5	1089.152109
141	go	5	560.234362
142	go	5	1349.160077
143	nogo	5	935.007515
144	go	5	811.340958
145	go	5	770.688374
146	go	5	965.432637
147	nogo	5	1056.675349
148	go	5	978.077356
149	go	5	1080.764751
150	go	5	1065.400814
151	go	5	1146.124952
152	go	5	1090.849722
153	nogo	5	1031.638062
154	go	5	994.899123
155	nogo	5	996.175660
156	go	5	1222.969281
157	nogo	5	854.819481
158	go	5	934.583667
159	nogo	5	620.695382
160	go	5	868.985333
161	go	5	766.696527
162	nogo	5	945.228461
163	go	5	852.760521
164	go	5	1023.242337
165	go	5	924.550387
166	go	5	951.016687
167	go	5	788.150751
168	go	5	1037.271427
169	go	5	n/a
170	go	5	1346.507200
171	go	5	1112.037791
172	go	5	890.049437
173	go	5	941.280438
174	go	5	935.041162
193	go	7	902.891498
194	go	7	1022.272778
195	go	7	1143.696384
196	nogo	7	1051.556611
197	go	7	996.733436
198	nogo	7	866.302779
199	go	7	1266.892209
200	go	7	1202.172054
201	go	7	1362.156156
202	go	7	1053.951473
203	go	7	1335.526541
204	go	7	1277.308509
205	nogo	7	945.024504
206	go	7	877.632405
207	go	7	953.592251
208	go	7	941.494609
209	go	7	1012.186922
210	go	7	1123.551022
211	nogo	7	964.407000
212	go	7	1132.322448
213	go	7	922.994114
214	go	7	669.545102
215	go	7	1018.171621
216	go	7	1115.889815
217	nogo	7	1020.595008
218	go	7	1052.838927
219	go	7	934.769690
220	go	7	1116.825620
221	go	7	989.365247
222	go	7	972.518355
223	nogo	7	999.860940
224	go	7	963.014121
225	go	7	1020.666966
226	nogo	7	856.053209
227	go	7	993.733478
228	go	7	1145.472978
229	go	7	864.784540
230	go	7	1048.236165
231	go	7	998.712597
232	nogo	7	719.872297
233	go	7	922.667954
234	go	7	1289.480839
235	go	7	1411.641611
236	go	7	1069.574116
237	go	7	1381.815657
238	nogo	7	1085.683676
239	go	7	1154.790461
240	go	7	988.694430
241	go	7	991.646703
242	nogo	7	878.300830
243	go	7	1017.111264
244	go	7	1179.397705
245	go	7	1262.885716
246	nogo	7	896.083898
247	go	7	809.477342
248	go	7	862.218728
249	go	7	817.450947
250	nogo	7	865.919523
251	go	7	1100.689978
252	go	7	1007.496854
253	go	8	916.260097
254	go	8	1052.654750
255	go	8	1027.085967
256	go	8	1171.156294
257	go	8	944.601700
258	go	8	1141.888518
259	go	8	1198.718102
260	nogo	8	1169.566738
261	go	8	1415.776058
262	go	8	1300.630467
263	go	8	1008.878026
264	go	8	1155.257798
265	nogo	8	974.286219
266	go	8	729.173321
267	go	8	1189.062877
268	go	8	891.606585
269	go	8	1100.687221
270	go	8	1061.983178
271	nogo	8	1032.846570
272	go	8	1035.883529
273	go	8	1132.539098
274	go	8	1154.238607
275	go	8	948.443356
276	go	8	1115.909334
277	go	8	896.517433
278	go	8	1177.968189
279	go	8	811.888266
280	nogo	8	848.720792
281	go	8	1219.256375
282	nogo	8	969.799545
283	go	8	1236.952771
284	nogo	8	989.807950
285	go	8	777.149003
286	go	8	1173.724053
287	go	8	1144.083556
288	go	8	1303.597470
289	go	8	979.610958
290	go	8	1011.686872
291	nogo	8	862.895351
292	go	8	973.754128
293	nogo	8	1008.278403
294	go	8	1093.867121
295	go	8	1081.664392
296	go	8	818.931469
297	go	8	872.797208
298	go	8	952.822182
299	go	8	775.903729
300	go	8	1257.448744
301	nogo	8	984.626474
302	go	8	1124.280811
303	go	8	958.491094
304	nogo	8	848.973234
305	go	8	1011.234122
306	nogo	8	1106.849460
307	go	8	790.132260
308	go	8	960.913308
309	go	8	1028.363887
310	go	8	970.257764
311	nogo	8	962.094837
312	go	8	1131.966225
331	go	10	808.456012
332	nogo	10	912.677227
333	go	10	1063.327599
334	go	10	989.625878
335	nogo	10	989.814740
336	go	10	951.577229
337	go	10	1147.287886
338	go	10	1053.110141
339	go	10	1177.001817
340	nogo	10	1055.170201
341	go	10	969.392790
342	go	10	1114.418178
343	go	10	949.705566
344	go	10	868.848766
345	go	10	1070.539565
346	go	10	994.256572
347	go	10	1071.667452
348	go	10	1189.266639
349	nogo	10	804.643953
350	go	10	848.965902
351	go	10	997.365878
352	go	10	1053.788226
353	go	10	1102.432806
354	go	10	n/a
355	go	10	1190.229320
356	nogo	10	690.214834
357	go	10	1130.620143
358	go	10	832.784901
359	nogo	10	723.937966
360	go	10	887.185401
361	nogo	10	908.144132
362	go	10	1125.471979
363	go	10	1125.809594
364	nogo	10	862.169812
365	go	10	897.973766
366	go	10	874.849241
367	go	10	928.669421
368	go	10	1121.960620
369	go	10	1050.990516
370	go	10	1331.884780
371	nogo	10	1055.709369
372	go	10	846.668205
373	go	10	n/a
374	go	10	851.163751
375	go	10	1074.712762
376	go	10	1011.220141
377	nogo	10	691.314586
378	go	10	1334.786397
379	nogo	10	1038.762992
380	go	10	997.219754
381	go	10	920.909413
382	nogo	10	1231.810667
383	go	10	899.941884
384	go	10	1305.542867
385	go	10	1099.243603
386	go	10	1171.363518
387	go	10	871.280199
388	go	10	788.645316
389	go	10	1220.481184
390	go	10	1101.796843
391	nogo	11	868.116298
392	go	11	1036.470706
393	go	11	968.142553
394	go	11	968.041185
395	go	11	1108.416881
396	go	11	980.724828
397	nogo	11	1048.492120
398	go	11	1163.032222
399	go	11	921.226204
400	go	11	1154.906170
401	go	11	1014.682446
402	go	11	1061.821864
403	go	11	1190.845031
404	nogo	11	976.396669
405	go	11	906.476075
406	go	11	956.132515
407	go	11	1207.971978
408	go	11	831.983960
409	nogo	11	1026.656462
410	go	11	953.371240
411	go	11	897.528184
412	go	11	1046.442387
413	nogo	11	901.387019
414	go	11	1050.855790
415	go	11	866.944495
416	go	11	993.802545
417	go	11	922.093593
418	go	11	1081.952648
419	go	11	1272.884614
420	nogo	11	1133.687156
421	go	11	n/a
422	nogo	11	973.431499
423	go	11	989.954011
424	go	11	n/a
425	nogo	11	823.541335
426	go	11	937.633808
427	go	11	777.668693
428	go	11	817.713080
429	go	11	847.963060
430	go	11	980.770720
431	go	11	787.697882
432	go	11	790.184089
433	go	11	831.393080
434	go	11	1052.488745
435	go	11	715.882110
436	go	11	925.542263
437	go	11	933.151545
438	go	11	1022.442447
439	go	11	858.092330
440	go	11	1130.240086
441	nogo	11	905.126089
442	go	11	1188.957421
443	go	11	1076.928359
444	nogo	11	838.829368
445	go	11	1228.354153
446	go	11	1061.243615
447	go	11	869.911059
448	nogo	11	n/a
449	go	11	851.361751
450	nogo	11	n/a
469	go	13	795.262870
470	nogo	13	746.691192
471	go	13	840.855721
472	go	13	1005.124077
473	go	13	1100.256190
474	go	13	952.905371
