onset	duration	accuracy_binary	trial_type	learning_stage	stimulus	coherence
0.000	n/a	n/a	learning	LS1	PICTURE_508.jpg	c
25.000	9.320	1	learning	LS1	PICTURE_15.jpg	c
34.320	9.869	0	learning	LS1	PICTURE_480.jpg	c
44.189	10.739	0	learning	LS1	PICTURE_488.jpg	c
54.928	11.936	1	learning	LS1	PICTURE_95.jpg	c
66.864	9.773	1	learning	LS1	PICTURE_15.jpg	i
76.637	12.089	1	learning	LS1	PICTURE_95.jpg	i
88.726	12.805	0	learning	LS1	PICTURE_508.jpg	i
101.531	13.841	1	learning	LS1	PICTURE_480.jpg	i
115.372	15.037	1	learning	LS1	PICTURE_488.jpg	i
130.409	11.065	1	learning	LS2	PICTURE_95.jpg	c
141.474	8.584	1	learning	LS2	PICTURE_488.jpg	i
150.058	13.466	1	learning	LS2	PICTURE_15.jpg	i
163.524	9.545	1	learning	LS2	PICTURE_508.jpg	i
173.069	8.986	1	learning	LS2	PICTURE_488.jpg	c
182.055	7.471	1	learning	LS2	PICTURE_508.jpg	c
189.526	13.472	1	learning	LS2	PICTURE_95.jpg	i
202.998	11.470	1	learning	LS2	PICTURE_480.jpg	c
214.468	8.035	1	learning	LS2	PICTURE_15.jpg	c
222.503	8.751	1	learning	LS2	PICTURE_480.jpg	i
231.254	9.574	1	learning	LS3	PICTURE_95.jpg	i
240.828	7.717	1	learning	LS3	PICTURE_15.jpg	i
248.545	9.061	1	learning	LS3	PICTURE_488.jpg	c
257.606	8.966	1	learning	LS3	PICTURE_95.jpg	c
266.572	8.229	1	learning	LS3	PICTURE_508.jpg	c
274.801	7.980	1	learning	LS3	PICTURE_488.jpg	i
282.781	7.730	1	learning	LS3	PICTURE_15.jpg	c
290.511	8.287	1	learning	LS3	PICTURE_480.jpg	i
298.798	7.724	1	learning	LS3	PICTURE_508.jpg	i
306.522	8.601	1	learning	LS3	PICTURE_480.jpg	c
315.123	7.661	1	learning	LS4	PICTURE_488.jpg	i
322.784	9.337	1	learning	LS4	PICTURE_480.jpg	c
332.121	8.935	1	learning	LS4	PICTURE_95.jpg	i
341.056	7.413	1	learning	LS4	PICTURE_508.jpg	c
