onset	duration	accuracy	trial_type	learning_stage	stimulus	response_port
212.471	1.145	correct	learning	LS1	h44_p18_k_up_q1_right.jpg	98
259.631	1.099	incorrect	learning	LS1	h24_p20_i_up_right.jpg	98
306.959	1.117	incorrect	learning	LS1	h84_p34_i_down_left.jpg	98
354.119	1.151	correct	learning	LS1	h24_p40_k_up_q4_left.jpg	98
401.28	1.073	correct	learning	LS1	h44_p20_i_up_right.jpg	97
448.44	1.347	correct	learning	LS1	h20_p53_k_up_q3_right.jpg	98
495.601	0.965	incorrect	learning	LS1	h101_p49_k_down_q2_right.jpg	97
542.595	2.376	incorrect	learning	LS1	h84_p8_k_down_q3_right.jpg	97
589.755	1.354	correct	learning	LS1	h20_p12_i_up_right.jpg	97
636.916	1.196	correct	learning	LS1	h101_p21_i_down_left.jpg	97
729.07	1.049	correct	learning	LS2	h44_p49_i_up_left.jpg	97
776.064	1.164	correct	learning	LS2	h24_p48_i_up_right.jpg	97
823.225	1.294	correct	learning	LS2	h101_p37_i_down_left.jpg	97
870.052	1.042	correct	learning	LS2	h84_p8_k_down_q3_right.jpg	98
916.879	0.821	correct	learning	LS2	h44_p18_k_up_q1_right.jpg	98
963.706	0.649	correct	learning	LS2	h20_p53_k_up_q3_right.jpg	98
1010.534	1.212	incorrect	learning	LS2	h24_p40_k_up_q4_left.jpg	97
1057.694	1.614	incorrect	learning	LS2	h84_p47_i_down_right.jpg	98
1105.188	0.64	correct	learning	LS2	h101_p49_k_down_q2_right.jpg	98
1152.682	0.96	correct	learning	LS2	h20_p43_i_up_right.jpg	97
1245.336	1.068	correct	learning	LS3	h84_p8_k_down_q3_right.jpg	98
1292.663	0.717	correct	learning	LS3	h101_p49_k_down_q2_right.jpg	98
1339.991	0.959	correct	learning	LS3	h20_p12_i_up_right.jpg	97
1387.318	0.944	correct	learning	LS3	h24_p40_k_up_q4_left.jpg	98
1434.478	0.899	correct	learning	LS3	h44_p20_i_up_right.jpg	97
1481.805	1.588	correct	learning	LS3	h24_p20_i_up_right.jpg	97
1528.966	0.614	correct	learning	LS3	h44_p18_k_up_q1_right.jpg	98
1575.96	0.905	correct	learning	LS3	h84_p34_i_down_left.jpg	97
1623.12	0.78	correct	learning	LS3	h20_p53_k_up_q3_right.jpg	98
1670.281	1.182	correct	learning	LS3	h101_p21_i_down_left.jpg	97
1762.435	0.987	correct	learning	LS4	h44_p49_i_up_left.jpg	97
1809.596	0.845	correct	learning	LS4	h20_p43_i_up_right.jpg	97
1856.59	1.936	correct	learning	LS4	h84_p47_i_down_right.jpg	97
1903.584	1.187	correct	learning	LS4	h101_p37_i_down_left.jpg	97
1950.411	1.079	correct	learning	LS4	h24_p48_i_up_right.jpg	97
1997.238	0.699	correct	learning	LS4	h20_p53_k_up_q3_right.jpg	98
2044.232	0.83	correct	learning	LS4	h44_p18_k_up_q1_right.jpg	98
2091.059	0.785	correct	learning	LS4	h101_p49_k_down_q2_right.jpg	98
2137.886	0.965	incorrect	learning	LS4	h24_p40_k_up_q4_left.jpg	97
2185.047	0.807	correct	learning	LS4	h84_p8_k_down_q3_right.jpg	98
2459.011	n/a	to late	control	LS1	h84_p8_k_down_q3_right.jpg	n/a
2510.338	1.162	correct	control	LS1	h84_p34_i_down_left.jpg	97
2556.665	0.528	correct	control	LS1	h102_p20_i_down_left.jpg	97
2602.826	0.694	correct	control	LS1	h102_p40_k_down_q2_right.jpg	98
2649.153	0.508	correct	control	LS1	h26_p43_i_up_right.jpg	98
2695.314	0.594	correct	control	LS1	h77_p16_i_down_right.jpg	98
2741.474	0.76	correct	control	LS1	h77_p42_k_down_q1_left.jpg	97
2787.635	0.942	correct	control	LS1	h76_p29_k_down_q1_left.jpg	97
2833.796	0.629	correct	control	LS1	h26_p20_k_up_q2_right.jpg	98
2879.956	0.715	correct	control	LS1	h76_p11_i_down_right.jpg	98
2971.111	0.828	correct	control	LS2	h77_p42_k_down_q1_left.jpg	97
3017.105	0.708	correct	control	LS2	h26_p20_k_up_q2_right.jpg	98
3063.099	0.65	correct	control	LS2	h84_p8_k_down_q3_right.jpg	98
3109.093	0.705	correct	control	LS2	h26_p48_i_up_right.jpg	98
3155.087	0.632	correct	control	LS2	h76_p29_k_down_q1_left.jpg	97
3201.081	0.687	correct	control	LS2	h102_p40_k_down_q2_right.jpg	98
3247.075	0.47	correct	control	LS2	h84_p47_i_down_right.jpg	98
3293.402	0.668	correct	control	LS2	h77_p35_i_down_left.jpg	97
3339.73	0.85	correct	control	LS2	h76_p49_i_down_right.jpg	98
3386.057	0.615	correct	control	LS2	h102_p43_i_down_left.jpg	97
3477.712	0.822	incorrect	control	LS3	h102_p40_k_down_q2_right.jpg	97
3524.039	0.588	correct	control	LS3	h77_p16_i_down_right.jpg	98
3570.366	0.978	correct	control	LS3	h84_p34_i_down_left.jpg	97
3616.694	1.047	correct	control	LS3	h26_p43_i_up_right.jpg	98
3662.854	0.718	correct	control	LS3	h102_p20_i_down_left.jpg	97
3709.015	1.028	correct	control	LS3	h77_p42_k_down_q1_left.jpg	97
3755.342	0.761	correct	control	LS3	h84_p8_k_down_q3_right.jpg	98
3801.503	0.704	correct	control	LS3	h26_p20_k_up_q2_right.jpg	98
3847.664	0.774	correct	control	LS3	h76_p11_i_down_right.jpg	98
3893.824	0.764	correct	control	LS3	h76_p29_k_down_q1_left.jpg	97
3985.146	0.989	correct	control	LS4	h26_p20_k_up_q2_right.jpg	98
4031.14	0.628	correct	control	LS4	h102_p40_k_down_q2_right.jpg	98
