trial_index	trial_type	block_number	block_type	is_practice	n_left_clicks	go_first_left_inside	go_first_left_rt	parse_failed_time	parse_failed_xy	parse_failed_buttons	mismatched_lengths	any_rb_nonzero	any_mb_nonzero	any_click	any_left	any_right	nogo_stop_time	nogo_stopped	nogo_outcome	nogo_parse_failed	rt_combined	accuracy
1	go	1	go_only	1	1	1	0.892425	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.892425	1
2	go	1	go_only	1	1	1	0.794280	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.794280	1
3	go	1	go_only	1	1	1	1.074837	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	1.074837	1
4	go	1	go_only	1	1	1	0.992469	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.992469	1
5	go	1	go_only	1	1	1	0.926661	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.926661	1
6	go	1	go_only	1	1	1	1.025499	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	1.025499	1
7	go	1	go_only	1	1	1	0.958135	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.958135	1
8	go	1	go_only	1	1	1	0.960159	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.960159	1
9	go	1	go_only	1	1	1	0.812825	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.812825	1
10	go	1	go_only	1	1	1	0.895073	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.895073	1
11	go	1	go_only	1	1	1	0.893052	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.893052	1
12	go	1	go_only	1	1	1	1.043819	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	1.043819	1
13	go	1	go_only	1	1	1	0.909928	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.909928	1
14	go	1	go_only	1	1	1	0.876267	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.876267	1
15	go	1	go_only	1	1	0	0.993083	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_timeout	0	n/a	0
16	go	1	go_only	1	1	1	1.245325	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	1.245325	1
17	go	1	go_only	1	1	1	1.293461	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	1.293461	1
18	go	1	go_only	1	1	1	0.843828	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.843828	1
19	go	2	go_nogo_prac	1	1	1	1.011495	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	1.011495	1
20	go	2	go_nogo_prac	1	1	1	1.058787	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	1.058787	1
21	go	2	go_nogo_prac	1	1	1	0.862752	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.862752	1
