onset	duration	accuracy_binary	trial_type	learning_stage	stimulus	coherence
0.000	7.074	1	learning	LS1	PICTURE_23.jpg	c
7.074	6.157	0	learning	LS1	PICTURE_235.jpg	i
13.231	7.944	1	learning	LS1	PICTURE_297.jpg	c
21.175	8.943	1	learning	LS1	PICTURE_235.jpg	c
30.118	7.543	1	learning	LS1	PICTURE_297.jpg	i
37.661	8.703	0	learning	LS1	PICTURE_720.jpg	i
46.364	8.911	1	learning	LS1	PICTURE_746.jpg	c
55.275	11.517	1	learning	LS1	PICTURE_720.jpg	c
66.792	8.056	1	learning	LS1	PICTURE_23.jpg	i
74.848	9.710	1	learning	LS1	PICTURE_746.jpg	i
84.558	7.290	1	learning	LS2	PICTURE_235.jpg	c
91.848	6.384	1	learning	LS2	PICTURE_746.jpg	c
98.232	11.876	0	learning	LS2	PICTURE_235.jpg	i
110.108	7.293	1	learning	LS2	PICTURE_720.jpg	c
117.401	8.793	1	learning	LS2	PICTURE_746.jpg	i
126.194	7.094	1	learning	LS2	PICTURE_297.jpg	c
133.288	8.434	1	learning	LS2	PICTURE_23.jpg	i
141.722	8.167	1	learning	LS2	PICTURE_297.jpg	i
149.889	7.423	1	learning	LS2	PICTURE_720.jpg	i
157.312	7.163	1	learning	LS2	PICTURE_23.jpg	c
164.475	7.146	1	learning	LS3	PICTURE_297.jpg	i
171.621	8.000	1	learning	LS3	PICTURE_235.jpg	c
179.621	6.783	1	learning	LS3	PICTURE_746.jpg	c
186.404	6.026	1	learning	LS3	PICTURE_23.jpg	c
192.430	6.705	0	learning	LS3	PICTURE_297.jpg	c
199.135	7.384	1	learning	LS3	PICTURE_746.jpg	i
206.519	8.705	1	learning	LS3	PICTURE_720.jpg	i
215.224	8.588	1	learning	LS3	PICTURE_23.jpg	i
223.812	7.677	1	learning	LS3	PICTURE_720.jpg	c
231.489	8.203	1	learning	LS3	PICTURE_235.jpg	i
239.692	7.220	1	learning	LS4	PICTURE_23.jpg	c
246.912	9.030	1	learning	LS4	PICTURE_297.jpg	i
255.942	6.206	1	learning	LS4	PICTURE_746.jpg	c
262.148	6.421	1	learning	LS4	PICTURE_235.jpg	c
268.569	6.955	1	learning	LS4	PICTURE_720.jpg	c
275.524	6.050	1	learning	LS4	PICTURE_297.jpg	c
281.574	6.595	1	learning	LS4	PICTURE_23.jpg	i
288.169	7.612	1	learning	LS4	PICTURE_720.jpg	i
295.781	6.875	1	learning	LS4	PICTURE_235.jpg	i
302.656	6.457	1	learning	LS4	PICTURE_746.jpg	i
309.113	8.681	1	learning	LS1	PICTURE_576.jpg	c
317.794	6.656	0	learning	LS1	PICTURE_581.jpg	i
324.450	9.894	1	learning	LS1	PICTURE_52.jpg	c
334.344	8.495	1	learning	LS1	PICTURE_605.jpg	c
342.839	8.059	1	learning	LS1	PICTURE_581.jpg	c
350.898	8.742	1	learning	LS1	PICTURE_594.jpg	c
359.640	10.070	1	learning	LS1	PICTURE_605.jpg	i
369.710	9.959	1	learning	LS1	PICTURE_594.jpg	i
379.669	10.169	1	learning	LS1	PICTURE_52.jpg	i
389.838	8.953	1	learning	LS1	PICTURE_576.jpg	i
398.791	7.972	1	learning	LS2	PICTURE_576.jpg	i
406.763	8.185	1	learning	LS2	PICTURE_594.jpg	c
414.948	6.162	1	learning	LS2	PICTURE_581.jpg	c
421.110	7.015	1	learning	LS2	PICTURE_605.jpg	c
428.125	7.389	1	learning	LS2	PICTURE_576.jpg	c
435.514	7.127	1	learning	LS2	PICTURE_52.jpg	c
442.641	7.822	1	learning	LS2	PICTURE_581.jpg	i
450.463	8.043	1	learning	LS2	PICTURE_594.jpg	i
458.506	7.301	1	learning	LS2	PICTURE_52.jpg	i
465.807	7.038	1	learning	LS2	PICTURE_605.jpg	i
472.845	7.659	1	learning	LS3	PICTURE_605.jpg	i
480.504	6.594	1	learning	LS3	PICTURE_52.jpg	c
487.098	8.732	1	learning	LS3	PICTURE_605.jpg	c
495.830	10.223	1	learning	LS3	PICTURE_594.jpg	c
506.053	7.219	1	learning	LS3	PICTURE_576.jpg	i
513.272	8.381	1	learning	LS3	PICTURE_594.jpg	i
521.653	7.304	1	learning	LS3	PICTURE_581.jpg	i
528.957	8.943	1	learning	LS3	PICTURE_576.jpg	c
537.900	8.506	1	learning	LS3	PICTURE_52.jpg	i
546.406	8.717	1	learning	LS3	PICTURE_581.jpg	c
555.123	8.682	1	learning	LS4	PICTURE_594.jpg	i
563.805	6.817	1	learning	LS4	PICTURE_581.jpg	i
570.622	7.831	1	learning	LS4	PICTURE_605.jpg	c
578.453	8.045	1	learning	LS4	PICTURE_576.jpg	i
586.498	12.576	1	learning	LS4	PICTURE_581.jpg	c
599.074	6.875	1	learning	LS4	PICTURE_52.jpg	c
605.949	6.289	1	learning	LS4	PICTURE_576.jpg	c
612.238	6.824	1	learning	LS4	PICTURE_52.jpg	i
619.062	8.963	1	learning	LS4	PICTURE_594.jpg	c
628.025	7.746	1	learning	LS4	PICTURE_605.jpg	i
635.771	6.450	1	learning	LS1	PICTURE_508.jpg	c
642.221	6.672	0	learning	LS1	PICTURE_15.jpg	i
648.893	8.326	1	learning	LS1	PICTURE_488.jpg	c
657.219	9.487	1	learning	LS1	PICTURE_480.jpg	c
666.706	7.290	1	learning	LS1	PICTURE_508.jpg	i
673.996	10.689	1	learning	LS1	PICTURE_95.jpg	c
684.685	8.652	1	learning	LS1	PICTURE_15.jpg	c
693.337	8.220	1	learning	LS1	PICTURE_480.jpg	i
701.557	7.950	1	learning	LS1	PICTURE_488.jpg	i
709.507	13.593	0	learning	LS1	PICTURE_95.jpg	i
723.100	8.933	1	learning	LS2	PICTURE_480.jpg	c
732.033	6.914	1	learning	LS2	PICTURE_488.jpg	c
738.947	7.606	1	learning	LS2	PICTURE_508.jpg	i
746.553	8.140	1	learning	LS2	PICTURE_95.jpg	c
754.693	7.235	1	learning	LS2	PICTURE_488.jpg	i
761.928	8.096	1	learning	LS2	PICTURE_95.jpg	i
770.024	8.790	1	learning	LS2	PICTURE_15.jpg	i
778.814	7.570	1	learning	LS2	PICTURE_480.jpg	i
786.384	10.176	1	learning	LS2	PICTURE_508.jpg	c
796.560	5.762	1	learning	LS2	PICTURE_15.jpg	c
802.322	7.338	1	learning	LS3	PICTURE_488.jpg	c
809.660	6.603	1	learning	LS3	PICTURE_15.jpg	c
816.263	7.142	1	learning	LS3	PICTURE_508.jpg	c
823.405	7.201	1	learning	LS3	PICTURE_488.jpg	i
830.606	7.902	1	learning	LS3	PICTURE_480.jpg	i
838.508	7.623	1	learning	LS3	PICTURE_95.jpg	i
846.131	7.504	1	learning	LS3	PICTURE_508.jpg	i
853.635	6.905	1	learning	LS3	PICTURE_480.jpg	c
860.540	7.744	1	learning	LS3	PICTURE_15.jpg	i
868.284	6.825	1	learning	LS3	PICTURE_95.jpg	c
875.109	8.713	1	learning	LS4	PICTURE_488.jpg	c
883.822	7.003	1	learning	LS4	PICTURE_508.jpg	c
890.825	8.978	1	learning	LS4	PICTURE_15.jpg	c
899.803	7.274	1	learning	LS4	PICTURE_480.jpg	i
907.077	7.008	1	learning	LS4	PICTURE_95.jpg	i
914.085	6.422	1	learning	LS4	PICTURE_480.jpg	c
920.507	6.159	1	learning	LS4	PICTURE_95.jpg	c
926.666	6.695	1	learning	LS4	PICTURE_15.jpg	i
933.361	6.751	1	learning	LS4	PICTURE_508.jpg	i
940.112	6.973	1	learning	LS4	PICTURE_488.jpg	i
947.085	6.480	1	control	LS1	PICTURE_430.jpg	c
953.565	7.654	1	control	LS1	PICTURE_286.jpg	c
961.219	8.192	1	control	LS1	PICTURE_292.jpg	i
969.411	8.085	1	control	LS1	PICTURE_286.jpg	i
977.496	6.361	1	control	LS1	PICTURE_718.jpg	c
983.857	6.721	1	control	LS1	PICTURE_2.jpg	i
990.578	7.722	1	control	LS1	PICTURE_292.jpg	c
998.300	8.083	1	control	LS1	PICTURE_430.jpg	i
1006.383	6.686	1	control	LS1	PICTURE_2.jpg	c
1013.069	7.533	1	control	LS1	PICTURE_718.jpg	i
1020.602	7.344	1	control	LS2	PICTURE_292.jpg	c
1027.946	8.675	1	control	LS2	PICTURE_430.jpg	i
1036.621	9.209	1	control	LS2	PICTURE_2.jpg	i
1045.830	8.144	1	control	LS2	PICTURE_718.jpg	i
1053.974	6.123	1	control	LS2	PICTURE_286.jpg	c
1060.097	5.698	1	control	LS2	PICTURE_430.jpg	c
1065.795	6.243	1	control	LS2	PICTURE_718.jpg	c
1072.038	6.458	1	control	LS2	PICTURE_292.jpg	i
1078.496	6.990	1	control	LS2	PICTURE_286.jpg	i
1085.486	7.211	1	control	LS2	PICTURE_2.jpg	c
1092.697	7.667	1	control	LS3	PICTURE_733.jpg	i
1100.364	7.088	1	control	LS3	PICTURE_134.jpg	i
1107.452	7.629	1	control	LS3	PICTURE_645.jpg	i
1115.081	9.129	1	control	LS3	PICTURE_731.jpg	i
1124.210	7.592	1	control	LS3	PICTURE_98.jpg	c
1131.802	5.896	1	control	LS3	PICTURE_134.jpg	c
1137.698	5.775	1	control	LS3	PICTURE_733.jpg	c
1143.473	6.613	1	control	LS3	PICTURE_98.jpg	i
1150.086	8.253	1	control	LS3	PICTURE_731.jpg	c
1158.339	6.537	1	control	LS3	PICTURE_645.jpg	c
1164.876	7.936	1	control	LS4	PICTURE_645.jpg	i
1172.812	7.825	1	control	LS4	PICTURE_134.jpg	i
1180.637	9.310	1	control	LS4	PICTURE_98.jpg	c
1189.947	7.129	1	control	LS4	PICTURE_134.jpg	c
1197.076	6.386	1	control	LS4	PICTURE_98.jpg	i
1203.462	7.558	1	control	LS4	PICTURE_731.jpg	i
1211.020	8.254	1	control	LS4	PICTURE_645.jpg	c
1219.274	6.075	1	control	LS4	PICTURE_733.jpg	c
1225.349	6.135	1	control	LS4	PICTURE_731.jpg	c
1231.484	6.837	1	control	LS4	PICTURE_733.jpg	i
1238.321	4.255	1	learning	LS1	PICTURE_599.jpg	c
1242.576	6.231	0	learning	LS1	PICTURE_610.jpg	i
1248.807	7.887	0	learning	LS1	PICTURE_741.jpg	i
1256.694	8.266	1	learning	LS1	PICTURE_599.jpg	i
1264.960	8.799	0	learning	LS1	PICTURE_247.jpg	c
1273.759	9.472	0	learning	LS1	PICTURE_741.jpg	c
1283.231	9.993	1	learning	LS1	PICTURE_610.jpg	c
1293.224	9.071	0	learning	LS1	PICTURE_43.jpg	i
1302.295	12.149	0	learning	LS1	PICTURE_247.jpg	i
1314.444	7.554	1	learning	LS1	PICTURE_43.jpg	c
1321.998	8.488	1	learning	LS2	PICTURE_43.jpg	i
1330.486	7.255	1	learning	LS2	PICTURE_247.jpg	c
1337.741	10.989	1	learning	LS2	PICTURE_741.jpg	i
1348.730	7.368	1	learning	LS2	PICTURE_610.jpg	c
1356.098	7.105	1	learning	LS2	PICTURE_599.jpg	c
1363.203	7.318	1	learning	LS2	PICTURE_43.jpg	c
1370.521	9.931	1	learning	LS2	PICTURE_610.jpg	i
1380.452	9.353	1	learning	LS2	PICTURE_741.jpg	c
1389.805	7.499	1	learning	LS2	PICTURE_599.jpg	i
1397.304	7.714	1	learning	LS2	PICTURE_247.jpg	i
1405.018	8.013	1	learning	LS3	PICTURE_599.jpg	i
1413.031	7.756	1	learning	LS3	PICTURE_610.jpg	i
1420.787	7.819	1	learning	LS3	PICTURE_741.jpg	i
1428.606	6.595	1	learning	LS3	PICTURE_610.jpg	c
1435.201	7.457	1	learning	LS3	PICTURE_247.jpg	i
1442.658	7.360	1	learning	LS3	PICTURE_43.jpg	i
1450.018	7.100	1	learning	LS3	PICTURE_599.jpg	c
1457.118	7.155	1	learning	LS3	PICTURE_741.jpg	c
1464.273	7.196	1	learning	LS3	PICTURE_43.jpg	c
1471.469	6.597	1	learning	LS3	PICTURE_247.jpg	c
1478.066	8.474	1	learning	LS4	PICTURE_610.jpg	i
1486.540	6.761	1	learning	LS4	PICTURE_247.jpg	i
1493.301	7.449	1	learning	LS4	PICTURE_741.jpg	i
1500.750	6.378	1	learning	LS4	PICTURE_247.jpg	c
1507.128	6.432	1	learning	LS4	PICTURE_599.jpg	i
1513.560	6.490	1	learning	LS4	PICTURE_43.jpg	c
1520.050	7.825	1	learning	LS4	PICTURE_741.jpg	c
1527.875	6.443	0	learning	LS4	PICTURE_610.jpg	c
1534.318	7.296	1	learning	LS4	PICTURE_43.jpg	i
1541.614	7.673	1	learning	LS4	PICTURE_599.jpg	c
1549.287	6.687	1	control	LS1	PICTURE_498.jpg	c
1555.974	8.826	1	control	LS1	PICTURE_418.jpg	i
