trial_index	trial_type	block_number	block_type	is_practice	kin_parse_failed	kin_n_samples	duration	path_length	max_velocity	mean_velocity	max_acceleration	mean_acceleration
2	go	1	go_only	1	0	38	0.609306	731.838192	7303.288398	1201.102029	259878.040521	39471.267608
3	go	1	go_only	1	0	34	0.542321	573.586279	7377.460516	1057.651263	310538.504135	41889.485889
4	go	1	go_only	1	0	32	0.507958	582.149534	3834.087811	1146.058855	107114.336452	31422.934665
5	go	1	go_only	1	0	32	0.509611	571.059288	10204.569082	1120.579031	552174.273909	44611.269491
6	go	1	go_only	1	0	36	0.574991	490.194766	4894.260817	852.526278	175079.246298	28147.725327
7	go	1	go_only	1	0	45	0.728451	584.835806	5857.620838	802.848518	350156.072285	23648.912719
8	go	1	go_only	1	0	37	0.593746	807.907468	11518.581537	1360.695429	701988.695918	49413.556711
9	go	1	go_only	1	0	35	0.560824	482.863883	4984.203827	860.990663	298374.917309	31298.029029
10	go	1	go_only	1	0	42	0.677011	799.373543	7874.954590	1180.739547	259553.638831	34776.036815
11	go	1	go_only	1	0	34	0.543082	615.269006	7646.733721	1132.921632	275084.297950	42997.776521
12	go	1	go_only	1	0	39	0.625704	605.308649	2635.983004	967.404773	75796.925782	17809.061259
13	go	1	go_only	1	0	27	0.426634	708.520691	6731.868894	1660.723298	207366.597569	35547.472602
14	go	1	go_only	1	0	41	0.661860	625.812677	5407.925547	945.536904	156426.345658	28359.237170
15	go	1	go_only	1	0	33	0.527093	500.969925	6282.514451	950.440066	395293.263581	34681.039713
17	go	1	go_only	1	0	37	0.594457	594.248473	6367.507589	999.649383	170119.862166	25703.067528
18	go	1	go_only	1	0	33	0.526420	671.111828	5028.956753	1274.860778	142866.586660	24983.264829
19	nogo	2	go_nogo_prac	1	0	31	0.493080	566.612327	5047.608005	1149.128593	218924.185455	31245.621589
20	go	2	go_nogo_prac	1	0	35	0.561499	504.973239	8571.693757	899.331253	284572.923275	36541.530328
21	nogo	2	go_nogo_prac	1	0	68	1.107876	2144.872110	19663.816528	1936.021471	673912.770654	74234.416465
22	go	2	go_nogo_prac	1	0	63	1.027167	630.352994	5587.755729	613.681358	309488.951533	21897.460052
23	go	2	go_nogo_prac	1	0	50	0.809629	600.340551	7639.430179	741.501257	234626.131933	22147.822952
24	go	2	go_nogo_prac	1	0	42	0.675594	565.729148	2926.669861	837.379990	161765.057616	19834.555286
25	nogo	2	go_nogo_prac	1	0	47	0.760925	613.185167	4753.333979	805.842218	121801.859544	21588.244901
26	go	2	go_nogo_prac	1	0	34	0.543474	519.173743	6696.694796	955.286650	349751.654571	32020.541285
27	go	2	go_nogo_prac	1	0	30	0.477464	592.100067	6977.600252	1240.092596	164233.200347	32281.339858
28	go	2	go_nogo_prac	1	0	36	0.577367	553.074559	7242.996992	957.925643	255561.504290	29297.570867
29	go	2	go_nogo_prac	1	0	36	0.578029	615.516156	3342.717391	1064.853786	85716.122309	26291.939510
30	go	2	go_nogo_prac	1	0	28	0.442615	582.026777	5626.936839	1314.972412	228516.565393	35455.445780
31	nogo	2	go_nogo_prac	1	0	40	0.642922	634.341298	5356.658858	986.654201	147310.886598	23607.149959
32	go	2	go_nogo_prac	1	0	35	0.558453	556.576871	7859.599447	996.641025	352201.139441	36326.129610
33	go	2	go_nogo_prac	1	0	42	0.675839	619.647729	3128.515720	916.857423	105649.825877	21961.698540
34	go	2	go_nogo_prac	1	0	36	0.576913	579.616592	4902.589177	1004.686656	163230.648321	26700.921881
35	go	2	go_nogo_prac	1	0	31	0.494749	667.555051	2760.273147	1349.279425	74584.577378	22304.101456
36	go	2	go_nogo_prac	1	0	40	0.644105	624.049325	6287.394641	968.863175	176843.106959	28469.595242
37	go	3	go_only	0	0	34	0.543127	769.687583	7184.877253	1417.141341	298242.517021	50725.987578
38	go	3	go_only	0	0	39	0.628013	595.289407	7197.410170	947.893899	311004.555607	42259.247307
39	go	3	go_only	0	0	31	0.495729	718.651392	7548.154579	1449.686879	259331.654057	43807.097871
40	go	3	go_only	0	0	41	0.660226	977.404333	16352.064517	1480.407831	734362.290528	79466.072425
41	go	3	go_only	0	0	35	0.560541	643.360834	3352.928938	1147.750232	130458.943698	20141.717087
42	go	3	go_only	0	0	39	0.626624	596.497019	6799.334612	951.921150	274579.472729	33567.310378
43	go	3	go_only	0	0	44	0.710861	606.465732	3054.993147	853.142742	50236.988042	15489.924537
44	go	3	go_only	0	0	38	0.610702	589.304525	3757.809261	964.961705	177241.408797	19575.754546
45	go	3	go_only	0	0	40	0.644014	772.371436	4334.644597	1199.307897	108684.389054	21693.908771
46	go	3	go_only	0	0	41	0.658852	588.979016	3042.754448	893.947783	158065.438926	16871.991194
47	go	3	go_only	0	0	42	0.676794	599.266183	3209.133263	885.448820	130476.180959	17164.713696
48	go	3	go_only	0	0	35	0.561210	619.043261	3254.608669	1103.051802	195721.199196	20959.775507
