onset	duration	accuracy	trial_type	learning_stage	stimulus	response_port
241.296	1.274	incorrect	learning	LS1	h120_p12_k_up_right.jpg	97
287.994	1.045	correct	learning	LS1	h111_p16_i_up_left.jpg	97
334.693	0.897	correct	learning	LS1	h29_p10_i_down_right.jpg	97
381.392	0.764	incorrect	learning	LS1	h116_p28_k_up_right.jpg	97
428.257	1.19	incorrect	learning	LS1	h29_p3_k_down_left.jpg	97
474.789	0.866	correct	learning	LS1	h111_p47_k_up_left.jpg	98
521.487	1.085	incorrect	learning	LS1	h11_p43_k_down_left.jpg	97
568.186	1.16	correct	learning	LS1	h116_p11_i_up_left.jpg	97
614.885	0.884	correct	learning	LS1	h120_p21_i_up_right.jpg	97
661.583	0.88	correct	learning	LS1	h11_p2_i_down_right.jpg	97
753.313	1.165	incorrect	learning	LS2	h29_p3_k_down_left.jpg	97
800.178	1.016	correct	learning	LS2	h116_p21_i_up_right.jpg	97
846.71	0.836	correct	learning	LS2	h111_p47_k_up_left.jpg	98
893.408	1.279	correct	learning	LS2	h120_p12_k_up_right.jpg	98
940.274	1.194	incorrect	learning	LS2	h116_p28_k_up_right.jpg	97
986.972	1.221	incorrect	learning	LS2	h11_p43_k_down_left.jpg	97
1033.671	1.073	correct	learning	LS2	h29_p49_i_down_right.jpg	97
1080.369	0.924	correct	learning	LS2	h111_p37_i_up_right.jpg	97
1127.068	0.936	correct	learning	LS2	h120_p37_i_up_right.jpg	97
1173.767	1.122	correct	learning	LS2	h11_p47_i_down_right.jpg	97
1265.496	1.328	incorrect	learning	LS3	h11_p2_i_down_right.jpg	98
1312.195	1.324	incorrect	learning	LS3	h116_p28_k_up_right.jpg	97
1358.726	0.728	correct	learning	LS3	h111_p47_k_up_left.jpg	98
1405.592	1.49	correct	learning	LS3	h29_p10_i_down_right.jpg	97
1452.124	1.07	correct	learning	LS3	h116_p11_i_up_left.jpg	97
1498.655	1.402	correct	learning	LS3	h120_p21_i_up_right.jpg	97
1545.354	1.446	correct	learning	LS3	h29_p3_k_down_left.jpg	98
1591.886	1.586	incorrect	learning	LS3	h120_p12_k_up_right.jpg	97
1638.584	1.246	incorrect	learning	LS3	h11_p43_k_down_left.jpg	97
1685.283	1.161	correct	learning	LS3	h111_p16_i_up_left.jpg	97
1777.346	1.333	correct	learning	LS4	h116_p28_k_up_right.jpg	98
1824.044	1.121	correct	learning	LS4	h11_p47_i_down_right.jpg	97
1870.576	1.244	correct	learning	LS4	h29_p3_k_down_left.jpg	98
1917.275	0.744	correct	learning	LS4	h111_p47_k_up_left.jpg	98
1963.807	1.412	correct	learning	LS4	h11_p43_k_down_left.jpg	98
2010.338	0.833	correct	learning	LS4	h111_p37_i_up_right.jpg	97
