onset	duration	accuracy	trial_type	learning_stage	stimulus
0.0	3.395	incorrect	navigation	Trial1	navigation/STIM_000.jpg
7.138	3.525	correct	navigation	Trial1	navigation/STIM_000.jpg
13.675	2.287	correct	navigation	Trial1	navigation/STIM_000.jpg
18.756	2.626	correct	navigation	Trial1	navigation/STIM_000.jpg
24.393	3.222	correct	navigation	Trial1	navigation/STIM_000.jpg
30.7	2.218	correct	navigation	Trial1	navigation/STIM_000.jpg
36.47	2.246	correct	navigation	Trial1	navigation/STIM_001.jpg
42.284	3.92	correct	navigation	Trial1	navigation/STIM_001.jpg
49.691	2.262	correct	navigation	Trial1	navigation/STIM_001.jpg
55.501	1.534	incorrect	navigation	Trial1	navigation/STIM_001.jpg
59.638	2.144	correct	navigation	Trial1	navigation/STIM_001.jpg
64.648	2.433	incorrect	navigation	Trial1	navigation/STIM_001.jpg
70.682	2.02	correct	navigation	Trial1	navigation/STIM_002.jpg
75.034	1.917	correct	navigation	Trial1	navigation/STIM_002.jpg
79.899	3.587	correct	navigation	Trial1	navigation/STIM_002.jpg
87.822	3.009	correct	navigation	Trial1	navigation/STIM_002.jpg
94.912	2.429	correct	navigation	Trial1	navigation/STIM_002.jpg
100.957	1.883	incorrect	navigation	Trial1	navigation/STIM_002.jpg
106.743	3.194	correct	navigation	Trial1	navigation/STIM_003.jpg
113.335	3.259	incorrect	navigation	Trial1	navigation/STIM_003.jpg
120.877	3.181	incorrect	navigation	Trial1	navigation/STIM_003.jpg
127.187	3.466	correct	navigation	Trial1	navigation/STIM_003.jpg
133.349	3.072	incorrect	navigation	Trial1	navigation/STIM_003.jpg
140.32	1.56	incorrect	navigation	Trial1	navigation/STIM_003.jpg
145.554	4.323	correct	navigation	Trial1	navigation/STIM_004.jpg
153.996	2.728	correct	navigation	Trial1	navigation/STIM_004.jpg
160.45	2.992	incorrect	navigation	Trial1	navigation/STIM_004.jpg
166.025	3.091	incorrect	navigation	Trial1	navigation/STIM_004.jpg
172.664	3.422	correct	navigation	Trial1	navigation/STIM_004.jpg
178.821	2.391	correct	navigation	Trial1	navigation/STIM_004.jpg
185.322	3.064	correct	navigation	Trial1	navigation/STIM_005.jpg
191.555	3.099	correct	navigation	Trial1	navigation/STIM_005.jpg
197.921	2.948	incorrect	navigation	Trial1	navigation/STIM_005.jpg
205.072	2.156	correct	navigation	Trial1	navigation/STIM_005.jpg
210.248	3.042	correct	navigation	Trial1	navigation/STIM_005.jpg
217.125	2.149	correct	navigation	Trial1	navigation/STIM_005.jpg
222.274	3.814	incorrect	navigation	Trial1	navigation/STIM_006.jpg
228.718	3.328	incorrect	navigation	Trial1	navigation/STIM_006.jpg
234.647	3.312	correct	navigation	Trial1	navigation/STIM_006.jpg
240.397	3.343	correct	navigation	Trial1	navigation/STIM_006.jpg
246.867	2.783	correct	navigation	Trial1	navigation/STIM_006.jpg
253.013	1.794	correct	navigation	Trial1	navigation/STIM_006.jpg
257.421	3.724	correct	navigation	Trial1	navigation/STIM_007.jpg
265.041	3.19	incorrect	navigation	Trial1	navigation/STIM_007.jpg
271.346	3.396	correct	navigation	Trial1	navigation/STIM_007.jpg
277.706	2.498	correct	navigation	Trial1	navigation/STIM_007.jpg
284.268	1.631	correct	navigation	Trial1	navigation/STIM_007.jpg
289.264	2.08	correct	navigation	Trial1	navigation/STIM_007.jpg
293.928	3.753	correct	navigation	Trial1	navigation/STIM_008.jpg
300.668	3.766	correct	navigation	Trial1	navigation/STIM_008.jpg
308.076	3.697	correct	navigation	Trial1	navigation/STIM_008.jpg
314.254	2.894	correct	navigation	Trial1	navigation/STIM_008.jpg
321.327	1.438	correct	navigation	Trial1	navigation/STIM_008.jpg
325.187	1.517	correct	navigation	Trial1	navigation/STIM_008.jpg
330.473	3.122	correct	navigation	Trial1	navigation/STIM_009.jpg
336.473	3.414	incorrect	navigation	Trial1	navigation/STIM_009.jpg
343.171	2.026	correct	navigation	Trial1	navigation/STIM_009.jpg
347.437	3.02	correct	navigation	Trial1	navigation/STIM_009.jpg
353.91	1.699	correct	navigation	Trial1	navigation/STIM_009.jpg
359.636	2.807	correct	navigation	Trial1	navigation/STIM_009.jpg
366.323	3.983	incorrect	navigation	Trial1	navigation/STIM_010.jpg
373.887	3.752	correct	navigation	Trial1	navigation/STIM_010.jpg
380.404	1.701	correct	navigation	Trial1	navigation/STIM_010.jpg
385.333	2.438	correct	navigation	Trial1	navigation/STIM_010.jpg
391.905	2.843	incorrect	navigation	Trial1	navigation/STIM_010.jpg
399.079	3.184	incorrect	navigation	Trial1	navigation/STIM_010.jpg
406.636	3.707	incorrect	navigation	Trial1	navigation/STIM_011.jpg
414.123	4.282	correct	navigation	Trial1	navigation/STIM_011.jpg
422.31	3.247	incorrect	navigation	Trial1	navigation/STIM_011.jpg
429.878	1.947	correct	navigation	Trial1	navigation/STIM_011.jpg
434.783	2.454	correct	navigation	Trial1	navigation/STIM_011.jpg
440.647	2.682	correct	navigation	Trial1	navigation/STIM_011.jpg
446.353	0.69	correct	pointing	Trial1	pointing/STIM_000.jpg
449.77	0.924	correct	pointing	Trial1	pointing/STIM_000.jpg
452.994	0.842	correct	pointing	Trial1	pointing/STIM_000.jpg
457.132	0.778	correct	pointing	Trial1	pointing/STIM_000.jpg
460.373	0.993	correct	pointing	Trial1	pointing/STIM_000.jpg
464.675	1.061	correct	pointing	Trial1	pointing/STIM_000.jpg
469.181	0.926	correct	pointing	Trial1	pointing/STIM_001.jpg
473.685	0.761	correct	pointing	Trial1	pointing/STIM_001.jpg
