onset	duration	accuracy	trial_type	learning_stage	stimulus
0.0	1.945	correct	regulate	Run1	regulate/STIM_000.jpg
4.759	2.958	correct	regulate	Run1	regulate/STIM_000.jpg
11.258	1.351	correct	regulate	Run1	regulate/STIM_000.jpg
15.739	2.701	correct	regulate	Run1	regulate/STIM_000.jpg
21.769	2.578	incorrect	regulate	Run1	regulate/STIM_001.jpg
26.909	1.866	correct	regulate	Run1	regulate/STIM_001.jpg
32.335	2.312	correct	regulate	Run1	regulate/STIM_001.jpg
37.726	2.001	correct	regulate	Run1	regulate/STIM_001.jpg
41.782	1.812	correct	regulate	Run1	regulate/STIM_002.jpg
47.59	2.257	correct	regulate	Run1	regulate/STIM_002.jpg
51.893	2.147	correct	regulate	Run1	regulate/STIM_002.jpg
57.199	2.286	incorrect	regulate	Run1	regulate/STIM_002.jpg
62.603	2.649	incorrect	regulate	Run1	regulate/STIM_003.jpg
68.356	2.568	correct	regulate	Run1	regulate/STIM_003.jpg
73.816	2.691	correct	regulate	Run1	regulate/STIM_003.jpg
79.751	2.553	correct	regulate	Run1	regulate/STIM_003.jpg
85.403	2.122	correct	regulate	Run1	regulate/STIM_004.jpg
91.163	2.95	correct	regulate	Run1	regulate/STIM_004.jpg
97.622	2.608	correct	regulate	Run1	regulate/STIM_004.jpg
103.925	2.702	correct	regulate	Run1	regulate/STIM_004.jpg
109.902	2.647	incorrect	regulate	Run1	regulate/STIM_005.jpg
116.135	2.94	correct	regulate	Run1	regulate/STIM_005.jpg
121.756	1.57	correct	regulate	Run1	regulate/STIM_005.jpg
127.05	1.32	correct	regulate	Run1	regulate/STIM_005.jpg
130.789	2.853	correct	regulate	Run1	regulate/STIM_006.jpg
136.785	1.881	incorrect	regulate	Run1	regulate/STIM_006.jpg
141.825	2.037	correct	regulate	Run1	regulate/STIM_006.jpg
146.395	2.311	correct	regulate	Run1	regulate/STIM_006.jpg
151.063	2.379	correct	regulate	Run1	regulate/STIM_007.jpg
156.367	2.088	incorrect	regulate	Run1	regulate/STIM_007.jpg
162.35	2.294	correct	regulate	Run1	regulate/STIM_007.jpg
166.992	1.709	correct	regulate	Run1	regulate/STIM_007.jpg
172.308	3.061	correct	regulate	Run1	regulate/STIM_008.jpg
177.544	3.034	correct	regulate	Run1	regulate/STIM_008.jpg
182.882	1.676	correct	regulate	Run1	regulate/STIM_008.jpg
188.285	2.626	correct	regulate	Run1	regulate/STIM_008.jpg
193.712	1.899	correct	regulate	Run1	regulate/STIM_009.jpg
199.252	2.636	incorrect	regulate	Run1	regulate/STIM_009.jpg
204.925	2.68	correct	regulate	Run1	regulate/STIM_009.jpg
209.906	1.763	correct	regulate	Run1	regulate/STIM_009.jpg
215.353	2.668	correct	regulate	Run1	regulate/STIM_010.jpg
221.932	2.429	correct	regulate	Run1	regulate/STIM_010.jpg
227.989	1.327	incorrect	regulate	Run1	regulate/STIM_010.jpg
231.825	2.7	correct	regulate	Run1	regulate/STIM_010.jpg
237.3	1.594	correct	regulate	Run1	regulate/STIM_011.jpg
241.971	2.451	correct	regulate	Run1	regulate/STIM_011.jpg
247.007	2.119	incorrect	regulate	Run1	regulate/STIM_011.jpg
252.28	2.149	correct	regulate	Run1	regulate/STIM_011.jpg
258.411	2.468	correct	regulate	Run1	regulate/STIM_012.jpg
263.075	1.727	correct	regulate	Run1	regulate/STIM_012.jpg
268.406	1.694	incorrect	regulate	Run1	regulate/STIM_012.jpg
272.329	2.021	correct	regulate	Run1	regulate/STIM_012.jpg
277.054	2.446	correct	regulate	Run1	regulate/STIM_013.jpg
282.389	2.242	correct	regulate	Run1	regulate/STIM_013.jpg
288.183	1.844	incorrect	regulate	Run1	regulate/STIM_013.jpg
293.437	1.981	correct	regulate	Run1	regulate/STIM_013.jpg
298.87	1.82	correct	regulate	Run1	regulate/STIM_014.jpg
304.236	1.37	correct	regulate	Run1	regulate/STIM_014.jpg
308.047	2.903	incorrect	regulate	Run1	regulate/STIM_014.jpg
313.44	2.283	correct	regulate	Run1	regulate/STIM_014.jpg
318.441	2.379	correct	regulate	Run1	regulate/STIM_015.jpg
323.465	2.2	correct	regulate	Run1	regulate/STIM_015.jpg
328.992	1.642	correct	regulate	Run1	regulate/STIM_015.jpg
334.358	1.874	incorrect	regulate	Run1	regulate/STIM_015.jpg
338.462	1.641	incorrect	regulate	Run1	regulate/STIM_016.jpg
342.868	2.499	correct	regulate	Run1	regulate/STIM_016.jpg
348.062	2.097	incorrect	regulate	Run1	regulate/STIM_016.jpg
353.841	2.715	incorrect	regulate	Run1	regulate/STIM_016.jpg
360.452	1.632	correct	regulate	Run1	regulate/STIM_017.jpg
364.979	2.635	incorrect	regulate	Run1	regulate/STIM_017.jpg
369.97	2.528	correct	regulate	Run1	regulate/STIM_017.jpg
374.967	2.734	correct	regulate	Run1	regulate/STIM_017.jpg
