onset	duration	accuracy_binary	trial_type	learning_stage	stimulus
0.0	0.996	1	2back	Block1	2back/STIM_000.jpg
3.685	1.059	1	2back	Block1	2back/STIM_000.jpg
8.026	1.304	1	2back	Block1	2back/STIM_000.jpg
12.211	0.833	1	2back	Block1	2back/STIM_001.jpg
16.292	0.746	1	2back	Block1	2back/STIM_001.jpg
19.93	0.941	1	2back	Block1	2back/STIM_001.jpg
23.505	1.185	1	2back	Block1	2back/STIM_002.jpg
28.303	1.1	1	2back	Block1	2back/STIM_002.jpg
32.431	0.806	1	2back	Block1	2back/STIM_002.jpg
35.577	0.776	1	2back	Block1	2back/STIM_003.jpg
40.222	0.698	1	2back	Block1	2back/STIM_003.jpg
43.155	1.078	1	2back	Block1	2back/STIM_003.jpg
47.406	1.129	1	2back	Block1	2back/STIM_004.jpg
50.91	1.308	0	2back	Block1	2back/STIM_004.jpg
55.703	1.002	1	2back	Block1	2back/STIM_004.jpg
59.937	1.243	1	2back	Block1	2back/STIM_005.jpg
63.827	1.361	1	2back	Block1	2back/STIM_005.jpg
68.231	0.886	1	2back	Block1	2back/STIM_005.jpg
72.222	0.768	1	2back	Block1	2back/STIM_006.jpg
75.798	1.117	1	2back	Block1	2back/STIM_006.jpg
80.44	0.88	1	2back	Block1	2back/STIM_006.jpg
83.542	0.765	1	2back	Block1	2back/STIM_007.jpg
87.131	0.749	1	2back	Block1	2back/STIM_007.jpg
90.361	0.627	0	2back	Block1	2back/STIM_007.jpg
93.799	0.646	0	2back	Block1	2back/STIM_008.jpg
97.976	0.885	1	2back	Block1	2back/STIM_008.jpg
101.496	0.965	1	2back	Block1	2back/STIM_008.jpg
105.457	1.025	0	2back	Block1	2back/STIM_009.jpg
108.712	0.814	1	2back	Block1	2back/STIM_009.jpg
111.901	1.117	1	2back	Block1	2back/STIM_009.jpg
115.017	0.828	1	2back	Block1	2back/STIM_010.jpg
119.328	1.366	1	2back	Block1	2back/STIM_010.jpg
123.636	1.228	1	2back	Block1	2back/STIM_010.jpg
127.051	0.739	1	2back	Block1	2back/STIM_011.jpg
130.076	1.1	1	2back	Block1	2back/STIM_011.jpg
134.515	0.826	1	2back	Block1	2back/STIM_011.jpg
139.067	1.38	1	2back	Block1	2back/STIM_012.jpg
143.782	1.238	1	2back	Block1	2back/STIM_012.jpg
147.687	0.738	1	2back	Block1	2back/STIM_012.jpg
151.439	0.959	1	2back	Block1	2back/STIM_013.jpg
154.554	0.782	0	2back	Block1	2back/STIM_013.jpg
158.79	0.873	1	2back	Block1	2back/STIM_013.jpg
162.18	0.758	1	2back	Block1	2back/STIM_014.jpg
166.561	0.943	1	2back	Block1	2back/STIM_014.jpg
171.088	1.197	1	2back	Block1	2back/STIM_014.jpg
175.015	0.829	1	2back	Block1	2back/STIM_015.jpg
179.73	0.697	1	2back	Block1	2back/STIM_015.jpg
183.07	0.744	1	2back	Block1	2back/STIM_015.jpg
186.573	1.101	0	2back	Block1	2back/STIM_016.jpg
190.165	0.712	1	2back	Block1	2back/STIM_016.jpg
193.762	1.223	1	2back	Block1	2back/STIM_016.jpg
198.103	1.05	1	2back	Block1	2back/STIM_017.jpg
202.712	0.913	0	2back	Block1	2back/STIM_017.jpg
206.43	0.671	1	2back	Block1	2back/STIM_017.jpg
209.701	0.624	1	2back	Block1	2back/STIM_018.jpg
212.419	0.794	0	2back	Block1	2back/STIM_018.jpg
217.136	1.054	1	2back	Block1	2back/STIM_018.jpg
221.681	1.122	1	2back	Block1	2back/STIM_019.jpg
226.13	1.306	1	2back	Block1	2back/STIM_019.jpg
230.419	1.209	1	2back	Block1	2back/STIM_019.jpg
234.526	0.977	1	2back	Block1	2back/STIM_020.jpg
238.82	0.72	1	2back	Block1	2back/STIM_020.jpg
242.23	1.072	1	2back	Block1	2back/STIM_020.jpg
247.093	1.281	1	2back	Block1	2back/STIM_021.jpg
251.791	0.95	1	2back	Block1	2back/STIM_021.jpg
256.416	0.687	1	2back	Block1	2back/STIM_021.jpg
259.304	1.11	1	2back	Block1	2back/STIM_022.jpg
264.128	1.356	1	2back	Block1	2back/STIM_022.jpg
268.34	1.25	1	2back	Block1	2back/STIM_022.jpg
272.43	1.156	0	2back	Block1	2back/STIM_023.jpg
276.615	1.016	1	2back	Block1	2back/STIM_023.jpg
281.592	1.073	1	2back	Block1	2back/STIM_023.jpg
285.603	1.423	1	2back	Block1	2back/STIM_024.jpg
290.309	0.989	1	2back	Block1	2back/STIM_024.jpg
293.693	0.653	1	2back	Block1	2back/STIM_024.jpg
297.783	1.437	1	2back	Block1	2back/STIM_025.jpg
302.131	0.603	1	2back	Block1	2back/STIM_025.jpg
305.995	0.778	1	2back	Block1	2back/STIM_025.jpg
308.887	0.72	1	2back	Block1	2back/STIM_026.jpg
