onset	duration	trial_type	condition	block	trial	difficulty_level	expression	correct_answer	user_answer	response_time_ms	is_correct	is_timeout
0.0	6.969	FLOW_B	B	1	1	1	103 + 9	112	112.0	6969.0	1	0
11.018	2.521	FLOW_B	B	1	2	1	8 + 101	109	109.0	2520.8	1	0
17.559	2.914	FLOW_B	B	1	3	1	104 + 8	112	112.0	2913.6	1	0
24.507	4.437	FLOW_B	B	1	4	1	104 + 7	111	111.0	4436.7	1	0
32.974	2.482	FLOW_B	B	1	5	1	101 + 6	107	107.0	2481.7	1	0
39.499	2.644	FLOW_B	B	1	6	1	107 + 9	116	116.0	2644.0	1	0
46.169	3.176	FLOW_B	B	1	7	1	6 + 108	114	114.0	3176.1	1	0
53.381	2.647	FLOW_B	B	1	8	1	5 + 109	114	114.0	2647.1	1	0
60.08	2.094	FLOW_B	B	1	9	1	3 + 101	104	104.0	2093.5	1	0
66.216	1.815	FLOW_B	B	1	10	1	104 + 8	112	112.0	1815.3	1	0
72.057	2.042	FLOW_B	B	1	11	1	6 + 101	107	107.0	2042.4	1	0
78.133	2.395	FLOW_B	B	1	12	1	4 + 100	104	104.0	2395.1	1	0
84.555	2.644	FLOW_B	B	1	13	1	3 + 107	110	110.0	2644.4	1	0
91.233	2.651	FLOW_B	B	1	14	1	1 + 109	110	110.0	2651.4	1	0
97.921	1.989	FLOW_B	B	1	15	1	101 + 4	105	105.0	1989.1	1	0
103.933	2.575	FLOW_B	B	1	16	1	101 + 5	106	106.0	2574.7	1	0
110.509	2.874	FLOW_B	B	1	17	1	105 + 6	111	111.0	2874.1	1	0
117.404	3.261	FLOW_B	B	1	18	1	8 + 107	115	115.0	3260.8	1	0
124.697	2.344	FLOW_B	B	1	19	1	8 + 108	116	116.0	2343.8	1	0
131.074	2.246	FLOW_B	B	1	20	1	1 + 108	109	109.0	2246.4	1	0
137.35	2.099	FLOW_B	B	1	21	1	101 + 9	110	110.0	2098.9	1	0
143.476	2.144	FLOW_B	B	1	22	1	102 + 6	108	108.0	2144.1	1	0
149.654	3.286	FLOW_B	B	1	23	1	6 + 105	111	111.0	3285.5	1	0
156.969	2.842	FLOW_B	B	1	24	1	3 + 108	111	111.0	2841.9	1	0
163.823	2.378	FLOW_B	B	1	25	1	103 + 5	108	108.0	2378.0	1	0
218.606	8.9	FLOW_F	F	2	1	5	102 + 1 + 25 + 12	140	140.0	8899.9	1	0
231.524	8.764	FLOW_F	F	2	2	5	5 + 55 + 109 + 44	213	213.0	8764.3	1	0
244.333	18.021	FLOW_F	F	2	3	6	89 + 19 + 96 + 108	312	n/a	18021.1	0	1
266.397	10.351	FLOW_F	F	2	4	6	103 + 48 + 85 + 24	260	160.0	10350.6	0	0
280.763	8.488	FLOW_F	F	2	5	5	40 + 2 + 62 + 109	213	213.0	8487.6	1	0
293.273	12.538	FLOW_F	F	2	6	5	86 + 55 + 9 + 101	251	251.0	12537.5	1	0
309.848	13.874	FLOW_F	F	2	7	6	15 + 100 + 92 + 44	251	251.0	13874.3	1	0
327.752	10.373	FLOW_F	F	2	8	6	26 + 16 + 33 + 107	182	182.0	10373.4	1	0
342.141	18.011	FLOW_F	F	2	9	7	109 + 80 + 7 + 59 + 63	318	n/a	18011.2	0	1
364.166	16.818	FLOW_F	F	2	10	7	109 + 99 + 2 + 39 + 72	321	319.0	16818.3	0	0
385.02	3.606	FLOW_F	F	2	11	6	107 + 83 + 35 + 64	289	n/a	3606.1	0	1
428.254	18.004	FLOW_O	O	3	1	8	32 + 30 + 106 + 90 + 64	322	n/a	18004.1	0	1
450.269	18.011	FLOW_O	O	3	2	8	21 + 80 + 22 + 102 + 61	286	n/a	18011.3	0	1
472.304	15.272	FLOW_O	O	3	3	8	105 + 41 + 69 + 80 + 17	312	312.0	15271.6	1	0
491.617	18.008	FLOW_O	O	3	4	8	80 + 52 + 66 + 94 + 109	401	n/a	18007.9	0	1
513.658	12.091	FLOW_O	O	3	5	8	67 + 43 + 64 + 34 + 101	309	309.0	12090.6	1	0
529.77	18.003	FLOW_O	O	3	6	8	52 + 101 + 74 + 44 + 97	368	n/a	18002.7	0	1
551.823	18.021	FLOW_O	O	3	7	8	38 + 46 + 101 + 84 + 29	298	n/a	18020.9	0	1
573.85	18.022	FLOW_O	O	3	8	8	18 + 76 + 68 + 103 + 91	356	n/a	18022.1	0	1
595.887	2.376	FLOW_O	O	3	9	8	36 + 16 + 50 + 108 + 59	269	n/a	2376.0	0	1
641.145	2.816	FLOW_B	B	4	1	1	2 + 101	103	103.0	2816.5	1	0
647.975	2.165	FLOW_B	B	4	2	1	7 + 102	109	109.0	2164.7	1	0
654.15	2.475	FLOW_B	B	4	3	1	103 + 9	112	112.0	2475.1	1	0
660.655	2.753	FLOW_B	B	4	4	1	8 + 100	108	108.0	2752.9	1	0
667.428	4.463	FLOW_B	B	4	5	1	106 + 8	114	114.0	4463.1	1	0
675.914	1.986	FLOW_B	B	4	6	1	8 + 108	116	116.0	1985.5	1	0
681.936	2.542	FLOW_B	B	4	7	1	4 + 102	106	106.0	2542.3	1	0
