onset	duration	accuracy	trial_type	learning_stage	stimulus	coherence	signal_detection_theory
0.000	n/a	n/a	learning	LS1	PICTURE_465.jpg	c	late
25.000	14.335	incorrect	learning	LS1	PICTURE_592.jpg	i	false alarm
39.335	12.913	correct	learning	LS1	PICTURE_379.jpg	i	correct rejection
52.248	19.162	incorrect	learning	LS1	PICTURE_692.jpg	c	miss
71.410	14.542	correct	learning	LS1	PICTURE_379.jpg	c	hit
85.952	17.276	correct	learning	LS1	PICTURE_592.jpg	c	hit
103.228	15.535	incorrect	learning	LS1	PICTURE_465.jpg	i	false alarm
118.763	14.112	incorrect	learning	LS1	PICTURE_640.jpg	i	false alarm
132.875	19.884	correct	learning	LS1	PICTURE_692.jpg	i	correct rejection
152.759	20.064	correct	learning	LS1	PICTURE_640.jpg	c	hit
172.823	24.440	correct	learning	LS2	PICTURE_379.jpg	i	correct rejection
197.263	23.977	correct	learning	LS2	PICTURE_640.jpg	c	hit
221.240	12.168	correct	learning	LS2	PICTURE_592.jpg	c	hit
233.408	11.067	correct	learning	LS2	PICTURE_379.jpg	c	hit
244.475	9.964	correct	learning	LS2	PICTURE_640.jpg	i	correct rejection
254.439	10.141	correct	learning	LS2	PICTURE_692.jpg	c	hit
264.580	23.904	incorrect	learning	LS2	PICTURE_465.jpg	c	miss
288.484	8.736	correct	learning	LS2	PICTURE_592.jpg	i	correct rejection
297.220	14.028	correct	learning	LS2	PICTURE_692.jpg	i	correct rejection
311.248	13.247	incorrect	learning	LS2	PICTURE_465.jpg	i	false alarm
324.495	15.224	correct	learning	LS3	PICTURE_692.jpg	c	hit
339.719	6.607	correct	learning	LS3	PICTURE_592.jpg	c	hit
346.326	13.180	correct	learning	LS3	PICTURE_379.jpg	i	correct rejection
359.506	10.001	correct	learning	LS3	PICTURE_692.jpg	i	correct rejection
369.507	10.661	correct	learning	LS3	PICTURE_465.jpg	c	hit
380.168	13.715	correct	learning	LS3	PICTURE_640.jpg	i	correct rejection
393.883	11.493	correct	learning	LS3	PICTURE_379.jpg	c	hit
405.376	12.469	correct	learning	LS3	PICTURE_592.jpg	i	correct rejection
417.845	11.049	correct	learning	LS3	PICTURE_640.jpg	c	hit
428.894	12.185	correct	learning	LS3	PICTURE_465.jpg	i	correct rejection
441.079	11.282	correct	learning	LS4	PICTURE_592.jpg	i	correct rejection
452.361	9.539	correct	learning	LS4	PICTURE_692.jpg	c	hit
461.900	8.277	correct	learning	LS4	PICTURE_379.jpg	c	hit
470.177	8.296	correct	learning	LS4	PICTURE_692.jpg	i	correct rejection
478.473	8.793	correct	learning	LS4	PICTURE_465.jpg	c	hit
487.266	8.011	correct	learning	LS4	PICTURE_640.jpg	c	hit
495.277	8.990	correct	learning	LS4	PICTURE_592.jpg	c	hit
504.267	8.368	correct	learning	LS4	PICTURE_465.jpg	i	correct rejection
512.635	11.423	correct	learning	LS4	PICTURE_379.jpg	i	correct rejection
524.058	9.842	correct	learning	LS4	PICTURE_640.jpg	i	correct rejection
533.900	13.257	correct	learning	LS1	PICTURE_654.jpg	c	hit
547.157	15.352	incorrect	learning	LS1	PICTURE_38.jpg	i	false alarm
562.509	9.457	incorrect	learning	LS1	PICTURE_659.jpg	i	false alarm
571.966	15.069	incorrect	learning	LS1	PICTURE_212.jpg	i	false alarm
587.035	12.209	correct	learning	LS1	PICTURE_659.jpg	c	hit
599.244	11.109	incorrect	learning	LS1	PICTURE_26.jpg	i	false alarm
610.353	18.637	correct	learning	LS1	PICTURE_212.jpg	c	hit
628.990	14.494	incorrect	learning	LS1	PICTURE_26.jpg	c	miss
643.484	12.434	incorrect	learning	LS1	PICTURE_654.jpg	i	false alarm
655.918	20.123	correct	learning	LS1	PICTURE_38.jpg	c	hit
