trial_index	trial_type	block_number	block_type	is_practice	n_left_clicks	go_first_left_inside	go_first_left_rt	parse_failed_time	parse_failed_xy	parse_failed_buttons	mismatched_lengths	any_rb_nonzero	any_mb_nonzero	any_click	any_left	any_right	nogo_stop_time	nogo_stopped	nogo_outcome	nogo_parse_failed	rt_combined	accuracy
1	go	1	go_only	1	1	1	0.592834	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.592834	1
2	go	1	go_only	1	1	1	0.459425	0	0	0	0	0	0	1	1	0	n/a	0	too_short_after_peak	0	0.459425	1
3	go	1	go_only	1	1	1	0.576318	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.576318	1
4	go	1	go_only	1	1	1	0.559582	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.559582	1
5	go	1	go_only	1	1	1	0.344034	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.344034	1
6	go	1	go_only	1	1	1	0.376384	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.376384	1
7	go	1	go_only	1	1	1	0.395443	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.395443	1
8	go	1	go_only	1	1	0	0.277852	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	n/a	0
9	go	1	go_only	1	1	1	0.378976	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.378976	1
10	go	1	go_only	1	1	1	0.278146	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.278146	1
11	go	1	go_only	1	1	1	0.326510	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.326510	1
12	go	1	go_only	1	2	0	0.245136	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	n/a	0
13	go	1	go_only	1	3	0	0.258665	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	n/a	0
14	go	1	go_only	1	1	1	0.327091	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.327091	1
15	go	1	go_only	1	2	0	0.293983	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	n/a	0
16	go	1	go_only	1	1	1	0.476821	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.476821	1
17	go	1	go_only	1	1	1	0.313139	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.313139	1
18	go	1	go_only	1	1	1	0.327165	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.327165	1
19	go	2	go_nogo_prac	1	1	1	0.461408	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.461408	1
20	go	2	go_nogo_prac	1	1	1	0.428495	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.428495	1
21	go	2	go_nogo_prac	1	1	1	0.494962	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.494962	1
22	nogo	2	go_nogo_prac	1	1	0	0.676144	0	0	0	0	0	0	1	1	0	0.376045	1	stopped_early	0	n/a	0
23	go	2	go_nogo_prac	1	1	1	0.543456	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.543456	1
24	go	2	go_nogo_prac	1	1	1	0.526336	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.526336	1
25	nogo	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	0	0	0	0	0	0.591375	1	stopped_early	0	0.591375	1
26	go	2	go_nogo_prac	1	1	1	0.493714	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.493714	1
27	go	2	go_nogo_prac	1	1	1	1.177228	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	1.177228	1
28	go	2	go_nogo_prac	1	1	1	0.476301	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.476301	1
29	go	2	go_nogo_prac	1	1	1	0.377423	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.377423	1
30	go	2	go_nogo_prac	1	1	1	0.528299	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.528299	1
31	go	2	go_nogo_prac	1	1	1	0.561655	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.561655	1
32	go	2	go_nogo_prac	1	1	1	0.461843	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.461843	1
33	nogo	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	0	0	0	0	0	0.560141	1	stopped_early	0	0.560141	1
34	go	2	go_nogo_prac	1	1	1	0.460591	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.460591	1
35	nogo	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	0	0	0	0	0	0.643164	1	stopped_early	0	0.643164	1
36	go	2	go_nogo_prac	1	1	1	0.560662	0	0	0	0	0	0	1	1	0	n/a	0	too_short_after_peak	0	0.560662	1
37	go	3	go_only	0	1	1	0.427207	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.427207	1
