onset	duration	trial_type	condition	block	trial	difficulty_level	expression	correct_answer	user_answer	response_time_ms	is_correct	is_timeout
0.0	2.835	FLOW_B	B	1	1	1	2 + 101	103	103.0	2835.1	1	0
6.844	2.592	FLOW_B	B	1	2	1	1 + 100	101	101.0	2592.0	1	0
13.459	5.564	FLOW_B	B	1	3	1	108 + 7	115	115.0	5564.1	1	0
23.064	9.464	FLOW_B	B	1	4	1	107 + 9	116	116.0	9463.7	1	0
36.576	2.92	FLOW_B	B	1	5	1	4 + 106	110	110.0	2920.3	1	0
43.544	3.685	FLOW_B	B	1	6	1	105 + 8	113	113.0	3684.8	1	0
51.278	2.954	FLOW_B	B	1	7	1	2 + 106	108	108.0	2953.9	1	0
58.275	5.342	FLOW_B	B	1	8	1	8 + 103	111	111.0	5342.0	1	0
67.63	2.591	FLOW_B	B	1	9	1	3 + 102	105	105.0	2591.4	1	0
74.238	2.223	FLOW_B	B	1	10	1	109 + 1	110	110.0	2223.2	1	0
80.51	2.689	FLOW_B	B	1	11	1	105 + 3	108	108.0	2689.2	1	0
87.25	2.972	FLOW_B	B	1	12	1	108 + 5	113	113.0	2971.6	1	0
94.26	2.835	FLOW_B	B	1	13	1	5 + 100	105	105.0	2834.6	1	0
101.103	5.237	FLOW_B	B	1	14	1	106 + 7	113	113.0	5236.7	1	0
110.383	2.599	FLOW_B	B	1	15	1	104 + 1	105	105.0	2598.7	1	0
117.027	2.27	FLOW_B	B	1	16	1	2 + 102	104	104.0	2270.2	1	0
123.338	2.913	FLOW_B	B	1	17	1	3 + 106	109	109.0	2912.9	1	0
130.29	3.046	FLOW_B	B	1	18	1	7 + 105	112	112.0	3046.1	1	0
137.358	3.115	FLOW_B	B	1	19	1	8 + 108	116	116.0	3114.7	1	0
144.514	2.186	FLOW_B	B	1	20	1	9 + 100	109	109.0	2186.4	1	0
150.71	5.116	FLOW_B	B	1	21	1	106 + 8	114	114.0	5115.8	1	0
159.836	2.324	FLOW_B	B	1	22	1	101 + 3	104	104.0	2324.2	1	0
166.188	3.233	FLOW_B	B	1	23	1	108 + 3	111	111.0	3233.2	1	0
220.727	17.051	FLOW_O	O	2	1	8	105 + 65 + 28 + 51 + 83	332	350.0	17050.7	0	0
241.786	13.863	FLOW_O	O	2	2	8	82 + 84 + 97 + 103 + 44	410	306.0	13862.6	0	0
259.664	18.018	FLOW_O	O	2	3	8	46 + 14 + 39 + 84 + 109	292	n/a	18018.2	0	1
281.704	18.02	FLOW_O	O	2	4	8	40 + 108 + 79 + 47 + 88	362	n/a	18020.3	0	1
303.738	15.467	FLOW_O	O	2	5	8	34 + 20 + 52 + 106 + 18	230	224.0	15466.9	0	0
323.255	17.624	FLOW_O	O	2	6	8	83 + 90 + 32 + 104 + 90	399	388.0	17624.0	0	0
344.903	18.003	FLOW_O	O	2	7	8	15 + 79 + 53 + 63 + 108	318	n/a	18002.7	0	1
366.933	15.473	FLOW_O	O	2	8	8	61 + 33 + 51 + 108 + 99	352	347.0	15472.7	0	0
386.416	4.318	FLOW_O	O	2	9	8	27 + 73 + 73 + 29 + 100	302	n/a	4318.2	0	1
431.183	16.032	FLOW_F	F	3	1	5	9 + 99 + 105 + 89	302	302.0	16032.3	1	0
451.252	18.003	FLOW_F	F	3	2	5	61 + 106 + 4 + 51	222	n/a	18003.1	0	1
473.256	10.824	FLOW_F	F	3	3	5	56 + 85 + 100 + 9	250	250.0	10824.1	1	0
488.081	11.747	FLOW_F	F	3	4	5	100 + 72 + 9 + 27	208	300.0	11747.2	0	0
503.83	18.012	FLOW_F	F	3	5	5	106 + 2 + 21 + 68	197	n/a	18011.7	0	1
525.842	6.64	FLOW_F	F	3	6	4	53 + 108 + 82	243	148.0	6639.7	0	0
536.535	9.543	FLOW_F	F	3	7	4	14 + 14 + 103	131	131.0	9542.8	1	0
550.123	14.367	FLOW_F	F	3	8	4	61 + 28 + 104	193	193.0	14366.7	1	0
568.493	10.22	FLOW_F	F	3	9	5	108 + 5 + 22 + 18	153	153.0	10219.6	1	0
582.753	14.469	FLOW_F	F	3	10	5	84 + 108 + 3 + 38	233	228.0	14468.7	0	0
636.811	2.988	FLOW_B	B	4	1	1	3 + 100	103	103.0	2987.8	1	0
643.808	3.429	FLOW_B	B	4	2	1	106 + 9	115	115.0	3429.0	1	0
651.279	2.044	FLOW_B	B	4	3	1	6 + 106	112	112.0	2044.0	1	0
657.366	2.574	FLOW_B	B	4	4	1	4 + 108	112	112.0	2574.5	1	0
663.948	2.903	FLOW_B	B	4	5	1	102 + 2	104	104.0	2902.6	1	0
670.853	3.04	FLOW_B	B	4	6	1	107 + 7	114	114.0	3040.2	1	0
677.936	2.379	FLOW_B	B	4	7	1	4 + 104	108	108.0	2379.4	1	0
684.351	1.999	FLOW_B	B	4	8	1	107 + 7	114	114.0	1999.3	1	0
690.387	2.493	FLOW_B	B	4	9	1	106 + 6	112	112.0	2493.0	1	0
696.934	2.494	FLOW_B	B	4	10	1	7 + 103	110	110.0	2493.6	1	0
703.466	3.231	FLOW_B	B	4	11	1	2 + 104	106	106.0	3230.9	1	0
710.735	2.163	FLOW_B	B	4	12	1	107 + 2	109	109.0	2162.6	1	0
