onset	duration	accuracy_binary	trial_type	learning_stage	stimulus
0.0	2.888	0	regulate	Run1	regulate/STIM_000.jpg
4.757	3.673	1	regulate	Run1	regulate/STIM_000.jpg
10.788	2.831	1	regulate	Run1	regulate/STIM_000.jpg
16.172	2.304	0	regulate	Run1	regulate/STIM_000.jpg
21.72	2.79	1	regulate	Run1	regulate/STIM_001.jpg
26.753	3.507	1	regulate	Run1	regulate/STIM_001.jpg
32.398	2.532	1	regulate	Run1	regulate/STIM_001.jpg
37.491	2.104	1	regulate	Run1	regulate/STIM_001.jpg
43.097	2.725	0	regulate	Run1	regulate/STIM_002.jpg
49.125	2.377	1	regulate	Run1	regulate/STIM_002.jpg
54.563	2.25	1	regulate	Run1	regulate/STIM_002.jpg
59.242	1.678	1	regulate	Run1	regulate/STIM_002.jpg
63.438	2.52	1	regulate	Run1	regulate/STIM_003.jpg
67.855	3.045	1	regulate	Run1	regulate/STIM_003.jpg
73.437	2.51	1	regulate	Run1	regulate/STIM_003.jpg
77.998	3.39	1	regulate	Run1	regulate/STIM_003.jpg
83.904	2.064	1	regulate	Run1	regulate/STIM_004.jpg
88.232	2.291	1	regulate	Run1	regulate/STIM_004.jpg
94.052	3.586	1	regulate	Run1	regulate/STIM_004.jpg
99.692	2.423	0	regulate	Run1	regulate/STIM_004.jpg
103.869	3.841	1	regulate	Run1	regulate/STIM_005.jpg
109.905	2.87	0	regulate	Run1	regulate/STIM_005.jpg
116.343	3.012	1	regulate	Run1	regulate/STIM_005.jpg
121.297	1.772	1	regulate	Run1	regulate/STIM_005.jpg
125.502	3.362	1	regulate	Run1	regulate/STIM_006.jpg
131.884	2.363	1	regulate	Run1	regulate/STIM_006.jpg
137.197	2.948	1	regulate	Run1	regulate/STIM_006.jpg
141.789	1.938	0	regulate	Run1	regulate/STIM_006.jpg
146.101	1.833	1	regulate	Run1	regulate/STIM_007.jpg
150.073	1.837	1	regulate	Run1	regulate/STIM_007.jpg
155.508	3.035	1	regulate	Run1	regulate/STIM_007.jpg
160.499	1.729	1	regulate	Run1	regulate/STIM_007.jpg
164.497	3.35	0	regulate	Run1	regulate/STIM_008.jpg
171.104	3.797	0	regulate	Run1	regulate/STIM_008.jpg
177.872	1.588	1	regulate	Run1	regulate/STIM_008.jpg
182.836	1.536	1	regulate	Run1	regulate/STIM_008.jpg
186.611	3.297	1	regulate	Run1	regulate/STIM_009.jpg
191.65	3.578	1	regulate	Run1	regulate/STIM_009.jpg
198.694	2.199	1	regulate	Run1	regulate/STIM_009.jpg
204.563	2.398	1	regulate	Run1	regulate/STIM_009.jpg
210.335	3.964	1	regulate	Run1	regulate/STIM_010.jpg
216.119	1.933	0	regulate	Run1	regulate/STIM_010.jpg
220.914	1.97	1	regulate	Run1	regulate/STIM_010.jpg
225.263	2.591	1	regulate	Run1	regulate/STIM_010.jpg
