onset	duration	trial_type	condition	block	trial	difficulty_level	expression	correct_answer	user_answer	response_time_ms	is_correct	is_timeout
0.0	1.936	FLOW_B	B	1	1	1	101 + 4	105	105.0	1936.0	1	0
5.963	1.488	FLOW_B	B	1	2	1	102 + 7	109	109.0	1488.1	1	0
11.458	1.898	FLOW_B	B	1	3	1	9 + 102	111	111.0	1898.0	1	0
17.372	1.93	FLOW_B	B	1	4	1	7 + 104	111	111.0	1929.8	1	0
23.315	1.586	FLOW_B	B	1	5	1	5 + 104	109	109.0	1586.0	1	0
28.914	1.717	FLOW_B	B	1	6	1	103 + 8	111	111.0	1716.6	1	0
34.638	1.668	FLOW_B	B	1	7	1	7 + 103	110	110.0	1667.5	1	0
40.36	2.504	FLOW_B	B	1	8	1	7 + 109	116	106.0	2503.9	0	0
46.868	1.307	FLOW_B	B	1	9	1	9 + 100	109	109.0	1306.6	1	0
52.177	3.061	FLOW_B	B	1	10	1	5 + 109	114	114.0	3060.9	1	0
59.26	1.38	FLOW_B	B	1	11	1	100 + 1	101	101.0	1380.5	1	0
64.659	1.245	FLOW_B	B	1	12	1	6 + 105	111	111.0	1245.0	1	0
69.908	2.026	FLOW_B	B	1	13	1	6 + 108	114	114.0	2026.5	1	0
75.978	1.94	FLOW_B	B	1	14	1	6 + 102	108	108.0	1940.2	1	0
81.92	1.773	FLOW_B	B	1	15	1	6 + 102	108	108.0	1773.1	1	0
87.747	1.452	FLOW_B	B	1	16	1	103 + 5	108	108.0	1452.2	1	0
93.249	2.706	FLOW_B	B	1	17	1	8 + 107	115	115.0	2706.4	1	0
100.006	1.464	FLOW_B	B	1	18	1	8 + 107	115	115.0	1464.4	1	0
105.525	1.721	FLOW_B	B	1	19	1	5 + 102	107	107.0	1720.6	1	0
111.249	1.33	FLOW_B	B	1	20	1	103 + 3	106	106.0	1329.6	1	0
116.587	1.749	FLOW_B	B	1	21	1	7 + 106	113	113.0	1748.8	1	0
122.38	1.549	FLOW_B	B	1	22	1	8 + 107	115	115.0	1549.2	1	0
127.968	1.905	FLOW_B	B	1	23	1	6 + 104	110	110.0	1905.2	1	0
133.911	2.333	FLOW_B	B	1	24	1	2 + 105	107	107.0	2333.0	1	0
140.298	1.762	FLOW_B	B	1	25	1	108 + 4	112	112.0	1762.4	1	0
146.064	2.069	FLOW_B	B	1	26	1	1 + 104	105	105.0	2069.0	1	0
152.137	1.617	FLOW_B	B	1	27	1	100 + 4	104	104.0	1617.1	1	0
157.759	1.236	FLOW_B	B	1	28	1	3 + 100	103	103.0	1235.9	1	0
163.046	1.764	FLOW_B	B	1	29	1	4 + 107	111	111.0	1763.5	1	0
168.851	1.16	FLOW_B	B	1	30	1	8 + 109	117	n/a	1159.6	0	1
215.168	18.016	FLOW_F	F	2	1	9	63 + 82 + 107 + 6 + 16 + 24	298	n/a	18015.9	0	1
237.208	16.147	FLOW_F	F	2	2	9	63 + 1 + 54 + 104 + 71 + 76	369	369.0	16146.9	1	0
257.396	18.017	FLOW_F	F	2	3	9	21 + 61 + 53 + 4 + 101 + 47	287	n/a	18016.6	0	1
279.415	10.254	FLOW_F	F	2	4	9	19 + 31 + 59 + 35 + 8 + 104	256	246.0	10253.8	0	0
293.687	13.899	FLOW_F	F	2	5	8	18 + 107 + 90 + 61 + 76	352	352.0	13899.3	1	0
311.628	9.254	FLOW_F	F	2	6	8	107 + 23 + 32 + 34 + 11	207	197.0	9253.8	0	0
