onset	duration	trial_type	condition	block	trial	difficulty_level	expression	correct_answer	user_answer	response_time_ms	is_correct	is_timeout
0.0	2.279	FLOW_B	B	1	1	1	109 + 3	112	112.0	2278.7	1	0
6.324	2.815	FLOW_B	B	1	2	1	9 + 104	113	115.0	2814.9	0	0
13.148	2.14	FLOW_B	B	1	3	1	102 + 6	108	108.0	2140.5	1	0
19.294	3.43	FLOW_B	B	1	4	1	108 + 5	113	113.0	3430.4	1	0
26.759	2.316	FLOW_B	B	1	5	1	101 + 4	105	105.0	2316.3	1	0
33.078	2.071	FLOW_B	B	1	6	1	103 + 9	112	112.0	2071.4	1	0
39.154	1.927	FLOW_B	B	1	7	1	6 + 104	110	110.0	1927.2	1	0
45.084	2.177	FLOW_B	B	1	8	1	103 + 2	105	105.0	2177.3	1	0
51.272	1.655	FLOW_B	B	1	9	1	4 + 107	111	111.0	1654.6	1	0
56.934	2.405	FLOW_B	B	1	10	1	106 + 7	113	113.0	2405.0	1	0
63.346	2.19	FLOW_B	B	1	11	1	9 + 107	116	116.0	2190.2	1	0
69.54	2.183	FLOW_B	B	1	12	1	104 + 4	108	108.0	2182.8	1	0
75.744	1.726	FLOW_B	B	1	13	1	107 + 8	115	115.0	1726.1	1	0
81.503	2.7	FLOW_B	B	1	14	1	105 + 1	106	106.0	2700.5	1	0
88.214	1.958	FLOW_B	B	1	15	1	106 + 8	114	114.0	1958.2	1	0
94.217	2.374	FLOW_B	B	1	16	1	7 + 103	110	110.0	2374.3	1	0
100.605	2.071	FLOW_B	B	1	17	1	9 + 108	117	117.0	2071.3	1	0
106.688	1.951	FLOW_B	B	1	18	1	100 + 8	108	108.0	1950.6	1	0
112.672	2.13	FLOW_B	B	1	19	1	6 + 109	115	115.0	2130.3	1	0
118.823	1.96	FLOW_B	B	1	20	1	104 + 5	109	109.0	1960.4	1	0
124.794	1.827	FLOW_B	B	1	21	1	109 + 8	117	117.0	1827.1	1	0
130.658	1.867	FLOW_B	B	1	22	1	105 + 7	112	112.0	1867.0	1	0
136.562	3.548	FLOW_B	B	1	23	1	1 + 102	103	103.0	3547.5	1	0
144.14	1.905	FLOW_B	B	1	24	1	109 + 1	110	110.0	1905.3	1	0
150.071	2.438	FLOW_B	B	1	25	1	2 + 101	103	103.0	2437.8	1	0
156.538	3.601	FLOW_B	B	1	26	1	2 + 104	106	106.0	3601.1	1	0
164.147	1.892	FLOW_B	B	1	27	1	3 + 102	105	105.0	1891.7	1	0
217.93	17.907	FLOW_O	O	2	1	9	71 + 98 + 20 + 41 + 5 + 102	337	337.0	17906.8	1	0
239.887	14.472	FLOW_O	O	2	2	9	45 + 5 + 17 + 40 + 69 + 100	276	276.0	14472.3	1	0
258.411	18.006	FLOW_O	O	2	3	10	64 + 103 + 57 + 57 + 46 + 58	385	n/a	18006.0	0	1
280.464	17.716	FLOW_O	O	2	4	10	50 + 27 + 47 + 88 + 102 + 12	326	326.0	17715.9	1	0
302.232	18.018	FLOW_O	O	2	5	10	84 + 13 + 106 + 18 + 44 + 35	300	n/a	18018.4	0	1
324.293	18.006	FLOW_O	O	2	6	10	109 + 27 + 74 + 67 + 46 + 72	395	n/a	18005.8	0	1
346.351	16.404	FLOW_O	O	2	7	9	44 + 4 + 76 + 11 + 33 + 101	269	269.0	16404.4	1	0
366.801	18.0	FLOW_O	O	2	8	9	73 + 104 + 67 + 15 + 9 + 16	284	n/a	18000.5	0	1
425.182	14.309	FLOW_F	F	3	1	6	25 + 77 + 105 + 28	235	235.0	14309.3	1	0
443.497	17.79	FLOW_F	F	3	2	6	68 + 101 + 68 + 64	301	301.0	17790.3	1	0
465.341	14.191	FLOW_F	F	3	3	7	20 + 98 + 103 + 9 + 65	295	297.0	14191.1	0	0
483.587	12.139	FLOW_F	F	3	4	7	65 + 1 + 29 + 109 + 80	284	286.0	12138.7	0	0
499.734	14.225	FLOW_F	F	3	5	6	92 + 101 + 21 + 26	240	240.0	14224.6	1	0
517.964	14.492	FLOW_F	F	3	6	6	55 + 104 + 52 + 15	226	266.0	14491.9	0	0
536.466	11.968	FLOW_F	F	3	7	6	85 + 105 + 75 + 51	316	316.0	11968.4	1	0
552.49	16.803	FLOW_F	F	3	8	6	45 + 29 + 107 + 80	261	261.0	16803.1	1	0
573.346	13.412	FLOW_F	F	3	9	7	2 + 93 + 42 + 90 + 106	333	333.0	13412.3	1	0
590.809	4.387	FLOW_F	F	3	10	7	7 + 100 + 23 + 30 + 16	176	n/a	4387.2	0	1
645.629	2.442	FLOW_B	B	4	1	1	9 + 102	111	111.0	2442.0	1	0
652.072	2.669	FLOW_B	B	4	2	1	3 + 105	108	108.0	2668.7	1	0
658.77	3.046	FLOW_B	B	4	3	1	104 + 4	108	108.0	3046.3	1	0
665.855	2.283	FLOW_B	B	4	4	1	3 + 108	111	111.0	2283.4	1	0
672.18	2.187	FLOW_B	B	4	5	1	4 + 102	106	106.0	2187.0	1	0
678.408	2.145	FLOW_B	B	4	6	1	9 + 101	110	110.0	2145.3	1	0
684.555	1.965	FLOW_B	B	4	7	1	3 + 106	109	109.0	1965.1	1	0
690.523	1.866	FLOW_B	B	4	8	1	6 + 102	108	108.0	1865.5	1	0
696.391	2.073	FLOW_B	B	4	9	1	6 + 104	110	110.0	2073.3	1	0
702.473	1.905	FLOW_B	B	4	10	1	6 + 108	114	114.0	1904.6	1	0
708.379	1.99	FLOW_B	B	4	11	1	7 + 101	108	108.0	1989.7	1	0
714.423	1.996	FLOW_B	B	4	12	1	9 + 103	112	112.0	1996.5	1	0
720.475	1.566	FLOW_B	B	4	13	1	7 + 103	110	110.0	1565.8	1	0
726.096	1.881	FLOW_B	B	4	14	1	6 + 107	113	113.0	1881.1	1	0
731.98	2.313	FLOW_B	B	4	15	1	1 + 108	109	109.0	2313.4	1	0
738.297	1.519	FLOW_B	B	4	16	1	5 + 107	112	112.0	1519.0	1	0
743.821	1.695	FLOW_B	B	4	17	1	1 + 100	101	101.0	1694.7	1	0
749.517	1.566	FLOW_B	B	4	18	1	105 + 7	112	112.0	1566.4	1	0
755.088	2.23	FLOW_B	B	4	19	1	8 + 109	117	117.0	2229.5	1	0
761.322	1.862	FLOW_B	B	4	20	1	6 + 109	115	115.0	1862.0	1	0
767.189	2.748	FLOW_B	B	4	21	1	102 + 9	111	111.0	2747.9	1	0
773.939	1.826	FLOW_B	B	4	22	1	1 + 109	110	110.0	1825.6	1	0
779.766	1.672	FLOW_B	B	4	23	1	3 + 107	110	110.0	1671.9	1	0
785.441	1.394	FLOW_B	B	4	24	1	107 + 5	112	112.0	1394.1	1	0
790.838	1.464	FLOW_B	B	4	25	1	4 + 107	111	111.0	1464.5	1	0
796.312	1.55	FLOW_B	B	4	26	1	107 + 4	111	111.0	1550.3	1	0
801.866	1.848	FLOW_B	B	4	27	1	9 + 100	109	109.0	1848.3	1	0
807.716	2.446	FLOW_B	B	4	28	1	1 + 103	104	104.0	2445.7	1	0
814.181	1.451	FLOW_B	B	4	29	1	106 + 1	107	n/a	1450.8	0	1
857.502	13.44	FLOW_O	O	5	1	9	108 + 50 + 29 + 70 + 8 + 25	290	300.0	13439.6	0	0
874.989	15.511	FLOW_O	O	5	2	9	38 + 29 + 3 + 100 + 74 + 31	275	275.0	15510.9	1	0
894.548	17.505	FLOW_O	O	5	3	9	13 + 5 + 106 + 93 + 82 + 67	366	366.0	17505.2	1	0
916.061	18.013	FLOW_O	O	5	4	10	19 + 79 + 91 + 109 + 16 + 25	339	n/a	18012.6	0	1
938.081	17.304	FLOW_O	O	5	5	10	41 + 16 + 58 + 108 + 64 + 46	333	333.0	17303.5	1	0
959.392	18.02	FLOW_O	O	5	6	10	14 + 79 + 39 + 75 + 36 + 101	344	n/a	18019.8	0	1
981.426	17.55	FLOW_O	O	5	7	10	96 + 11 + 19 + 100 + 87 + 66	379	379.0	17550.4	1	0
1002.989	18.022	FLOW_O	O	5	8	10	19 + 59 + 104 + 37 + 23 + 16	258	n/a	18022.1	0	1
1025.019	2.495	FLOW_O	O	5	9	10	58 + 99 + 60 + 80 + 102 + 97	496	n/a	2494.9	0	1
1068.894	2.857	FLOW_B	B	6	1	1	4 + 102	106	106.0	2856.6	1	0
1075.794	2.423	FLOW_B	B	6	2	1	6 + 109	115	115.0	2422.6	1	0
1082.246	2.142	FLOW_B	B	6	3	1	9 + 109	118	118.0	2142.1	1	0
1088.389	2.81	FLOW_B	B	6	4	1	102 + 1	103	103.0	2810.2	1	0
1095.24	1.897	FLOW_B	B	6	5	1	1 + 106	107	107.0	1896.7	1	0
1101.173	1.936	FLOW_B	B	6	6	1	6 + 108	114	114.0	1935.8	1	0
1107.158	1.741	FLOW_B	B	6	7	1	4 + 100	104	104.0	1740.9	1	0
1112.945	1.865	FLOW_B	B	6	8	1	8 + 109	117	117.0	1864.6	1	0
1118.85	1.695	FLOW_B	B	6	9	1	2 + 102	104	104.0	1694.7	1	0
1124.586	1.847	FLOW_B	B	6	10	1	101 + 6	107	107.0	1847.1	1	0
1130.47	1.647	FLOW_B	B	6	11	1	102 + 7	109	109.0	1646.6	1	0
1136.127	1.76	FLOW_B	B	6	12	1	101 + 5	106	106.0	1760.4	1	0
1141.934	1.568	FLOW_B	B	6	13	1	100 + 9	109	109.0	1568.1	1	0
1147.519	1.982	FLOW_B	B	6	14	1	102 + 9	111	111.0	1982.0	1	0
1153.545	1.482	FLOW_B	B	6	15	1	103 + 6	109	109.0	1482.2	1	0
1159.07	1.668	FLOW_B	B	6	16	1	103 + 5	108	108.0	1668.3	1	0
1164.773	1.704	FLOW_B	B	6	17	1	102 + 1	103	103.0	1704.1	1	0
1170.508	1.779	FLOW_B	B	6	18	1	104 + 3	107	107.0	1779.1	1	0
1176.33	1.425	FLOW_B	B	6	19	1	4 + 105	109	109.0	1425.3	1	0
1181.803	2.817	FLOW_B	B	6	20	1	3 + 103	106	106.0	2817.0	1	0
1188.654	2.187	FLOW_B	B	6	21	1	101 + 6	107	107.0	2186.7	1	0
1194.872	1.6	FLOW_B	B	6	22	1	7 + 100	107	107.0	1599.6	1	0
1200.474	1.813	FLOW_B	B	6	23	1	108 + 4	112	112.0	1813.4	1	0
1206.329	1.57	FLOW_B	B	6	24	1	2 + 106	108	108.0	1569.8	1	0
1211.939	1.849	FLOW_B	B	6	25	1	6 + 109	115	115.0	1848.7	1	0
1217.834	1.845	FLOW_B	B	6	26	1	106 + 3	109	109.0	1845.2	1	0
1223.731	1.446	FLOW_B	B	6	27	1	4 + 108	112	112.0	1445.5	1	0
1229.209	1.445	FLOW_B	B	6	28	1	6 + 106	112	112.0	1444.7	1	0
1234.668	2.469	FLOW_B	B	6	29	1	108 + 3	111	111.0	2468.8	1	0
1277.014	9.23	FLOW_F	F	7	1	6	15 + 30 + 109 + 32	186	186.0	9229.8	1	0
1290.297	18.014	FLOW_F	F	7	2	6	13 + 104 + 43 + 51	211	n/a	18014.4	0	1
1312.363	15.991	FLOW_F	F	7	3	6	108 + 76 + 48 + 39	271	261.0	15991.0	0	0
1332.391	10.495	FLOW_F	F	7	4	5	9 + 101 + 68 + 80	258	148.0	10494.6	0	0
1346.896	8.64	FLOW_F	F	7	5	5	38 + 4 + 101 + 67	210	210.0	8640.1	1	0
1359.58	7.167	FLOW_F	F	7	6	5	37 + 7 + 31 + 107	182	168.0	7167.1	0	0
1370.792	4.682	FLOW_F	F	7	7	5	107 + 93 + 10 + 8	218	218.0	4682.3	1	0
1379.522	11.72	FLOW_F	F	7	8	5	41 + 5 + 105 + 67	218	208.0	11719.7	0	0
1395.259	7.644	FLOW_F	F	7	9	5	45 + 8 + 39 + 101	193	193.0	7644.5	1	0
1406.954	15.288	FLOW_F	F	7	10	5	106 + 66 + 41 + 9	222	222.0	15287.6	1	0
1426.291	12.981	FLOW_F	F	7	11	6	40 + 102 + 56 + 76	274	274.0	12980.8	1	0
1443.319	3.71	FLOW_F	F	7	12	6	101 + 55 + 53 + 80	289	n/a	3710.5	0	1
1486.291	13.671	FLOW_O	O	8	1	9	40 + 2 + 44 + 11 + 100 + 23	220	220.0	13671.4	1	0
1503.993	18.008	FLOW_O	O	8	2	9	6 + 47 + 103 + 49 + 11 + 34	250	n/a	18007.9	0	1
1526.037	18.006	FLOW_O	O	8	3	9	34 + 9 + 36 + 98 + 108 + 45	330	n/a	18006.3	0	1
1548.098	18.0	FLOW_O	O	8	4	9	59 + 90 + 3 + 69 + 100 + 40	361	n/a	18000.0	0	1
1570.151	16.64	FLOW_O	O	8	5	9	68 + 8 + 104 + 50 + 42 + 87	359	357.0	16640.1	0	0
1590.845	15.787	FLOW_O	O	8	6	9	6 + 36 + 72 + 100 + 50 + 84	348	348.0	15786.8	1	0
1610.672	16.18	FLOW_O	O	8	7	9	15 + 50 + 9 + 37 + 29 + 104	244	244.0	16179.6	1	0
1630.906	18.02	FLOW_O	O	8	8	10	75 + 88 + 92 + 106 + 36 + 19	416	n/a	18019.7	0	1
1652.956	3.355	FLOW_O	O	8	9	10	48 + 34 + 34 + 108 + 99 + 37	360	n/a	3355.4	0	1
1693.842	11.248	FLOW_F	F	9	1	6	104 + 56 + 17 + 65	242	242.0	11247.7	1	0
1709.132	14.493	FLOW_F	F	9	2	6	85 + 105 + 69 + 69	328	328.0	14493.3	1	0
1727.681	14.443	FLOW_F	F	9	3	7	30 + 9 + 101 + 48 + 40	228	228.0	14443.3	1	0
1746.172	18.014	FLOW_F	F	9	4	7	8 + 84 + 104 + 57 + 95	348	n/a	18014.4	0	1
1768.201	14.627	FLOW_F	F	9	5	7	5 + 39 + 54 + 96 + 104	298	298.0	14627.2	1	0
1786.864	13.871	FLOW_F	F	9	6	7	101 + 39 + 84 + 90 + 7	321	321.0	13870.7	1	0
1804.756	18.012	FLOW_F	F	9	7	8	22 + 89 + 109 + 35 + 76	331	n/a	18012.0	0	1
1826.771	18.011	FLOW_F	F	9	8	8	32 + 67 + 102 + 88 + 72	361	n/a	18011.0	0	1
1848.818	15.028	FLOW_F	F	9	9	7	6 + 51 + 67 + 104 + 35	263	n/a	15027.8	0	1
