trial_index	trial_type	block_number	mean_acceleration
55	go	4	24782.631611
56	nogo	4	26708.248070
57	go	4	21152.723273
58	go	4	36881.460850
59	go	4	42394.546975
60	nogo	4	32877.073988
61	go	4	46622.475915
62	go	4	n/a
63	go	4	23968.463638
64	nogo	4	28414.925567
65	go	4	19976.864066
66	go	4	28780.659952
67	go	4	19159.636489
68	nogo	4	28107.582565
69	go	4	20995.609348
70	go	4	n/a
71	nogo	4	15344.207608
72	go	4	16724.027965
73	nogo	4	14443.271604
74	go	4	15392.032777
75	go	4	29596.484115
76	go	4	36357.750163
77	go	4	24794.914805
78	go	4	16906.683891
79	go	4	14375.419565
80	go	4	15350.471416
81	go	4	15315.456759
82	go	4	17188.800493
83	go	4	18675.348350
84	nogo	4	13730.966002
85	go	4	23460.696232
86	go	4	30367.896387
87	go	4	n/a
88	go	4	33045.272887
89	go	4	27019.875934
90	go	4	38463.305488
91	nogo	4	12074.109274
92	go	4	18559.597194
93	nogo	4	17277.566245
94	go	4	22954.457673
95	nogo	4	13539.033082
96	go	4	15976.816253
97	go	4	19045.692389
98	nogo	4	n/a
99	go	4	17093.450560
100	nogo	4	15224.696379
101	go	4	28241.553461
102	go	4	30343.896056
103	go	4	19631.750578
104	go	4	22091.360477
105	go	4	39145.440011
106	go	4	18237.816097
107	go	4	18913.527864
108	go	4	19344.742293
109	go	4	26375.173390
110	go	4	23220.496654
111	go	4	24811.636070
112	go	4	35235.397041
113	go	4	33250.005801
114	go	4	22476.080072
115	go	5	26505.675197
116	go	5	17179.786747
117	go	5	43929.306711
118	nogo	5	n/a
119	go	5	20617.168900
120	go	5	15181.560855
121	go	5	17623.160709
122	go	5	n/a
123	go	5	18095.134852
124	go	5	34928.596433
125	go	5	18697.292765
126	nogo	5	11877.925400
127	go	5	18805.894879
128	go	5	25602.203053
129	go	5	15897.441450
130	go	5	21601.922409
131	go	5	25759.135237
132	go	5	24943.622337
133	go	5	23991.674823
134	go	5	12783.671277
135	go	5	24849.013484
136	go	5	16746.972402
137	nogo	5	11546.394823
138	go	5	19401.494759
139	nogo	5	17116.883672
140	go	5	17298.630172
141	go	5	15771.746534
142	go	5	19969.422125
143	go	5	22379.062365
144	go	5	15262.221386
145	go	5	17365.972320
146	go	5	22478.651539
147	nogo	5	13031.893431
148	go	5	n/a
149	go	5	24572.943273
150	go	5	21827.014660
151	nogo	5	9732.815279
152	go	5	18166.320594
153	go	5	18614.898616
154	nogo	5	19596.163029
155	go	5	16829.128590
156	nogo	5	17673.000685
157	go	5	12236.174291
158	go	5	18009.471337
159	nogo	5	12763.719074
160	go	5	17526.700767
161	nogo	5	11063.360156
162	go	5	29771.695526
163	go	5	21463.626306
164	go	5	16252.224837
165	nogo	5	11566.564294
166	go	5	30639.729816
167	go	5	19029.658158
168	go	5	17490.330672
169	go	5	n/a
170	go	5	17005.508226
171	go	5	19601.331324
172	go	5	22270.534621
173	nogo	5	21648.990646
174	go	5	30997.878887
193	go	7	12807.755990
194	go	7	18973.241865
195	go	7	27921.420910
196	go	7	20192.263391
197	go	7	19054.185534
198	nogo	7	17233.395386
199	go	7	28208.989721
200	go	7	18788.049322
201	go	7	33525.447726
202	go	7	29958.160387
203	nogo	7	21126.559984
204	go	7	20717.796823
205	go	7	24086.170527
206	nogo	7	13609.842910
207	go	7	26813.949020
208	nogo	7	12696.163310
209	go	7	13828.038037
