trial_index	trial_type	block_number	block_type	is_practice	kin_parse_failed	kin_n_samples	duration	path_length	max_velocity	mean_velocity	max_acceleration	mean_acceleration
2	go	1	go_only	1	0	35	0.558294	621.590469	2852.797003	1113.375196	102060.635286	20454.999355
3	go	1	go_only	1	0	34	0.539974	550.116963	3897.736994	1018.784546	124545.306718	31640.202403
4	go	1	go_only	1	0	32	0.509537	549.181093	2975.575648	1077.805208	158883.109469	24988.552245
5	go	1	go_only	1	0	24	0.377391	538.456999	5267.092729	1426.788509	315538.372912	32028.888292
7	go	1	go_only	1	0	30	0.476651	602.786068	4449.896579	1264.627987	88124.158053	27761.388952
8	go	1	go_only	1	0	27	0.426328	602.084634	3106.892647	1412.258164	49647.705589	18458.636061
9	go	1	go_only	1	0	29	0.462068	644.011080	3903.139047	1393.759441	141464.479689	25260.863030
11	go	1	go_only	1	0	30	0.476539	620.925333	3008.936707	1302.990088	160871.810820	19395.297293
12	go	1	go_only	1	0	22	0.342578	574.309861	3806.889468	1676.434348	79604.270804	25325.447001
13	go	1	go_only	1	0	21	0.327018	587.226375	5682.030006	1795.701016	256601.037115	39006.186351
14	go	1	go_only	1	0	23	0.360096	586.031094	4400.160700	1627.431525	124666.763484	26155.663468
15	go	1	go_only	1	0	30	0.477771	588.427837	6957.974668	1231.611650	157966.433432	37169.616272
16	go	1	go_only	1	0	32	0.511960	665.424952	2996.015669	1299.758892	130560.414790	17641.813130
17	go	1	go_only	1	0	26	0.411324	624.970449	4337.569056	1519.412320	179757.511527	30350.998190
18	go	1	go_only	1	0	24	0.377264	562.866290	4371.830717	1491.969652	200044.001487	28040.682586
19	go	2	go_nogo_prac	1	0	25	0.394503	566.277125	4403.991832	1435.420515	149808.845384	37687.003250
20	go	2	go_nogo_prac	1	0	24	0.377008	600.787644	4162.484093	1593.566939	108096.442065	35886.235297
21	go	2	go_nogo_prac	1	0	28	0.446080	587.820983	3888.075018	1317.748786	162850.558966	25709.006024
22	go	2	go_nogo_prac	1	0	27	0.427625	585.282797	3450.146005	1368.683326	138463.280017	24720.204441
23	go	2	go_nogo_prac	1	0	36	0.576289	572.038589	3502.200531	992.625032	110335.773321	19454.540760
24	go	2	go_nogo_prac	1	0	30	0.475804	518.387275	6261.739458	1089.497285	260271.731345	32502.693664
25	go	2	go_nogo_prac	1	0	36	0.577323	887.186473	6764.574814	1536.725694	222040.067664	40680.945415
26	go	2	go_nogo_prac	1	0	32	0.510232	859.126226	5846.960831	1683.793945	130815.891198	30399.190846
