trial_index	trial_type	block_number	block_type	is_practice	kin_parse_failed	kin_n_samples	duration	path_length	max_velocity	mean_velocity	max_acceleration	mean_acceleration
1	go	1	go_only	1	0	87	1.424183	614.955076	3881.101746	431.795045	144519.178037	10547.077102
2	go	1	go_only	1	0	50	0.806309	560.781353	3322.334321	695.491955	100916.780881	16887.356507
3	go	1	go_only	1	0	37	0.592748	568.965715	5445.761069	959.877916	202193.058126	19740.298478
4	go	1	go_only	1	0	56	0.906917	604.158383	3764.433064	666.167227	82938.704521	14490.781793
5	go	1	go_only	1	0	48	0.776801	598.301447	4531.256316	770.211993	126159.920097	15131.589334
6	go	1	go_only	1	0	47	0.759978	595.420319	2902.455651	783.470983	67095.148595	13722.144750
7	go	1	go_only	1	0	40	0.641178	589.228331	4356.690736	918.977631	106630.401056	19190.406302
8	go	1	go_only	1	0	45	0.727572	661.922668	3343.187688	909.769674	75425.252059	13109.790863
9	go	1	go_only	1	0	38	0.609536	645.273529	2721.363708	1058.631059	102013.738698	12603.480669
10	go	1	go_only	1	0	38	0.611784	600.637107	2653.108681	981.780012	117452.508799	12095.341521
11	go	1	go_only	1	0	42	0.675928	665.687101	2846.119214	984.849564	64267.632633	14144.394735
12	go	1	go_only	1	0	43	0.694342	623.642911	2188.478405	898.178809	110015.569180	12725.327141
13	go	1	go_only	1	0	36	0.578271	615.492115	3801.281467	1064.366950	159451.399653	21642.633337
14	go	1	go_only	1	0	46	0.744585	624.102707	3366.245726	838.188778	80848.084159	15765.364469
15	go	1	go_only	1	0	56	0.910381	616.348973	2841.273328	677.023181	114775.402315	15149.943289
16	go	1	go_only	1	0	42	0.677764	572.861941	2733.154700	845.223823	158572.817970	11900.667603
17	go	1	go_only	1	0	41	0.659505	617.694228	4814.056533	936.602939	215585.539250	26223.220740
18	go	1	go_only	1	0	40	0.645048	603.399558	5185.718573	935.434012	221788.094375	21631.680345
19	go	2	go_nogo_prac	1	0	53	0.859454	742.333178	5199.298484	863.726982	160384.325416	19267.201279
20	nogo	2	go_nogo_prac	1	0	44	0.707438	493.967553	3064.120899	698.248346	98453.520735	11570.227497
21	go	2	go_nogo_prac	1	0	61	0.990522	618.347226	2866.654205	624.263811	176449.666224	15165.578594
22	nogo	2	go_nogo_prac	1	0	39	0.626698	335.620324	1922.675368	535.537827	74151.079715	10816.037424
23	go	2	go_nogo_prac	1	0	60	0.975560	627.787116	1846.981023	643.514811	53055.602108	11140.815419
24	nogo	2	go_nogo_prac	1	0	35	0.560207	409.013873	1981.216585	730.111515	107072.696294	9187.084688
25	go	2	go_nogo_prac	1	0	54	0.877028	604.054068	2818.368294	688.751492	68498.803716	11083.247056
26	go	2	go_nogo_prac	1	0	54	0.875166	595.236548	1760.035765	680.141385	58665.287577	10100.143317
27	go	2	go_nogo_prac	1	0	60	0.976646	617.343841	1933.403858	632.106175	61206.155383	9723.928938
28	go	2	go_nogo_prac	1	0	51	0.827026	618.810042	2382.671524	748.235294	64334.018084	12300.294069
29	go	2	go_nogo_prac	1	0	43	0.694062	594.388880	1893.843943	856.392236	87636.333784	10927.873067
30	go	2	go_nogo_prac	1	0	45	0.725824	618.976115	2481.095772	852.791153	65548.007113	13528.312348
31	go	2	go_nogo_prac	1	0	33	0.526573	629.402999	2668.304471	1195.281110	149259.143840	14725.412314
32	go	2	go_nogo_prac	1	0	43	0.694483	621.017604	1987.250873	894.215187	55461.760573	12871.420328
33	go	2	go_nogo_prac	1	0	45	0.725992	620.246506	2658.792800	854.343680	62060.592262	12082.134638
34	go	2	go_nogo_prac	1	0	43	0.694226	596.807578	1939.976231	859.673455	74740.153256	14623.567488
35	go	2	go_nogo_prac	1	0	41	0.658739	617.988249	2098.571725	938.138530	55537.322436	11801.881229
36	nogo	2	go_nogo_prac	1	0	38	0.611727	448.870940	1730.662749	733.776931	49711.655516	10880.238542
37	go	3	go_only	0	0	33	0.526053	651.031318	4170.544770	1237.577897	127610.420523	21092.806817
38	go	3	go_only	0	0	47	0.759557	598.605763	4732.905451	788.098437	125520.423203	17285.711683
39	go	3	go_only	0	0	47	0.761898	593.276882	3104.335753	778.683227	68717.221055	10085.771285
40	go	3	go_only	0	0	38	0.609758	568.655391	2158.652452	932.592085	64045.270526	12733.146126
41	go	3	go_only	0	0	39	0.626648	597.785068	2242.924166	953.940606	133657.341907	10762.207941
42	go	3	go_only	0	0	41	0.660645	579.271221	2637.370671	876.826902	59298.527864	12607.175397
43	go	3	go_only	0	0	42	0.678035	590.895742	2307.755623	871.483041	81941.691825	12997.114437
44	go	3	go_only	0	0	43	0.693602	617.448750	3360.239566	890.206384	85336.485235	12549.015781
45	go	3	go_only	0	0	41	0.660299	620.153164	2413.916177	939.200947	105742.039672	11207.907023
46	go	3	go_only	0	0	50	0.810561	581.072242	2460.965658	716.876724	128202.310686	9465.556048
47	go	3	go_only	0	0	49	0.795608	610.698215	2542.941587	767.587207	117230.928361	11044.912349
48	go	3	go_only	0	0	47	0.760048	637.816216	2608.276466	839.178863	66188.528205	9801.255004
49	go	3	go_only	0	0	45	0.727821	624.715324	2748.943231	858.336021	129083.891758	13215.793921
50	go	3	go_only	0	0	47	0.758472	582.317100	2220.881129	767.750799	117238.021766	12391.987490
51	go	3	go_only	0	0	46	0.742915	609.874519	2825.796913	820.921434	70110.358893	9183.664280
52	go	3	go_only	0	0	46	0.744092	608.846475	1890.709087	818.240416	89208.923984	12702.065663
53	go	3	go_only	0	0	45	0.726462	623.007126	2875.049793	857.590207	79680.609849	10055.353922
54	go	3	go_only	0	0	60	0.978312	623.458714	1880.740960	637.280304	77648.660946	10532.406654
55	go	4	go_nogo	0	0	51	0.825802	602.443169	1882.237769	729.524693	56912.749872	8810.538936
56	go	4	go_nogo	0	0	58	0.945040	595.173627	1865.751833	629.786904	80770.653450	7873.649045
57	go	4	go_nogo	0	0	51	0.825543	611.440722	1869.269534	740.653054	42021.922948	9261.762211
58	nogo	4	go_nogo	0	0	37	0.591773	309.308291	1413.534276	522.680730	31351.937617	8001.778432
59	go	4	go_nogo	0	0	54	0.875348	600.305124	1406.917392	685.789936	43457.399026	9588.544838
60	go	4	go_nogo	0	0	48	0.777915	603.275252	1553.169195	775.502988	84819.818515	8689.962951
61	nogo	4	go_nogo	0	0	38	0.609328	332.553644	1529.454485	545.771151	52293.895196	9450.181913
62	go	4	go_nogo	0	0	51	0.828622	606.179224	1710.305029	731.551230	71781.846072	11249.980209
63	go	4	go_nogo	0	0	55	0.894293	585.735713	2136.587678	654.970701	47179.932949	8558.394945
64	nogo	4	go_nogo	0	0	35	0.559598	244.203264	1568.440468	436.390757	72690.457282	9627.257540
65	go	4	go_nogo	0	0	56	0.908486	586.712482	1517.809984	645.813739	43816.021336	9100.655678
66	go	4	go_nogo	0	0	50	0.809749	589.863744	1729.592008	728.452306	91073.263932	10079.583045
67	go	4	go_nogo	0	0	57	0.925485	583.804517	2170.071010	630.809134	64918.896818	7597.494272
68	nogo	4	go_nogo	0	0	34	0.541113	248.569670	973.230107	459.367227	43387.846658	7462.119746
69	go	4	go_nogo	0	0	63	1.027609	601.622587	1748.052742	585.458602	66860.287510	9566.509281
70	go	4	go_nogo	0	0	71	1.160252	608.832969	1058.047297	524.742148	49113.537611	7054.050361
71	go	4	go_nogo	0	0	57	0.928153	592.648189	1488.754515	638.524515	85523.024754	8680.312727
72	nogo	4	go_nogo	0	0	40	0.643692	466.397014	2274.406024	724.565498	104131.277870	16539.204937
73	go	4	go_nogo	0	0	71	1.160117	623.372519	1682.591234	537.335721	47837.932766	7238.978938
74	nogo	4	go_nogo	0	0	36	0.576940	471.196698	2071.313854	816.717127	121156.108758	10855.467559
75	go	4	go_nogo	0	0	56	0.909700	613.921198	1969.620626	674.861161	55477.502970	10549.008898
76	go	4	go_nogo	0	0	78	1.276359	596.292716	1675.873176	467.182637	48045.363945	6634.178012
77	go	4	go_nogo	0	0	64	1.044521	607.302846	1526.435208	581.417666	40210.234090	7106.079726
78	go	4	go_nogo	0	0	53	0.860758	593.456236	1570.234484	689.457386	37276.192604	8802.298563
79	go	4	go_nogo	0	0	56	0.911457	585.954825	2002.876456	642.877373	44863.550061	8243.888753
80	nogo	4	go_nogo	0	0	33	0.525640	278.597127	1731.691912	530.014777	48045.258068	8291.345166
81	go	4	go_nogo	0	0	47	0.761702	595.381179	2066.020385	781.645915	35230.044981	9880.288386
82	nogo	4	go_nogo	0	0	29	0.458835	238.867342	1679.795295	520.595408	66982.900024	12930.193653
83	go	4	go_nogo	0	0	62	1.009944	615.263731	2120.255677	609.206090	47379.661637	7626.964154
84	nogo	4	go_nogo	0	0	34	0.543114	232.796038	1211.561683	428.632154	44431.560568	8309.919849
85	go	4	go_nogo	0	0	52	0.842569	570.676233	2138.197010	677.305044	49299.198815	7722.287706
86	nogo	4	go_nogo	0	0	34	0.542076	183.661389	1112.601703	338.811143	29056.661517	5640.081023
87	go	4	go_nogo	0	0	70	1.144509	598.023963	1473.590599	522.515873	36725.616725	6609.976815
88	go	4	go_nogo	0	0	58	0.943739	594.570661	1725.982974	630.016191	38579.568022	9105.765784
89	go	4	go_nogo	0	0	64	1.042990	591.743846	1421.921245	567.353164	81412.004254	7244.710326
90	go	4	go_nogo	0	0	57	0.926159	597.974135	1635.087145	645.649682	90232.274276	9076.794161
91	go	4	go_nogo	0	0	56	0.909528	612.712825	1793.550223	673.660137	30985.240933	9501.322572
92	go	4	go_nogo	0	0	54	0.875837	623.512906	1766.366315	711.905271	47803.706255	9666.937989
93	go	4	go_nogo	0	0	55	0.892470	598.050847	2015.929027	670.107733	52651.138953	8498.997719
94	go	4	go_nogo	0	0	47	0.761034	653.419986	2452.493797	858.595337	61084.266115	11474.464383
95	go	4	go_nogo	0	0	52	0.844183	597.766874	1981.871856	708.101308	49608.410179	8921.775641
96	nogo	4	go_nogo	0	0	37	0.593039	220.809985	1400.064477	372.336238	57761.331573	9150.830226
