trial_index	trial_type	block_number	block_type	is_practice	n_left_clicks	go_first_left_inside	go_first_left_rt	parse_failed_time	parse_failed_xy	parse_failed_buttons	mismatched_lengths	any_rb_nonzero	any_mb_nonzero	any_click	any_left	any_right	nogo_stop_time	nogo_stopped	nogo_outcome	nogo_parse_failed	rt_combined	accuracy
1	go	1	go_only	1	1	1	0.952263	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.952263	1
2	go	1	go_only	1	1	1	0.569426	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.569426	1
3	go	1	go_only	1	1	1	0.471985	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.471985	1
4	go	1	go_only	1	1	1	0.707858	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.707858	1
5	go	1	go_only	1	1	1	1.218117	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	1.218117	1
6	go	1	go_only	1	1	1	0.642354	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.642354	1
7	go	1	go_only	1	1	1	0.571307	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.571307	1
8	go	1	go_only	1	1	1	0.590929	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.590929	1
9	go	1	go_only	1	2	0	0.424170	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	n/a	0
10	go	1	go_only	1	2	0	0.707456	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	n/a	0
11	go	1	go_only	1	1	1	0.538613	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.538613	1
12	go	1	go_only	1	1	1	0.507697	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.507697	1
13	go	1	go_only	1	1	1	0.523988	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.523988	1
14	go	1	go_only	1	1	1	0.441419	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.441419	1
15	go	1	go_only	1	1	1	0.495494	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.495494	1
16	go	1	go_only	1	1	1	0.458073	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.458073	1
