onset	duration	accuracy	trial_type	learning_stage	stimulus	response_port
241.654	n/a	to late	learning	LS1	h18_p7_k_down_right.jpg	n/a
288.315	1.35	correct	learning	LS1	h28_p37_i_down_left.jpg	97
335.309	0.649	incorrect	learning	LS1	h42_p34_i_down_left.jpg	98
382.303	1.227	incorrect	learning	LS1	h28_p46_k_down_right.jpg	97
429.463	1.006	incorrect	learning	LS1	h107_p42_k_up_right.jpg	97
476.457	0.944	incorrect	learning	LS1	h120_p37_i_up_right.jpg	98
523.451	1.315	correct	learning	LS1	h107_p25_i_up_left.jpg	97
570.445	1.206	incorrect	learning	LS1	h42_p5_k_down_left.jpg	97
617.439	0.905	incorrect	learning	LS1	h18_p49_i_down_right.jpg	98
664.6	1.212	incorrect	learning	LS1	h120_p12_k_up_right.jpg	97
756.755	1.321	correct	learning	LS2	h107_p42_k_up_right.jpg	98
803.749	1.436	incorrect	learning	LS2	h42_p10_i_down_right.jpg	98
850.743	1.151	correct	learning	LS2	h107_p11_i_up_left.jpg	97
898.237	1.072	incorrect	learning	LS2	h18_p7_k_down_right.jpg	97
945.564	1.137	correct	learning	LS2	h28_p46_k_down_right.jpg	98
992.724	1.124	correct	learning	LS2	h120_p21_i_up_right.jpg	97
1040.052	1.221	correct	learning	LS2	h28_p33_i_down_right.jpg	97
1087.379	1.255	incorrect	learning	LS2	h42_p5_k_down_left.jpg	97
1134.54	1.273	correct	learning	LS2	h18_p47_i_down_right.jpg	97
1181.7	1.243	incorrect	learning	LS2	h120_p12_k_up_right.jpg	97
1274.022	1.336	correct	learning	LS3	h107_p42_k_up_right.jpg	98
1321.168	1.627	correct	learning	LS3	h120_p37_i_up_right.jpg	97
1368.343	1.196	correct	learning	LS3	h18_p49_i_down_right.jpg	97
1415.67	1.278	incorrect	learning	LS3	h42_p5_k_down_left.jpg	97
1462.664	1.137	correct	learning	LS3	h28_p37_i_down_left.jpg	97
1509.658	1.156	correct	learning	LS3	h107_p25_i_up_left.jpg	97
1556.652	1.175	incorrect	learning	LS3	h28_p46_k_down_right.jpg	97
1603.813	1.641	correct	learning	LS3	h120_p12_k_up_right.jpg	98
1650.807	1.276	correct	learning	LS3	h42_p34_i_down_left.jpg	97
1697.801	1.038	incorrect	learning	LS3	h18_p7_k_down_right.jpg	97
1789.956	1.371	correct	learning	LS4	h18_p47_i_down_right.jpg	97
1837.116	1.197	correct	learning	LS4	h42_p10_i_down_right.jpg	97
1884.11	1.168	correct	learning	LS4	h107_p42_k_up_right.jpg	98
1931.104	1.763	incorrect	learning	LS4	h42_p5_k_down_left.jpg	97
1977.931	1.223	correct	learning	LS4	h18_p7_k_down_right.jpg	98
2025.259	1.576	correct	learning	LS4	h120_p12_k_up_right.jpg	98
2072.586	1.274	correct	learning	LS4	h28_p46_k_down_right.jpg	98
2119.913	1.244	correct	learning	LS4	h107_p11_i_up_left.jpg	97
2167.24	1.421	correct	learning	LS4	h120_p21_i_up_right.jpg	97
2214.568	1.359	correct	learning	LS4	h28_p33_i_down_right.jpg	97
2487.866	1.443	incorrect	learning	LS1	h82_p21_k_up_right.jpg	97
2535.193	0.997	incorrect	learning	LS1	h117_p13_i_up_right.jpg	98
2582.354	0.855	incorrect	learning	LS1	h83_p29_k_up_right.jpg	97
2629.348	1.034	correct	learning	LS1	h11_p43_k_down_left.jpg	98
2676.342	0.781	correct	learning	LS1	h46_p18_k_down_left.jpg	98
2723.502	1.231	correct	learning	LS1	h83_p34_i_up_right.jpg	97
2770.496	1.314	correct	learning	LS1	h82_p10_i_up_left.jpg	97
2817.324	1.238	incorrect	learning	LS1	h117_p6_k_up_left.jpg	97
2864.137	1.067	incorrect	learning	LS1	h11_p2_i_down_right.jpg	98
2911.145	1.116	correct	learning	LS1	h46_p34_i_down_left.jpg	97
3003.3	1.561	correct	learning	LS2	h83_p29_k_up_right.jpg	98
3050.294	1.228	correct	learning	LS2	h117_p31_i_up_left.jpg	97
3097.121	1.232	incorrect	learning	LS2	h46_p18_k_down_left.jpg	97
3144.615	1.217	correct	learning	LS2	h117_p6_k_up_left.jpg	98
3191.942	1.378	incorrect	learning	LS2	h82_p37_i_up_right.jpg	98
3239.27	1.332	correct	learning	LS2	h83_p49_i_up_left.jpg	97
3286.597	1.733	correct	learning	LS2	h11_p47_i_down_right.jpg	97
3333.924	1.591	incorrect	learning	LS2	h82_p21_k_up_right.jpg	97
3381.085	1.257	incorrect	learning	LS2	h46_p43_i_down_left.jpg	98
3428.412	1.707	incorrect	learning	LS2	h11_p43_k_down_left.jpg	97
3520.733	1.639	correct	learning	LS3	h11_p43_k_down_left.jpg	98
3567.894	1.098	correct	learning	LS3	h82_p10_i_up_left.jpg	97
3614.888	1.149	correct	learning	LS3	h117_p6_k_up_left.jpg	98
3661.882	1.679	correct	learning	LS3	h83_p34_i_up_right.jpg	97
3709.043	0.978	correct	learning	LS3	h82_p21_k_up_right.jpg	98
3756.203	1.348	correct	learning	LS3	h83_p29_k_up_right.jpg	98
3803.197	1.479	correct	learning	LS3	h46_p18_k_down_left.jpg	98
3850.025	0.891	correct	learning	LS3	h117_p13_i_up_right.jpg	97
3897.018	1.262	incorrect	learning	LS3	h46_p34_i_down_left.jpg	98
3944.012	1.232	correct	learning	LS3	h11_p2_i_down_right.jpg	97
4036.001	1.534	correct	learning	LS4	h83_p49_i_up_left.jpg	97
4082.995	1.425	correct	learning	LS4	h82_p37_i_up_right.jpg	97
4129.822	1.397	incorrect	learning	LS4	h46_p43_i_down_left.jpg	98
4176.816	1.352	correct	learning	LS4	h117_p31_i_up_left.jpg	97
4223.81	1.243	correct	learning	LS4	h82_p21_k_up_right.jpg	98
4271.137	1.388	correct	learning	LS4	h46_p18_k_down_left.jpg	98
4318.298	1.039	correct	learning	LS4	h11_p47_i_down_right.jpg	97
4365.458	1.009	correct	learning	LS4	h83_p29_k_up_right.jpg	98
4412.619	1.091	correct	learning	LS4	h11_p43_k_down_left.jpg	98
4459.78	0.934	correct	learning	LS4	h117_p6_k_up_left.jpg	98
4733.078	n/a	to late	control	LS1	h83_p34_i_up_right.jpg	n/a
4784.238	1.34	correct	control	LS1	h82_p10_i_up_left.jpg	98
4830.399	1.666	correct	control	LS1	h28_p33_i_down_right.jpg	97
4876.559	1.928	incorrect	control	LS1	h117_p6_k_up_left.jpg	97
4922.72	1.95	correct	control	LS1	h82_p21_k_up_right.jpg	97
4968.714	1.557	correct	control	LS1	h107_p11_i_up_left.jpg	98
5014.875	0.7	correct	control	LS1	h117_p13_i_up_right.jpg	97
5061.036	1.026	correct	control	LS1	h83_p29_k_up_right.jpg	97
5107.03	1.545	correct	control	LS1	h28_p46_k_down_right.jpg	97
5153.191	0.879	correct	control	LS1	h107_p42_k_up_right.jpg	97
5244.346	1.232	correct	control	LS2	h82_p37_i_up_right.jpg	97
5290.506	0.711	correct	control	LS2	h107_p25_i_up_left.jpg	98
5336.5	0.926	incorrect	control	LS2	h82_p21_k_up_right.jpg	98
5382.828	0.931	correct	control	LS2	h117_p6_k_up_left.jpg	98
5429.155	1.161	correct	control	LS2	h117_p31_i_up_left.jpg	98
5475.483	1.006	correct	control	LS2	h107_p42_k_up_right.jpg	97
5521.81	1.46	correct	control	LS2	h28_p37_i_down_left.jpg	98
5568.137	1.258	correct	control	LS2	h83_p49_i_up_left.jpg	98
5614.465	1.055	correct	control	LS2	h28_p46_k_down_right.jpg	97
5660.792	1.157	correct	control	LS2	h83_p29_k_up_right.jpg	97
5752.114	1.461	correct	control	LS3	h83_p29_k_up_right.jpg	97
5798.275	0.876	correct	control	LS3	h83_p34_i_up_right.jpg	97
5844.435	0.882	correct	control	LS3	h107_p42_k_up_right.jpg	97
5890.596	0.584	correct	control	LS3	h117_p13_i_up_right.jpg	97
5936.757	0.879	correct	control	LS3	h117_p6_k_up_left.jpg	98
5982.918	0.773	correct	control	LS3	h28_p33_i_down_right.jpg	97
6029.078	1.595	correct	control	LS3	h82_p21_k_up_right.jpg	97
6075.239	0.929	correct	control	LS3	h107_p11_i_up_left.jpg	98
6121.4	1.176	correct	control	LS3	h28_p46_k_down_right.jpg	97
6167.394	0.974	correct	control	LS3	h82_p10_i_up_left.jpg	98
6258.549	1.552	correct	control	LS4	h107_p42_k_up_right.jpg	97
6304.543	0.599	correct	control	LS4	h82_p37_i_up_right.jpg	97
6350.537	0.846	correct	control	LS4	h28_p37_i_down_left.jpg	98
6396.698	1.556	correct	control	LS4	h117_p31_i_up_left.jpg	98
6442.859	0.97	correct	control	LS4	h28_p46_k_down_right.jpg	97
6489.005	1.234	correct	control	LS4	h107_p25_i_up_left.jpg	98
6535.513	0.886	correct	control	LS4	h83_p29_k_up_right.jpg	97
6582.007	1.082	correct	control	LS4	h117_p6_k_up_left.jpg	98
6628.501	0.991	correct	control	LS4	h82_p21_k_up_right.jpg	97
6674.829	1.189	correct	control	LS4	h83_p49_i_up_left.jpg	98
6947.294	0.829	incorrect	learning	LS1	h116_p21_i_up_right.jpg	98
6994.621	0.798	correct	learning	LS1	h98_p47_i_up_left.jpg	97
7041.782	1.169	correct	learning	LS1	h116_p28_k_up_right.jpg	98
7088.776	0.884	correct	learning	LS1	h22_p48_i_down_left.jpg	97
7135.936	0.933	incorrect	learning	LS1	h87_p34_i_up_right.jpg	98
7183.097	1.4	correct	learning	LS1	h22_p21_k_down_left.jpg	98
7230.257	0.89	incorrect	learning	LS1	h48_p41_k_down_right.jpg	97
7277.251	1.805	incorrect	learning	LS1	h98_p19_k_up_right.jpg	97
7324.245	1.632	correct	learning	LS1	h48_p17_i_down_right.jpg	97
7371.073	1.444	incorrect	learning	LS1	h87_p9_k_up_left.jpg	97
7463.061	1.65	correct	learning	LS2	h116_p11_i_up_left.jpg	97
7510.055	1.221	correct	learning	LS2	h87_p9_k_up_left.jpg	98
7557.049	1.512	correct	learning	LS2	h98_p20_i_up_right.jpg	97
7604.21	1.354	correct	learning	LS2	h116_p28_k_up_right.jpg	98
7651.703	1.691	correct	learning	LS2	h48_p13_i_down_left.jpg	97
7699.031	1.58	correct	learning	LS2	h22_p33_i_down_right.jpg	97
7746.358	n/a	to late	learning	LS2	h22_p21_k_down_left.jpg	n/a
7793.352	1.649	correct	learning	LS2	h87_p10_i_up_left.jpg	97
7840.679	1.458	incorrect	learning	LS2	h48_p41_k_down_right.jpg	97
7888.006	1.332	correct	learning	LS2	h98_p19_k_up_right.jpg	98
7980.495	1.792	correct	learning	LS3	h22_p21_k_down_left.jpg	98
8027.655	0.995	correct	learning	LS3	h22_p48_i_down_left.jpg	97
8074.816	1.589	correct	learning	LS3	h87_p9_k_up_left.jpg	98
8121.976	1.031	correct	learning	LS3	h116_p28_k_up_right.jpg	98
8169.137	1.289	correct	learning	LS3	h48_p17_i_down_right.jpg	97
8216.298	1.467	correct	learning	LS3	h116_p21_i_up_right.jpg	97
8263.292	1.006	correct	learning	LS3	h48_p41_k_down_right.jpg	98
8310.452	1.216	correct	learning	LS3	h98_p19_k_up_right.jpg	98
8357.613	1.139	correct	learning	LS3	h87_p34_i_up_right.jpg	97
8404.607	1.142	correct	learning	LS3	h98_p47_i_up_left.jpg	97
8496.762	1.251	correct	learning	LS4	h87_p10_i_up_left.jpg	97
8543.756	n/a	to late	learning	LS4	h87_p9_k_up_left.jpg	n/a
