onset	duration	response_time_ms	trial_type	learning_stage	stimulus	coherence	response_port
0.000	15.640	15640.0	learning	LS1	PICTURE_592.jpg	i	n/a
15.640	11.698	11698.0	learning	LS1	PICTURE_692.jpg	c	n/a
27.338	9.681	9681.0	learning	LS1	PICTURE_465.jpg	c	n/a
37.019	13.262	13262.0	learning	LS1	PICTURE_640.jpg	c	n/a
50.281	9.486	9486.0	learning	LS1	PICTURE_692.jpg	i	n/a
59.767	13.708	13708.0	learning	LS1	PICTURE_379.jpg	c	n/a
73.475	9.612	9612.0	learning	LS1	PICTURE_592.jpg	c	n/a
83.087	14.007	14007.0	learning	LS1	PICTURE_640.jpg	i	n/a
97.094	12.964	12964.0	learning	LS1	PICTURE_379.jpg	i	n/a
110.058	10.802	10802.0	learning	LS1	PICTURE_465.jpg	i	n/a
120.860	10.981	10981.0	learning	LS2	PICTURE_592.jpg	i	n/a
131.841	8.339	8339.0	learning	LS2	PICTURE_379.jpg	i	n/a
140.180	9.694	9694.0	learning	LS2	PICTURE_465.jpg	i	n/a
149.874	8.490	8490.0	learning	LS2	PICTURE_692.jpg	c	n/a
158.364	8.726	8726.0	learning	LS2	PICTURE_640.jpg	i	n/a
167.090	8.329	8329.0	learning	LS2	PICTURE_592.jpg	c	n/a
175.419	7.295	7295.0	learning	LS2	PICTURE_692.jpg	i	n/a
182.714	12.325	12325.0	learning	LS2	PICTURE_465.jpg	c	n/a
195.039	9.209	9209.0	learning	LS2	PICTURE_379.jpg	c	n/a
204.248	9.451	9451.0	learning	LS2	PICTURE_640.jpg	c	n/a
213.699	8.357	8357.0	learning	LS3	PICTURE_640.jpg	i	n/a
222.056	8.120	8120.0	learning	LS3	PICTURE_465.jpg	c	n/a
230.176	7.557	7557.0	learning	LS3	PICTURE_592.jpg	c	n/a
237.733	7.459	7459.0	learning	LS3	PICTURE_379.jpg	c	n/a
245.192	8.642	8642.0	learning	LS3	PICTURE_692.jpg	c	n/a
253.834	9.664	9664.0	learning	LS3	PICTURE_379.jpg	i	n/a
263.498	9.567	9567.0	learning	LS3	PICTURE_592.jpg	i	n/a
273.065	9.477	9477.0	learning	LS3	PICTURE_640.jpg	c	n/a
282.542	9.547	9547.0	learning	LS3	PICTURE_692.jpg	i	n/a
292.089	8.976	8976.0	learning	LS3	PICTURE_465.jpg	i	n/a
301.065	8.356	8356.0	learning	LS4	PICTURE_465.jpg	i	n/a
309.421	9.711	9711.0	learning	LS4	PICTURE_640.jpg	c	n/a
319.132	8.346	8346.0	learning	LS4	PICTURE_379.jpg	i	n/a
327.478	8.422	8422.0	learning	LS4	PICTURE_692.jpg	c	n/a
335.900	7.857	7857.0	learning	LS4	PICTURE_592.jpg	c	n/a
343.757	9.693	9693.0	learning	LS4	PICTURE_692.jpg	i	n/a
353.450	8.495	8495.0	learning	LS4	PICTURE_465.jpg	c	n/a
361.945	9.058	9058.0	learning	LS4	PICTURE_592.jpg	i	n/a
371.003	8.662	8662.0	learning	LS4	PICTURE_379.jpg	c	n/a
379.665	9.224	9224.0	learning	LS4	PICTURE_640.jpg	i	n/a
388.889	10.766	10766.0	control	LS1	PICTURE_368.jpg	c	n/a
399.655	7.949	7949.0	control	LS1	PICTURE_338.jpg	c	n/a
407.604	8.492	8492.0	control	LS1	PICTURE_391.jpg	c	n/a
416.096	9.833	9833.0	control	LS1	PICTURE_255.jpg	i	n/a
425.929	8.936	8936.0	control	LS1	PICTURE_368.jpg	i	n/a
434.865	10.597	10597.0	control	LS1	PICTURE_255.jpg	c	n/a
445.462	11.626	11626.0	control	LS1	PICTURE_398.jpg	c	n/a
457.088	8.817	8817.0	control	LS1	PICTURE_338.jpg	i	n/a
465.905	7.766	7766.0	control	LS1	PICTURE_398.jpg	i	n/a
473.671	10.415	10415.0	control	LS1	PICTURE_391.jpg	i	n/a
484.086	8.821	8821.0	control	LS2	PICTURE_368.jpg	i	n/a
492.907	7.457	7457.0	control	LS2	PICTURE_391.jpg	i	n/a
500.364	7.372	7372.0	control	LS2	PICTURE_398.jpg	c	n/a
507.736	8.567	8567.0	control	LS2	PICTURE_255.jpg	i	n/a
516.303	7.851	7851.0	control	LS2	PICTURE_368.jpg	c	n/a
524.154	9.373	9373.0	control	LS2	PICTURE_398.jpg	i	n/a
533.527	8.176	8176.0	control	LS2	PICTURE_255.jpg	c	n/a
541.703	12.419	12419.0	control	LS2	PICTURE_338.jpg	i	n/a
554.122	9.782	9782.0	control	LS2	PICTURE_391.jpg	c	n/a
563.904	8.586	8586.0	control	LS2	PICTURE_338.jpg	c	n/a
572.490	12.602	12602.0	control	LS3	PICTURE_19.jpg	c	n/a
585.092	9.965	9965.0	control	LS3	PICTURE_551.jpg	c	n/a
595.057	9.248	9248.0	control	LS3	PICTURE_343.jpg	c	n/a
604.305	11.236	11236.0	control	LS3	PICTURE_185.jpg	i	n/a
615.541	8.419	8419.0	control	LS3	PICTURE_708.jpg	c	n/a
623.960	8.482	8482.0	control	LS3	PICTURE_551.jpg	i	n/a
632.442	7.424	7424.0	control	LS3	PICTURE_185.jpg	c	n/a
639.866	8.605	8605.0	control	LS3	PICTURE_708.jpg	i	n/a
648.471	8.507	8507.0	control	LS3	PICTURE_19.jpg	i	n/a
656.978	9.375	9375.0	control	LS3	PICTURE_343.jpg	i	n/a
666.353	13.547	13547.0	control	LS4	PICTURE_185.jpg	i	n/a
679.900	8.504	8504.0	control	LS4	PICTURE_19.jpg	i	n/a
688.404	8.899	8899.0	control	LS4	PICTURE_708.jpg	c	n/a
697.303	7.376	7376.0	control	LS4	PICTURE_343.jpg	i	n/a
704.679	12.250	12250.0	control	LS4	PICTURE_551.jpg	c	n/a
716.929	7.687	7687.0	control	LS4	PICTURE_343.jpg	c	n/a
724.616	11.122	11122.0	control	LS4	PICTURE_19.jpg	c	n/a
735.738	10.403	10403.0	control	LS4	PICTURE_551.jpg	i	n/a
746.141	9.366	9366.0	control	LS4	PICTURE_708.jpg	i	n/a
755.507	10.567	10567.0	control	LS4	PICTURE_185.jpg	c	n/a
766.074	12.438	12438.0	learning	LS1	PICTURE_38.jpg	i	n/a
778.512	8.362	8362.0	learning	LS1	PICTURE_212.jpg	i	n/a
786.874	11.944	11944.0	learning	LS1	PICTURE_659.jpg	c	n/a
798.818	15.365	15365.0	learning	LS1	PICTURE_654.jpg	i	n/a
814.183	11.269	11269.0	learning	LS1	PICTURE_212.jpg	c	n/a
825.452	9.732	9732.0	learning	LS1	PICTURE_38.jpg	c	n/a
835.184	9.635	9635.0	learning	LS1	PICTURE_26.jpg	i	n/a
844.819	11.623	11623.0	learning	LS1	PICTURE_659.jpg	i	n/a
856.442	9.453	9453.0	learning	LS1	PICTURE_26.jpg	c	n/a
865.895	10.320	10320.0	learning	LS1	PICTURE_654.jpg	c	n/a
876.215	11.139	11139.0	learning	LS2	PICTURE_659.jpg	c	n/a
887.354	n/a	n/a	learning	LS2	PICTURE_38.jpg	i	n/a
912.354	12.730	12730.0	learning	LS2	PICTURE_654.jpg	i	n/a
925.084	10.727	10727.0	learning	LS2	PICTURE_212.jpg	i	n/a
935.811	9.683	9683.0	learning	LS2	PICTURE_26.jpg	i	n/a
945.494	9.279	9279.0	learning	LS2	PICTURE_659.jpg	i	n/a
954.773	9.042	9042.0	learning	LS2	PICTURE_38.jpg	c	n/a
963.815	n/a	n/a	learning	LS2	PICTURE_26.jpg	c	n/a
988.815	8.408	8408.0	learning	LS2	PICTURE_212.jpg	c	n/a
997.223	8.492	8492.0	learning	LS2	PICTURE_654.jpg	c	n/a
1005.715	10.117	10117.0	learning	LS3	PICTURE_38.jpg	i	n/a
1015.832	8.439	8439.0	learning	LS3	PICTURE_654.jpg	i	n/a
1024.271	7.883	7883.0	learning	LS3	PICTURE_212.jpg	c	n/a
1032.154	10.043	10043.0	learning	LS3	PICTURE_659.jpg	c	n/a
1042.197	10.607	10607.0	learning	LS3	PICTURE_26.jpg	i	n/a
1052.804	8.430	8430.0	learning	LS3	PICTURE_38.jpg	c	n/a
1061.234	8.493	8493.0	learning	LS3	PICTURE_654.jpg	c	n/a
1069.727	8.715	8715.0	learning	LS3	PICTURE_659.jpg	i	n/a
1078.442	9.257	9257.0	learning	LS3	PICTURE_212.jpg	i	n/a
1087.699	8.680	8680.0	learning	LS3	PICTURE_26.jpg	c	n/a
1096.379	n/a	n/a	learning	LS4	PICTURE_659.jpg	i	n/a
1121.379	7.154	7154.0	learning	LS4	PICTURE_38.jpg	i	n/a
1128.533	7.870	7870.0	learning	LS4	PICTURE_26.jpg	i	n/a
1136.403	9.544	9544.0	learning	LS4	PICTURE_654.jpg	i	n/a
1145.947	9.301	9301.0	learning	LS4	PICTURE_212.jpg	c	n/a
