onset	duration	trial_type	condition	block	trial	difficulty_level	expression	correct_answer	user_answer	response_time_ms	is_correct	is_timeout
0.0	2.203	FLOW_B	B	1	1	1	109 + 1	110	110.0	2203.2	1	0
6.217	3.652	FLOW_B	B	1	2	1	9 + 102	111	111.0	3652.2	1	0
13.884	3.028	FLOW_B	B	1	3	1	107 + 9	116	116.0	3027.6	1	0
20.93	2.274	FLOW_B	B	1	4	1	2 + 104	106	106.0	2273.8	1	0
27.224	1.73	FLOW_B	B	1	5	1	106 + 3	109	109.0	1730.0	1	0
32.974	1.692	FLOW_B	B	1	6	1	105 + 1	106	196.0	1691.5	0	0
38.719	2.925	FLOW_B	B	1	7	1	9 + 105	114	114.0	2925.3	1	0
45.698	4.234	FLOW_B	B	1	8	1	104 + 7	111	111.0	4233.6	1	0
53.942	2.369	FLOW_B	B	1	9	1	9 + 104	113	113.0	2368.8	1	0
60.364	3.258	FLOW_B	B	1	10	1	7 + 108	115	115.0	3257.8	1	0
67.675	1.958	FLOW_B	B	1	11	1	107 + 3	110	110.0	1958.5	1	0
73.683	2.189	FLOW_B	B	1	12	1	104 + 8	112	112.0	2189.3	1	0
79.886	2.164	FLOW_B	B	1	13	1	103 + 8	111	111.0	2164.1	1	0
86.104	1.602	FLOW_B	B	1	14	1	1 + 100	101	101.0	1602.3	1	0
91.759	1.917	FLOW_B	B	1	15	1	101 + 7	108	108.0	1917.0	1	0
97.677	2.604	FLOW_B	B	1	16	1	9 + 104	113	113.0	2603.8	1	0
104.283	2.812	FLOW_B	B	1	17	1	108 + 5	113	113.0	2811.9	1	0
111.1	1.489	FLOW_B	B	1	18	1	3 + 103	106	106.0	1488.9	1	0
116.638	1.75	FLOW_B	B	1	19	1	102 + 2	104	104.0	1749.9	1	0
122.389	2.226	FLOW_B	B	1	20	1	101 + 6	107	107.0	2225.6	1	0
128.667	1.359	FLOW_B	B	1	21	1	100 + 6	106	106.0	1359.2	1	0
134.073	1.478	FLOW_B	B	1	22	1	1 + 102	103	103.0	1478.2	1	0
139.554	1.453	FLOW_B	B	1	23	1	101 + 4	105	105.0	1453.3	1	0
145.012	2.956	FLOW_B	B	1	24	1	105 + 8	113	113.0	2955.9	1	0
152.001	2.285	FLOW_B	B	1	25	1	105 + 9	114	114.0	2285.1	1	0
158.287	1.308	FLOW_B	B	1	26	1	100 + 7	107	107.0	1307.8	1	0
163.599	2.757	FLOW_B	B	1	27	1	101 + 2	103	3.0	2756.8	0	0
204.386	18.001	FLOW_O	O	2	1	11	22 + 66 + 88 + 100 + 21 + 7 + 35	339	n/a	18000.6	0	1
226.443	18.014	FLOW_O	O	2	2	11	24 + 75 + 106 + 90 + 76 + 6 + 91	468	n/a	18014.1	0	1
248.51	17.224	FLOW_O	O	2	3	11	11 + 13 + 16 + 2 + 107 + 73 + 64	286	385.0	17224.4	0	0
269.778	18.021	FLOW_O	O	2	4	11	106 + 12 + 3 + 64 + 41 + 83 + 37	346	n/a	18020.7	0	1
291.836	18.002	FLOW_O	O	2	5	11	7 + 99 + 19 + 85 + 107 + 46 + 81	444	n/a	18002.1	0	1
313.887	13.374	FLOW_O	O	2	6	11	98 + 34 + 8 + 20 + 42 + 103 + 42	347	337.0	13374.4	0	0
331.29	18.005	FLOW_O	O	2	7	11	66 + 79 + 51 + 2 + 30 + 48 + 100	376	n/a	18005.3	0	1
353.297	18.006	FLOW_O	O	2	8	11	68 + 95 + 6 + 59 + 95 + 50 + 108	481	n/a	18006.2	0	1
411.807	12.748	FLOW_F	F	3	1	8	56 + 76 + 76 + 12 + 100	320	320.0	12748.2	1	0
428.583	10.858	FLOW_F	F	3	2	8	10 + 84 + 10 + 58 + 100	262	222.0	10857.7	0	0
443.495	13.719	FLOW_F	F	3	3	8	47 + 93 + 109 + 32 + 95	376	376.0	13718.8	1	0
461.214	18.001	FLOW_F	F	3	4	8	108 + 98 + 52 + 67 + 67	392	n/a	18001.4	0	1
483.228	9.523	FLOW_F	F	3	5	8	30 + 73 + 47 + 68 + 105	323	323.0	9522.9	1	0
496.79	18.005	FLOW_F	F	3	6	8	46 + 101 + 73 + 58 + 96	374	n/a	18004.6	0	1
518.827	11.315	FLOW_F	F	3	7	8	51 + 100 + 87 + 14 + 59	311	311.0	11314.8	1	0
534.165	14.244	FLOW_F	F	3	8	8	17 + 62 + 66 + 107 + 60	312	312.0	14244.3	1	0
552.464	18.019	FLOW_F	F	3	9	9	39 + 6 + 72 + 106 + 84 + 78	385	n/a	18019.4	0	1
574.491	7.321	FLOW_F	F	3	10	9	56 + 23 + 1 + 101 + 67 + 39	287	n/a	7320.9	0	1
612.903	3.252	FLOW_B	B	4	1	1	109 + 6	115	115.0	3252.5	1	0
620.194	1.889	FLOW_B	B	4	2	1	2 + 107	109	109.0	1889.1	1	0
626.129	4.88	FLOW_B	B	4	3	1	9 + 108	117	117.0	4880.4	1	0
635.061	3.274	FLOW_B	B	4	4	1	8 + 105	113	113.0	3273.8	1	0
642.383	5.472	FLOW_B	B	4	5	1	7 + 109	116	116.0	5472.5	1	0
651.901	5.145	FLOW_B	B	4	6	1	109 + 6	115	115.0	5144.6	1	0
661.089	2.031	FLOW_B	B	4	7	1	108 + 4	112	112.0	2031.4	1	0
667.17	2.102	FLOW_B	B	4	8	1	1 + 104	105	105.0	2101.9	1	0
673.316	1.879	FLOW_B	B	4	9	1	5 + 100	105	105.0	1878.6	1	0
679.244	2.019	FLOW_B	B	4	10	1	107 + 7	114	114.0	2018.8	1	0
685.308	4.589	FLOW_B	B	4	11	1	9 + 108	117	117.0	4589.2	1	0
693.934	2.264	FLOW_B	B	4	12	1	102 + 8	110	110.0	2264.5	1	0
700.238	3.261	FLOW_B	B	4	13	1	108 + 9	117	117.0	3261.4	1	0
707.504	1.907	FLOW_B	B	4	14	1	103 + 8	111	11.0	1907.2	0	0
713.452	3.041	FLOW_B	B	4	15	1	2 + 109	111	111.0	3041.1	1	0
720.524	3.243	FLOW_B	B	4	16	1	7 + 106	113	113.0	3243.3	1	0
727.783	1.647	FLOW_B	B	4	17	1	3 + 101	104	104.0	1647.3	1	0
733.437	3.068	FLOW_B	B	4	18	1	8 + 109	117	117.0	3067.7	1	0
740.51	1.805	FLOW_B	B	4	19	1	4 + 108	112	112.0	1804.9	1	0
746.362	2.958	FLOW_B	B	4	20	1	5 + 106	111	111.0	2957.9	1	0
753.325	1.91	FLOW_B	B	4	21	1	7 + 103	110	110.0	1909.8	1	0
759.241	2.25	FLOW_B	B	4	22	1	1 + 107	108	108.0	2249.7	1	0
765.535	1.876	FLOW_B	B	4	23	1	5 + 101	106	106.0	1876.5	1	0
771.453	3.425	FLOW_B	B	4	24	1	106 + 7	113	113.0	3425.4	1	0
778.921	1.819	FLOW_B	B	4	25	1	104 + 8	112	112.0	1819.3	1	0
815.73	18.017	FLOW_O	O	5	1	11	44 + 5 + 17 + 17 + 61 + 81 + 103	328	n/a	18017.1	0	1
837.777	18.006	FLOW_O	O	5	2	11	20 + 85 + 85 + 2 + 107 + 59 + 74	432	n/a	18006.1	0	1
859.838	15.646	FLOW_O	O	5	3	11	41 + 4 + 20 + 27 + 26 + 83 + 100	301	301.0	15646.4	1	0
879.485	17.052	FLOW_O	O	5	4	11	38 + 60 + 80 + 3 + 81 + 104 + 11	377	377.0	17052.1	1	0
900.579	18.002	FLOW_O	O	5	5	12	70 + 87 + 58 + 109 + 19 + 52 + 57	452	n/a	18001.6	0	1
922.63	18.02	FLOW_O	O	5	6	12	103 + 98 + 33 + 79 + 83 + 13 + 83	492	n/a	18019.9	0	1
944.684	17.502	FLOW_O	O	5	7	11	9 + 64 + 52 + 34 + 76 + 106 + 11	352	356.0	17501.9	0	0
966.219	17.549	FLOW_O	O	5	8	11	7 + 78 + 92 + 106 + 13 + 29 + 37	362	346.0	17549.4	0	0
