trial_index	trial_type	block_number	block_type	is_practice	n_left_clicks	go_first_left_inside	go_first_left_rt	parse_failed_time	parse_failed_xy	parse_failed_buttons	mismatched_lengths	any_rb_nonzero	any_mb_nonzero	any_click	any_left	any_right	nogo_stop_time	nogo_stopped	nogo_outcome	nogo_parse_failed	rt_combined	accuracy
1	go	1	go_only	1	0	0	n/a	0	0	0	0	1	0	1	0	1	0.955587	1	stopped_early	0	n/a	0
2	go	1	go_only	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
3	go	1	go_only	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
4	go	1	go_only	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
5	go	1	go_only	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
6	go	1	go_only	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
7	go	1	go_only	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
8	go	1	go_only	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
9	go	1	go_only	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
10	go	1	go_only	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
11	go	1	go_only	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
12	go	1	go_only	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
13	go	1	go_only	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
14	go	1	go_only	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
15	go	1	go_only	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
16	go	1	go_only	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
17	go	1	go_only	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
18	go	1	go_only	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
19	go	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
20	go	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
21	go	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
22	nogo	2	go_nogo_prac	1	1	1	0.823542	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	n/a	0
23	go	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
24	nogo	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
25	go	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
26	go	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
27	go	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
28	go	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
29	nogo	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	0	0	0	0	0	0.644537	1	stopped_early	0	0.644537	1
30	go	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
31	go	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
32	go	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
33	go	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
34	go	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
35	nogo	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	0	0	0	0	0	0.411645	1	stopped_early	0	0.411645	1
36	go	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
37	go	3	go_only	0	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
38	go	3	go_only	0	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
39	go	3	go_only	0	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
40	go	3	go_only	0	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
41	go	3	go_only	0	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
42	go	3	go_only	0	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
43	go	3	go_only	0	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
44	go	3	go_only	0	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
45	go	3	go_only	0	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
46	go	3	go_only	0	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
47	go	3	go_only	0	0	0	n/a	0	0	0	0	1	0	1	0	1	n/a	0	no_stop_early	0	n/a	0
