onset	duration	accuracy	trial_type	learning_stage	stimulus	response_port
240.968	1.14	correct	learning	LS1	h33_p11_k_down_right.jpg	98
288.001	1.267	correct	learning	LS1	h46_p43_i_down_left.jpg	97
334.866	1.378	correct	learning	LS1	h109_p51_k_up_left.jpg	98
381.565	1.17	correct	learning	LS1	h117_p6_k_up_left.jpg	98
428.43	1.106	correct	learning	LS1	h33_p33_i_down_right.jpg	97
475.128	0.834	correct	learning	LS1	h46_p18_k_down_left.jpg	98
521.994	1.153	incorrect	learning	LS1	h18_p7_k_down_right.jpg	97
568.526	1.074	correct	learning	LS1	h109_p35_i_up_right.jpg	97
615.224	1.042	correct	learning	LS1	h18_p49_i_down_right.jpg	97
661.923	1.074	correct	learning	LS1	h117_p31_i_up_left.jpg	97
753.652	1.161	correct	learning	LS2	h18_p7_k_down_right.jpg	98
800.184	0.81	correct	learning	LS2	h46_p18_k_down_left.jpg	98
846.716	0.699	correct	learning	LS2	h109_p51_k_up_left.jpg	98
893.414	0.859	correct	learning	LS2	h33_p11_k_down_right.jpg	98
940.113	0.827	correct	learning	LS2	h117_p6_k_up_left.jpg	98
986.811	1.067	correct	learning	LS2	h46_p34_i_down_left.jpg	97
1033.51	0.699	correct	learning	LS2	h33_p15_i_down_left.jpg	97
1080.209	0.907	correct	learning	LS2	h109_p34_i_up_right.jpg	97
1126.907	0.747	correct	learning	LS2	h117_p13_i_up_right.jpg	97
1173.773	1.162	correct	learning	LS2	h18_p47_i_down_right.jpg	97
1265.502	0.737	correct	learning	LS3	h109_p51_k_up_left.jpg	98
1312.034	0.722	correct	learning	LS3	h117_p31_i_up_left.jpg	97
1358.566	0.771	correct	learning	LS3	h33_p33_i_down_right.jpg	97
1405.097	0.852	correct	learning	LS3	h109_p35_i_up_right.jpg	97
1451.796	0.756	correct	learning	LS3	h18_p7_k_down_right.jpg	98
1498.328	0.724	correct	learning	LS3	h46_p43_i_down_left.jpg	97
1544.86	0.901	correct	learning	LS3	h117_p6_k_up_left.jpg	98
1591.558	0.741	correct	learning	LS3	h33_p11_k_down_right.jpg	98
1638.09	0.646	correct	learning	LS3	h46_p18_k_down_left.jpg	98
1684.955	0.853	correct	learning	LS3	h18_p49_i_down_right.jpg	97
1776.685	0.956	correct	learning	LS4	h33_p15_i_down_left.jpg	97
