onset	duration	accuracy	trial_type	learning_stage	stimulus
0.0	1.095	correct	study	Phase1	study/STIM_000.jpg
4.981	1.325	correct	study	Phase1	study/STIM_000.jpg
8.459	1.538	correct	study	Phase1	study/STIM_000.jpg
13.811	1.269	correct	study	Phase1	study/STIM_001.jpg
17.998	0.913	correct	study	Phase1	study/STIM_001.jpg
21.028	1.138	correct	study	Phase1	study/STIM_001.jpg
24.632	1.315	correct	study	Phase1	study/STIM_002.jpg
28.989	0.953	correct	study	Phase1	study/STIM_002.jpg
32.653	0.996	incorrect	study	Phase1	study/STIM_002.jpg
35.926	1.733	correct	study	Phase1	study/STIM_003.jpg
40.948	1.068	correct	study	Phase1	study/STIM_003.jpg
45.199	1.093	correct	study	Phase1	study/STIM_003.jpg
48.608	1.037	correct	study	Phase1	study/STIM_004.jpg
53.397	1.147	correct	study	Phase1	study/STIM_004.jpg
56.548	1.106	correct	study	Phase1	study/STIM_004.jpg
60.279	1.062	correct	study	Phase1	study/STIM_005.jpg
64.598	1.658	correct	study	Phase1	study/STIM_005.jpg
68.554	1.423	correct	study	Phase1	study/STIM_005.jpg
73.068	0.894	correct	study	Phase1	study/STIM_006.jpg
76.873	0.876	correct	study	Phase1	study/STIM_006.jpg
80.411	1.44	incorrect	study	Phase1	study/STIM_006.jpg
84.812	1.603	incorrect	study	Phase1	study/STIM_007.jpg
89.994	1.58	correct	study	Phase1	study/STIM_007.jpg
94.433	1.074	correct	study	Phase1	study/STIM_007.jpg
97.602	0.856	incorrect	study	Phase1	study/STIM_008.jpg
101.901	0.887	correct	study	Phase1	study/STIM_008.jpg
105.311	1.332	correct	study	Phase1	study/STIM_008.jpg
108.848	1.067	incorrect	study	Phase1	study/STIM_009.jpg
112.224	1.228	correct	study	Phase1	study/STIM_009.jpg
116.745	1.501	correct	study	Phase1	study/STIM_009.jpg
121.299	1.058	correct	study	Phase1	study/STIM_010.jpg
125.735	1.703	correct	study	Phase1	study/STIM_010.jpg
130.956	1.551	correct	study	Phase1	study/STIM_010.jpg
135.603	1.296	correct	study	Phase1	study/STIM_011.jpg
140.419	1.129	correct	study	Phase1	study/STIM_011.jpg
144.797	0.76	correct	study	Phase1	study/STIM_011.jpg
148.043	1.716	correct	study	Phase1	study/STIM_012.jpg
152.816	1.58	correct	study	Phase1	study/STIM_012.jpg
156.614	1.604	correct	study	Phase1	study/STIM_012.jpg
160.542	1.651	correct	study	Phase1	study/STIM_013.jpg
165.836	1.042	correct	study	Phase1	study/STIM_013.jpg
170.246	1.092	incorrect	study	Phase1	study/STIM_013.jpg
173.591	1.424	correct	study	Phase1	study/STIM_014.jpg
176.999	1.517	incorrect	study	Phase1	study/STIM_014.jpg
181.115	1.388	correct	study	Phase1	study/STIM_014.jpg
185.866	0.829	correct	study	Phase1	study/STIM_015.jpg
189.799	1.726	correct	study	Phase1	study/STIM_015.jpg
194.858	0.892	correct	study	Phase1	study/STIM_015.jpg
197.89	1.713	correct	study	Phase1	study/STIM_016.jpg
202.031	1.482	incorrect	study	Phase1	study/STIM_016.jpg
205.966	0.829	correct	study	Phase1	study/STIM_016.jpg
209.274	1.83	correct	study	Phase1	study/STIM_017.jpg
213.111	1.642	correct	study	Phase1	study/STIM_017.jpg
217.425	1.205	correct	study	Phase1	study/STIM_017.jpg
221.877	1.444	correct	study	Phase1	study/STIM_018.jpg
227.114	1.22	incorrect	study	Phase1	study/STIM_018.jpg
230.927	1.528	correct	study	Phase1	study/STIM_018.jpg
235.55	1.781	correct	study	Phase1	study/STIM_019.jpg
240.649	1.015	correct	study	Phase1	study/STIM_019.jpg
244.433	1.569	correct	study	Phase1	study/STIM_019.jpg
248.544	0.883	incorrect	study	Phase1	study/STIM_020.jpg
251.707	1.593	correct	study	Phase1	study/STIM_020.jpg
256.609	0.829	correct	study	Phase1	study/STIM_020.jpg
261.351	0.954	correct	study	Phase1	study/STIM_021.jpg
264.993	1.742	correct	study	Phase1	study/STIM_021.jpg
268.798	1.378	correct	study	Phase1	study/STIM_021.jpg
273.465	0.922	correct	study	Phase1	study/STIM_022.jpg
277.12	1.294	correct	study	Phase1	study/STIM_022.jpg
282.335	1.425	correct	study	Phase1	study/STIM_022.jpg
286.791	0.915	correct	study	Phase1	study/STIM_023.jpg
289.984	1.012	correct	study	Phase1	study/STIM_023.jpg
294.291	1.022	incorrect	study	Phase1	study/STIM_023.jpg
299.173	1.371	correct	study	Phase1	study/STIM_024.jpg
303.062	1.714	correct	study	Phase1	study/STIM_024.jpg
308.519	1.585	correct	study	Phase1	study/STIM_024.jpg
313.697	1.282	correct	study	Phase1	study/STIM_025.jpg
318.44	1.091	incorrect	study	Phase1	study/STIM_025.jpg
322.592	1.505	correct	study	Phase1	study/STIM_025.jpg
327.739	1.034	correct	study	Phase1	study/STIM_026.jpg
331.981	1.421	correct	study	Phase1	study/STIM_026.jpg
336.761	1.276	incorrect	study	Phase1	study/STIM_026.jpg
341.339	1.43	correct	study	Phase1	study/STIM_027.jpg
346.491	1.007	correct	study	Phase1	study/STIM_027.jpg
349.832	1.34	correct	study	Phase1	study/STIM_027.jpg
353.167	1.814	incorrect	study	Phase1	study/STIM_028.jpg
356.969	1.605	incorrect	study	Phase1	study/STIM_028.jpg
360.755	1.594	correct	study	Phase1	study/STIM_028.jpg
364.541	1.692	correct	study	Phase1	study/STIM_029.jpg
368.758	1.573	correct	study	Phase1	study/STIM_029.jpg
373.548	1.558	incorrect	study	Phase1	study/STIM_029.jpg
377.53	1.238	correct	test	Phase1	test/STIM_000.jpg
381.609	1.305	correct	test	Phase1	test/STIM_000.jpg
385.532	1.074	correct	test	Phase1	test/STIM_000.jpg
388.819	1.245	correct	test	Phase1	test/STIM_001.jpg
393.596	1.01	correct	test	Phase1	test/STIM_001.jpg
398.355	0.863	incorrect	test	Phase1	test/STIM_001.jpg
403.166	1.226	correct	test	Phase1	test/STIM_002.jpg
406.393	0.774	correct	test	Phase1	test/STIM_002.jpg
410.409	1.117	correct	test	Phase1	test/STIM_002.jpg
414.616	1.08	correct	test	Phase1	test/STIM_003.jpg
419.115	1.293	correct	test	Phase1	test/STIM_003.jpg
422.722	1.287	correct	test	Phase1	test/STIM_003.jpg
427.968	1.112	correct	test	Phase1	test/STIM_004.jpg
431.707	0.706	correct	test	Phase1	test/STIM_004.jpg
436.134	0.92	correct	test	Phase1	test/STIM_004.jpg
440.9	0.794	correct	test	Phase1	test/STIM_005.jpg
444.62	0.763	correct	test	Phase1	test/STIM_005.jpg
448.729	0.679	correct	test	Phase1	test/STIM_005.jpg
453.099	0.659	incorrect	test	Phase1	test/STIM_006.jpg
457.356	1.224	correct	test	Phase1	test/STIM_006.jpg
461.168	0.973	correct	test	Phase1	test/STIM_006.jpg
464.428	1.036	correct	test	Phase1	test/STIM_007.jpg
469.145	0.691	correct	test	Phase1	test/STIM_007.jpg
472.906	1.112	correct	test	Phase1	test/STIM_007.jpg
476.503	0.621	correct	test	Phase1	test/STIM_008.jpg
480.931	1.18	correct	test	Phase1	test/STIM_008.jpg
486.045	0.92	correct	test	Phase1	test/STIM_008.jpg
488.972	1.286	incorrect	test	Phase1	test/STIM_009.jpg
493.016	0.643	correct	test	Phase1	test/STIM_009.jpg
495.655	0.843	correct	test	Phase1	test/STIM_009.jpg
498.79	1.001	incorrect	test	Phase1	test/STIM_010.jpg
503.339	1.013	correct	test	Phase1	test/STIM_010.jpg
508.065	1.171	correct	test	Phase1	test/STIM_010.jpg
511.215	0.938	incorrect	test	Phase1	test/STIM_011.jpg
515.757	1.205	correct	test	Phase1	test/STIM_011.jpg
520.365	1.186	correct	test	Phase1	test/STIM_011.jpg
524.914	1.193	correct	test	Phase1	test/STIM_012.jpg
528.679	0.843	correct	test	Phase1	test/STIM_012.jpg
533.066	1.08	correct	test	Phase1	test/STIM_012.jpg
537.033	1.236	correct	test	Phase1	test/STIM_013.jpg
541.654	0.784	correct	test	Phase1	test/STIM_013.jpg
544.992	0.963	correct	test	Phase1	test/STIM_013.jpg
548.955	0.739	correct	test	Phase1	test/STIM_014.jpg
552.22	1.314	correct	test	Phase1	test/STIM_014.jpg
556.595	0.677	correct	test	Phase1	test/STIM_014.jpg
560.951	0.929	incorrect	test	Phase1	test/STIM_015.jpg
565.468	1.0	correct	test	Phase1	test/STIM_015.jpg
570.348	1.288	correct	test	Phase1	test/STIM_015.jpg
573.74	1.062	correct	test	Phase1	test/STIM_016.jpg
576.914	1.248	correct	test	Phase1	test/STIM_016.jpg
580.84	1.143	incorrect	test	Phase1	test/STIM_016.jpg
584.7	0.689	correct	test	Phase1	test/STIM_017.jpg
588.554	1.184	correct	test	Phase1	test/STIM_017.jpg
592.764	0.805	correct	test	Phase1	test/STIM_017.jpg
596.275	0.66	incorrect	test	Phase1	test/STIM_018.jpg
599.18	0.922	correct	test	Phase1	test/STIM_018.jpg
603.698	1.259	correct	test	Phase1	test/STIM_018.jpg
607.904	0.982	correct	test	Phase1	test/STIM_019.jpg
610.999	1.088	correct	test	Phase1	test/STIM_019.jpg
615.07	0.766	correct	test	Phase1	test/STIM_019.jpg
618.309	0.662	incorrect	test	Phase1	test/STIM_020.jpg
622.34	1.076	correct	test	Phase1	test/STIM_020.jpg
625.396	0.701	correct	test	Phase1	test/STIM_020.jpg
628.628	1.262	correct	test	Phase1	test/STIM_021.jpg
632.176	1.252	correct	test	Phase1	test/STIM_021.jpg
636.666	1.22	correct	test	Phase1	test/STIM_021.jpg
641.333	1.088	correct	test	Phase1	test/STIM_022.jpg
645.721	0.669	correct	test	Phase1	test/STIM_022.jpg
650.257	0.771	correct	test	Phase1	test/STIM_022.jpg
653.727	0.673	correct	test	Phase1	test/STIM_023.jpg
656.961	0.942	correct	test	Phase1	test/STIM_023.jpg
660.916	1.076	correct	test	Phase1	test/STIM_023.jpg
665.713	1.084	incorrect	test	Phase1	test/STIM_024.jpg
669.732	1.202	correct	test	Phase1	test/STIM_024.jpg
674.721	0.774	correct	test	Phase1	test/STIM_024.jpg
678.051	0.647	correct	test	Phase1	test/STIM_025.jpg
680.907	1.098	correct	test	Phase1	test/STIM_025.jpg
685.826	1.044	correct	test	Phase1	test/STIM_025.jpg
690.839	1.025	correct	test	Phase1	test/STIM_026.jpg
695.678	0.818	incorrect	test	Phase1	test/STIM_026.jpg
699.359	1.226	correct	test	Phase1	test/STIM_026.jpg
703.769	0.723	correct	test	Phase1	test/STIM_027.jpg
708.388	0.912	correct	test	Phase1	test/STIM_027.jpg
713.095	1.232	correct	test	Phase1	test/STIM_027.jpg
717.28	1.136	correct	test	Phase1	test/STIM_028.jpg
721.645	0.628	correct	test	Phase1	test/STIM_028.jpg
726.257	1.293	correct	test	Phase1	test/STIM_028.jpg
730.588	0.78	correct	test	Phase1	test/STIM_029.jpg
734.268	1.144	incorrect	test	Phase1	test/STIM_029.jpg
738.178	1.008	correct	test	Phase1	test/STIM_029.jpg
741.325	1.16	correct	study	Phase2	study/STIM_000.jpg
745.746	0.943	correct	study	Phase2	study/STIM_000.jpg
749.112	0.642	correct	study	Phase2	study/STIM_000.jpg
753.379	0.696	correct	study	Phase2	study/STIM_001.jpg
756.316	0.995	correct	study	Phase2	study/STIM_001.jpg
759.648	0.696	correct	study	Phase2	study/STIM_001.jpg
764.153	1.362	incorrect	study	Phase2	study/STIM_002.jpg
768.137	1.195	correct	study	Phase2	study/STIM_002.jpg
772.371	1.109	correct	study	Phase2	study/STIM_002.jpg
776.286	0.994	correct	study	Phase2	study/STIM_003.jpg
780.74	1.22	correct	study	Phase2	study/STIM_003.jpg
785.488	1.344	correct	study	Phase2	study/STIM_003.jpg
789.622	1.383	correct	study	Phase2	study/STIM_004.jpg
794.735	1.234	correct	study	Phase2	study/STIM_004.jpg
799.28	0.682	incorrect	study	Phase2	study/STIM_004.jpg
802.062	1.081	correct	study	Phase2	study/STIM_005.jpg
805.965	0.654	correct	study	Phase2	study/STIM_005.jpg
808.742	1.208	correct	study	Phase2	study/STIM_005.jpg
813.54	0.719	correct	study	Phase2	study/STIM_006.jpg
818.053	0.753	correct	study	Phase2	study/STIM_006.jpg
822.382	0.954	correct	study	Phase2	study/STIM_006.jpg
825.773	1.493	correct	study	Phase2	study/STIM_007.jpg
829.674	1.081	correct	study	Phase2	study/STIM_007.jpg
834.107	1.005	correct	study	Phase2	study/STIM_007.jpg
837.228	0.812	correct	study	Phase2	study/STIM_008.jpg
840.65	1.332	correct	study	Phase2	study/STIM_008.jpg
844.213	0.843	correct	study	Phase2	study/STIM_008.jpg
848.566	1.491	correct	study	Phase2	study/STIM_009.jpg
852.241	0.826	correct	study	Phase2	study/STIM_009.jpg
856.624	1.136	incorrect	study	Phase2	study/STIM_009.jpg
861.416	1.437	correct	study	Phase2	study/STIM_010.jpg
865.377	0.761	correct	study	Phase2	study/STIM_010.jpg
868.924	0.94	correct	study	Phase2	study/STIM_010.jpg
872.381	1.236	correct	study	Phase2	study/STIM_011.jpg
876.132	0.87	correct	study	Phase2	study/STIM_011.jpg
880.438	1.345	correct	study	Phase2	study/STIM_011.jpg
885.402	1.293	incorrect	study	Phase2	study/STIM_012.jpg
890.289	1.415	correct	study	Phase2	study/STIM_012.jpg
894.305	1.011	correct	study	Phase2	study/STIM_012.jpg
897.398	1.307	correct	study	Phase2	study/STIM_013.jpg
902.258	1.114	correct	study	Phase2	study/STIM_013.jpg
905.621	0.799	correct	study	Phase2	study/STIM_013.jpg
908.422	1.014	incorrect	study	Phase2	study/STIM_014.jpg
912.866	0.991	correct	study	Phase2	study/STIM_014.jpg
916.426	0.712	incorrect	study	Phase2	study/STIM_014.jpg
919.531	0.793	correct	study	Phase2	study/STIM_015.jpg
923.467	0.861	correct	study	Phase2	study/STIM_015.jpg
926.418	1.294	correct	study	Phase2	study/STIM_015.jpg
930.384	1.022	correct	study	Phase2	study/STIM_016.jpg
934.354	0.964	correct	study	Phase2	study/STIM_016.jpg
938.494	0.671	correct	study	Phase2	study/STIM_016.jpg
943.11	1.112	correct	study	Phase2	study/STIM_017.jpg
946.501	1.336	correct	study	Phase2	study/STIM_017.jpg
950.022	0.947	correct	study	Phase2	study/STIM_017.jpg
954.914	0.804	incorrect	study	Phase2	study/STIM_018.jpg
958.105	1.224	correct	study	Phase2	study/STIM_018.jpg
