onset	duration	trial_type	condition	block	trial	difficulty_level	expression	correct_answer	user_answer	response_time_ms	is_correct	is_timeout
0.0	3.336	FLOW_B	B	1	1	1	107 + 1	108	108.0	3336.4	1	0
7.389	4.052	FLOW_B	B	1	2	1	108 + 6	114	114.0	4052.5	1	0
15.461	4.369	FLOW_B	B	1	3	1	6 + 107	113	113.0	4369.3	1	0
23.882	3.207	FLOW_B	B	1	4	1	106 + 9	115	115.0	3206.8	1	0
31.142	3.315	FLOW_B	B	1	5	1	5 + 101	106	106.0	3314.6	1	0
38.51	5.376	FLOW_B	B	1	6	1	5 + 108	113	113.0	5376.4	1	0
47.942	4.327	FLOW_B	B	1	7	1	6 + 106	112	112.0	4326.6	1	0
56.32	2.141	FLOW_B	B	1	8	1	9 + 100	109	109.0	2141.2	1	0
62.512	2.616	FLOW_B	B	1	9	1	5 + 104	109	109.0	2616.2	1	0
69.17	3.595	FLOW_B	B	1	10	1	108 + 4	112	112.0	3595.1	1	0
76.819	9.872	FLOW_B	B	1	11	1	9 + 102	111	111.0	9872.4	1	0
90.745	2.204	FLOW_B	B	1	12	1	4 + 108	112	112.0	2204.3	1	0
96.98	3.051	FLOW_B	B	1	13	1	7 + 109	116	116.0	3050.8	1	0
104.076	3.947	FLOW_B	B	1	14	1	106 + 2	108	108.0	3947.3	1	0
112.069	2.168	FLOW_B	B	1	15	1	102 + 2	104	104.0	2168.3	1	0
118.28	3.414	FLOW_B	B	1	16	1	5 + 101	106	106.0	3414.0	1	0
125.726	4.28	FLOW_B	B	1	17	1	7 + 104	111	111.0	4280.5	1	0
134.028	2.103	FLOW_B	B	1	18	1	100 + 7	107	107.0	2102.6	1	0
140.15	2.462	FLOW_B	B	1	19	1	104 + 4	108	108.0	2462.3	1	0
146.631	2.502	FLOW_B	B	1	20	1	101 + 6	107	107.0	2501.8	1	0
153.184	1.667	FLOW_B	B	1	21	1	101 + 9	110	110.0	1666.7	1	0
158.894	1.928	FLOW_B	B	1	22	1	100 + 1	101	101.0	1928.3	1	0
164.877	5.125	FLOW_B	B	1	23	1	108 + 9	117	n/a	5124.7	0	1
214.913	18.003	FLOW_F	F	2	1	5	2 + 104 + 83 + 25	214	n/a	18003.2	0	1
236.97	10.488	FLOW_F	F	2	2	5	1 + 64 + 103 + 55	223	223.0	10488.2	1	0
251.51	18.014	FLOW_F	F	2	3	5	39 + 101 + 7 + 95	242	n/a	18014.5	0	1
273.531	13.976	FLOW_F	F	2	4	5	101 + 77 + 28 + 3	209	208.0	13975.8	0	0
291.524	6.176	FLOW_F	F	2	5	4	40 + 63 + 100	203	103.0	6176.0	0	0
301.754	8.256	FLOW_F	F	2	6	4	15 + 41 + 100	156	156.0	8255.8	1	0
314.011	12.951	FLOW_F	F	2	7	4	108 + 78 + 90	276	266.0	12951.1	0	0
330.999	12.072	FLOW_F	F	2	8	4	104 + 51 + 69	224	204.0	12071.6	0	0
347.071	6.867	FLOW_F	F	2	9	3	7 + 81 + 100	188	188.0	6867.2	1	0
357.965	16.391	FLOW_F	F	2	10	3	28 + 9 + 107	144	144.0	16390.8	1	0
378.359	6.574	FLOW_F	F	2	11	4	103 + 26 + 85	214	n/a	6574.3	0	1
