onset	duration	accuracy	trial_type	learning_stage	stimulus	response_port
241.253	1.54	correct	learning	LS1	h27_p8_k_up_q1_left.jpg	98
288.119	1.121	correct	learning	LS1	h44_p49_i_up_left.jpg	97
334.817	1.596	incorrect	learning	LS1	h84_p8_k_down_q3_right.jpg	97
381.516	1.242	correct	learning	LS1	h93_p27_k_down_q1_left.jpg	98
428.215	1.749	correct	learning	LS1	h84_p47_i_down_right.jpg	97
474.913	0.995	incorrect	learning	LS1	h93_p48_i_down_left.jpg	98
521.612	1.231	incorrect	learning	LS1	h88_p2_i_down_right.jpg	98
568.477	1.578	correct	learning	LS1	h44_p18_k_up_q1_right.jpg	98
615.176	1.894	correct	learning	LS1	h88_p35_k_down_q1_left.jpg	98
661.874	1.587	correct	learning	LS1	h27_p34_i_up_right.jpg	97
753.771	1.107	correct	learning	LS2	h93_p27_k_down_q1_left.jpg	98
800.302	0.8	correct	learning	LS2	h84_p8_k_down_q3_right.jpg	98
847.001	1.18	correct	learning	LS2	h88_p35_k_down_q1_left.jpg	98
893.7	0.937	correct	learning	LS2	h93_p35_i_down_left.jpg	97
940.231	0.919	correct	learning	LS2	h27_p8_k_up_q1_left.jpg	98
986.93	0.995	correct	learning	LS2	h84_p34_i_down_left.jpg	97
1033.795	0.863	correct	learning	LS2	h44_p18_k_up_q1_right.jpg	98
1080.661	1.099	correct	learning	LS2	h88_p16_i_down_right.jpg	97
1127.526	1.158	correct	learning	LS2	h44_p20_i_up_right.jpg	97
1174.225	1.059	correct	learning	LS2	h27_p10_i_up_left.jpg	97
1266.121	0.802	correct	learning	LS3	h27_p8_k_up_q1_left.jpg	98
1312.82	0.895	correct	learning	LS3	h93_p27_k_down_q1_left.jpg	98
1359.518	0.78	correct	learning	LS3	h44_p18_k_up_q1_right.jpg	98
1406.217	0.904	correct	learning	LS3	h88_p35_k_down_q1_left.jpg	98
1452.915	0.901	correct	learning	LS3	h84_p47_i_down_right.jpg	97
1499.447	1.218	correct	learning	LS3	h44_p49_i_up_left.jpg	97
1546.313	0.878	correct	learning	LS3	h88_p2_i_down_right.jpg	97
1592.844	0.699	correct	learning	LS3	h93_p48_i_down_left.jpg	97
1639.376	1.096	correct	learning	LS3	h27_p34_i_up_right.jpg	97
1686.075	1.108	correct	learning	LS3	h84_p8_k_down_q3_right.jpg	98
1777.804	1.045	correct	learning	LS4	h93_p35_i_down_left.jpg	97
1824.503	1.121	correct	learning	LS4	h27_p10_i_up_left.jpg	97
1871.201	0.926	correct	learning	LS4	h44_p18_k_up_q1_right.jpg	98
1917.9	0.811	correct	learning	LS4	h27_p8_k_up_q1_left.jpg	98
1964.432	0.904	correct	learning	LS4	h84_p34_i_down_left.jpg	97
2011.13	0.901	correct	learning	LS4	h88_p35_k_down_q1_left.jpg	98
2057.996	0.785	correct	learning	LS4	h84_p8_k_down_q3_right.jpg	98
2104.694	0.909	correct	learning	LS4	h93_p27_k_down_q1_left.jpg	98
2151.393	0.857	correct	learning	LS4	h44_p20_i_up_right.jpg	97
2197.925	0.87	correct	learning	LS4	h88_p16_i_down_right.jpg	97
2470.278	2.033	incorrect	control	LS1	h26_p20_k_up_q2_right.jpg	97
2516.309	1.456	correct	control	LS1	h95_p31_i_down_right.jpg	98
2562.341	1.823	correct	control	LS1	h95_p32_k_down_q2_right.jpg	98
2608.539	1.23	correct	control	LS1	h55_p11_i_down_right.jpg	98
2654.737	1.612	correct	control	LS1	h69_p34_k_down_q1_left.jpg	97
2700.769	0.749	correct	control	LS1	h77_p16_i_down_right.jpg	98
2746.8	0.908	correct	control	LS1	h77_p42_k_down_q1_left.jpg	97
2792.832	1.914	correct	control	LS1	h26_p43_i_up_right.jpg	98
2839.03	0.906	correct	control	LS1	h69_p20_i_down_left.jpg	97
2885.062	0.857	correct	control	LS1	h55_p24_k_down_q4_left.jpg	97
2976.291	1.514	correct	control	LS2	h77_p35_i_down_left.jpg	97
3022.322	1.002	correct	control	LS2	h26_p48_i_up_right.jpg	98
3068.354	0.889	correct	control	LS2	h55_p15_i_down_left.jpg	97
3114.385	0.857	correct	control	LS2	h55_p24_k_down_q4_left.jpg	97
3160.416	0.92	correct	control	LS2	h95_p37_i_down_left.jpg	97
3206.448	0.76	correct	control	LS2	h26_p20_k_up_q2_right.jpg	98
3252.313	1.415	incorrect	control	LS2	h69_p34_k_down_q1_left.jpg	98
3298.344	1.446	correct	control	LS2	h95_p32_k_down_q2_right.jpg	98
3344.209	1.414	correct	control	LS2	h77_p42_k_down_q1_left.jpg	97
3390.24	1.19	correct	control	LS2	h69_p47_i_down_right.jpg	98
3481.469	1.479	correct	control	LS3	h55_p24_k_down_q4_left.jpg	97
3527.334	0.696	correct	control	LS3	h69_p20_i_down_left.jpg	97
3573.366	1.319	correct	control	LS3	h95_p32_k_down_q2_right.jpg	98
3619.397	1.254	correct	control	LS3	h26_p20_k_up_q2_right.jpg	98
