trial_index	block_number	block_type	is_practice	trials_count	digit	trial_type	correct_response	mouse_resp.x	mouse_resp.y	mouse_resp.leftButton	mouse_resp.midButton	mouse_resp.rightButton	mouse_resp.time	click_pos_x	click_pos_y	iti_duration	participant
1	1	go_only	1	18	7	go	click	[14.0, 30.0, 30.0, 85.0, 123.0, 148.0, 164.0, 179.0, 196.0, 202.0, 206.0, 208.0, 210.0, 211.0, 212.0, 212.0, 212.0, 212.0, 210.0, 209.0, 206.0, 203.0, 201.0, 201.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]	[-210.0, -149.0, -149.0, 27.0, 101.0, 145.0, 172.0, 200.0, 220.0, 230.0, 236.0, 239.0, 243.0, 247.0, 248.0, 248.0, 248.0, 248.0, 248.0, 248.0, 249.0, 252.0, 256.0, 259.0, 261.0, 261.0, 263.0, 263.0, 263.0, 263.0, 263.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.00020300003234297037, 0.008711100032087415, 0.02550869999686256, 0.04273059999104589, 0.05889869999373332, 0.07546480000019073, 0.0922856000252068, 0.10898890002863482, 0.12544610002078116, 0.14225079998141155, 0.1588680000277236, 0.17556150001473725, 0.19216340000275522, 0.20903450000332668, 0.22548229998210445, 0.2420632999856025, 0.2587463000090793, 0.2759698000154458, 0.2924771999823861, 0.3087993999943137, 0.3255458000348881, 0.34216870000818744, 0.3586833000299521, 0.37566510000033304, 0.3920249000075273, 0.4088651000056416, 0.42542660003528, 0.44217330001993105, 0.4588372000143863, 0.47547790000680834, 0.4928351999842562]	200.0	263.0	0.8	14b
2	1	go_only	1	18	7	go	click	[39.0, 39.0, 49.0, 66.0, 87.0, 104.0, 114.0, 120.0, 126.0, 130.0, 131.0, 133.0, 138.0, 139.0, 140.0, 140.0, 140.0, 141.0, 148.0, 156.0, 162.0, 165.0, 165.0, 165.0, 165.0, 165.0, 165.0, 165.0, 165.0, 165.0, 165.0, 165.0, 165.0]	[-238.0, -238.0, -125.0, 1.0, 116.0, 207.0, 255.0, 284.0, 303.0, 313.0, 317.0, 321.0, 328.0, 330.0, 331.0, 331.0, 331.0, 321.0, 294.0, 274.0, 270.0, 269.0, 269.0, 269.0, 269.0, 269.0, 269.0, 269.0, 269.0, 269.0, 269.0, 269.0, 269.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.00021460000425577164, 0.013637700001709163, 0.030058000003919005, 0.04757580003933981, 0.06297999998787418, 0.0797576000331901, 0.09619910002220422, 0.1130921000149101, 0.12980070000048727, 0.14634390000719577, 0.16284489998361096, 0.17966060002800077, 0.19640950002940372, 0.21346559998346493, 0.22951869998360053, 0.24629410001216456, 0.2629226000281051, 0.27968249999685213, 0.29627029999392107, 0.3130632000393234, 0.3298244000179693, 0.346160700020846, 0.3628941000206396, 0.379498100024648, 0.3960825999965891, 0.4127259000088088, 0.429707600036636, 0.44614090002141893, 0.4627984000253491, 0.4796683000167832, 0.49640060000820085, 0.5129646999994293, 0.5298712000367232]	165.0	269.0	0.7	14b
3	1	go_only	1	18	3	go	click	[9.0, 9.0, 18.0, 31.0, 52.0, 77.0, 96.0, 109.0, 119.0, 127.0, 132.0, 133.0, 135.0, 136.0, 136.0, 136.0, 145.0, 162.0, 181.0, 192.0, 195.0, 195.0, 195.0, 195.0, 196.0, 196.0, 196.0, 196.0, 196.0, 196.0, 196.0, 196.0]	[-194.0, -194.0, -119.0, 2.0, 106.0, 195.0, 279.0, 329.0, 347.0, 360.0, 363.0, 365.0, 366.0, 367.0, 367.0, 367.0, 358.0, 337.0, 318.0, 308.0, 306.0, 306.0, 306.0, 306.0, 305.0, 305.0, 305.0, 305.0, 305.0, 305.0, 305.0, 305.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.00018420000560581684, 0.009556700009852648, 0.026054500020109117, 0.042681600025389344, 0.05990380002185702, 0.07627910003066063, 0.09304550004890189, 0.10959420003928244, 0.12627120001707226, 0.1429218000266701, 0.1596373000065796, 0.17639950005104765, 0.1927241000230424, 0.20925310003804043, 0.22609950002515689, 0.24289910000516102, 0.2594477999955416, 0.27629350003553554, 0.29298410000046715, 0.309572099999059, 0.32591320003848523, 0.342560000019148, 0.3591794000240043, 0.37629360001301393, 0.3925808000494726, 0.40916940005263314, 0.4261273000156507, 0.4428083000238985, 0.4594998999964446, 0.4762394000426866, 0.49275100004160777, 0.5096597000374459]	196.0	305.0	0.6	14b
4	1	go_only	1	18	2	go	click	[55.0, 69.0, 85.0, 112.0, 135.0, 148.0, 159.0, 168.0, 175.0, 179.0, 180.0, 184.0, 192.0, 199.0, 204.0, 205.0, 205.0, 205.0, 205.0, 205.0, 205.0, 205.0, 205.0, 204.0, 204.0, 204.0, 204.0, 204.0, 204.0, 204.0, 204.0, 204.0, 204.0]	[-160.0, -96.0, -39.0, 25.0, 71.0, 104.0, 132.0, 153.0, 167.0, 174.0, 176.0, 179.0, 193.0, 211.0, 221.0, 223.0, 223.0, 223.0, 223.0, 223.0, 224.0, 227.0, 230.0, 235.0, 249.0, 254.0, 255.0, 255.0, 255.0, 255.0, 255.0, 255.0, 255.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.0001154000055976212, 0.009412900020834059, 0.025967199995648116, 0.04276969999773428, 0.05945930001325905, 0.07599189999746159, 0.09274829999776557, 0.10976260004099458, 0.12611610000021756, 0.1427045000018552, 0.15938750002533197, 0.17646370001602918, 0.19265700003597885, 0.2100308000226505, 0.22623130003921688, 0.24271120002958924, 0.25916130002588034, 0.27583650004817173, 0.292546900047455, 0.3099068000447005, 0.32643559999996796, 0.342703000002075, 0.3594283999991603, 0.3762517000432126, 0.392997800023295, 0.4093083000043407, 0.4259203000110574, 0.44258390000322834, 0.459134400007315, 0.4758941000327468, 0.4925982000422664, 0.5093016000464559, 0.5260656000464223]	204.0	255.0	0.9	14b
5	1	go_only	1	18	8	go	click	[35.0, 35.0, 47.0, 79.0, 114.0, 141.0, 171.0, 183.0, 190.0, 195.0, 199.0, 201.0, 201.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0, 202.0]	[-122.0, -122.0, -46.0, 67.0, 148.0, 206.0, 273.0, 304.0, 320.0, 334.0, 345.0, 352.0, 354.0, 354.0, 354.0, 354.0, 354.0, 354.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 351.0, 340.0, 334.0, 330.0, 330.0, 329.0, 329.0, 329.0, 329.0, 329.0, 329.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.000202300027012825, 0.010607300035189837, 0.02717850002227351, 0.04377670004032552, 0.0606456000241451, 0.07744700001785532, 0.09388620004756376, 0.11051740002585575, 0.12773570005083457, 0.14386880001984537, 0.16062040004180744, 0.1771386000327766, 0.1940142000094056, 0.2104475000523962, 0.2270041000447236, 0.24353730003349483, 0.26039890001993626, 0.2773008000222035, 0.29393000004347414, 0.3103563000331633, 0.32720150001114234, 0.34376960003282875, 0.36022770003182814, 0.37686100002611056, 0.3934898000443354, 0.41013070003828034, 0.42676729999948293, 0.44344030000502244, 0.460094400041271, 0.47691250004572794, 0.4938199000316672, 0.5103190000518225, 0.5270659000379965, 0.543669700040482, 0.5605751000111923, 0.5767528000287712, 0.5934713000315242, 0.6100681000389159, 0.6280713000451215, 0.6434656000346877, 0.6604252000106499, 0.6769259000429884, 0.6933763000415638, 0.7104394000489265, 0.7272905000136234, 0.7436342000146396, 0.7603495000512339, 0.7770022000186145, 0.793625200050883, 0.8101478000171483, 0.8267356000142172, 0.84354530001292, 0.8600236000493169, 0.8769591000163928, 0.8935975000495091, 0.9100362000172026, 0.9274383000447415, 0.9434322000015527, 0.9602240000385791, 0.9768485000240617, 0.993504700018093, 1.0100334000308067, 1.0267678000382148, 1.0435428000055254, 1.0602444999967702]	202.0	329.0	0.6	14b
6	1	go_only	1	18	8	go	click	[10.0, 10.0, 27.0, 43.0, 56.0, 75.0, 100.0, 126.0, 139.0, 149.0, 152.0, 155.0, 156.0, 159.0, 167.0, 180.0, 189.0, 195.0, 199.0, 201.0, 203.0, 208.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0, 209.0]	[-248.0, -248.0, -209.0, -169.0, -130.0, -75.0, 0.0, 75.0, 114.0, 142.0, 147.0, 156.0, 161.0, 166.0, 180.0, 206.0, 227.0, 244.0, 254.0, 260.0, 267.0, 276.0, 278.0, 279.0, 279.0, 279.0, 279.0, 279.0, 279.0, 279.0, 279.0, 279.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[8.3099992480129e-05, 0.012912700010929257, 0.029640100023243576, 0.04636660002870485, 0.06296200002543628, 0.07964190002530813, 0.09629590000258759, 0.1130725999828428, 0.12966039997991174, 0.14638150000246242, 0.16329230001429096, 0.17993799998657778, 0.19634000002406538, 0.21288760000607, 0.22942019999027252, 0.24604950001230463, 0.26306490000570193, 0.27984550001565367, 0.2962349000154063, 0.31282150000333786, 0.3296547000063583, 0.34620680002262816, 0.3629652999807149, 0.37934630003292114, 0.3960916000069119, 0.413283700007014, 0.4296422000043094, 0.44597020000219345, 0.46258920000400394, 0.4795327000319958, 0.4960583000211045, 0.5130929999868385]	209.0	279.0	0.8	14b
7	1	go_only	1	18	2	go	click	[27.0, 45.0, 66.0, 102.0, 139.0, 176.0, 201.0, 220.0, 233.0, 244.0, 255.0, 258.0, 262.0, 266.0, 268.0, 271.0, 276.0, 282.0, 285.0, 285.0, 286.0, 286.0, 284.0, 275.0, 271.0, 264.0, 259.0, 251.0, 243.0, 236.0, 231.0, 227.0, 226.0, 226.0, 226.0, 226.0, 226.0, 226.0, 226.0, 226.0, 226.0]	[-243.0, -197.0, -147.0, -33.0, 75.0, 152.0, 209.0, 247.0, 279.0, 304.0, 327.0, 332.0, 343.0, 350.0, 358.0, 364.0, 376.0, 391.0, 406.0, 412.0, 413.0, 413.0, 413.0, 401.0, 388.0, 372.0, 361.0, 350.0, 338.0, 322.0, 309.0, 302.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[7.98000255599618e-05, 0.009762700006831437, 0.026660800038371235, 0.04358610004419461, 0.06019180000294, 0.076984400046058, 0.09344660001806915, 0.10975010000402108, 0.12658929999452084, 0.14336030004778877, 0.15998940001009032, 0.1768822000012733, 0.1932156000402756, 0.21038820000831038, 0.22650119999889284, 0.2432690000277944, 0.2598804000299424, 0.2765865999972448, 0.29322450002655387, 0.31008080003084615, 0.32643120002467185, 0.34320290002506226, 0.3598898000200279, 0.37725340004544705, 0.39379170001484454, 0.40976900001987815, 0.426731200015638, 0.4431948999990709, 0.45990210003219545, 0.47655200003646314, 0.4932989000226371, 0.5099650000338443, 0.5263944000471383, 0.5430587000446394, 0.560167999996338, 0.5762437999946997, 0.5929555000038818, 0.6095604000147432, 0.6263870000257157, 0.6430188000085764, 0.6599731000023894]	226.0	300.0	0.6	14b
8	1	go_only	1	18	2	go	click	[67.0, 67.0, 105.0, 149.0, 194.0, 234.0, 269.0, 289.0, 303.0, 313.0, 316.0, 316.0, 316.0, 316.0, 316.0, 316.0, 316.0, 316.0, 316.0, 310.0, 298.0, 275.0, 265.0, 237.0, 226.0, 220.0, 220.0, 220.0, 219.0, 219.0, 219.0, 219.0, 219.0, 219.0, 219.0]	[-261.0, -261.0, -150.0, -37.0, 64.0, 164.0, 249.0, 304.0, 342.0, 370.0, 374.0, 375.0, 375.0, 375.0, 375.0, 375.0, 375.0, 375.0, 375.0, 370.0, 354.0, 332.0, 326.0, 312.0, 308.0, 307.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.00011769996490329504, 0.01175339997280389, 0.028565899992827326, 0.04515489999903366, 0.061928800016175956, 0.0785846000071615, 0.09509740001522005, 0.11184610001510009, 0.1287101000198163, 0.14518429996678606, 0.16176280000945553, 0.17822820000583306, 0.1950078000081703, 0.21154849999584258, 0.22852659999625757, 0.24504810001235455, 0.2616520000156015, 0.27844979998189956, 0.29519979999167845, 0.311701099970378, 0.32855919998837635, 0.3449244999792427, 0.3617983000003733, 0.3788016000180505, 0.39565000002039596, 0.41206070000771433, 0.4281830000109039, 0.44525579997571185, 0.46158679999643937, 0.47825290000764653, 0.49493089999305084, 0.5116009999765083, 0.5287700999761, 0.5450645000091754, 0.5622697999933735]	219.0	306.0	1.0	14b
9	1	go_only	1	18	6	go	click	[16.0, 32.0, 44.0, 74.0, 94.0, 112.0, 124.0, 135.0, 146.0, 159.0, 169.0, 174.0, 180.0, 185.0, 185.0, 185.0, 185.0, 185.0, 185.0, 186.0, 189.0, 191.0, 193.0, 194.0, 196.0, 197.0, 199.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]	[-238.0, -204.0, -177.0, -122.0, -82.0, -49.0, -21.0, 6.0, 29.0, 60.0, 83.0, 98.0, 107.0, 112.0, 114.0, 114.0, 117.0, 125.0, 135.0, 148.0, 165.0, 185.0, 194.0, 222.0, 247.0, 269.0, 287.0, 298.0, 302.0, 304.0, 304.0, 304.0, 304.0, 304.0, 304.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.00019350001821294427, 0.009336400020401925, 0.025926200032699853, 0.04267769999569282, 0.05972540000220761, 0.07642260001739487, 0.09299360000295565, 0.10948380001354963, 0.12608180003007874, 0.14296440000180155, 0.15953310002805665, 0.17602900002384558, 0.19276890001492575, 0.20950690004974604, 0.22573730000294745, 0.24287450005067512, 0.25938679999671876, 0.2760025000316091, 0.2928083000006154, 0.3096608000341803, 0.32602800003951415, 0.342632100044284, 0.3596201000036672, 0.3760685000452213, 0.39259669999592006, 0.4094660000409931, 0.42608090001158416, 0.44257290003588423, 0.45927340001799166, 0.4756840000045486, 0.4925402000080794, 0.50911740004085, 0.5257918999996036, 0.5426909000379965, 0.559316500031855]	200.0	304.0	0.6	14b
10	1	go_only	1	18	3	go	click	[10.0, 10.0, 40.0, 71.0, 92.0, 105.0, 113.0, 120.0, 124.0, 125.0, 127.0, 131.0, 137.0, 143.0, 143.0, 143.0, 143.0, 143.0, 144.0, 147.0, 150.0, 154.0, 157.0, 159.0, 163.0, 165.0, 167.0, 168.0, 169.0, 169.0, 169.0, 169.0, 169.0]	[-228.0, -228.0, -137.0, -43.0, 69.0, 115.0, 144.0, 163.0, 173.0, 178.0, 182.0, 188.0, 192.0, 197.0, 197.0, 197.0, 197.0, 197.0, 198.0, 204.0, 211.0, 220.0, 227.0, 235.0, 243.0, 249.0, 254.0, 258.0, 260.0, 260.0, 260.0, 260.0, 260.0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0.0001976999919861555, 0.010511800006497651, 0.027223300014156848, 0.04398449999280274, 0.060425200033932924, 0.07709050003904849, 0.09360620001098141, 0.11053510004421696, 0.12719980004476383, 0.1437521000043489, 0.16058690001955256, 0.17711009999038652, 0.1940547000267543, 0.21045539999613538, 0.2270905000041239, 0.24354709999170154, 0.2602180000394583, 0.27715030004037544, 0.2938395999954082, 0.31035939999856055, 0.3270304999896325, 0.3435115000465885, 0.36008650000439957, 0.37724870000965893, 0.3936141000012867, 0.41058210004121065, 0.42758950003189966, 0.4445492000086233, 0.4599588999990374, 0.47676900000078604, 0.4934369000256993, 0.5100417000357993, 0.5269087000051513]	169.0	260.0	0.5	14b
