trial_index	trial_type	block_number	path_length
55	go	4	n/a
56	go	4	n/a
57	go	4	593.964526
58	go	4	779.138935
59	go	4	527.281969
60	go	4	506.327906
61	go	4	561.002496
62	nogo	4	768.064466
63	go	4	549.705668
64	go	4	681.668662
65	go	4	639.433953
66	go	4	745.784544
67	go	4	616.059061
68	nogo	4	609.348056
69	go	4	642.543945
70	go	4	514.117734
71	go	4	534.452701
72	go	4	610.641982
73	go	4	579.060580
74	go	4	603.328415
75	go	4	573.643596
76	go	4	619.199635
77	nogo	4	530.916545
78	go	4	637.726420
79	go	4	644.710188
80	nogo	4	555.240056
81	go	4	614.464635
82	go	4	515.917955
83	go	4	551.161830
84	nogo	4	758.996674
85	go	4	581.908728
86	go	4	742.619169
87	go	4	557.239960
88	nogo	4	625.943304
89	go	4	628.461890
90	nogo	4	634.688259
91	go	4	595.666006
92	nogo	4	621.142672
93	go	4	716.252166
94	go	4	471.932987
95	go	4	611.841618
96	nogo	4	579.556355
97	go	4	606.038519
98	go	4	615.417356
99	nogo	4	n/a
100	go	4	579.823048
101	go	4	643.703817
102	nogo	4	534.915006
103	go	4	642.020026
104	go	4	521.864229
105	go	4	553.416311
106	go	4	555.989085
107	go	4	565.114771
108	go	4	779.232976
109	go	4	647.844249
110	go	4	735.979140
111	go	4	607.455875
112	go	4	631.895004
113	go	4	596.682900
114	nogo	4	n/a
115	go	5	599.674315
116	go	5	599.043059
117	nogo	5	591.438736
118	go	5	n/a
119	go	5	571.409458
120	go	5	765.039207
121	go	5	615.727963
122	go	5	n/a
123	go	5	571.378986
124	go	5	n/a
125	nogo	5	584.880228
126	go	5	685.524590
127	go	5	631.758659
128	nogo	5	n/a
129	go	5	n/a
130	go	5	597.427063
131	nogo	5	699.500466
132	go	5	600.581063
133	go	5	513.227834
134	go	5	619.606493
135	go	5	781.023143
136	go	5	616.194140
137	nogo	5	n/a
138	go	5	618.690164
139	nogo	5	n/a
140	go	5	564.169547
141	go	5	529.488278
142	nogo	5	n/a
143	go	5	586.504847
144	go	5	621.740122
145	go	5	589.438184
146	go	5	632.989803
147	go	5	613.862656
148	go	5	n/a
149	go	5	644.439962
150	nogo	5	n/a
151	go	5	n/a
152	nogo	5	n/a
153	go	5	619.727143
154	go	5	603.671226
155	go	5	601.438316
156	nogo	5	730.228670
157	go	5	560.881586
158	go	5	565.753518
159	go	5	598.791730
160	go	5	611.923625
161	go	5	659.499083
162	go	5	602.948096
163	go	5	n/a
164	go	5	604.848316
165	go	5	599.929207
166	nogo	5	n/a
167	go	5	622.149032
168	go	5	574.890337
169	go	5	617.835203
170	go	5	567.046303
171	nogo	5	n/a
172	go	5	592.355068
173	go	5	648.048628
174	go	5	n/a
193	nogo	7	n/a
194	go	7	n/a
195	go	7	591.098969
196	go	7	523.806121
197	nogo	7	562.586743
198	go	7	857.347233
199	go	7	584.682415
200	go	7	733.878620
201	go	7	n/a
202	go	7	580.126038
203	go	7	151.576773
204	go	7	590.923083
205	nogo	7	n/a
206	go	7	770.141376
207	go	7	472.862298
208	go	7	804.872311
209	go	7	553.313058
210	go	7	563.176968
211	go	7	568.720634
212	go	7	607.977616
213	go	7	589.815952
214	go	7	591.002510
215	go	7	597.112318
216	go	7	610.934006
217	go	7	574.167646
218	go	7	525.731484
219	nogo	7	601.509490
220	go	7	816.166949
221	go	7	595.502913
222	go	7	631.338834
223	go	7	649.440057
224	go	7	531.951810
225	go	7	593.549728
226	nogo	7	745.840324
227	go	7	n/a
228	go	7	639.268646
229	nogo	7	612.570333
230	go	7	582.693241
231	go	7	635.759106
232	go	7	582.407747
233	nogo	7	n/a
234	go	7	586.450267
235	go	7	600.615863
236	go	7	604.991966
237	go	7	670.791321
238	nogo	7	515.907487
239	go	7	777.694556
240	go	7	563.969248
241	go	7	n/a
242	nogo	7	520.702769
243	go	7	571.682650
244	go	7	n/a
245	nogo	7	n/a
246	go	7	586.191255
247	go	7	682.811692
248	nogo	7	630.788323
249	go	7	666.838087
250	go	7	543.034217
251	go	7	624.781666
252	nogo	7	551.877165
253	go	8	n/a
254	nogo	8	613.547296
255	go	8	591.638805
256	nogo	8	578.619169
257	go	8	615.886826
258	go	8	579.922602
259	go	8	838.549039
260	nogo	8	651.355263
261	go	8	554.301552
262	go	8	n/a
263	go	8	523.662986
264	go	8	n/a
265	go	8	554.514672
266	go	8	618.355009
267	go	8	846.402123
268	nogo	8	482.679378
269	go	8	n/a
270	go	8	551.465027
271	go	8	563.259811
272	go	8	589.187760
273	go	8	586.241113
274	nogo	8	528.663719
275	go	8	617.271804
276	go	8	559.288372
277	go	8	741.793503
278	nogo	8	561.176779
279	go	8	n/a
280	go	8	562.872524
281	go	8	619.484327
282	go	8	617.552125
283	nogo	8	560.791197
284	go	8	567.549352
285	go	8	595.541835
286	go	8	598.084579
287	go	8	n/a
288	nogo	8	482.638489
289	go	8	594.726908
290	nogo	8	491.746185
291	go	8	578.372324
292	go	8	726.323562
293	go	8	634.462006
294	nogo	8	581.410486
295	go	8	628.082030
296	go	8	629.298799
297	go	8	633.559117
298	go	8	n/a
299	go	8	552.310225
300	go	8	609.302448
301	go	8	602.054904
302	nogo	8	659.851207
303	go	8	581.415715
304	go	8	n/a
305	go	8	563.886089
306	go	8	593.009600
307	go	8	643.756721
308	go	8	638.875274
309	nogo	8	534.723915
310	go	8	639.010750
311	go	8	517.883980
312	go	8	593.078013
331	go	10	619.670516
332	go	10	678.699620
333	nogo	10	n/a
334	go	10	603.256236
335	nogo	10	584.599750
336	go	10	519.545138
337	go	10	483.590220
338	go	10	598.226553
339	go	10	613.125166
340	nogo	10	576.281557
341	go	10	982.026469
342	go	10	559.061382
343	go	10	n/a
344	go	10	489.072603
345	go	10	532.118200
346	go	10	608.849028
347	go	10	570.513556
348	go	10	551.146222
349	go	10	681.915356
350	go	10	653.829138
351	go	10	595.199256
352	nogo	10	n/a
353	go	10	654.710971
354	nogo	10	609.144559
355	go	10	575.846464
356	go	10	617.321372
357	go	10	826.931315
358	go	10	608.083847
359	go	10	505.139123
360	go	10	561.972763
361	nogo	10	601.489552
362	go	10	595.447420
363	go	10	617.728022
364	go	10	580.379421
365	nogo	10	865.957269
366	go	10	559.853691
367	go	10	557.824408
368	go	10	619.260720
369	go	10	592.228234
370	go	10	523.746350
371	go	10	615.270758
372	go	10	566.508620
373	go	10	599.582493
374	nogo	10	n/a
