trial_index	trial_type	block_number	mean_acceleration
55	go	4	n/a
56	go	4	n/a
57	go	4	39287.051991
58	go	4	54120.709843
59	go	4	27776.646364
60	go	4	55329.932152
61	go	4	48034.193386
62	nogo	4	38291.617224
63	go	4	26581.888454
64	go	4	41970.835277
65	go	4	26541.119908
66	go	4	59342.552577
67	go	4	38173.803880
68	nogo	4	21700.633398
69	go	4	27040.652964
70	go	4	47557.930701
71	go	4	63392.615888
72	go	4	35505.496269
73	go	4	37847.110981
74	go	4	42061.679108
75	go	4	39012.779174
76	go	4	36306.023470
77	nogo	4	16982.247862
78	go	4	29013.663815
79	go	4	43464.825512
80	nogo	4	10541.240550
81	go	4	17718.684082
82	go	4	26421.868409
83	go	4	46259.627136
84	nogo	4	35397.230861
85	go	4	49541.372647
86	go	4	31478.637944
87	go	4	41902.045901
88	nogo	4	23449.148352
89	go	4	32903.896608
90	nogo	4	22239.193636
91	go	4	43337.208424
92	nogo	4	33759.830732
93	go	4	36949.231978
94	go	4	39607.461741
95	go	4	24846.826303
96	nogo	4	31212.470942
97	go	4	47488.014903
98	go	4	27273.989150
99	nogo	4	n/a
100	go	4	47879.316173
101	go	4	41754.847133
102	nogo	4	23108.390515
103	go	4	49072.136403
104	go	4	29332.157473
105	go	4	33229.307897
106	go	4	25066.756337
107	go	4	59272.232793
108	go	4	42686.554883
109	go	4	28591.678023
110	go	4	30636.586541
111	go	4	35387.399973
112	go	4	43917.693766
113	go	4	15979.365337
114	nogo	4	n/a
115	go	5	28596.643117
116	go	5	32978.263814
117	nogo	5	21085.324007
118	go	5	n/a
119	go	5	20802.078549
120	go	5	48040.762786
121	go	5	47973.926279
122	go	5	n/a
123	go	5	28748.102476
124	go	5	n/a
125	nogo	5	33938.420508
126	go	5	43147.106864
127	go	5	41340.910125
128	nogo	5	n/a
129	go	5	n/a
130	go	5	38644.939940
131	nogo	5	30044.846503
132	go	5	48888.709463
133	go	5	52799.050136
134	go	5	27668.563028
135	go	5	43587.166921
136	go	5	32178.491164
137	nogo	5	n/a
138	go	5	37649.703803
139	nogo	5	n/a
140	go	5	32447.324910
141	go	5	32490.003079
142	nogo	5	n/a
143	go	5	22568.311467
144	go	5	29317.516523
145	go	5	38894.071872
146	go	5	46070.211254
147	go	5	31187.480816
148	go	5	n/a
149	go	5	23943.118157
150	nogo	5	n/a
151	go	5	n/a
152	nogo	5	n/a
153	go	5	44217.298360
154	go	5	28300.448958
155	go	5	27859.607458
156	nogo	5	19965.449440
157	go	5	19947.316133
158	go	5	34552.546756
159	go	5	53385.141474
160	go	5	30425.835020
161	go	5	44516.251518
162	go	5	36886.331135
163	go	5	n/a
164	go	5	32532.622981
165	go	5	23388.112800
166	nogo	5	n/a
167	go	5	27873.000729
168	go	5	38601.067981
169	go	5	47425.318603
170	go	5	47484.729612
171	nogo	5	n/a
172	go	5	21635.726975
173	go	5	37257.626289
174	go	5	n/a
193	nogo	7	n/a
194	go	7	n/a
195	go	7	34706.545181
196	go	7	24777.941995
197	nogo	7	14165.742205
198	go	7	59977.692839
199	go	7	55055.175737
200	go	7	39015.495318
201	go	7	n/a
202	go	7	23217.393213
203	go	7	20264.967118
204	go	7	40311.083190
205	nogo	7	n/a
206	go	7	48787.780250
207	go	7	49430.441624
208	go	7	38433.691074
209	go	7	79933.183688
210	go	7	24142.396382
211	go	7	41977.555631
212	go	7	38439.450006
213	go	7	38413.931107
214	go	7	43491.804684
215	go	7	37169.693927
216	go	7	50689.494839
217	go	7	34942.751253
218	go	7	36463.937412
219	nogo	7	47504.015584
220	go	7	34275.163873
221	go	7	34585.942347
222	go	7	54370.856099
223	go	7	26648.230773
224	go	7	26061.389616
225	go	7	19312.180372
226	nogo	7	9572.381741
227	go	7	n/a
228	go	7	22563.823440
229	nogo	7	28784.533027
230	go	7	30839.776415
231	go	7	61042.284014
232	go	7	36673.664813
233	nogo	7	n/a
234	go	7	31872.803027
235	go	7	45231.040189
236	go	7	35544.120718
237	go	7	40826.602890
238	nogo	7	18728.717473
239	go	7	49912.181904
240	go	7	29426.731065
241	go	7	n/a
242	nogo	7	17067.645904
243	go	7	26335.398743
244	go	7	n/a
245	nogo	7	n/a
246	go	7	27539.702582
247	go	7	46774.194404
248	nogo	7	22713.305832
249	go	7	41183.576860
250	go	7	31772.849365
251	go	7	45920.972030
252	nogo	7	18753.358830
253	go	8	n/a
254	nogo	8	33355.183955
255	go	8	49557.870335
256	nogo	8	34236.410482
257	go	8	32483.772210
258	go	8	36645.400395
259	go	8	36217.516063
260	nogo	8	34549.781103
261	go	8	29731.707225
262	go	8	n/a
263	go	8	24324.372189
264	go	8	n/a
265	go	8	25067.376101
266	go	8	17795.277463
267	go	8	28297.199093
268	nogo	8	23582.966371
269	go	8	n/a
270	go	8	33873.494311
271	go	8	35700.031693
272	go	8	23589.422097
273	go	8	30126.586598
274	nogo	8	22658.646368
275	go	8	52926.606900
276	go	8	28396.390811
277	go	8	37565.896832
278	nogo	8	31838.846095
279	go	8	n/a
280	go	8	44182.179262
281	go	8	54434.773314
282	go	8	35147.525647
283	nogo	8	36594.469265
284	go	8	26952.030338
285	go	8	35436.892523
286	go	8	26242.858556
287	go	8	n/a
288	nogo	8	21654.497274
289	go	8	30726.291276
290	nogo	8	25334.268078
291	go	8	42101.885706
292	go	8	36005.402745
293	go	8	55267.797548
294	nogo	8	27047.531451
295	go	8	26508.395305
296	go	8	41484.568395
297	go	8	34567.626184
298	go	8	n/a
299	go	8	27295.389142
300	go	8	36216.030613
301	go	8	24454.298478
302	nogo	8	29597.201842
303	go	8	60693.950543
304	go	8	n/a
305	go	8	31511.430187
306	go	8	34415.189074
307	go	8	28026.644059
308	go	8	50278.314020
309	nogo	8	28777.459727
310	go	8	33679.788888
311	go	8	26943.040413
312	go	8	20602.265329
331	go	10	53464.264124
332	go	10	26657.614618
333	nogo	10	n/a
334	go	10	49692.265075
335	nogo	10	31644.420323
336	go	10	28271.532886
337	go	10	43499.338186
338	go	10	62460.353809
339	go	10	28238.162761
340	nogo	10	14700.796660
341	go	10	43713.131246
342	go	10	38319.970638
343	go	10	n/a
344	go	10	33036.650408
345	go	10	39220.793883
346	go	10	46728.134223
347	go	10	29439.626410
348	go	10	41363.292923
349	go	10	49325.930317
350	go	10	52070.560625
351	go	10	37828.445654
352	nogo	10	n/a
353	go	10	34065.699419
