trial_index	trial_type	block_number	response_time_ms
55	go	4	n/a
56	go	4	n/a
57	go	4	361.604
58	go	4	494.159
59	go	4	526.529
60	go	4	328.785
61	go	4	377.711
62	nogo	4	511.518
63	go	4	609.675
64	go	4	528.131
65	go	4	544.569
66	go	4	559.368
67	go	4	442.297
68	nogo	4	925.332
69	go	4	610.256
70	go	4	344.795
71	go	4	359.088
72	go	4	459.019
73	go	4	476.627
74	go	4	428.876
75	go	4	459.549
76	go	4	427.586
77	nogo	4	844.733
78	go	4	494.678
79	go	4	394.228
80	nogo	4	627.019
81	go	4	743.731
82	go	4	426.630
83	go	4	444.318
84	nogo	4	511.043
85	go	4	393.195
86	go	4	509.177
87	go	4	459.386
88	nogo	4	710.672
89	go	4	411.707
90	nogo	4	542.884
91	go	4	393.193
92	nogo	4	361.813
93	go	4	543.623
94	go	4	325.559
95	go	4	475.281
96	nogo	4	358.950
97	go	4	459.024
98	go	4	628.740
99	nogo	4	n/a
100	go	4	344.865
101	go	4	359.836
102	nogo	4	375.937
103	go	4	393.908
104	go	4	476.808
105	go	4	426.043
106	go	4	444.009
107	go	4	443.033
108	go	4	511.572
109	go	4	510.101
110	go	4	543.107
111	go	4	376.135
112	go	4	428.096
113	go	4	693.772
114	nogo	4	n/a
115	go	5	461.895
116	go	5	426.241
117	nogo	5	942.534
118	go	5	n/a
119	go	5	694.435
120	go	5	511.712
121	go	5	326.369
122	go	5	n/a
123	go	5	476.144
124	go	5	n/a
125	nogo	5	359.351
126	go	5	492.247
127	go	5	377.306
128	nogo	5	n/a
129	go	5	n/a
130	go	5	424.905
131	nogo	5	409.949
132	go	5	527.332
133	go	5	363.320
134	go	5	494.809
135	go	5	559.481
136	go	5	542.256
137	nogo	5	n/a
138	go	5	541.504
139	nogo	5	n/a
140	go	5	393.321
141	go	5	426.171
142	nogo	5	n/a
143	go	5	560.954
144	go	5	426.500
145	go	5	444.570
146	go	5	429.040
147	go	5	459.999
148	go	5	n/a
149	go	5	677.821
150	nogo	5	n/a
151	go	5	n/a
152	nogo	5	n/a
153	go	5	411.030
154	go	5	578.711
155	go	5	559.762
156	nogo	5	560.632
157	go	5	659.475
158	go	5	377.951
159	go	5	375.632
160	go	5	425.647
161	go	5	425.264
162	go	5	393.039
163	go	5	n/a
164	go	5	528.292
165	go	5	477.758
166	nogo	5	n/a
167	go	5	627.699
168	go	5	393.907
169	go	5	411.226
170	go	5	361.647
171	nogo	5	n/a
172	go	5	560.082
173	go	5	378.324
174	go	5	n/a
193	nogo	7	n/a
194	go	7	n/a
195	go	7	344.556
196	go	7	493.682
197	nogo	7	876.625
198	go	7	494.275
199	go	7	343.814
200	go	7	543.625
201	go	7	n/a
202	go	7	542.907
203	go	7	327.429
204	go	7	327.993
205	nogo	7	n/a
206	go	7	526.345
207	go	7	311.521
208	go	7	544.394
209	go	7	326.893
210	go	7	444.398
211	go	7	443.672
212	go	7	476.886
213	go	7	375.291
214	go	7	361.885
215	go	7	375.902
216	go	7	509.399
217	go	7	425.899
218	go	7	377.764
219	nogo	7	292.550
220	go	7	612.021
221	go	7	510.579
222	go	7	410.848
223	go	7	510.389
224	go	7	476.284
225	go	7	492.892
226	nogo	7	1227.241
227	go	7	n/a
228	go	7	528.236
229	nogo	7	360.038
230	go	7	544.256
231	go	7	377.364
232	go	7	342.825
233	nogo	7	n/a
234	go	7	360.808
235	go	7	328.187
236	go	7	360.544
237	go	7	561.224
238	nogo	7	578.174
239	go	7	544.294
240	go	7	509.353
241	go	7	n/a
242	nogo	7	644.910
243	go	7	509.796
244	go	7	n/a
245	nogo	7	n/a
246	go	7	459.027
247	go	7	545.912
248	nogo	7	378.338
249	go	7	442.085
250	go	7	494.763
251	go	7	426.357
252	nogo	7	409.171
253	go	8	n/a
254	nogo	8	261.024
255	go	8	409.256
256	nogo	8	428.618
257	go	8	527.670
258	go	8	445.975
259	go	8	460.281
260	nogo	8	442.737
261	go	8	512.028
262	go	8	n/a
263	go	8	446.164
264	go	8	n/a
265	go	8	393.145
266	go	8	428.406
267	go	8	527.039
268	nogo	8	357.903
269	go	8	n/a
270	go	8	494.673
271	go	8	444.219
272	go	8	429.141
273	go	8	394.337
274	nogo	8	393.423
275	go	8	377.125
276	go	8	394.239
277	go	8	760.567
278	nogo	8	409.036
279	go	8	n/a
280	go	8	360.802
281	go	8	411.181
282	go	8	443.471
283	nogo	8	359.308
284	go	8	491.642
285	go	8	443.224
286	go	8	512.021
287	go	8	n/a
288	nogo	8	408.565
289	go	8	459.379
290	nogo	8	410.695
291	go	8	344.848
292	go	8	459.009
293	go	8	376.138
294	nogo	8	409.479
295	go	8	494.154
296	go	8	411.629
297	go	8	408.916
298	go	8	n/a
299	go	8	508.604
300	go	8	578.449
301	go	8	477.880
302	nogo	8	508.168
303	go	8	344.537
304	go	8	n/a
305	go	8	478.190
306	go	8	429.986
307	go	8	378.261
308	go	8	361.693
309	nogo	8	259.799
310	go	8	427.581
311	go	8	410.946
312	go	8	409.758
331	go	10	444.805
332	go	10	496.025
333	nogo	10	n/a
334	go	10	392.987
335	nogo	10	327.225
336	go	10	461.703
337	go	10	345.346
338	go	10	395.117
339	go	10	411.916
340	nogo	10	612.704
341	go	10	544.122
342	go	10	344.183
343	go	10	n/a
344	go	10	495.859
345	go	10	328.837
346	go	10	394.362
347	go	10	495.636
348	go	10	426.267
349	go	10	509.655
350	go	10	411.473
351	go	10	393.421
352	nogo	10	n/a
353	go	10	445.382
354	nogo	10	544.183
355	go	10	343.281
356	go	10	376.804
357	go	10	426.720
358	go	10	363.801
359	go	10	361.285
360	go	10	410.467
361	nogo	10	443.694
362	go	10	442.858
363	go	10	428.817
364	go	10	411.190
365	nogo	10	478.441
366	go	10	476.008
367	go	10	527.848
368	go	10	527.138
369	go	10	362.741
370	go	10	328.140
371	go	10	461.589
372	go	10	410.004
373	go	10	310.216
374	nogo	10	n/a
375	go	10	342.798
376	go	10	377.374
377	go	10	361.214
378	go	10	461.436
379	nogo	10	378.258
380	go	10	460.952
381	nogo	10	343.794
382	go	10	543.942
383	nogo	10	n/a
384	go	10	341.618
385	go	10	329.771
386	go	10	295.998
387	go	10	309.535
388	nogo	10	326.227
389	go	10	361.416
390	go	10	430.147
391	nogo	11	343.637
392	go	11	n/a
393	go	11	477.124
394	go	11	496.522
395	nogo	11	n/a
396	go	11	411.059
