trial_index	trial_type	block_number	mean_velocity
55	go	4	n/a
56	go	4	n/a
57	go	4	1722.121995
58	go	4	1632.560004
59	go	4	1001.431012
60	go	4	1624.886857
61	go	4	1485.271115
62	nogo	4	1161.087464
63	go	4	901.637657
64	go	4	1333.197985
65	go	4	1174.202975
66	go	4	1374.705383
67	go	4	1448.276589
68	nogo	4	566.734759
69	go	4	1052.909371
70	go	4	1568.246840
71	go	4	1488.361351
72	go	4	1381.451057
73	go	4	1214.914526
74	go	4	1465.045072
75	go	4	1295.197736
76	go	4	1508.264610
77	nogo	4	533.772012
78	go	4	1335.424344
79	go	4	1635.375989
80	nogo	4	714.770462
81	go	4	845.205127
82	go	4	1259.303989
83	go	4	1290.389096
84	nogo	4	1177.710046
85	go	4	1479.950213
86	go	4	1510.413917
87	go	4	1213.010587
88	nogo	4	727.413991
89	go	4	1591.851580
90	nogo	4	916.219388
91	go	4	1581.307821
92	nogo	4	1214.132287
93	go	4	1359.565802
94	go	4	1449.609507
95	go	4	1287.327144
96	nogo	4	1176.369342
97	go	4	1370.959139
98	go	4	1005.927607
99	nogo	4	n/a
100	go	4	1681.305882
101	go	4	1788.883083
102	nogo	4	1050.299070
103	go	4	1702.404627
104	go	4	1094.496686
105	go	4	1353.436295
106	go	4	1301.062342
107	go	4	1324.568668
108	go	4	1574.935365
109	go	4	1314.430436
110	go	4	1355.128081
111	go	4	1614.996430
112	go	4	1476.060151
113	go	4	881.692586
114	nogo	4	n/a
115	go	5	1349.347496
116	go	5	1405.410603
117	nogo	5	549.765316
118	go	5	n/a
119	go	5	822.841166
120	go	5	1495.058463
121	go	5	1886.601792
122	go	5	n/a
123	go	5	1200.012991
124	go	5	n/a
125	nogo	5	1187.370346
126	go	5	1442.301165
127	go	5	1751.768961
128	nogo	5	n/a
129	go	5	n/a
130	go	5	1406.025686
131	nogo	5	1287.537048
132	go	5	1177.358296
133	go	5	1481.497252
134	go	5	1297.356074
135	go	5	1440.099787
136	go	5	1136.352830
137	nogo	5	n/a
138	go	5	1178.975980
139	nogo	5	n/a
140	go	5	1434.375063
141	go	5	1242.432091
142	nogo	5	n/a
143	go	5	1078.198522
144	go	5	1457.773195
145	go	5	1325.862253
146	go	5	1537.041110
147	go	5	1334.487807
148	go	5	n/a
149	go	5	975.003781
150	nogo	5	n/a
151	go	5	n/a
152	nogo	5	n/a
153	go	5	1574.375221
154	go	5	1074.968087
155	go	5	1074.454404
156	nogo	5	1027.647111
157	go	5	850.497633
158	go	5	1496.896867
159	go	5	1670.993681
160	go	5	1437.632725
161	go	5	1550.799958
162	go	5	1604.871394
163	go	5	n/a
164	go	5	1144.913098
165	go	5	1255.718025
166	nogo	5	n/a
167	go	5	991.158865
168	go	5	1459.458505
169	go	5	1565.312748
170	go	5	1646.200109
171	nogo	5	n/a
172	go	5	1057.622230
173	go	5	1712.948383
174	go	5	n/a
193	nogo	7	n/a
194	go	7	n/a
195	go	7	1804.579840
196	go	7	1061.019497
197	nogo	7	556.978581
198	go	7	1795.787187
199	go	7	1700.577682
200	go	7	1392.530779
201	go	7	n/a
202	go	7	1068.555484
203	go	7	487.717428
204	go	7	1801.635411
205	nogo	7	n/a
206	go	7	1463.188519
207	go	7	1517.917114
208	go	7	1526.024188
209	go	7	1692.644795
210	go	7	1317.238066
211	go	7	1332.278154
212	go	7	1274.891156
213	go	7	1571.624634
214	go	7	1714.470037
215	go	7	1588.479117
216	go	7	1199.324077
217	go	7	1404.139452
218	go	7	1457.100923
219	nogo	7	1412.234453
220	go	7	1333.561020
221	go	7	1166.329102
222	go	7	1603.990075
223	go	7	1272.441577
224	go	7	1116.880150
225	go	7	1247.418371
226	nogo	7	541.659579
227	go	7	n/a
228	go	7	1210.195381
229	nogo	7	1241.879966
230	go	7	1105.286526
231	go	7	1764.494267
232	go	7	1698.850511
233	nogo	7	n/a
234	go	7	1625.381796
235	go	7	1830.105330
236	go	7	1760.593284
237	go	7	1232.076428
238	nogo	7	708.564951
239	go	7	1428.814705
240	go	7	1144.935521
241	go	7	n/a
242	nogo	7	669.060430
243	go	7	1121.395811
244	go	7	n/a
245	nogo	7	n/a
246	go	7	1324.327953
247	go	7	1250.772684
248	nogo	7	1232.361543
249	go	7	1508.394403
250	go	7	1097.564988
251	go	7	1526.933563
252	nogo	7	987.263902
253	go	8	n/a
254	nogo	8	1555.654401
255	go	8	1508.593024
256	nogo	8	1000.157588
257	go	8	1205.684803
258	go	8	1300.348364
259	go	8	1821.821779
260	nogo	8	1130.431421
261	go	8	1120.808485
262	go	8	n/a
263	go	8	1220.228153
264	go	8	n/a
265	go	8	1410.458412
266	go	8	1443.386511
267	go	8	1605.957287
268	nogo	8	982.221535
269	go	8	n/a
270	go	8	1114.807660
271	go	8	1317.692567
272	go	8	1372.947113
273	go	8	1486.650030
274	nogo	8	1003.226636
275	go	8	1715.009769
276	go	8	1482.481077
277	go	8	975.316573
278	nogo	8	1034.632070
279	go	8	n/a
280	go	8	1638.369118
281	go	8	1506.599112
282	go	8	1447.737172
283	nogo	8	1138.332732
284	go	8	1154.396049
285	go	8	1343.659423
286	go	8	1208.491908
287	go	8	n/a
288	nogo	8	864.228449
289	go	8	1343.457886
290	nogo	8	877.103879
291	go	8	1762.435605
292	go	8	1641.230036
293	go	8	1767.255397
294	nogo	8	1039.706981
295	go	8	1271.025397
296	go	8	1594.963220
297	go	8	1549.362881
298	go	8	n/a
299	go	8	1122.770027
300	go	8	1053.338962
301	go	8	1306.650513
302	nogo	8	1002.800735
303	go	8	1687.529612
304	go	8	n/a
305	go	8	1223.502966
306	go	8	1435.485647
307	go	8	1783.147489
308	go	8	1766.349243
309	nogo	8	1359.619098
310	go	8	1494.479873
311	go	8	1260.224229
312	go	8	1509.577591
331	go	10	1393.128485
332	go	10	1417.262421
333	nogo	10	n/a
334	go	10	1603.129202
335	nogo	10	1269.070529
336	go	10	1125.280944
337	go	10	1473.947451
338	go	10	1581.922337
339	go	10	1488.472437
340	nogo	10	772.463389
341	go	10	1804.791958
342	go	10	1706.741322
343	go	10	n/a
344	go	10	986.314653
345	go	10	1618.184721
346	go	10	1543.885176
347	go	10	1151.074381
348	go	10	1347.122535
349	go	10	1337.994834
350	go	10	1655.679027
351	go	10	1579.635564
352	nogo	10	n/a
353	go	10	1469.999052
354	nogo	10	877.707400
355	go	10	1677.478405
356	go	10	1710.913973
