onset	duration	accuracy	trial_type	learning_stage	stimulus	response_port
241.471	1.572	incorrect	learning	LS1	h22_p33_i_down_right.jpg	98
288.336	1.057	correct	learning	LS1	h35_p50_k_down_right.jpg	98
335.035	1.55	incorrect	learning	LS1	h114_p35_k_up_right.jpg	97
381.733	1.595	incorrect	learning	LS1	h35_p31_i_down_right.jpg	98
428.599	1.256	incorrect	learning	LS1	h117_p13_i_up_right.jpg	98
475.464	1.429	correct	learning	LS1	h114_p16_i_up_left.jpg	97
522.329	1.506	incorrect	learning	LS1	h108_p13_i_up_right.jpg	98
569.195	1.311	correct	learning	LS1	h22_p21_k_down_left.jpg	98
615.726	0.957	incorrect	learning	LS1	h108_p27_k_up_left.jpg	97
662.258	1.307	correct	learning	LS1	h117_p6_k_up_left.jpg	98
754.154	1.803	correct	learning	LS2	h22_p21_k_down_left.jpg	98
801.02	1.768	incorrect	learning	LS2	h114_p35_k_up_right.jpg	97
847.718	1.078	correct	learning	LS2	h108_p15_i_up_right.jpg	97
894.417	1.172	correct	learning	LS2	h114_p33_i_up_left.jpg	97
941.116	1.457	incorrect	learning	LS2	h35_p43_i_down_left.jpg	98
987.814	1.374	incorrect	learning	LS2	h108_p27_k_up_left.jpg	97
1034.346	1.069	correct	learning	LS2	h117_p6_k_up_left.jpg	98
1081.211	1.146	correct	learning	LS2	h22_p48_i_down_left.jpg	97
1127.91	1.702	correct	learning	LS2	h35_p50_k_down_right.jpg	98
1174.942	1.027	correct	learning	LS2	h117_p31_i_up_left.jpg	97
1266.838	1.22	correct	learning	LS3	h22_p33_i_down_right.jpg	97
1313.537	0.866	correct	learning	LS3	h117_p13_i_up_right.jpg	97
1360.235	1.183	correct	learning	LS3	h108_p13_i_up_right.jpg	97
1406.934	1.293	incorrect	learning	LS3	h114_p16_i_up_left.jpg	98
1453.466	0.843	correct	learning	LS3	h117_p6_k_up_left.jpg	98
1500.164	1.672	correct	learning	LS3	h35_p50_k_down_right.jpg	98
1546.863	2.069	correct	learning	LS3	h22_p21_k_down_left.jpg	98
