onset	duration	trial_type	condition	block	trial	difficulty_level	expression	correct_answer	user_answer	response_time_ms	is_correct	is_timeout
0.0	2.818	FLOW_B	B	1	1	1	103 + 4	107	107.0	2818.4	1	0
6.828	1.64	FLOW_B	B	1	2	1	106 + 3	109	109.0	1640.0	1	0
12.521	1.52	FLOW_B	B	1	3	1	1 + 109	110	110.0	1520.4	1	0
18.089	1.644	FLOW_B	B	1	4	1	3 + 109	112	112.0	1643.5	1	0
23.782	1.798	FLOW_B	B	1	5	1	9 + 105	114	114.0	1797.8	1	0
29.629	1.322	FLOW_B	B	1	6	1	9 + 101	110	110.0	1321.9	1	0
34.998	1.306	FLOW_B	B	1	7	1	108 + 1	109	109.0	1306.4	1	0
40.353	2.261	FLOW_B	B	1	8	1	104 + 2	106	106.0	2261.1	1	0
46.617	1.336	FLOW_B	B	1	9	1	4 + 107	111	111.0	1336.0	1	0
52.003	1.83	FLOW_B	B	1	10	1	9 + 107	116	116.0	1830.3	1	0
57.856	1.574	FLOW_B	B	1	11	1	107 + 6	113	113.0	1574.3	1	0
63.435	2.511	FLOW_B	B	1	12	1	1 + 108	109	109.0	2510.8	1	0
69.948	1.428	FLOW_B	B	1	13	1	106 + 1	107	107.0	1428.4	1	0
75.384	1.421	FLOW_B	B	1	14	1	100 + 8	108	108.0	1420.6	1	0
80.859	1.703	FLOW_B	B	1	15	1	102 + 6	108	108.0	1703.4	1	0
86.567	1.696	FLOW_B	B	1	16	1	107 + 8	115	115.0	1696.4	1	0
92.274	1.656	FLOW_B	B	1	17	1	7 + 100	107	107.0	1655.5	1	0
97.973	1.362	FLOW_B	B	1	18	1	102 + 6	108	108.0	1362.5	1	0
103.381	1.361	FLOW_B	B	1	19	1	5 + 106	111	111.0	1360.6	1	0
108.792	1.575	FLOW_B	B	1	20	1	5 + 107	112	112.0	1575.0	1	0
114.394	1.209	FLOW_B	B	1	21	1	4 + 107	111	111.0	1209.4	1	0
119.61	1.687	FLOW_B	B	1	22	1	7 + 108	115	115.0	1687.0	1	0
125.346	1.704	FLOW_B	B	1	23	1	1 + 103	104	104.0	1704.4	1	0
131.105	1.813	FLOW_B	B	1	24	1	6 + 103	109	109.0	1812.7	1	0
136.921	1.5	FLOW_B	B	1	25	1	6 + 107	113	113.0	1500.2	1	0
142.425	1.651	FLOW_B	B	1	26	1	5 + 101	106	106.0	1651.2	1	0
148.081	1.299	FLOW_B	B	1	27	1	2 + 101	103	103.0	1299.4	1	0
153.433	1.534	FLOW_B	B	1	28	1	103 + 9	112	112.0	1534.3	1	0
158.97	1.641	FLOW_B	B	1	29	1	105 + 7	112	112.0	1641.1	1	0
164.665	1.352	FLOW_B	B	1	30	1	6 + 103	109	109.0	1351.8	1	0
201.022	14.912	FLOW_O	O	2	1	13	47 + 47 + 75 + 50 + 92 + 101 + 7 + 92	511	511.0	14911.6	1	0
219.984	13.011	FLOW_O	O	2	2	13	61 + 40 + 5 + 85 + 33 + 106 + 46 + 28	404	404.0	13011.3	1	0
237.045	18.005	FLOW_O	O	2	3	14	25 + 88 + 98 + 16 + 10 + 100 + 84 + 84	505	n/a	18004.7	0	1
259.084	18.008	FLOW_O	O	2	4	14	106 + 54 + 53 + 96 + 95 + 46 + 28 + 67	545	n/a	18008.4	0	1
281.142	18.01	FLOW_O	O	2	5	13	50 + 89 + 103 + 6 + 15 + 68 + 93 + 21	445	n/a	18009.9	0	1
303.188	18.012	FLOW_O	O	2	6	13	10 + 95 + 27 + 83 + 102 + 2 + 59 + 36	414	n/a	18012.2	0	1
325.241	17.764	FLOW_O	O	2	7	13	73 + 21 + 5 + 28 + 108 + 11 + 43 + 93	382	382.0	17764.1	1	0
347.042	16.703	FLOW_O	O	2	8	13	107 + 96 + 55 + 59 + 2 + 57 + 54 + 73	503	503.0	16702.7	1	0
367.747	3.297	FLOW_O	O	2	9	14	60 + 56 + 15 + 52 + 76 + 70 + 105 + 32	466	n/a	3297.1	0	1
401.205	17.649	FLOW_F	F	3	1	10	86 + 72 + 101 + 99 + 40 + 46	444	454.0	17649.4	0	0
422.904	12.836	FLOW_F	F	3	2	10	96 + 13 + 43 + 90 + 51 + 107	400	400.0	12836.3	1	0
439.784	16.61	FLOW_F	F	3	3	10	59 + 104 + 23 + 51 + 88 + 18	343	343.0	16610.1	1	0
460.422	13.973	FLOW_F	F	3	4	11	102 + 65 + 30 + 80 + 8 + 22 + 20	327	327.0	13973.2	1	0
478.427	10.93	FLOW_F	F	3	5	11	25 + 4 + 71 + 27 + 84 + 91 + 100	402	402.0	10929.8	1	0
493.384	9.061	FLOW_F	F	3	6	12	55 + 16 + 107 + 22 + 39 + 26 + 38	303	303.0	9060.6	1	0
506.477	17.345	FLOW_F	F	3	7	12	79 + 32 + 42 + 108 + 95 + 65 + 43	464	n/a	17345.1	0	0
527.862	18.009	FLOW_F	F	3	8	12	65 + 93 + 105 + 16 + 97 + 99 + 27	502	n/a	18008.6	0	1
549.9	14.87	FLOW_F	F	3	9	11	43 + 52 + 4 + 102 + 63 + 81 + 89	434	430.0	14870.3	0	0
568.816	2.399	FLOW_F	F	3	10	11	79 + 101 + 94 + 5 + 50 + 97 + 78	504	n/a	2398.9	0	1
601.056	2.02	FLOW_B	B	4	1	1	4 + 104	108	108.0	2020.0	1	0
607.081	1.512	FLOW_B	B	4	2	1	6 + 107	113	113.0	1511.5	1	0
612.61	1.555	FLOW_B	B	4	3	1	6 + 108	114	114.0	1555.0	1	0
618.205	1.606	FLOW_B	B	4	4	1	6 + 102	108	108.0	1605.7	1	0
623.85	1.446	FLOW_B	B	4	5	1	103 + 9	112	112.0	1446.3	1	0
629.34	1.651	FLOW_B	B	4	6	1	2 + 104	106	106.0	1651.1	1	0
634.996	1.495	FLOW_B	B	4	7	1	103 + 5	108	108.0	1495.2	1	0
640.498	2.743	FLOW_B	B	4	8	1	1 + 106	107	107.0	2742.7	1	0
647.295	1.441	FLOW_B	B	4	9	1	108 + 4	112	112.0	1440.8	1	0
652.79	2.228	FLOW_B	B	4	10	1	3 + 101	104	104.0	2228.2	1	0
659.021	1.842	FLOW_B	B	4	11	1	9 + 107	116	116.0	1841.6	1	0
664.869	1.545	FLOW_B	B	4	12	1	109 + 1	110	110.0	1544.9	1	0
670.469	1.239	FLOW_B	B	4	13	1	103 + 6	109	109.0	1239.4	1	0
675.71	1.955	FLOW_B	B	4	14	1	109 + 9	118	118.0	1954.8	1	0
681.713	1.546	FLOW_B	B	4	15	1	103 + 8	111	111.0	1545.9	1	0
687.306	1.649	FLOW_B	B	4	16	1	105 + 1	106	106.0	1649.2	1	0
692.956	1.605	FLOW_B	B	4	17	1	9 + 106	115	115.0	1604.7	1	0
698.562	1.445	FLOW_B	B	4	18	1	103 + 6	109	109.0	1445.0	1	0
704.011	1.564	FLOW_B	B	4	19	1	4 + 100	104	104.0	1564.2	1	0
709.579	2.677	FLOW_B	B	4	20	1	1 + 108	109	109.0	2677.2	1	0
716.26	1.529	FLOW_B	B	4	21	1	2 + 103	105	105.0	1529.1	1	0
721.791	1.564	FLOW_B	B	4	22	1	9 + 101	110	110.0	1564.2	1	0
727.41	1.764	FLOW_B	B	4	23	1	4 + 109	113	113.0	1764.3	1	0
733.179	1.529	FLOW_B	B	4	24	1	6 + 102	108	108.0	1529.2	1	0
738.763	1.442	FLOW_B	B	4	25	1	104 + 4	108	108.0	1442.0	1	0
744.255	1.626	FLOW_B	B	4	26	1	105 + 9	114	114.0	1625.5	1	0
749.883	1.46	FLOW_B	B	4	27	1	109 + 6	115	115.0	1459.8	1	0
755.347	1.434	FLOW_B	B	4	28	1	3 + 103	106	106.0	1434.2	1	0
760.785	2.499	FLOW_B	B	4	29	1	9 + 103	112	112.0	2499.3	1	0
767.287	1.345	FLOW_B	B	4	30	1	108 + 2	110	110.0	1345.2	1	0
801.457	18.02	FLOW_O	O	5	1	13	73 + 26 + 61 + 98 + 5 + 11 + 106 + 58	438	n/a	18019.7	0	1
823.488	11.813	FLOW_O	O	5	2	13	37 + 25 + 8 + 103 + 46 + 99 + 58 + 55	431	433.0	11813.0	0	0
839.337	18.022	FLOW_O	O	5	3	13	56 + 28 + 78 + 63 + 17 + 105 + 5 + 98	450	n/a	18022.3	0	1
861.403	18.012	FLOW_O	O	5	4	13	84 + 2 + 31 + 47 + 10 + 102 + 38 + 50	364	n/a	18012.2	0	1
883.47	18.002	FLOW_O	O	5	5	13	5 + 20 + 107 + 79 + 39 + 50 + 43 + 84	427	n/a	18002.4	0	1
905.509	13.622	FLOW_O	O	5	6	13	9 + 83 + 35 + 97 + 33 + 104 + 95 + 25	481	435.0	13622.0	0	0
923.182	18.01	FLOW_O	O	5	7	13	29 + 55 + 106 + 95 + 11 + 12 + 2 + 16	326	n/a	18009.6	0	1
945.244	15.355	FLOW_O	O	5	8	13	22 + 101 + 60 + 65 + 7 + 94 + 20 + 50	419	419.0	15354.8	1	0
964.636	6.833	FLOW_O	O	5	9	13	106 + 63 + 7 + 26 + 19 + 91 + 68 + 49	429	n/a	6833.4	0	1
1000.956	1.889	FLOW_B	B	6	1	1	4 + 105	109	109.0	1889.4	1	0
1006.894	1.485	FLOW_B	B	6	2	1	1 + 101	102	102.0	1484.9	1	0
1012.421	1.832	FLOW_B	B	6	3	1	101 + 6	107	107.0	1832.0	1	0
1018.302	1.738	FLOW_B	B	6	4	1	9 + 107	116	116.0	1738.4	1	0
1024.069	1.308	FLOW_B	B	6	5	1	109 + 2	111	111.0	1308.1	1	0
1029.381	1.382	FLOW_B	B	6	6	1	101 + 2	103	103.0	1382.0	1	0
1034.787	1.507	FLOW_B	B	6	7	1	108 + 2	110	110.0	1506.8	1	0
1040.294	1.686	FLOW_B	B	6	8	1	105 + 2	107	107.0	1686.5	1	0
1045.985	1.864	FLOW_B	B	6	9	1	105 + 3	108	108.0	1863.7	1	0
1051.853	1.497	FLOW_B	B	6	10	1	5 + 105	110	110.0	1496.8	1	0
1057.353	1.765	FLOW_B	B	6	11	1	102 + 3	105	105.0	1764.7	1	0
1063.118	1.217	FLOW_B	B	6	12	1	101 + 1	102	102.0	1217.2	1	0
1068.385	1.62	FLOW_B	B	6	13	1	3 + 102	105	105.0	1620.2	1	0
1074.045	1.747	FLOW_B	B	6	14	1	102 + 5	107	107.0	1746.8	1	0
1079.794	1.648	FLOW_B	B	6	15	1	1 + 106	107	107.0	1648.4	1	0
1085.444	1.532	FLOW_B	B	6	16	1	105 + 2	107	107.0	1532.5	1	0
1090.978	1.517	FLOW_B	B	6	17	1	104 + 4	108	108.0	1517.3	1	0
1096.497	1.323	FLOW_B	B	6	18	1	106 + 2	108	108.0	1322.7	1	0
1101.87	2.077	FLOW_B	B	6	19	1	8 + 109	117	117.0	2076.8	1	0
1107.99	1.471	FLOW_B	B	6	20	1	104 + 7	111	111.0	1471.2	1	0
1113.511	1.486	FLOW_B	B	6	21	1	109 + 4	113	113.0	1485.5	1	0
