onset	duration	accuracy	trial_type	learning_stage	stimulus	response_port
241.732	1.973	correct	learning	LS1	h35_p50_k_down_right.jpg	98
288.598	1.969	incorrect	learning	LS1	h33_p33_i_down_right.jpg	98
335.463	1.582	incorrect	learning	LS1	h12_p4_k_down_left.jpg	97
382.162	1.914	correct	learning	LS1	h33_p11_k_down_right.jpg	98
428.86	1.959	correct	learning	LS1	h117_p6_k_up_left.jpg	98
475.559	1.796	correct	learning	LS1	h94_p33_i_up_left.jpg	97
522.424	1.424	correct	learning	LS1	h117_p31_i_up_left.jpg	97
569.123	1.021	correct	learning	LS1	h35_p43_i_down_left.jpg	97
615.654	1.578	incorrect	learning	LS1	h94_p2_k_up_left.jpg	97
662.353	1.815	correct	learning	LS1	h12_p37_i_down_left.jpg	97
754.082	1.624	correct	learning	LS2	h117_p6_k_up_left.jpg	98
800.781	1.78	correct	learning	LS2	h94_p2_k_up_left.jpg	98
847.313	2.082	incorrect	learning	LS2	h12_p4_k_down_left.jpg	97
894.178	0.975	correct	learning	LS2	h33_p15_i_down_left.jpg	97
940.877	2.5	to late	learning	LS2	h12_p12_i_down_left.jpg	97
987.242	1.066	correct	learning	LS2	h33_p11_k_down_right.jpg	98
1033.94	0.967	incorrect	learning	LS2	h35_p31_i_down_right.jpg	98
1080.639	1.107	correct	learning	LS2	h117_p13_i_up_right.jpg	97
1127.338	1.376	correct	learning	LS2	h94_p31_i_up_left.jpg	97
1174.036	1.164	correct	learning	LS2	h35_p50_k_down_right.jpg	98
1265.765	1.325	correct	learning	LS3	h117_p31_i_up_left.jpg	97
1312.297	1.099	correct	learning	LS3	h33_p11_k_down_right.jpg	98
1358.829	1.064	correct	learning	LS3	h12_p37_i_down_left.jpg	97
1405.528	1.125	correct	learning	LS3	h33_p33_i_down_right.jpg	97
1452.226	1.793	correct	learning	LS3	h12_p4_k_down_left.jpg	98
1498.925	1.534	correct	learning	LS3	h94_p2_k_up_left.jpg	98
1545.457	1.196	correct	learning	LS3	h35_p43_i_down_left.jpg	97
1591.988	1.114	correct	learning	LS3	h117_p6_k_up_left.jpg	98
1638.52	1.271	correct	learning	LS3	h94_p33_i_up_left.jpg	97
1685.219	0.789	correct	learning	LS3	h35_p50_k_down_right.jpg	98
1776.948	0.678	correct	learning	LS4	h35_p50_k_down_right.jpg	98
1823.48	1.122	correct	learning	LS4	h12_p12_i_down_left.jpg	97
1870.179	1.024	correct	learning	LS4	h117_p13_i_up_right.jpg	97
1916.71	0.733	correct	learning	LS4	h33_p11_k_down_right.jpg	98
1963.242	0.715	correct	learning	LS4	h35_p31_i_down_right.jpg	97
2009.941	0.919	correct	learning	LS4	h33_p15_i_down_left.jpg	97
2056.639	1.3	correct	learning	LS4	h94_p2_k_up_left.jpg	98
2103.171	0.69	correct	learning	LS4	h12_p4_k_down_left.jpg	98
2149.703	1.167	correct	learning	LS4	h94_p31_i_up_left.jpg	97
2196.402	0.749	correct	learning	LS4	h117_p6_k_up_left.jpg	98
2468.921	1.529	incorrect	learning	LS1	h53_p33_k_down_right.jpg	97
2515.953	1.237	correct	learning	LS1	h82_p21_k_up_right.jpg	98
2562.652	1.202	correct	learning	LS1	h53_p35_i_down_left.jpg	97
2609.517	1.326	correct	learning	LS1	h22_p48_i_down_left.jpg	97
2656.383	1.13	incorrect	learning	LS1	h82_p37_i_up_right.jpg	98
2703.415	1.269	correct	learning	LS1	h107_p25_i_up_left.jpg	97
2749.946	1.251	correct	learning	LS1	h22_p21_k_down_left.jpg	98
2796.812	1.583	correct	learning	LS1	h108_p27_k_up_left.jpg	98
2843.51	1.404	incorrect	learning	LS1	h107_p42_k_up_right.jpg	97
2890.209	1.257	correct	learning	LS1	h108_p15_i_up_right.jpg	97
2982.272	1.064	correct	learning	LS2	h107_p11_i_up_left.jpg	97
3029.137	1.3	correct	learning	LS2	h107_p42_k_up_right.jpg	98
3075.669	1.217	correct	learning	LS2	h22_p21_k_down_left.jpg	98
3122.534	1.054	correct	learning	LS2	h108_p13_i_up_right.jpg	97
3169.233	1.594	correct	learning	LS2	h108_p27_k_up_left.jpg	98
3215.932	1.128	correct	learning	LS2	h22_p33_i_down_right.jpg	97
3262.63	1.252	correct	learning	LS2	h53_p33_k_down_right.jpg	98
3309.496	1.008	correct	learning	LS2	h82_p21_k_up_right.jpg	98
3356.194	0.814	correct	learning	LS2	h82_p10_i_up_left.jpg	97
