trial_index	trial_type	block_number	response_time_ms
55	nogo	4	460.295
56	go	4	711.329
57	go	4	512.413
58	go	4	495.002
59	nogo	4	510.995
60	go	4	527.486
61	go	4	593.879
62	go	4	578.269
63	go	4	661.410
64	go	4	645.068
65	go	4	610.149
66	nogo	4	378.404
67	go	4	627.552
68	go	4	644.739
69	go	4	759.168
70	go	4	629.060
71	nogo	4	377.983
72	go	4	545.189
73	go	4	560.908
74	go	4	894.558
75	nogo	4	494.288
76	go	4	710.571
77	go	4	727.883
78	go	4	727.666
79	nogo	4	427.708
80	go	4	744.242
81	go	4	692.384
82	go	4	794.402
83	go	4	892.727
84	go	4	627.314
85	go	4	827.003
86	nogo	4	343.676
87	go	4	560.535
88	go	4	594.499
89	nogo	4	376.614
90	go	4	727.919
91	go	4	526.767
92	go	4	645.112
93	nogo	4	410.429
94	go	4	677.784
95	go	4	777.854
96	go	4	661.852
97	go	4	710.812
98	go	4	678.619
99	go	4	626.390
100	nogo	4	127.285
101	go	4	643.742
102	go	4	709.236
103	nogo	4	425.549
104	go	4	694.324
105	go	4	827.267
106	go	4	729.172
107	go	4	710.712
108	go	4	710.463
109	go	4	644.464
110	go	4	528.299
111	go	4	645.095
112	go	4	594.143
113	go	4	661.137
114	nogo	4	427.965
115	go	5	678.013
116	go	5	644.048
117	go	5	692.736
118	nogo	5	377.406
119	go	5	627.232
120	go	5	542.479
121	nogo	5	342.917
122	go	5	660.399
123	go	5	594.194
124	go	5	744.234
125	go	5	611.228
126	go	5	643.955
127	go	5	611.567
128	go	5	744.627
129	go	5	644.542
130	go	5	526.844
131	go	5	728.710
132	nogo	5	592.765
133	go	5	644.769
134	go	5	612.374
135	go	5	811.671
136	go	5	995.212
137	go	5	726.873
138	go	5	744.719
139	nogo	5	411.122
140	go	5	627.591
141	go	5	710.917
142	nogo	5	409.120
143	go	5	893.788
144	go	5	809.035
145	go	5	745.005
146	go	5	n/a
147	nogo	5	427.172
148	go	5	675.626
149	go	5	611.288
150	go	5	628.026
