trial_index	trial_type	block_number	mean_acceleration
55	nogo	4	27054.164729
56	go	4	23474.842398
57	go	4	30771.089872
58	go	4	50612.063553
59	nogo	4	16187.220788
60	go	4	34237.455233
61	go	4	23122.258000
62	go	4	31161.991280
63	go	4	21974.861693
64	go	4	27085.982803
65	go	4	34641.159549
66	nogo	4	39529.144097
67	go	4	27792.106299
68	go	4	17279.221559
69	go	4	23039.134969
70	go	4	32413.868379
71	nogo	4	43581.634340
72	go	4	34733.848083
73	go	4	33942.964993
74	go	4	25358.334903
75	nogo	4	21563.915948
76	go	4	23472.236773
77	go	4	24877.606232
78	go	4	16840.574612
79	nogo	4	19026.857199
80	go	4	20205.159611
81	go	4	26161.386638
82	go	4	25096.229417
83	go	4	14554.537020
84	go	4	26766.450426
85	go	4	22004.704452
86	nogo	4	36084.852740
87	go	4	29323.793785
88	go	4	32890.293888
89	nogo	4	22489.372796
90	go	4	25585.955632
91	go	4	32775.068020
92	go	4	26558.124837
93	nogo	4	22793.191033
94	go	4	24125.755712
95	go	4	18589.872968
96	go	4	30976.159606
97	go	4	28856.592097
98	go	4	27083.717742
99	go	4	27671.119160
100	nogo	4	87327.735962
101	go	4	35624.365879
102	go	4	23020.406622
103	nogo	4	21976.449390
104	go	4	22472.581389
105	go	4	26777.351560
106	go	4	32231.087875
107	go	4	31507.026767
108	go	4	26596.345255
109	go	4	20634.372825
110	go	4	46013.661830
111	go	4	24976.117106
112	go	4	38285.304822
113	go	4	28022.381513
114	nogo	4	32504.726744
115	go	5	29271.423556
116	go	5	20407.845417
117	go	5	28058.872509
118	nogo	5	23837.844705
119	go	5	28080.894856
120	go	5	30797.420009
121	nogo	5	23630.171469
122	go	5	29001.961988
123	go	5	18322.252469
124	go	5	29328.481758
125	go	5	24155.223327
126	go	5	30624.822677
127	go	5	28316.853316
128	go	5	28640.145729
129	go	5	26156.152842
130	go	5	43543.955640
131	go	5	24044.063741
132	nogo	5	21257.211817
133	go	5	27080.834455
134	go	5	34592.161362
135	go	5	17933.241447
136	go	5	15886.416138
137	go	5	15752.948056
138	go	5	17678.245977
139	nogo	5	40617.274041
140	go	5	18233.012526
141	go	5	22439.639991
142	nogo	5	20585.709157
143	go	5	22147.782400
144	go	5	21963.318506
145	go	5	14372.170931
146	go	5	n/a
147	nogo	5	19818.429482
148	go	5	24169.125009
149	go	5	26825.068070
150	go	5	30480.318741
151	nogo	5	32342.799570
152	go	5	24376.564831
153	go	5	25801.128143
154	go	5	25268.100347
155	go	5	21826.227821
156	go	5	20779.067091
157	go	5	26244.364875
158	nogo	5	35108.309343
159	go	5	11493.715276
160	go	5	18853.850373
161	nogo	5	25452.806523
162	go	5	35974.329323
163	nogo	5	22963.201396
164	go	5	25944.309945
165	go	5	31131.341452
166	nogo	5	19387.519835
167	go	5	22338.228251
168	go	5	25229.275864
169	go	5	30886.106433
170	go	5	25459.515553
171	go	5	48277.718201
172	go	5	30235.626727
173	nogo	5	19970.383918
174	go	5	26442.621954
193	go	7	12579.079795
194	go	7	22245.683542
195	nogo	7	21255.775732
196	go	7	26351.772113
197	go	7	23204.786637
198	go	7	32751.573326
199	go	7	34009.140919
200	go	7	23544.286502
201	go	7	19333.450453
202	go	7	29087.722706
203	nogo	7	35567.350345
204	go	7	32737.087214
205	nogo	7	n/a
206	go	7	21826.878134
207	go	7	28077.411960
208	go	7	26625.330219
209	go	7	21423.903318
210	go	7	36128.883717
211	go	7	29030.407751
212	go	7	26553.295433
213	nogo	7	29593.640392
214	go	7	27759.476480
215	go	7	43881.344357
216	go	7	27880.833587
217	go	7	28186.859849
218	go	7	23127.722802
219	nogo	7	24658.753525
220	go	7	23579.584033
221	nogo	7	33583.406980
222	go	7	28976.595434
223	go	7	29473.378372
224	go	7	25866.602608
225	go	7	33284.547912
226	go	7	22287.650578
227	go	7	19140.208890
228	go	7	26983.073245
229	nogo	7	31285.091815
230	go	7	23724.820486
231	nogo	7	25474.957362
232	go	7	22294.425694
233	go	7	30895.037792
234	nogo	7	19752.588414
235	go	7	38969.415690
236	go	7	33651.277628
237	go	7	18177.257758
238	go	7	16333.198291
239	nogo	7	12078.581119
240	go	7	23007.878599
241	go	7	21758.339933
242	go	7	31453.210669
243	nogo	7	17569.445559
244	go	7	29709.598836
245	go	7	30283.380701
246	nogo	7	15285.383845
247	go	7	27897.540038
248	go	7	16348.306957
249	go	7	17557.790405
250	go	7	19465.000872
251	go	7	21640.404484
252	go	7	31943.195628
253	go	8	27986.645354
254	nogo	8	15168.354842
255	go	8	30741.307205
256	go	8	18991.216134
257	go	8	28952.572804
258	go	8	27671.522978
259	go	8	24988.576658
260	go	8	24606.704547
261	nogo	8	17594.090481
262	go	8	19325.851790
263	go	8	22465.848910
264	nogo	8	22959.888078
265	go	8	22278.236839
266	go	8	35340.966061
267	go	8	30480.379429
268	go	8	36893.719415
269	go	8	29321.632802
270	go	8	31413.895316
271	nogo	8	35261.626440
272	go	8	31498.771188
273	go	8	19114.265636
274	go	8	25257.363359
275	nogo	8	12141.007590
276	go	8	21287.954804
277	nogo	8	43914.053651
278	go	8	24616.391970
279	go	8	24434.121300
280	go	8	25883.818314
281	go	8	19987.440025
282	go	8	20608.472088
283	go	8	27444.529582
284	go	8	23290.537235
285	go	8	25349.835792
286	go	8	23455.128244
287	go	8	23575.757420
288	go	8	33766.786902
289	go	8	23693.537378
290	go	8	18908.715623
291	go	8	36425.702050
292	nogo	8	29786.811144
293	go	8	16795.742912
294	go	8	26944.390019
295	go	8	19969.864379
296	nogo	8	7927.098035
297	go	8	11894.589556
298	go	8	27897.029970
299	go	8	26088.602910
300	go	8	23047.369251
301	go	8	23758.050362
302	go	8	34464.705179
303	nogo	8	21571.640485
304	go	8	23799.054388
305	go	8	28194.203554
306	nogo	8	24701.567030
307	go	8	27741.627296
308	go	8	24905.100635
309	nogo	8	11466.791909
310	go	8	28761.693196
311	nogo	8	25691.646649
312	go	8	21525.350840
331	go	10	26635.861578
332	nogo	10	28314.521919
333	go	10	24574.723020
334	go	10	n/a
335	go	10	19508.328624
336	go	10	25823.250633
337	nogo	10	22661.489619
338	go	10	19497.765501
339	go	10	22488.081825
340	go	10	16564.033766
341	go	10	22258.832950
342	go	10	22120.527612
343	go	10	23544.048032
344	go	10	20879.247707
345	nogo	10	44792.962046
346	go	10	23491.035349
347	nogo	10	31293.497760
348	go	10	29400.995114
349	nogo	10	42779.708192
350	go	10	32834.768287
351	go	10	37960.963031
352	go	10	35707.723603
353	go	10	25417.179157
354	go	10	23653.677151
355	go	10	29310.870039
356	go	10	22913.599523
357	go	10	25243.492731
358	nogo	10	17399.948676
359	go	10	28957.652047
360	go	10	26579.243345
361	go	10	n/a
362	go	10	27991.206771
363	nogo	10	17384.183836
364	go	10	33423.264715
365	go	10	23954.054134
366	go	10	25300.265482
367	go	10	33114.084462
368	go	10	41478.251483
369	nogo	10	27847.035389
370	go	10	23913.966751
371	go	10	29633.490502
372	go	10	40316.748352
373	go	10	26533.895093
374	go	10	34893.006128
375	nogo	10	25739.535798
376	go	10	36401.985238
377	go	10	30483.653394
378	go	10	40483.100491
379	go	10	26727.533979
380	go	10	40004.258079
381	go	10	40490.683240
382	go	10	37794.140256
383	nogo	10	26945.036092
384	go	10	32355.227293
385	nogo	10	33601.541942
386	go	10	19463.919259
387	go	10	33086.708918
388	go	10	35537.451589
389	go	10	30920.598171
390	nogo	10	13910.874124
391	go	11	22836.701026
392	nogo	11	20240.259541
393	go	11	39241.857204
394	go	11	21577.769380
395	nogo	11	23168.656156
396	go	11	18327.089374
397	go	11	26013.808378
398	go	11	23493.703620
399	nogo	11	25624.187500
400	go	11	24079.291341
401	go	11	22121.954957
402	go	11	20943.570558
