trial_index	trial_type	block_number	mean_velocity
55	nogo	4	826.631319
56	go	4	768.703938
57	go	4	1082.345314
58	go	4	938.514401
59	nogo	4	582.382251
60	go	4	1120.370145
61	go	4	959.567729
62	go	4	913.074264
63	go	4	929.740892
64	go	4	937.135677
65	go	4	956.609816
66	nogo	4	1023.720833
67	go	4	1055.360281
68	go	4	855.724385
69	go	4	687.702413
70	go	4	870.931583
71	nogo	4	950.974465
72	go	4	1078.774644
73	go	4	1059.175121
74	go	4	655.131260
75	nogo	4	696.059894
76	go	4	794.281209
77	go	4	746.908112
78	go	4	731.920590
79	nogo	4	605.352429
80	go	4	797.174944
81	go	4	701.761016
82	go	4	612.633540
83	go	4	518.513948
84	go	4	911.393801
85	go	4	651.518280
86	nogo	4	1142.297251
87	go	4	972.054524
88	go	4	922.012921
89	nogo	4	816.272900
90	go	4	860.567385
91	go	4	901.661397
92	go	4	890.863340
93	nogo	4	807.139952
94	go	4	855.830950
95	go	4	663.869562
96	go	4	814.373839
97	go	4	797.396381
98	go	4	788.052956
99	go	4	919.537163
100	nogo	4	1648.463568
101	go	4	896.674516
102	go	4	705.299694
103	nogo	4	629.406841
104	go	4	854.158030
105	go	4	698.742089
106	go	4	866.600344
107	go	4	808.180220
108	go	4	744.080706
109	go	4	863.883817
110	go	4	1067.573746
111	go	4	782.465474
112	go	4	932.130910
113	go	4	875.303838
114	nogo	4	665.202766
115	go	5	799.753986
116	go	5	625.193757
117	go	5	853.391216
118	nogo	5	586.204619
119	go	5	782.061288
120	go	5	1030.562506
121	nogo	5	653.180153
122	go	5	857.088931
123	go	5	962.979518
124	go	5	764.092348
125	go	5	957.292215
126	go	5	836.220756
127	go	5	1035.071794
128	go	5	697.700526
129	go	5	852.346566
130	go	5	1104.260084
131	go	5	832.744479
132	nogo	5	594.175555
133	go	5	824.513816
134	go	5	793.469874
135	go	5	712.392985
136	go	5	578.089421
137	go	5	805.270697
138	go	5	753.421278
139	nogo	5	876.581487
140	go	5	932.871619
141	go	5	766.960725
142	nogo	5	735.067884
143	go	5	666.709727
144	go	5	676.206119
145	go	5	752.525103
146	go	5	n/a
147	nogo	5	717.574165
148	go	5	819.824095
149	go	5	707.027269
150	go	5	823.537112
151	nogo	5	879.648556
152	go	5	892.891511
153	go	5	815.635868
154	go	5	832.092888
155	go	5	824.604091
156	go	5	732.312021
157	go	5	770.356029
158	nogo	5	849.505742
159	go	5	555.614246
160	go	5	659.836739
161	nogo	5	659.770317
162	go	5	849.386382
163	nogo	5	738.239390
164	go	5	710.548478
165	go	5	850.219890
166	nogo	5	559.852276
167	go	5	817.134769
168	go	5	743.002217
169	go	5	828.563491
170	go	5	676.228529
171	go	5	950.434755
172	go	5	829.301754
173	nogo	5	602.181039
174	go	5	905.154577
193	go	7	739.534441
194	go	7	654.398025
195	nogo	7	710.142941
196	go	7	759.584837
197	go	7	806.678416
198	go	7	899.349229
199	go	7	871.982379
200	go	7	820.977264
201	go	7	847.801319
202	go	7	842.421687
203	nogo	7	986.619829
204	go	7	821.581016
205	nogo	7	n/a
206	go	7	661.225606
207	go	7	690.758129
208	go	7	791.115223
209	go	7	701.449922
210	go	7	806.001574
211	go	7	822.538636
212	go	7	685.721650
213	nogo	7	845.868280
214	go	7	855.156999
215	go	7	797.221552
216	go	7	653.787759
217	go	7	668.440086
218	go	7	777.402791
219	nogo	7	717.277188
220	go	7	740.921016
221	nogo	7	832.182519
222	go	7	742.087554
223	go	7	767.754941
224	go	7	654.724936
225	go	7	758.802443
226	go	7	572.511440
227	go	7	813.849557
228	go	7	825.246146
229	nogo	7	769.188880
230	go	7	755.906656
231	nogo	7	743.023369
232	go	7	828.587442
233	go	7	950.522664
234	nogo	7	618.357253
235	go	7	865.106032
236	go	7	935.518649
237	go	7	748.098946
238	go	7	808.522648
239	nogo	7	592.236351
240	go	7	781.688614
241	go	7	714.420338
242	go	7	806.642209
243	nogo	7	653.625803
244	go	7	946.208283
245	go	7	890.298017
246	nogo	7	553.374920
247	go	7	716.239299
248	go	7	678.758554
249	go	7	703.653729
250	go	7	798.579905
251	go	7	742.703236
252	go	7	801.300193
253	go	8	858.798579
254	nogo	8	437.031485
255	go	8	917.163040
256	go	8	863.253417
257	go	8	857.078428
258	go	8	837.759334
259	go	8	916.223523
260	go	8	828.080930
261	nogo	8	840.819856
262	go	8	798.649209
263	go	8	860.656703
264	nogo	8	761.935552
265	go	8	436.636438
266	go	8	781.866028
267	go	8	719.953991
268	go	8	748.825619
269	go	8	863.258858
270	go	8	913.639396
271	nogo	8	673.357543
272	go	8	786.969395
273	go	8	921.243710
274	go	8	804.919107
275	nogo	8	627.555452
276	go	8	918.003306
277	nogo	8	979.105660
278	go	8	707.690929
279	go	8	770.245979
280	go	8	743.040893
281	go	8	592.178832
282	go	8	823.613444
283	go	8	819.574426
284	go	8	824.941236
285	go	8	695.945938
286	go	8	638.083383
287	go	8	759.612541
288	go	8	712.405420
289	go	8	785.396877
290	go	8	826.315436
291	go	8	873.853156
292	nogo	8	725.452239
293	go	8	894.143684
294	go	8	850.687673
295	go	8	660.539381
296	nogo	8	280.186643
297	go	8	511.162352
298	go	8	848.216418
299	go	8	852.832017
300	go	8	483.385789
301	go	8	819.761119
302	go	8	870.536246
303	nogo	8	738.338776
304	go	8	852.343420
305	go	8	771.532528
306	nogo	8	537.269309
307	go	8	731.414905
308	go	8	715.562157
309	nogo	8	369.619623
310	go	8	869.438191
311	nogo	8	777.653388
312	go	8	883.709012
331	go	10	873.297357
332	nogo	10	911.754917
333	go	10	915.193911
334	go	10	n/a
335	go	10	683.698395
336	go	10	778.547165
337	nogo	10	712.341276
338	go	10	711.923415
339	go	10	953.278020
340	go	10	807.013238
341	go	10	778.401556
