onset	duration	accuracy_binary	trial_type	learning_stage	stimulus	coherence
0.000	15.760	1	learning	LS1	PICTURE_165.jpg	c
15.760	13.696	0	learning	LS1	PICTURE_202.jpg	c
29.456	10.034	1	learning	LS1	PICTURE_358.jpg	c
39.490	18.041	0	learning	LS1	PICTURE_453.jpg	i
57.531	16.615	1	learning	LS1	PICTURE_148.jpg	c
74.146	17.746	1	learning	LS1	PICTURE_165.jpg	i
91.892	11.367	1	learning	LS1	PICTURE_202.jpg	i
103.259	15.536	1	learning	LS1	PICTURE_358.jpg	i
118.795	12.991	1	learning	LS1	PICTURE_453.jpg	c
131.786	14.760	0	learning	LS1	PICTURE_148.jpg	i
146.546	21.521	0	learning	LS2	PICTURE_358.jpg	i
168.067	12.744	1	learning	LS2	PICTURE_165.jpg	c
180.811	n/a	n/a	learning	LS2	PICTURE_148.jpg	c
205.811	10.692	1	learning	LS2	PICTURE_453.jpg	c
216.503	n/a	n/a	learning	LS2	PICTURE_358.jpg	c
241.503	11.356	0	learning	LS2	PICTURE_148.jpg	i
252.859	14.568	1	learning	LS2	PICTURE_202.jpg	c
267.427	12.500	0	learning	LS2	PICTURE_453.jpg	i
279.927	16.830	0	learning	LS2	PICTURE_202.jpg	i
296.757	n/a	n/a	learning	LS2	PICTURE_165.jpg	i
321.757	13.855	1	learning	LS3	PICTURE_165.jpg	i
335.612	12.910	1	learning	LS3	PICTURE_148.jpg	i
348.522	13.401	1	learning	LS3	PICTURE_202.jpg	i
361.923	11.174	1	learning	LS3	PICTURE_358.jpg	i
373.097	11.347	1	learning	LS3	PICTURE_148.jpg	c
384.444	12.317	1	learning	LS3	PICTURE_358.jpg	c
396.761	8.173	1	learning	LS3	PICTURE_165.jpg	c
404.934	8.987	1	learning	LS3	PICTURE_453.jpg	c
413.921	8.039	1	learning	LS3	PICTURE_202.jpg	c
421.960	12.530	1	learning	LS3	PICTURE_453.jpg	i
434.490	8.425	1	learning	LS4	PICTURE_358.jpg	c
442.915	11.476	1	learning	LS4	PICTURE_165.jpg	i
454.391	20.762	0	learning	LS4	PICTURE_202.jpg	i
475.153	9.109	1	learning	LS4	PICTURE_165.jpg	c
484.262	11.519	1	learning	LS4	PICTURE_453.jpg	c
495.781	7.217	1	learning	LS4	PICTURE_202.jpg	c
502.998	8.348	1	learning	LS4	PICTURE_148.jpg	c
511.346	11.078	1	learning	LS4	PICTURE_358.jpg	i
522.424	10.134	1	learning	LS4	PICTURE_148.jpg	i
532.558	14.304	1	learning	LS4	PICTURE_453.jpg	i
546.862	12.747	1	learning	LS1	PICTURE_267.jpg	c
559.609	9.721	1	learning	LS1	PICTURE_97.jpg	c
569.330	12.284	0	learning	LS1	PICTURE_32.jpg	i
581.614	9.413	1	learning	LS1	PICTURE_100.jpg	c
591.027	11.349	0	learning	LS1	PICTURE_97.jpg	i
602.376	10.245	1	learning	LS1	PICTURE_100.jpg	i
612.621	13.293	1	learning	LS1	PICTURE_267.jpg	i
625.914	13.461	0	learning	LS1	PICTURE_77.jpg	i
639.375	12.676	1	learning	LS1	PICTURE_32.jpg	c
652.051	16.206	1	learning	LS1	PICTURE_77.jpg	c
668.257	9.380	1	learning	LS2	PICTURE_97.jpg	c
677.637	9.552	1	learning	LS2	PICTURE_77.jpg	i
687.189	11.163	0	learning	LS2	PICTURE_32.jpg	i
698.352	11.335	1	learning	LS2	PICTURE_100.jpg	i
709.687	16.463	0	learning	LS2	PICTURE_267.jpg	i
726.150	16.632	1	learning	LS2	PICTURE_100.jpg	c
742.782	18.723	1	learning	LS2	PICTURE_77.jpg	c
761.505	14.100	1	learning	LS2	PICTURE_267.jpg	c
775.605	9.478	1	learning	LS2	PICTURE_32.jpg	c
785.083	n/a	n/a	learning	LS2	PICTURE_97.jpg	i
810.083	9.691	1	learning	LS3	PICTURE_100.jpg	i
819.774	8.267	1	learning	LS3	PICTURE_97.jpg	c
828.041	7.320	1	learning	LS3	PICTURE_267.jpg	c
835.361	7.652	1	learning	LS3	PICTURE_77.jpg	c
843.013	10.225	1	learning	LS3	PICTURE_32.jpg	i
853.238	10.396	1	learning	LS3	PICTURE_77.jpg	i
863.634	11.049	1	learning	LS3	PICTURE_100.jpg	c
874.683	9.465	0	learning	LS3	PICTURE_97.jpg	i
884.148	10.273	1	learning	LS3	PICTURE_267.jpg	i
894.421	n/a	n/a	learning	LS3	PICTURE_32.jpg	c
919.421	14.974	1	learning	LS4	PICTURE_77.jpg	i
934.395	7.955	1	learning	LS4	PICTURE_100.jpg	c
942.350	14.362	1	learning	LS4	PICTURE_97.jpg	i
956.712	9.100	1	learning	LS4	PICTURE_100.jpg	i
965.812	15.502	1	learning	LS4	PICTURE_97.jpg	c
981.314	8.324	1	learning	LS4	PICTURE_32.jpg	c
989.638	9.135	1	learning	LS4	PICTURE_267.jpg	c
998.773	7.066	1	learning	LS4	PICTURE_77.jpg	c
1005.839	11.234	0	learning	LS4	PICTURE_32.jpg	i
1017.073	10.451	1	learning	LS4	PICTURE_267.jpg	i
1027.524	10.330	1	control	LS1	PICTURE_368.jpg	c
1037.854	9.699	0	control	LS1	PICTURE_391.jpg	c
1047.553	10.665	1	control	LS1	PICTURE_398.jpg	i
1058.218	10.836	1	control	LS1	PICTURE_391.jpg	i
1069.054	10.050	1	control	LS1	PICTURE_255.jpg	c
1079.104	11.663	1	control	LS1	PICTURE_338.jpg	i
1090.767	9.438	1	control	LS1	PICTURE_255.jpg	i
1100.205	9.290	1	control	LS1	PICTURE_338.jpg	c
1109.495	8.506	1	control	LS1	PICTURE_398.jpg	c
1118.001	9.160	1	control	LS1	PICTURE_368.jpg	i
1127.161	8.089	1	control	LS2	PICTURE_391.jpg	c
1135.250	6.982	1	control	LS2	PICTURE_368.jpg	c
1142.232	7.158	1	control	LS2	PICTURE_255.jpg	c
1149.390	10.367	1	control	LS2	PICTURE_338.jpg	i
1159.757	8.302	1	control	LS2	PICTURE_255.jpg	i
1168.059	7.837	1	control	LS2	PICTURE_338.jpg	c
1175.896	8.969	1	control	LS2	PICTURE_391.jpg	i
1184.865	10.739	1	control	LS2	PICTURE_398.jpg	i
1195.604	12.674	1	control	LS2	PICTURE_368.jpg	i
1208.278	9.332	1	control	LS2	PICTURE_398.jpg	c
1217.610	8.581	1	control	LS3	PICTURE_708.jpg	c
1226.191	10.507	1	control	LS3	PICTURE_343.jpg	c
1236.698	9.240	1	control	LS3	PICTURE_19.jpg	c
1245.938	7.325	1	control	LS3	PICTURE_551.jpg	c
1253.263	8.617	1	control	LS3	PICTURE_185.jpg	i
1261.880	9.109	1	control	LS3	PICTURE_551.jpg	i
1270.989	9.440	1	control	LS3	PICTURE_343.jpg	i
1280.429	9.134	1	control	LS3	PICTURE_19.jpg	i
1289.563	12.343	1	control	LS3	PICTURE_185.jpg	c
1301.906	8.841	1	control	LS3	PICTURE_708.jpg	i
1310.747	7.770	1	control	LS4	PICTURE_19.jpg	c
1318.517	7.305	1	control	LS4	PICTURE_551.jpg	c
1325.822	7.003	1	control	LS4	PICTURE_185.jpg	i
1332.825	7.657	1	control	LS4	PICTURE_19.jpg	i
1340.482	7.988	1	control	LS4	PICTURE_185.jpg	c
1348.470	6.727	1	control	LS4	PICTURE_708.jpg	c
1355.197	6.098	1	control	LS4	PICTURE_343.jpg	c
1361.295	11.547	1	control	LS4	PICTURE_708.jpg	i
1372.842	8.521	1	control	LS4	PICTURE_343.jpg	i
1381.363	12.213	1	control	LS4	PICTURE_551.jpg	i
1393.576	12.893	1	learning	LS1	PICTURE_654.jpg	c
1406.469	10.988	1	learning	LS1	PICTURE_212.jpg	c
1417.457	10.991	0	learning	LS1	PICTURE_38.jpg	i
1428.448	12.285	0	learning	LS1	PICTURE_654.jpg	i
1440.733	10.853	1	learning	LS1	PICTURE_26.jpg	c
1451.586	13.416	0	learning	LS1	PICTURE_659.jpg	i
1465.002	11.831	0	learning	LS1	PICTURE_26.jpg	i
1476.833	14.558	1	learning	LS1	PICTURE_212.jpg	i
1491.391	16.012	1	learning	LS1	PICTURE_38.jpg	c
